"Agency, Board, Commission, Branch",Meeting Title,Short Description,Start Date & Time,End Date & Time,Meeting Location,City,State,Details,Public Comment Accepted,Contact Name,Phone Number,Contact Email,Web Link (optional),Map Link,Calendar Link,ADA Contact,ADA Contact Phone,ADA Contact Email,Webinar/Webcast?,Webinar/Webcast Link,Public Call-In Number,Call-in Access Code,Agenda URL,Owner,Agenda Upload,Map Location,Weblink to Meeting Minutes/Summaries,Agenda Download,2010 House Districts,2010 Senate Districts,Counties
"Geology and Mineral Industries, Oregon Department of",CANCELLED-Calico Resources Technical Review Team Meeting,Calico Resources Technical Review Team Meeting,12/11/2012 11:00:00 AM,12/11/2012 04:00:00 PM,"Water Resources Offices, room 124A", Salem,OR,Meeting cancelled 11/21/2012.,,ReNeea Gordon,(541) 967-2051,Reneea.J.Gordon@mlrr.OregonGeology.com,,,,,,,,,,,,deb.schueller@dogami.state.or.us,,,,,,,
"Geology and Mineral Industries, Oregon Department of",DOGAMI Governing Board Meeting,,07/24/2015 08:30:00 AM,07/24/2015 12:00:00 PM,Bend, Bend,OR,Details to be announced.,,Alyssa Pratt,971-673-1555,Alyssa.Pratt@dogami.state.or.us,,,,Alyssa Pratt,971-673-1555,Alyssa.Pratt@dogami.state.or.us,,,,,http://www.oregongeology.org/sub/portoff/boardagenda-07-24-2015.pdf,,,,,,,,
"Geology and Mineral Industries, Oregon Department of",DOGAMI Governing Board Meeting,,05/15/2015 08:30:00 AM,05/15/2015 12:15:00 PM,"PSOB, 800 NE Oregon Street, Suite 965",Portland,OR,,yes,Alyssa Pratt,971-673-1555,alyssa.pratt@state.or.us,,,,Alyssa Pratt,971-673-1555,alyssa.pratt@state.or.us,,,,,http://www.oregongeology.org/sub/portoff/boardagenda-05-15-2015.pdf,,,,,,,,
"Geology and Mineral Industries, Oregon Department of",Calico Resources USA TRT Geochemistry Subcommittee Meeting,,11/20/2015 12:30:00 PM,11/20/2015 02:30:00 PM,telephone conference call,Portland,OR,"The public can monitor the call by phone. To register, contact DOGAMI Offices in Albany at 541/967-2040.  
You will be provided the call-in number when you register. 
The public can also monitor the call in person from the DOGAMI Portland offices at 800 NE  Oregon, Suite 965, Portland, OR. 
The TRT does not take public comments during its meetings.",no,ReNeea Lofton,541-967-2040,ReNeea.Lofton@mlrr.oregongeology.com,,,,ReNeea Lofton,541-967-2040,ReNeea.Lofton@mlrr.oregongeology.com,,,,,http://www.oregongeology.org/mlrr/noi/TRT-geo-agenda-11-20-15.pdf,,,,,,,,
"Geology and Mineral Industries, Oregon Department of",Calico Resources USA Technical Review Team Meeting,,01/14/2016 03:00:00 PM,01/14/2016 04:00:00 PM,Telephone meeting, Albany,OR,"The public can monitor the call by phone.  To register, contact the DOGAMI Offices in Albany at 541/967-2081.  You will be provided the call-in number when you register. ",no,Amy Tennimon,(541) 967-2081,amy.tennimon@mlrr.oregongeology.com,,,,Amy Tennimon,(541) 967-2081,amy.tennimon@mlrr.oregongeology.com,,,,,http://www.oregongeology.org/mlrr/noi/TRT-01-14-16-agenda.pdf,,,,http://www.oregongeology.org/mlrr/chemicalprocess_Calico-GrassyMtn.htm,,,,
"Geology and Mineral Industries, Oregon Department of",Calico Resources USA Proposed Gold Mine Public Informational Meeting,Public Informational Meeting,08/26/2015 02:00:00 PM,08/26/2015 06:30:00 PM,"DEQ, 475 NE Bellevue Dr., Suite 110",Bend,OR,"Note: There is a meeting break from 4 pm to 5 pm.
Department of Environmental Quality
475 NE Bellevue Dr., Suite 110, Bend, OR
2:00 – 4:00 pm (Pacific)
5:00 – 6:30 pm (Pacific)

For more information see: 
http://www.oregongeology.org/mlrr/chemicalprocess_Calico-GrassyMtn.htm",yes,ReNeea Lofton,(541) 967-2040,ReNeea.Lofton@mlrr.oregongeology.com,,,,,,,,,,,,,,,,,,,
"Geology and Mineral Industries, Oregon Department of",DOGAMI Governing Board Meeting,,10/30/2015 09:30:00 AM,10/30/2015 01:30:00 PM,"800 NE Oregon St, Ste. 965", Portland,OR,,yes,Alyssa Pratt,971-673-1555,alyssa.pratt@state.or.us,,http://www.oregongeology.org/sub/portoff/gmap-Portlandoffice.htm,,Alyssa Pratt,971-673-1555,alyssa.pratt@state.or.us,,,,,http://www.oregongeology.org/sub/portoff/boardagenda-10-30-2015.pdf,,,,,,,,
"Geology and Mineral Industries, Oregon Department of",Div. 20 Rules Adv. Comm.-POSTPONED,Division 20 Rules Advisory Committee Teleconference,07/24/2012 10:00:00 AM,07/24/2012 12:00:00 PM,Teleconference, Albany,OR,"7/24/2012
Division 20 Rules Advisory Committee Teleconference

This meeting has been postponed. New date to be announced.",,Alyssa Boles,,alyssa.boles@mlrr.oregongeology.com,,,,,,,,,303-262-2240,784148,,deb.schueller@dogami.state.or.us,,,,,,,
"Geology and Mineral Industries, Oregon Department of",Calico Resources Technical Review Team Meeting -CANCELLED,Calico Resources Technical Review Team Meeting,01/08/2013 11:00:00 AM,01/08/2013 04:00:00 PM,Location TBA, Salem,OR,CANCELLED 01/02/2013,,ReNeea Gordon,(541) 967-2051,Reneea.J.Gordon@mlrr.OregonGeology.com,,,,,,,,,,,,deb.schueller@dogami.state.or.us,,,,,,,
"Geology and Mineral Industries, Oregon Department of",Calico Project Coordinating Committee,,11/13/2014 01:00:00 PM,11/13/2014 04:00:00 PM,Four Rivers Cultural Center, Ontario,OR,Agenda TBA,yes,ReNeea Lofton,(541) 967-2040,Reneea.Lofton@mlrr.OregonGeology.com,,,,ReNeea Lofton,(541) 967-2040,Reneea.Lofton@mlrr.OregonGeology.com,,,,,http://www.oregongeology.org/mlrr/chemicalprocess_Calico-GrassyMtn.htm,,,,,,,,
"Geology and Mineral Industries, Oregon Department of",Div. 10 & 15 Rules Adv.Comm.-POSTPONED,Divisions 10 & 15 Rules Advisory Committee Teleconference,07/25/2012 10:00:00 AM,07/25/2012 12:00:00 PM,Teleconference,,,"7/25/2012
Divisions 10 & 15 Rules Advisory Committee Teleconference

This meeting has been postponed. New date to be announced.",,Alyssa Boles,,alyssa.boles@mlrr.oregongeology.com,,,,,,,,,303-262-2240,784148,,deb.schueller@dogami.state.or.us,,,,,,,
"Geology and Mineral Industries, Oregon Department of",Calico Resources USA Technical Review Team Meeting,,09/28/2015 11:00:00 AM,09/28/2015 04:00:00 PM,4026 Fairview Industrial Dr., Salem,OR,"NOTE: DEQ has moved its offices adjacent to the ODFW offices. 

The public can monitor the call by phone. To register, contact the DOGAMI Offices in Albany at 541-967-2040. You will be provided the call-in number when you register.

See linked agenda PDF.",,ReNeea Lofton,541-967-2040,Reneea.Lofton@mlrr.OregonGeology.com,,,,ReNeea Lofton,541-967-2040,Reneea.Lofton@mlrr.OregonGeology.com,,,,,http://www.oregongeology.org/mlrr/noi/TRT_agenda_09-28-15.pdf,,,,,,,,
"Geology and Mineral Industries, Oregon Department of",DOGAMI Governing Board Meeting,Teleconference,06/12/2015 08:30:00 AM,06/12/2015 10:30:00 AM,"PSOB, 800 NE Oregon St., Ste. 965", Portland,OR,Teleconference. See agenda link.,,Alyssa Pratt,971-673-1555,alyssa.pratt@state.or.us,,http://www.oregongeology.org/sub/portoff/gmap-Portlandoffice.htm,,Alyssa Pratt,971-673-1555,alyssa.pratt@state.or.us,,,,,http://www.oregongeology.org/sub/portoff/boardagenda-06-12-2015.pdf,,,,,,,,
"Geology and Mineral Industries, Oregon Department of",Calico Resources USA Technical Review Team Teleconference,,03/05/2018 01:00:00 PM,03/05/2018 03:00:00 PM,Teleconference, Albany,OR,"The Technical Review Team for the Calico Resources proposed gold mine in Malheur County is scheduled to meet by phone on March 5, 2018 from 1:00 pm – 3:00 pm (Pacific). The Technical Review Team (TRT) is an interdisciplinary team of state agencies that reviews the application and develops consolidated permit conditions that conform to Oregon regulations.

 Please note public comments are not accepted during TRT meetings.

The public may listen to the meeting in person at the Department of Geology and Mineral Industries (DOGAMI) Mineral Land Regulation and Reclamation office at 229 Broadalbin Street SW, Albany, Oregon or by phone. To register, contact the DOGAMI Albany office at 541 967 2040. You will be provided the call in number when you register. Please register at least 72 hours prior to the meeting.",no,Ali Ryan Hansen,,mlrr.info@oregon.gov,,,,,,,,,,,http://www.oregongeology.org/mlrr/noi/TRT_public_notice_03_05_18_FINAL.pdf,,,,,,,,
"Geology and Mineral Industries, Oregon Department of",Calico Resources USA TECHNICAL REVIEW TEAM MEETING,,11/21/2016 01:00:00 PM,11/21/2016 03:30:00 PM,"Oregon DEQ offices, 4026 Fairview  Industrial Dr. SE", Salem,OR,"The public can monitor the call by phone.  To register, contact the DOGAMI Offices in Albany at (541) 967-2040.  You will be provided the call-in number when you register.  Please register 72 hours prior to the call. ",no,Ali Ryan Hansen,503-347-5898,Ali.HANSEN@oregon.gov,,,,,(541) 967 - 2040,,,,,,http://www.oregongeology.org/mlrr/noi/TRT-agenda-11-21-16.pdf,,,,,,,,
"Geology and Mineral Industries, Oregon Department of",DOGAMI Governing Board Meeting,,04/08/2016 08:30:00 AM,04/08/2016 03:45:00 PM,"Portland State Office Building, 800 NE Oregon St., Ste. 965", Portland,OR,See agenda.,yes,Ali Ryan Hansen,971-673-0628,ali.hansen@state.or.us,,http://www.oregongeology.org/sub/portoff/gmap-Portlandoffice.htm,,Ali Ryan Hansen,971-673-0628,ali.hansen@state.or.us,,,,,http://www.oregongeology.org/sub/portoff/boardagenda-04-08-2016.pdf,,,,http://www.oregongeology.org/sub/portoff/GovBrdMin.HTM,,,,
"Geology and Mineral Industries, Oregon Department of",Calico Resources USA Technical Review Team - Water Resources Subcommittee Telephone Meeting,,01/05/2017 10:30:00 AM,01/05/2017 12:00:00 PM,telephone meeting, Albany,OR,"The public can monitor the call in person at the DOGAMI–Mineral Land Regulation & Reclamation (MLRR) office at 229 Broadalbin Ave. SW, Albany, Oregon. The public can also monitor the call by phone. To register, contact the DOGAMI–MLRR Office at 541-967-2040. You will be provided the call-in number when you register. Please register 72 hours prior to the meeting.",no,DOGAMI-MLRR,(541) 967-2040,mlrr.info@oregon.gov,,,,,,,,,,,http://www.oregongeology.org/mlrr/noi/TRT-water-sub-agenda-01-05-17.pdf,,,,,,,,
"Geology and Mineral Industries, Oregon Department of",Calico Resources USA Technical Review Team Teleconference,,05/15/2018 01:00:00 PM,05/15/2018 02:00:00 PM,Teleconference,Albany,OR,"The Technical Review Team (TRT) for the Calico Resources proposed gold mine in Malheur County is scheduled to meet by phone on May 15, 2018 from 1:00 pm – 2:00 pm (Pacific).  The TRT is an inter-disciplinary team of state agencies that reviews information related to a proposed mine during all phases of the application process, and ultimately develops consolidated permit conditions that conform to Oregon regulations. 

The public may listen to the meeting in person at the Oregon Department of Geology and Mineral Industries 
(DOGAMI) Mineral Land Regulation and Reclamation office at 229 Broadalbin Street SW, Albany, Oregon or by phone.  To listen by phone dial (866) 434-5269 and enter the access code (8863532#).   

Meeting materials may also be presented online at:  www.webmeeting.att.com (Meeting number 866-434-5269; Access code 8863532).  For assistance, please contact the DOGAMI Albany office at (541) 967-2040.  

REASONABLE ACCOMMODATION OF DISABILITIES
Reasonable accommodation, such as assisted hearing devices, sign language interpreters, and materials in large print or audiotape, will be provided as requested. In order to ensure availability, please contact the DOGAMI Albany Office at 541-967-2040 at least 72 hours prior to the meeting to make your request. Services for persons with a hearing or speech disability are available by dialing 711.

ADDITIONAL INFORMATION
More about the Oregon Consolidated Application and Permitting process is posted at
http://www.oregongeology.org/mlrr/chemicalprocess_Calico-GrassyMtn.htm.",no,ReNeea Lofton,541-967-2040,mlrr.info@oregon.gov,,,,ReNeea Lofton,541-967-2040,mlrr.info@oregon.gov,,,866-434-5269,8863532#,http://www.oregongeology.org/mlrr/noi/2018-05-04_TRT_Public_Notice_May_15_2018_Mtg.pdf,,,,,,,,
"Geology and Mineral Industries, Oregon Department of",Calico Resources USA Technical Review Team Teleconference,,12/04/2017 01:00:00 PM,12/04/2017 03:30:00 PM,"800 NE Oregon Street, Suite 965", Portland,OR,"The Technical Review Team for the Calico Resources proposed gold mine in Malheur County is scheduled to meet by phone on December 4, 2017 from 1:00 pm – 3:30 pm (Pacific). The Technical Review Team (TRT) is an interdisciplinary team of state agencies that reviews the application and develops consolidated permit conditions that conform to Oregon regulations.

The public may listen to the meeting in person at the Dept. of Geology and Mineral Industries (DOGAMI) Portland office at 800 NE Oregon Street, Suite 965, Portland, Oregon or by phone. To register, contact the DOGAMI Albany office at 541-967-2040. You will be provided the call-in number when you register. Please register at least 72 hours prior to the meeting. Please note public comments are not accepted during TRT meetings.",no,DOGAMI Albany office,541-967-2040,Calico.File@oregon.gov,,,,DOGAMI Albany Office,541-967-2040,Calico.File@oregon.gov,,,,,http://www.oregongeology.org/mlrr/noi/TRT_public_notice_FINAL_12-04-17.pdf,,,,,,,,
"Geology and Mineral Industries, Oregon Department of",Public Information Meeting - proposed gold mine,,06/08/2017 02:00:00 PM,06/08/2017 04:00:00 PM,"Four Rivers Cultural Center, 676 SW 5th Avenue", Ontario,OR,"2 p.m. to 4 p.m., Mountain time.

News release: http://www.oregongeology.org/pubs/nr/press-release-2017-05-24.pdf

Public comment: Written comments will be accepted until 5 p.m. on July 3, 2017. Comments must be received by this time and date to be considered. Written comments may be submitted by email to Calico.File@oregon.gov (please note “Grassy Mtn Comments” in subject line) or by mail to DOGAMI, Attn: Grassy Mtn Comments, 229 Broadalbin St. SW, Albany, OR 97321.",,Grassy Mtn Comments,,Calico.File@oregon.gov,,,,,,,,,,,,,,,,,,,
"Geology and Mineral Industries, Oregon Department of",DOGAMI Governing Board Meeting,,06/10/2016 08:30:00 AM,06/10/2016 12:00:00 PM,"800 NE Oregon St., Ste. 965",Portland,OR,Board packet also available online.,yes,Ali Ryan Hansen,971-673-0628,ali.hansen@state.or.us,,http://www.oregongeology.org/sub/portoff/gmap-Portlandoffice.htm,,Ali Ryan Hansen,971-673-0628,ali.hansen@state.or.us,,,,,http://www.oregongeology.org/sub/portoff/boardagenda_6-10-2016.pdf,,,,,,,,
"Geology and Mineral Industries, Oregon Department of",DOGAMI Governing Board Special Meeting,,08/01/2016 09:00:00 AM,08/01/2016 10:00:00 AM,"PSOB, 800 NE Oregon St.", Portland,OR,,,Ali Ryan Hansen,503-347-5898,ali.hansen@state.or.us,,http://www.oregongeology.org/sub/portoff/gmap-Portlandoffice.htm,,Ali Ryan Hansen,503-347-5898,ali.hansen@state.or.us,,,,,http://www.oregongeology.org/sub/portoff/boardagenda_8-1-2016.pdf,,,,,,,,
"Geology and Mineral Industries, Oregon Department of",Calico Resources USA Technical Review team Telephone Meeting,,01/05/2017 02:30:00 PM,01/05/2017 03:30:00 AM,telephone meeting, Albany,OR,"The public can monitor the call in person at the DOGAMI–Mineral Land Regulation & Reclamation (MLRR) office at 229 Broadalbin Ave. SW, Albany, Oregon. The public can also monitor the call by phone. To register, contact the DOGAMI–MLRR Office at 541-967-2040. You will be provided the call-in number when you register. Please register 72 hours prior to the meeting.",no,DOGAMI-MLRR,( 541 ) 967-2040,mlrr.info@oregon.gov,,,,,,,,,,,http://www.oregongeology.org/mlrr/noi/TRT-agenda-01-05-17.pdf,,,,,,,,
"Geology and Mineral Industries, Oregon Department of",Public Hearing on Proposed Rulemaking,Public Hearing on Proposed Rulemaking regarding Exclusion Certificates,04/12/2016 02:00:00 PM,04/12/2016 04:00:00 PM,"Albany City Hall: Santiam Room, 333 Broadalbin St", Albany,OR,"DOGAMI is proposing administrative rules to set fees and deadlines for the exclusion certificate program, which requires small-scale aggregate and metal placer mining operations to apply for an exclusion certificate and pay application and renewal fees. Learn more about the proposed rules here: http://www.oregongeology.org/mlrr/surfacemining.htm

Written comments may also be submitted to DOGAMI at 229 Broadalbin St. SW, Albany, OR 97321, or by email to ecomments@mlrr.oregongeology.com. Comments received after 5 p.m. on April 29, 2016 will not be considered. ",yes,Ali Ryan Hansen,971-673-0628,ali.hansen@state.or.us,,,,Ali Ryan Hansen,971-673-0628,ali.hansen@state.or.us,,,,,,,,,,,,,
"Geology and Mineral Industries, Oregon Department of",Calico Resources USA Technical Review Team Meeting,,10/27/2016 02:00:00 PM,10/27/2016 04:00:00 PM,Telephone meeting ,Portland ,OR,"The public and media may listen to the meeting in person at the Oregon Department of Geology and Mineral Industries (DOGAMI) Portland offices, 800 NE Oregon St., Ste. 965, or listen by phone. For call-in instructions, contact the DOGAMI offices in Albany at 541-967-2040. ",,ReNeea Lofton ,541-967-2040,Reneea.LOFTON@oregon.gov,,,,,,,,,,,www.oregongeology.org/mlrr/chemicalprocess_Calico-GrassyMtn.htm (http://www.oregongeology.org/mlrr/chemicalprocess_Calico-GrassyMtn.htm),,,,,,,,
"Geology and Mineral Industries, Oregon Department of",CANCELED - Calico Resources USA Technical Review Team – Tailings Storage Facility Subcommittee Meeting,CANCELED - Calico Resources USA Technical Review Team – Tailings Storage Facility Subcommittee Meeting,11/27/2018 01:00:00 PM,11/27/2018 03:00:00 PM,CANCELED, Albany,OR,This meeting has been canceled.,,mlrr.info@oregon.gov,,mlrr.info@oregon.gov,,,,,,,,,,,,,,,,,,,
"Geology and Mineral Industries, Oregon Department of",Calico Resources USA Corp. TRT - Tailings Facility Design Subcommittee Teleconference,,09/13/2017 01:00:00 PM,09/13/2017 03:00:00 PM,Teleconference, Portland,OR,"PERSONS INTERESTED IN THE CALICO RESOURCES PROPOSED GOLD MINE IN MALHEUR
COUNTY:
The Tailings Facility Design Subcommittee of the Technical Review Team for the Calico Resources
proposed gold mine in Malheur County is scheduled to meet by phone on September 13, 2017 from 1:00pm –
3:00pm (Pacific). The Technical Review Team (TRT) is an interdisciplinary team of state agencies that reviews
the application and develops consolidated permit conditions that conform to Oregon regulations. The Tailings
Facility Design Subcommittee addresses engineering, environmental, and permitting issues related to the
tailings facility associated with the proposed mine.

The public may listen to the call by phone or in person by using the instructions in the meeting agenda. Please note public comments are not accepted during TRT meetings.

See the agenda for more information.",no,Ali Ryan Hansen,503-347-5898,ali.hansen@oregon.gov,,,,Ali Ryan Hansen,503-347-5898,ali.hansen@oregon.gov,,,,,http://www.oregongeology.org/mlrr/noi/TRT_tailings_sub_public_notice_09_13_17_FINAL.pdf,,,,,,,,
"Geology and Mineral Industries, Oregon Department of",DOGAMI Governing Board Meeting,,12/11/2017 08:30:00 AM,12/11/2017 12:00:00 PM,"Portland State Office Building, 800 NE Oregon St., Ste. 965", Portland,OR,,,Lori Calarruda,,dogami-info@oregon.gov,,,,Lori Calarruda,,dogami-info@oregon.gov,,,,,http://www.oregongeology.org/about/govboard/boardagenda_12-11-2017.pdf,,,,,,,,
"Geology and Mineral Industries, Oregon Department of",Public Hearing on Proposed Rulemaking,Public Hearing on Proposed Rulemaking regarding Exclusion Certificates,04/19/2016 05:00:00 PM,04/19/2016 07:00:00 PM,"Gieser Grand Hotel: Cellar Meeting Room, 1996 Main St ", Baker City,OR,"DOGAMI is proposing administrative rules to set fees and deadlines for the exclusion certificate program, which requires small-scale aggregate and metal placer mining operations to apply for an exclusion certificate and pay application and renewal fees. Learn more about the proposed rules here: http://www.oregongeology.org/mlrr/surfacemining.htm

Written comments may also be submitted to DOGAMI at 229 Broadalbin St. SW, Albany, OR 97321, or by email to ecomments@mlrr.oregongeology.com. Comments received after 5 p.m. on April 29, 2016 will not be considered. ",yes,Ali Ryan Hansen,971-673-0628,ali.hansen@state.or.us,,,,Ali Ryan Hansen,971-673-0628,ali.hansen@state.or.us,,,,,,,,,,,,,
"Geology and Mineral Industries, Oregon Department of",Calico Resources USA Technical Review Team – Water Resources Subcommittee Meeting,,11/21/2016 09:30:00 AM,11/21/2016 11:30:00 AM,"Oregon DEQ offices, 4026 Fairview Industrial Drive SE", Salem,OR,"The public can monitor the call by phone.  To register, contact the DOGAMI Offices in Albany at (541) 967-2040.  You will be provided the call-in number when you register. Please register 72 hours prior to the call.",no,Ali Ryan Hansen,503-347-5898,Ali.HANSEN@oregon.gov,,,,,(541) 967 - 20 40,,,,,,http://www.oregongeology.org/mlrr/noi/TRT-water-sub-agenda-11-21-16.pdf,,,,,,,,
"Geology and Mineral Industries, Oregon Department of",Calico Resources USA Technical Review Team - Tailings Facility Design Subcommittee Web/Teleconference,,01/17/2018 09:00:00 AM,01/17/2018 11:00:00 AM,Web/Teleconference, Albany,OR,"The Tailings Facility Design Subcommittee of the Technical Review Team for the Calico Resources
proposed gold mine in Malheur County is scheduled to meet by phone on January 17, 2018 from 9:00 am –
11:00 am (Pacific). The Technical Review Team (TRT) is an interdisciplinary team of state agencies that
reviews the application and develops consolidated permit conditions that conform to Oregon regulations. The Tailings Facility Design Subcommittee addresses engineering, environmental, and permitting issues related to the tailings facility associated with the proposed mine. 
     The public may listen to the meeting in person at the Department of Geology and Mineral Industries
(DOGAMI) Mineral Land Regulation and Reclamation office at 229 Broadalbin Street SW, Albany, Oregon or
by phone. To register, contact the DOGAMI Albany office at 541-967-2053. You will be provided the call-in
number when you register. Please register at least 72 hours prior to the meeting.
     More about the Oregon Consolidated Application and Permitting process is posted at
http://www.oregongeology.org/mlrr/chemicalprocess_Calico-GrassyMtn.htm.",no,DOGAMI MLLR (Albany) Office,541-967-2053,mlrr.info@oregon.gov,,http://www.oregongeology.org/about/gmap-mlrr.htm,,DOGAMI MLLR (Albany) Office,541-967-2053,mlrr.info@oregon.gov,,,,,http://www.oregongeology.org/mlrr/noi/TRT_tailings_sub_01-17-18_public_notice_FINAL.pdf,,,,,,,,
"Geology and Mineral Industries, Oregon Department of",Calico Resources USA Technical Review Team Geochemistry Subcommittee - Telephone Meeting,,06/16/2017 09:00:00 AM,06/16/2017 11:00:00 AM,Telephone Meeting , Portland,OR,"The public may listen to the meeting at the DOGAMI Portland office at 800 NE Oregon St., Suite 965, or listen by phone. For call-in instructions, contact DOGAMI at 541-967-2040. ",No,Mineral Land Regulation & Reclamation Program,541-967-2040,mlrr.info@oregon.gov,,,,,,,,,,,,,,,,TRT_GeoSub_06-16-17_Draft_Agenda_06-06-17.pdf (https://data.oregon.gov/views/gs36-7t8m/files/e2e78d09-2e18-4502-949e-aae5e3701fcf?download=true&filename=TRT_GeoSub_06-16-17_Draft_Agenda_06-06-17.pdf),,,
"Geology and Mineral Industries, Oregon Department of",DOGAMI Governing Board Meting,,12/05/2016 08:30:00 AM,12/05/2016 11:45:00 AM,"800 NE Oregon St., Ste. 965", Portland,OR,"PUBLIC TESTIMONY
If you wish to give testimony on any item scheduled on this agenda, please sign up on the sheets provided on the day of the meeting and you
will be called to testify by the Board Chair. The Board places great value on information received from the public. Persons desiring to testify or
otherwise present information to the Board are encouraged to:
1. Provide written summaries of information to the Board (6 sets);
2. Limit testimony to 3 minutes, recognizing that substance, not length, determines the value of testimony or written information;
3. Endorse rather than repeat testimony of other witnesses; and
4. Designate one spokesperson whenever possible when groups or organizations wish to testify",,Ali Ryan Hansen,503-347-5898,Ali.HANSEN@oregon.gov,,http://www.oregongeology.org/sub/portoff/gmap-Portlandoffice.htm,,Ali.HANSEN@oregon.gov,503-347-5898,Ali.HANSEN@oregon.gov,,,,,http://www.oregongeology.org/sub/portoff/boardagenda_12-5-2016.pdf,,,,,,,,
"Geology and Mineral Industries, Oregon Department of",Calico Resources USA Technical Team Meeting,,02/05/2018 10:00:00 AM,02/05/2018 01:00:00 PM,"DEQ Western Region Offices, 4026 Fairview Industrial Drive SE", Salem,OR,"The Technical Review Team for the Calico Resources proposed gold mine in Malheur County is scheduled to
meet in person in Salem and by phone on February 5, 2018 from 10:00 am – 1:00 pm (Pacific). The Technical
Review Team (TRT) is an interdisciplinary team of state agencies that reviews the application and develops
consolidated permit conditions that conform to Oregon regulations.
The public may listen to the call by phone or in person by using the instructions in the meeting agenda, http://www.oregongeology.org/mlrr/noi/2018-02-05_TRT_public_notice_FINAL.pdf. Please note public comments are not accepted during TRT meetings.",no,Karen Colvin,,mlrr.info@oregon.gov,,,,,,mlrr.info@oregon.gov,,,,,http://www.oregongeology.org/mlrr/noi/2018-02-05_TRT_public_notice_FINAL.pdf,,,,,,,,
"Geology and Mineral Industries, Oregon Department of",Interagency Hazards Mitigation Team  landslide subcommittee meeting,Oregon Landslide Risk Reduction Team (OLRRT) planning meeting,07/12/2018 09:00:00 AM,07/12/2018 11:00:00 AM,"800 NE Oregon St., Suite 965", Portland,OR,"OLRRT is an interdisciplinary team of state agencies focused on landslide risk reduction in Oregon. The OLRRT facilitates collaboration between entities with roles in reducing landslide risk in Oregon. The meeting will focus on planning and logistics for future meetings. The public and media may attend the meeting in person at the Oregon Department of Geology and Mineral Industries (DOGAMI) office at 800 NE Oregon St., Suite 965, Portland, OR. ",no,Lori Calarruda,,dogami-info@oregon.gov,,,,,,,,,,,,,,,,,,,
"Geology and Mineral Industries, Oregon Department of",Notice of Public Hearing - Enerfin Resources Northwest,,11/07/2017 09:00:00 AM,11/07/2017 12:00:00 PM,"800 NE Oregon St, Suite 956 – Basalt Conference Room", Portland,OR,"Notice of Public Hearing
Enerfin Resources Northwest has requested an exception to the well separation requirement for oil and gas wells set forth in OAR 632-010-0230. 

Enerfin will make a presentation not earlier than 9:15 a.m. Public comment will be accepted both before and after the presentation. DOGAMI will issue a written decision on the request following the hearing. ",yes,Ali Ryan Hansen,503-347-5898,ali.hansen@oregon.gov,,,,Ali Ryan Hansen,503-347-5898,ali.hansen@oregon.gov,,,,,,,,,http://www.oregongeology.org/mlrr/Tahe_Public_Notice_FINAL_10-19-17.pdf,,,,
"Geology and Mineral Industries, Oregon Department of",Calico Resources USA Technical Review Team Teleconference,,11/06/2017 01:00:00 PM,11/06/2017 03:30:00 PM,teleconference, Portland,OR,"The public may listen to the meeting in person at the Dept of Geology and Mineral Industries (DOGAMI) Portland office at 800 NE Oregon Street, Suite 965, Portland, Oregon or by phone. To register, contact the DOGAMI Albany office at 541-967-2040. You will be provided the call-in number when you register. Please register at least 72 hours prior to the meeting. Please note public comments are not accepted during TRT meetings.",No,Ali Ryan Hansen,503-347-5898,ali.hansen@oregon.gov,,,,Ali Ryan Hansen,503-347-5898,ali.hansen@oregon.gov,,,,,http://www.oregongeology.org/mlrr/noi/TRT_11-06-17_Public_Notice_FINAL.pdf,,,,,,,,
"Geology and Mineral Industries, Oregon Department of",Calico Resources USA Technical Review Team – Water Resources Subcommittee Teleconference,,05/07/2018 01:00:00 PM,05/07/2018 03:30:00 PM,teleconference,Albany,OR,"The Water Resources Subcommittee of the Technical Review Team for the Calico Resources proposed gold mine in Malheur County is scheduled to meet by phone on May 7, 2018 from 1:00 pm – 3:30 pm (Pacific). The Technical Review Team (TRT) is an interdisciplinary team of state agencies that reviews the application and develops consolidated permit conditions that conform to Oregon regulations.
     The public may listen to the meeting in person at the Department of Geology and Mineral Industries (DOGAMI) Mineral Land Regulation and Reclamation office at 229 Broadalbin Street SW, Albany, Oregon or by phone. To listen by phone dial (866) 434-5269 and enter the access code (8863532#).",no,MLRR Information,(541) 967-2040,mlrr.info@oregon.gov,,http://www.oregongeology.org/about/gmap-mlrr.htm,,MLRR Information,(541) 967-2040,mlrr.info@oregon.gov,,,,,http://www.oregongeology.org/mlrr/noi/2018-04-26_TRT_WaterSub_Public_Notice_May_7_Mtg_FINAL.pdf,,,,,,,,
"Geology and Mineral Industries, Oregon Department of",DOGAMI Governing Board Meeting,,09/18/2017 12:00:00 PM,09/18/2017 05:00:00 PM,"Aggregate Resource Industries (ARI), 4080 Commercial Avenue", Springfield,OR,See link for public meeting agenda PDF.,yes,Ali Ryan hansen,503-347-5898,ali.hansen@oregon.gov,,,,Ali Ryan Hansen,503-347-5898,ali.hansen@oregon.gov,,,,,http://www.oregongeology.org/sub/portoff/boardagenda_09-18-2017.pdf,,,,,,,,
