"Agency, Board, Commission, Branch",Meeting Title,Short Description,Start Date & Time,End Date & Time,Meeting Location,City,State,Details,Public Comment Accepted,Contact Name,Phone Number,Contact Email,Web Link (optional),Map Link,Calendar Link,ADA Contact,ADA Contact Phone,ADA Contact Email,Webinar/Webcast?,Webinar/Webcast Link,Public Call-In Number,Call-in Access Code,Agenda URL,Owner,Agenda Upload,Map Location,Weblink to Meeting Minutes/Summaries,Agenda Download,2010 House Districts,2010 Senate Districts,Counties
Public Utility Commission,OUSF Advisory Board Meeting,,08/10/2016 10:00:00 AM,08/10/2016 02:00:00 PM,"201 High Street SE, Meadow Conference Room 3rd floor", Salem,OR,,,Roger White,,roger.white@state.or.us,,,,,,,,,,,,,,,,8-10-16 external Agenda--August OUSF Board Meeting.doc (https://data.oregon.gov/views/gs36-7t8m/files/cc27d30c-d46f-4dac-a8c7-6d7e5015c94d?download=true&filename=8-10-16%20external%20Agenda--August%20OUSF%20Board%20Meeting.doc),,,
Human Services Department,Medicaid Long Term Care Quality and Reimbursement Advisory Council,,08/10/2016 09:30:00 AM,08/10/2016 11:30:00 AM,"500 Summer St NE, Room 166",Salem ,OR,,Yes,Max Brown,503-945-6993,max.brown@state.or.us,,,,Kelsey Gleeson,503-947-5104,kelsey.gleeson@state.or.us,,,888-808-6929,4517555,,,,,,I:\APD Advocacy AND Development\Commissions and Councils\Medicaid LTC Council\Meetings\2016\Aug 10\MLTCQRAC 10 Aug  2016_ Agenda.pdf (https://data.oregon.gov/views/gs36-7t8m/files/eb9d339c-1035-4ead-ad5f-19e997c7b7b1?download=true&filename=I:\APD%20Advocacy%20AND%20Development\Commissions%20and%20Councils\Medicaid%20LTC%20Council\Meetings\2016\Aug%2010\MLTCQRAC%2010%20Aug%20%202016_%20Agenda.pdf),,,
"Treasurer, Oregon State",Oregon Investment Council ,Regular Meeting ,08/10/2016 09:00:00 AM,08/10/2016 12:00:00 PM,PERS Head Quarters ,Tigard,OR,"Notice of Regular Meeting
The Oregon Investment Council will hold a regular meeting at the time, date, and location listed above. 

This meeting location is accessible to persons with disabilities; moreover, a request for an interpreter for the hearing impaired or requests for other accommodations for persons with disabilities should be made at least 48 hours in advance of the meeting to May Fanning in the Oregon State Treasury’s Investment Division at (503) 431-7900.",,May Fanning,503.431.7900,may.fanning@ost.state.or.us,,"https://www.google.com/maps/place/16290+SW+Upper+Boones+Ferry+Rd,+Portland,+OR+97224/@45.402175,-122.7491281,17z/data=!4m2!3m1!1s0x549572c33f67c577:0x303b8e1c111f8034%20%20",http://www.oregon.gov/treasury/Newsroom/Pages/Calendar.aspx,May Fanning,503.431.7900,may.fanning@ost.state.or.us,,,,,,,,,http://www.oregon.gov/treasury/Divisions/Investment/Pages/Oregon-Investment-Council-(OIC).aspx#OICmin,Public Meeting Notice  Agenda 08.10.docx.pdf (https://data.oregon.gov/views/gs36-7t8m/files/315f9fdb-a41e-4943-88f9-255d0e00ef9b?download=true&filename=Public%20Meeting%20Notice%20%20Agenda%2008.10.docx.pdf),,,
"Pharmacy, State Board",Board Meeting,August 2016 Oregon Board of Pharmacy Board Meeting,08/10/2016 08:30:00 AM,08/12/2016 04:30:00 PM,Portland State Office Building, Portland,OR,"Meetings start at 8:30 each day unless otherwise listed and end time is dependent on conclusion of Board business. Day 1 is usually an all day Executive Session - PUBLIC MAY NOT ATTEND, pursuant to ORS 676.175, ORS 192.660 (1)(2)(f) (k). Day 2 is open to the public.","Open Forum - at the completion of regular Board Business, any Board licensee or member of the public is invited to meet with the Board to discuss issues of interest (typically the last item of the meeting).",Karen MacLean,971-673-0001,Karen.S.MacLean@state.or.us,,http://www.oregon.gov/pharmacy/Pages/psob.aspx,,Loretta Glenn,971-673-0001,Loretta.Glenn@state.or.us,,,,,http://oregon.gov/pharmacy/Pages/Meetings.aspx,,,,http://oregon.gov/pharmacy/Pages/Meetings.aspx,,,,
"Transportation Safety Committee, Oregon",Oregon Transportation Safety Committee Meeting,"ORS 802.300: (1) The Transportation Safety Committee is created within the Department of Transportation to advise the department and the Oregon Transportation Commission concerning the functions described under ORS 802.310 and to perform any other functions related to transportation safety that the commission delegates. The committee established under this section shall consist of five members appointed by the Governor on the recommendation of the commission. The term of office of each member is four years. Before the expiration of the term of a member, the Governor shall appoint a successor. A member is eligible for reappointment. In case of a vacancy for any cause, the Governor shall appoint a person to fill the office for the unexpired term.",08/09/2016 09:30:00 AM,08/09/2016 04:30:00 PM,4040 Fairview Industrial Dr. SE - Chetco Conference Room, Salem,OR,"Monthly meeting. Agenda items include reports from the members, the Transportation Safety Division Administrator and several liaisons. Further, the Committee will be given a report on Impaired driving and a presentation on OreGo.",,Annette E. Earl,,annette.earl@odot.state.or.us,,,,,,,,,,,,,,,,Y:\6700Admin\ESS2 - WORD\OTSC\OTSC 2016 Agendas\16-08-09 OTSC Agenda.pdf (https://data.oregon.gov/views/gs36-7t8m/files/1094c8fb-d80c-4556-9112-897a9eebff20?download=true&filename=Y:\6700Admin\ESS2%20-%20WORD\OTSC\OTSC%202016%20Agendas\16-08-09%20OTSC%20Agenda.pdf),,,
Mortuary and Cemetery Board,Board Meeting,,08/09/2016 09:00:00 AM,08/09/2016 05:00:00 PM,TBD, Portland,OR,Meeting will last until end of business.,Yes,Carla Knapp,971-673-1507,mortuary.board@state.or.us,,,,,,,,,,,,,,,,,,,
Employment Relations Board,Public Hearing on Proposed Rules Revisions,,08/09/2016 09:00:00 AM,08/09/2016 05:00:00 PM,"Old Garfield School Building, 528 Cottage ST NE, Suite 400", Salem,OR,"Proposed rule revisions have been filed with Secretary of State regarding Divisions 1, 10, 20, 25, 30, 35, 40, 45, 50, 75, 80, 85, and 86. Click here for the Notice of Proposed Rulemaking Hearing, Statement of Need and Fiscal Impact, and the proposed rules revisions for each division. 

 The Board will consider written public comments received by 5:00 p.m., August 9, 2016. The Board will consider any oral comments presented at the July 26 and August 9 hearings. If you have any questions please email your ERB Rules Coordinator April Bathurst.",yes,April Bathurst,503-378-3807,april.bathurst@oregon.gov,,,,,,,,,,,,,,,,Public_MtgNot_2016 Proposed Rules Revisions.pdf (https://data.oregon.gov/views/gs36-7t8m/files/5bb7f515-d549-49b4-8a8c-e9eb702f0611?download=true&filename=Public_MtgNot_2016%20Proposed%20Rules%20Revisions.pdf),,,
Citizens’ Initiative Review Commission ,Commission Meeting,,08/08/2016 03:00:00 PM,08/08/2016 04:30:00 PM,506 SW Mill St. URB 710 Meyer Board Room , Portland,OR,,Yes,Sarah Giles,503-725-5248,info@circommission.org,,,,,,,,,,,http://www.oregon.gov/circ/Pages/meetings.aspx,,,,http://www.oregon.gov/circ/Pages/meetings.aspx,,,,
Secretary of State,Explanatory Statement Committee Meetings,To consider public comment,08/08/2016 09:00:00 AM,08/08/2016 02:00:00 PM,"Hrg Rms 170 and 174, State Capitol Bldg, 900 Court St NE", Salem,OR,"Referral 401 - Cancelled
Referral 404 - Cancelled
IP 28
IP 49
IP 50 - Cancelled
IP 65 - Cancelled
IP 67
IP 68 - Cancelled",No,Jan Flowers,503.986-1518,janet.flowers@state.or.us,,,http://sos.oregon.gov/elections/Pages/committee-meetings.aspx,,,,,,,,http://sos.oregon.gov/elections/Documents/ESFI/esc-agenda.pdf,,,,https://www.oregonlegislature.gov/citizen_engagement/Pages/NonLegislative_Video.aspx,ESC Agenda.pdf (https://data.oregon.gov/views/gs36-7t8m/files/c193f67d-bad9-4edf-9a19-32686a3ee10d?download=true&filename=ESC%20Agenda.pdf),,,
Medical Assistance Program Administration,Quality and Health Outcomes Committee,Monthly QHOC Meeting,08/08/2016 09:00:00 AM,08/08/2016 03:30:00 PM,"500 Summer St NE, HSB Conference Room 137 A-D", Salem,OR,,Yes,Henry Hickman,,henry.e.hickman@state.or.us,,,,,,,,,1-888-278-0296,310477,,,,,http://www.oregon.gov/oha/healthplan/Pages/CCO-Quality-and-Health-Outcomes-Committee.aspx,,,,
Agriculture Department,Industrial Hemp Rules Advisory Committee,First meeting of the Industrial Hemp Rules Advisory Committee,08/08/2016 02:00:00 AM,08/08/2016 05:00:00 PM,"Oregon Department of Agriculture, Hawthorne Facility, 151 Hawthorne",Salem ,OR,,,Ron Pence,,rpence@oda.state.or.us,,,,,,,,,,,,,,,,IndustrialHempRACAgenda.pdf (https://data.oregon.gov/views/gs36-7t8m/files/8083ff42-ff60-4d08-a495-7d90bf16a480?download=true&filename=IndustrialHempRACAgenda.pdf),,,
Secretary of State,Financial Estimate Committee ,To consider public comments ,08/05/2016 09:30:00 AM,08/05/2016 11:00:00 AM,"Hrg Rm 170, State Capitol Bldg, 900 Court St NE",Salem,OR,"Referral 401
Referral 403
Referral 404
IP 28
IP 65
IP 67
IP 68",No,Jan Flowers,503-986-1518,janet.flowers@state.or.us,,,http://sos.oregon.gov/elections/Pages/committee-meetings.aspx,,,,,,,,,,,,https://www.oregonlegislature.gov/citizen_engagement/Pages/NonLegislative_Video.aspx,,,,
Housing/Community Services Department,Monthly Housing Stability Council Meeting,,08/05/2016 09:00:00 AM,08/05/2016 01:00:00 PM,"Oregon Housing & Community Services, 725 Summer St NE, Conference room 124",Salem,OR,"August 5, 2016 | 9:00 a.m. – 1:00 p.m.
Oregon Housing and Community Services | Conference Room 124
725 Summer St NE, Salem OR 97301  

AGENDA:
9:00	     Meeting Called to Order
9:20	     Public Comment
9:30	     Draft Meeting Minutes | July 8, 2016
9:35	     Consent Calendar | For Acceptance: 
	     - Community Services Block Grant Plan/Application	 
             - Low Income Home Energy Assistance Program State Plan
10:00    Multifamily Bond Approvals 
             - Plaza Townhomes
10:15    Federal Rent Subsidy Preservation NOFA Timing     
10:45    State of the Oregon Economy Briefing 
	     - Mark McMullen, State Economist
11:30    2017-19 Budget Environment Briefing 
	     - Linnea Wittekind, Budget Analyst, DAS
12:15    Report of the Interim Director
12:35    Report of the Chair
1:00	     Meeting Adjourned",,Kris Klemm,503-986-2005,kris.j.klemm@Oregon.gov,,,,Sandy McDonnell,50-986-2012,sandy.mcdonnell@oregon.gov,,,,,http://www.oregon.gov/ohcs/OSHC/docs/HSC-2016/080516%20_HSC_Agenda.pdf,,,,,,,,
"Counselors and Therapists, Board of Licensed Professional",Board Meeting,Board Meeting,08/05/2016 08:30:00 AM,08/05/2016 03:00:00 PM,3218 Pringle Road SE, Salem,OR,,,Lonnie Knotts,(503) 378-5499 ext 1,lonnie.p.knotts@state.or.us,,,,,,,,,,,http://www.oregon.gov/oblpct/Board_Meetings/Meeting_Notice_8-5-16.pdf,,,,,,,,
Fish and Wildlife Department,Oregon Fish and Wildlife Commission Meeting,"The Fish and Wildlife commission will meet Friday, Aug. 5 at the ODFW Headquarters in Salem to adopt 2017 sportfishing and 2016 coastal coho regulations, as well as mule deer and elk management objectives.  The meeting begins at 8 a.m. at ODFW, 4034 Fairview Industrial Drive SE, Salem. The meeting agenda is at http://www.dfw.state.or.us/agency/commission/minutes/16/08_august/index.asp",08/05/2016 08:00:00 AM,08/05/2016 05:00:00 PM,4034 Fairview Industrial Drive SE, Salem,OR,"The Fish and Wildlife commission will meet Friday, Aug. 5 at the ODFW Headquarters in Salem to adopt 2017 sportfishing and 2016 coastal coho regulations, as well as mule deer and elk management objectives.

The meeting begins at 8 a.m. at ODFW, 4034 Fairview Industrial Drive SE, Salem. The meeting agenda is at http://www.dfw.state.or.us/agency/commission/minutes/16/08_august/index.asp

In the morning during the Director’s Report, the Chair of the Joint Interim Task Force On Funding for Fish, Wildlife, and Related Outdoor Recreation and Education will give a status update on their work to date. The Task Force was created by HB 2402 to develop recommendations to strengthen the State’s ability to conserve natural resources and connect the diversity of Oregonians to nature through outdoor recreation and education.

Also during the Director’s Report, ODFW staff will provide informational updates on the Wolf Management Plan Review process, recent stakeholder meetings and a revised schedule for the Wolf Plan review. There will be no public testimony during this briefing.

The Commission will also be asked to adopt 2017 sportfishing regulations. The majority of the changes being proposed are housekeeping corrections building on last year’s effort to simplify the regulations. A few more significant proposed changes are:

The portion of the Lower Deschutes River River that borders the Confederated Tribes of Warm Springs Reservation will be open April 22-Dec. 31 (reverting back to regulations in effect prior to 2016).
Multiple Lower Columbia tributaries will only be open to the harvest of hatchery salmon to protect wild tule fall Chinook. The majority of salmon in these areas are hatchery fish so this change is expected to have minimal impact on fishing opportunities but will provide necessary protections for listed wild fish.
New regulations and an updated map to more clearly designate the fishing areas in Herman Creek located in the Columbia River Zone.
Additionally, the Commission will be asked to approve several Restoration and Enhancement Projects and appoint Rod Moore to the board as the Seafood Processor Representative. R and E funds projects that enhance fish production and provide more public access to fishing waters.

The Commission will be asked to adopt wild coastal coho fishing regulations. ODFW staff are proposing limited fishing this year due to a low expected return. Fishing would be allowed in the Umpqua, Coos, Coquille Rivers and Tenmile Lakes, with Siltcoos and Tahkenitch lakes open under permanent regulations.

Finally, the Commission will consider mule deer and elk management objectives (MOs) which ODFW reviews periodically. Many of Oregon’s 67 wildlife management units have a winter population MO (the number of mule deer or elk desired in the unit during the winter) and a buck and bull ratio MO (the ratio of buck mule deer or bull elk observed per 100 females after the hunting season).

MOs are not the maximum number of animals a unit can support, but a compromise to maintain deer and elk numbers at levels compatible with primary land uses, limit damage to private property while maximizing recreational benefits (hunting and wildlife viewing).

Public testimony for topics not on the agenda will be held first thing Friday morning, just after the adoption of temporary rules. Persons seeking to testify on issues not on the formal agenda may do so by making arrangements with the ODFW Director’s Office, at least 24 hours in advance of the meeting, by calling 800-720-6339 or 503-947-6044.

Reasonable accommodations will be provided as needed for individuals requesting assistive hearing devices, sign language interpreters or large-print materials. Individuals needing these types of accommodations may call the ODFW Director’s Office at 800-720-6339 or 503-947-6044 at least 24 hours in advance of the meeting.

The Commission is the policy-making body for fish and wildlife issues in the state and it usually meets monthly.",yes,Michelle Dennehy,(503) 931-2748,Michelle.N.Dennehy@state.or.us,,,,,,,,,,,,,,,,,,,
Occupational Therapy Licensing Board,Board Meeting,,08/05/2016 08:00:00 AM,08/05/2016 05:00:00 PM,PSOB Room 612, Portland,OR,,,Felicia Holgate,971-673-0198,felicia.m.holgate@state.or.us,,,,,,,,,,,,,,,,,,,
"Medical Board, Oregon",Full Board Conference Call,Monthly meeting,08/04/2016 04:00:00 PM,08/04/2016 04:30:00 PM,OMB Offices, Portland,OR,The Board will enter into Public Session periodically to take formal action on cases that have been reviewed in Executive Session.  Motions for disciplinary action and Board Orders will be taken in Public Session.,,Theresa Lee,971-673-2700,theresa.lee@state.or.us,,,,,,,,,,,http://www.oregon.gov/omb/board/Pages/Meeting-Notices.aspx,,,,http://www.oregon.gov/omb/board/Pages/Meeting-Minutes.aspx,,,,
"Forest Resources Institute, Oregon",OFRI Nominations Working Group Conference Call,,08/04/2016 02:00:00 PM,08/04/2016 03:00:00 PM,"317 SW Sixth Ave., Suite 400", Portland,OR,,,Kathy Storm,971-673-2953,storm@ofri.org,,,,,,,,,866-377-3315,9438581,,,,,,Nomination Working Group Agenda Aug 4 2016.pdf (https://data.oregon.gov/views/gs36-7t8m/files/cddf3eb5-1ae4-43c0-a9a7-8a7b5d5cb0dc?download=true&filename=Nomination%20Working%20Group%20Agenda%20Aug%204%202016.pdf),,,
Columbia Gorge ESD,Board of Directors Meeting,,08/04/2016 01:00:00 PM,08/04/2016 04:00:00 PM,"400 East Scenic Drive, Room 2.221", The Dalles,OR,Meeting to interview interim superintendent candidates.,No,Mary Bowen,541-298-5155,mbowen@cgesd.k12.or.us,,,,Mary Bowen,541-298-5155,mbowen@cgesd.k12.or.us,,,,,http://www.cgesd.k12.or.us/cms/lib07/OR01915656/Centricity/Domain/13/August%20Executive%20Session.pdf,,,,http://www.cgesd.k12.or.us/cms/lib07/OR01915656/Centricity/Domain/13/August%204%202016%20Minutes.pdf,August Executive Session.pdf (https://data.oregon.gov/views/gs36-7t8m/files/08211776-af3e-47b7-a730-b775c37d8b50?download=true&filename=August%20Executive%20Session.pdf),,,
Travel Information Council,Rest Area Subcommittee Meeting,Review of agency's rest area operations and recommendations for full Council.,08/04/2016 10:00:00 AM,08/04/2016 12:00:00 PM,"Oregon Trucking Association Office, 4005 SE Naef Rd", Portland,OR,,,Nancy DeSouza,503-373-1042,nancyd@oregonte.com,,,,,,,,,,,,,,,,,,,
Employment Relations Board,SPRL Hearing,,08/04/2016 09:00:00 AM,08/04/2016 05:00:00 PM,"528 Cottage ST NE, Suite 400", Salem,OR,"** CANCELLED

State Personnel Relations Law regarding MA-001-16 Middel v. State of Oregon, Department of Human Services",,Cynthia Nelson,503-378-3295,cynthia.nelson@oregon.gov,,,,,,,,,,,,,,,,,,,
"Medical Board, Oregon",Investigative Committee,Monthly meeting,08/04/2016 07:30:00 AM,08/04/2016 06:00:00 PM,OMB Offices, Portland,OR,"The 5-member Investigative Committee reviews investigations that have been conducted by OMB staff investigators, directs further investigative steps and interviews licensees who are under investigation, if appropriate.  The Committee makes recommendations to the full Board regarding case resolutions.  Note:  This Committee meets almost entirely in Executive Session, which is closed to members of the general public.  No final actions are taken in Executive Session.",,Theresa Lee,971-673-2700,theresa.lee@state.or.us,,,,,,,,,,,http://www.oregon.gov/omb/board/Pages/Meeting-Notices.aspx,,,,http://www.oregon.gov/omb/board/Pages/Meeting-Minutes.aspx,,,,
"Health Authority, Oregon",Health Care Interpreter Legislative and Policy Advisory Committee,This Committee advises the state on legislation and policies for the health care interpreter program in Oregon,08/03/2016 03:00:00 PM,08/03/2016 04:30:00 PM,"Conference Room – Office of Equity and Inclusion, 421 SW Oak St. Suite 750	", Portland,OR,,Yes,Kweku Wilson,971-673-3328,kweku.wilson@state.or.us,,,,,,,,https://attendee.gotowebinar.com/register/5429890166090360321,1-888-251-2909,301588,,,,,https://attendee.gotowebinar.com/register/5429890166090360321,,,,
Secretary of State,Public Hearing ,Comments on Referrals and Iniative statements,08/03/2016 01:00:00 PM,08/03/2016 05:00:00 PM,"Rm TBD, State Capitol Bldg, 900 Court St NE", Salem,OR,"Oral and written comments to be accepted on
Referral 401
Referral 404
IP 28
IP 49
IP 50
IP 65
IP 67
IP 68
Written comments
can be submitted by mail to:
255 Capitol St NE, Ste 501
Salem, OR 97310
or by email to
elections.sos@state.or.us&#8203;",Yes,Jan Flowers,503-986-1518,janet.flowers@state.or.us,,,http://sos.oregon.gov/elections/Pages/committee-meetings.aspx,,,,,,,,,,,,,,,,
"State Lands, Department of",Oregon Ocean Science Trust Meeting,Regular Trust Meeting ,08/03/2016 01:00:00 PM,08/03/2016 04:00:00 PM,775 Summer St NE; Land Board Room, Salem,OR,,Yes,Chris Castelli,503-986-5280,chris.castelli@state.or.us,,,,,,,,,,,,,,,http://www.oregon.gov/dsl/Oregon_Ocean_Science_Trust/Pages/default.aspx,,,,
"Dentistry, Oregon Board of",Administrative Workgroup Meeting,,08/03/2016 12:00:00 PM,08/03/2016 01:00:00 PM,"1500 SW 1st Ave., Suite# 770", Portland,OR,,,Stephen,Prisby,stephen.prisby@state.or.us,,,,,,,,,,,,,,,,,,,
Forestry Department,Special Meeting of the Emergency Fire Cost Committee ,BLM Protection Study,08/03/2016 10:00:00 AM,08/03/2016 03:00:00 PM,2600 State Street, Salem,OR,,,Chrystal Bader,,chrystal.bader@oregon.gov,,,,,,,,,,,,,,,,,,,
Land Conservation & Development Department,Citizen Involvement Advisory Committee (CIAC),,08/03/2016 09:00:00 AM,08/03/2016 11:00:00 AM,"Agriculture Building - Ste. 250 Conference Room, 635 Capitol St. NE", Salem,OR,,Yes,Casaria Taylor,503-934-0065,casaria.taylor@state.or.us,,http://www.oregon.gov/ODA/shared/Documents/Publications/Administration/DirectionsODA.pdf,,,,,,,,,,,,,http://www.oregon.gov/LCD/pages/citizeninvolvement.aspx#Meeting_Schedule,,,,
Watershed Enhancement Board,Special Meeting of the Board,,08/02/2016 03:00:00 PM,08/02/2016 04:00:00 PM,"775 Summer Street NE, Suite 360",Salem,OR,,Yes,Eric Hartstein,(503) 986-0029,eric.hartstein@oweb.state.or.us,,,,,,,,,,,https://content.govdelivery.com/accounts/ORWEB/bulletins/1589cc0,,,,,,,,
Public Utility Commission,Special Public Meeting,Administrative Issues,08/02/2016 01:30:00 PM,08/02/2016 02:30:00 PM,"201 High Street SE, Commission Conference Room",Salem,OR,,,Kristi Collins,503-373-0885,kristi.collins@state.or.us,,,,,,,,,,,,,,,,,,,
"Forest Resources Institute, Oregon",OFRI Educational Advertising Working Group Conf. Call,,08/02/2016 01:00:00 PM,08/02/2016 03:00:00 PM,"Cappelli Miles, 2 Centerpointe Drive, Suite 300", Lake Oswego,OR,,,Kathy Storm,971-673-2953,storm@ofri.org,,,,,,,,,866-377-3315,8607361,,,,,,Advertising Working Group Agenda 08-02-2016.pdf (https://data.oregon.gov/views/gs36-7t8m/files/ead06612-1aa3-4acb-8825-cf016afa6fa8?download=true&filename=Advertising%20Working%20Group%20Agenda%2008-02-2016.pdf),,,
Medical Assistance Program Administration,Rule Advisory Committee - OHP (MCO and CCO) Program,"Meeting to discuss proposed rule changes required by CMS 2930-F revisions to the federal Medicaid Managed Care Rules, effective 1-1-2017",08/02/2016 01:00:00 PM,08/02/2016 04:00:00 PM,"Barbara Roberts Human Services Building, 500 Summer St NE, Room 166", Salem,OR,"These rule changes are required to comply with Medicaid Managed Care rule changes as specified in CMS 2930-F. HSD intends to limit changes made to these rules to what is required by CMS 2930-F.
*410-141-3015 and 410-141-3145 - Include term gender “identity” to comply with CFR 438.3.
*410-141-3260 - Include term gender “identity” to comply with 438.3; intend to remove the word “religion,” as it has been removed in the revised CFRs.
*410-141-3300 - Information to be passed on the members as health education in compliance with the provider enrollee communication requirements in CFR 438.102

Information to be passed on the members as health education in compliance with the provider enrollee communication requirements in 438.102
",,"Kellie Skenandore, Medicaid Policy Analyst",503-947-5530,kellie.m.skenandore@state.or.us,,,,,,,,,1-877-402-9753,9320809#,,,,,,"I:\CAPE\Distribution\Web Posting\Public Meetings\RACs\RAC Meeting Agenda - OHP (MCO and CCO) Program, 08-02-2016.pdf (https://data.oregon.gov/views/gs36-7t8m/files/e282fd64-3f39-44a4-b856-70fdd616f5d5?download=true&filename=I:\CAPE\Distribution\Web%20Posting\Public%20Meetings\RACs\RAC%20Meeting%20Agenda%20-%20OHP%20(MCO%20and%20CCO)%20Program,%2008-02-2016.pdf)",,,
"Sweet Cherry Commission, Oregon",Regular Sweet Cherry Commission Meeting,OSCC August Meeting,08/02/2016 10:30:00 AM,08/02/2016 03:00:00 PM,"Columbia Gorge Community College, 400 E. Scenic Dr., Building 1, Rm 1.334",The Dalles,OR,"Call To Order/Introductions
Minutes of Previous Meeting 5/30/16
Financial Statements – May, June & July
Administrator’s Activity Report
Research Review-Wenatchee, WA Nov. 9 & 10, 2016
Crop & Assessment Estimate for 2016
Agri-Business Council Membership renewal
Volunteer Insurance
Chairman’s Report
2016 Crop Review Roundtable
Administrator Evaluation
Research Committee Report
Research Priority Setting – change of timing
Report on Breeding Program Update – Molesworth/Carter
OSU Research & Extension Report
Old Business
New Business
Next Meeting – Date, Time & Location",yes,Dana Branson,541-386-5761,osweetcherry@gmail.com,,,,Dana Branson,,,,,,,,,,,www.osweetcherry.org/oscc-board (http://www.osweetcherry.org/oscc-board),,,,
Public Utility Commission,"Public Meeting - Notice of Agenda Change for August 2, 2016 Regular Public Meeting.","NOTICE IS GIVEN that PacifiCorp’s Update to its Schedule 37 - Qualifying Facilities Avoided Cost Payments – is being removed from the agenda of the Commission’s August 2, 2016 Regular Public Meeting.   While engaged in private practice, Chair Hardie provided legal advice to PacifiCorp after the company had developed and filed these avoided cost prices.  Although Chair Hardie’s advice was extremely limited and primarily procedural in nature, she has decided to participate in this matter only to the extent required to reach a quorum for Commission decision.  Chair Hardie’s decision to limit her participation is not legally required, but taken out of an abundance of caution and in the interest of fair and open proceedings.  Because Commissioner Savage will be out of the office and not available to participate in the August 2, 2016 Regular Public Meeting,  PacifiCorp’s Schedule 37 update will be rescheduled to be heard at a later date.",08/02/2016 09:30:00 AM,08/02/2016 12:00:00 PM,"201 High Street SE, Hearing Room",Salem,OR,,,Kristi Collins,503-373-0885,kristi.collins@state.or.us,,,,,,,,,,,,,,,,PM Agenda 08022016.docx (https://data.oregon.gov/views/gs36-7t8m/files/8a7599fb-7844-4347-8f8a-096a24a7bc7a?download=true&filename=PM%20Agenda%2008022016.docx),,,
Workers Compensation Board,Board Meeting,,08/02/2016 09:30:00 AM,08/02/2016 12:00:00 PM,"2601 25th St. SE., Ste. 150", Salem,OR,"Consideration of the advisory committee report concerning attorney fee-related administrative rule concepts regarding Division 015 (Attorney Fee) as well as the Board’s biennial review of attorney fee schedules under ORS 656.388(4), including discussion of proposed rule amendments in response to the committee’s report and the scheduling of a future rulemaking hearing regarding any proposed rule amendments.
",Yes,Karen Burton,503-934-0123,karen.burton@oregon.gov,,,,,,,,,,,,,,,,,,,
"Health Authority, Oregon",HCI Education and Training Committee,This Committee advises the state on education and training for the qualification and certification of health care interpreters in Oregon,08/02/2016 09:00:00 AM,08/02/2016 10:00:00 AM,"Conference Room – Office of Equity and Inclusion, 421 SW Oak St. Suite 750", Portland,OR,,Yes,Kweku Wilson,971-673-3328,kweku.wilson@state.or.us,,,,,,,,,1-888-251-2909,301588,,,,,,,,,
Health Policy Board,Oregon Health Policy Board ,,08/02/2016 08:30:00 AM,08/02/2016 12:00:00 PM,"OHSU Center for Health & Healing, 3303 SW Bond Ave., third floor, Room 4", Portland,OR,"The Oregon Health Policy Board will hold its monthly meeting August 2 in Portland. The meeting will be held at the OHSU Center for Health and Healing. The Board will hear regular updates as well as take action regarding nurse home visiting and discuss health system performance and status reports.

When: Tuesday, August 2, 8:30 a.m. – 12 p.m.

Where: OHSU Center for Health & Healing, 3303 SW Bond Ave., third floor, Room 4. The meeting will also be available via live web stream. A link to the live stream and a recording of the meeting will be posted on the board’s meeting page at www.oregon.gov/oha/OHPB/Pages/2016-OHPB-Meetings.aspx. Members of the public can also call in to listen by dialing 1-888-808-6929, participant code 915042#.

Agenda: Welcome; Director'rs report; Nurse Home Visiting update; Oregon Health Insurance Survey; CCO Metrics 2015 Final Report; Hospital Transformation Performance Project Report; public testimony.

For more information on the meeting, visit the board's meeting page at www.oregon.gov/oha/OHPB/Pages/2016-OHPB-Meetings.aspx.
The meeting site is accessible to people with disabilities. Individuals requiring accommodation may request alternate formats, sign language interpreters, physical accessibility, or other reasonable accommodations by calling the Oregon Health Authority at 1-800-282-8096 at least 48 hours before the meeting.
",Yes,Jeff Scroggin,541-999-6983,jeff.scroggin@state.or.us,,,,,,,true,http://bit.ly/2au795W,1-888-808-6929,915042#,"http://www.oregon.gov/oha/OHPB/2013MeetingMaterials/August%202,%202016%20Agenda.pdf",,,,http://www.oregon.gov/oha/OHPB/Pages/2016-OHPB-Meetings.aspx,,,,
Governor's Office,Regional Solutions Advisory Committee: Metro,,08/01/2016 01:30:00 PM,08/01/2016 03:00:00 PM,"Greater Portland Inc, 111 SW Columbia St", Portland,OR,,,Bobby Lee,,bobby.lee@oregon.gov,,,,,,,,,,,,,,,http://www.regionalsolutions.oregon.gov,,,,
Water Resources Department,HB 4113 Drought Task Force,,08/01/2016 10:00:00 AM,08/01/2016 03:00:00 PM,"725 Summer Street NE, Rm 124", Salem,OR,,,Racquel Rancier,503-986-0828,racquel.r.rancier@wrd.state.or.us,,,,,,,,,,,,,,,,M:\Meeting 2 DTF Agenda Final.pdf (https://data.oregon.gov/views/gs36-7t8m/files/7a7753f7-9af6-43e1-a766-33a492124c19?download=true&filename=M:\Meeting%202%20DTF%20Agenda%20Final.pdf),,,
