"Agency, Board, Commission, Branch",Meeting Title,Short Description,Start Date & Time,End Date & Time,Meeting Location,City,State,Details,Public Comment Accepted,Contact Name,Phone Number,Contact Email,Web Link (optional),Map Link,Calendar Link,ADA Contact,ADA Contact Phone,ADA Contact Email,Webinar/Webcast?,Public Call-In Number,Call-in Access Code,Agenda URL,Map Location,2010 House Districts,2010 Senate Districts,Counties
"Housing Council, State","State Housing Council Meeting, Telephone Conference",Council Agenda,03/02/2012 09:00:00 AM,,"725 Summer St NE Ste B, Rm 124 B", Salem,OR,"AGENDA

I.CALL TO ORDER	- John Epstein

II.ROLL CALL - John Epstein

III. PUBLIC COMMENT - John Epstein

IV. APPROVAL OF MINUTES - John Epstein

A. Minutes of February 3, 2012 Meeting 

V. DIRECTOR’S REPORT - Margaret Van Vliet

VI. RESIDENTIAL CONSENT CALENDAR - Kari Cleveland

A. 36200 Block E Historic Columbia River Hwy, Corbett, OR

B. 11200 Block Pioneer Rd., Lyons, OR
						                
VII. SPECIAL REPORTS -- None 		
					     
VIII. NEW BUSINESS

A. Village East Apartments (Springfield, OR)
Predevelopment Loan Request, Janna Graham
	
IX. OLD BUSINESS -- None 

X. DISCUSSION ITEM -- None

XI. REPORTS

A. Report of the Chair, John Epstein
								      
XII. FUTURE AGENDA ITEMS, Margaret Van Vliet
",yes,Jo Rawlins,503-986-6703,Jo.Rawlins@hcs.state.or.us,http://www.ohcs.oregon.gov/OHCS/OSHC/index.shtml,,,Sandy McDonnell,503-986-2012,Sandy.McDonnell@hcs.state.or.us,,,,,,,,
InterMountain ESD,IMESD Board Meeting,Monthy Board Meeting,03/21/2012 06:00:00 PM,,InterMountain ESD, Pendleton,OR,,,Marla J. Royal,,marla.royal@imesd.k12.or.us,,,,,,,,,,,,,,
InterMountain ESD,IMESD Board Meeting,Regular Board meeting,02/15/2012 06:00:00 PM,,InterMountain ESD, Pendleton,OR,,,Marla J. Royal,,marla.royal@imesd.k12.or.us,,,,,,,,,,,,,,
"Invasive Species Council, Oregon",Oregon Invasive Species Council Winter Meeting,Winter Meeting and Annual Awards Banquet,02/22/2012 09:00:00 AM,02/22/2012 02:00:00 PM,"Oregon Dept of Forestry, Santiam Room, Bldg D, 2600 State Street", Salem,OR,,,Lisa DeBruyckere,503-704-2884,lisad@createstrat.com,,,,Lisa DeBruyckere,503-704-2884,lisad@createstrat.com,,,,,"Oregon Dept of Forestry Santiam Room Bldg D 2600 State Street Salem, OR
(44.933259999849, -123.043810000031)",21,11,2409
"Invasive Species Council, Oregon",Oregon Invasive Species Council Winter Meeting,Winter Meeting and Annual Awards Banquet,02/21/2012 11:00:00 AM,02/21/2012 08:00:00 PM,"CCBI building, Room 115 626 High Street NE", Salem,OR,"Winter Meeting is scheduled 11:00 am to 5:00 pm, followed by the Annual Awards Banquet 5:45 to 8:00 pm.  Please confirm attendance with Lisa DeBruyckere by February 14, 2012.",,Lisa DeBruyckere,503-704-2884,lisad@createstrat.com,,,,Lisa DeBruyckere,503-704-2884,lisad@createstrat.com,,,,,"CCBI building Room 115 626 High Street Salem OR, NE
(44.945590460551, -123.034202836487)",21,11,2409
Jefferson ESD,Board Meeting,Monthly Board Meeting,03/07/2012 07:00:00 PM,03/07/2012 09:00:00 PM,295 SE Buff Street, Madras,OR,,,"Rick Molitor, Superintendent",541.475.6192,rmolitor@jcesd.k12.or.us,,,,Angi Krueger,541.475.2804,akrueger@jcesd.k12.or.us,,,,,,,,
Jefferson ESD,Board Meeting,Monthly Board Meeting,02/01/2012 07:00:00 PM,02/01/2012 09:00:00 PM,295 SE Buff Street, Madras,OR,,,"Rick Molitor, Superintendent",541.475.6192,rmolitor@jcesd.k12.or.us,,,,Angi Krueger,541.475.2804,akrueger@jcesd.k12.or.us,,,,,,,,
Judicial Department,Public Meeting,Oregon Supreme Court Public Meeting,02/08/2012 09:00:00 AM,,"Wallace P. Carson, Jr. Conference Room, second floor of Supreme Court Building", Salem,OR,"The space for this public meeting is limited.  If you wish to attend, please contact Liz Torgerson (at 503 986 4534 or public.meetings@ojd.state.or.us) no later than 5 business days prior to the meeting, so that we can arrange adequate space for all attendees.  

Upon arrival at the building, please check in at the Oregon State Trooper Station.  You will be required to sign in, and you will be subject to a security check. ",No,Liz Torgerson,,public.meetings@ojd.state.or.us,http://www.ojd.state.or.us/sca/WebMediaRel.nsf/Files/2012-02-01_Public_Meeting.pdf/$File/2012-02-01_Public_Meeting.pdf,,,Becky Osborne or Liz Torgerson,503-986-4534,public.meetings@ojd.state.or.us,,,,,,,,
Lake ESD,Regular Board Meeting,MEETING CANCELLED,03/21/2012 07:00:00 PM,03/21/2012 08:30:00 PM,Anne Sprague Center/Lake County ESD, Lakeview,OR,THIS MEETING HAS BEEN CANCELLED.,Open session,Debbie Goss,(541) 947-3371,dgoss@lakeesd.k12.or.us,,,,Debbie Goss,(541) 947-3371,dgoss@lakeesd.k12.or.us,,,,,,,,
Lake ESD,Regular Board Meeting,Board of Directors regular meeting,02/22/2012 07:00:00 PM,02/22/2012 08:00:00 PM,Lake County ESD/Anne Sprague Center, Lakeview,OR,,,Debbie Goss,541-947-3371,dgoss@lakeesd.k12.or.us,,,,,,,,,,,,,,
Land Conservation & Development Commission,TSPWG Public Work Session,TSPWG Public Work Session,03/06/2012 11:00:00 AM,,Depoe Bay Community Hall, Depoe Bay,OR,,,Paul Klarin,,paul.klarin@state.or.us,,,,,,,,,,,,,,
Land Conservation & Development Commission,Land Conservation and Development Commission Meeting,March LCDC Meeting,03/16/2012 08:30:00 AM,,"Newport, Location TBD", Newport,OR,,,Casaria Tuttle,,casaria.r.tuttle@state.or.us,,,,,,,,,,,,,,
Land Conservation & Development Commission,Land Conservation and Development Commission Meeting,March LCDC Meeting,03/15/2012 08:30:00 AM,,"Newport, Location TBD", Newport,OR,,,Casaria Tuttle,,casaria.r.tuttle@state.or.us,,,,,,,,,,,,,,
Land Conservation & Development Commission,Land Conservation and Development Commission Meeting,March LCDC Meeting,03/14/2012 08:30:00 AM,,"Newport, Location TBD", Newport,OR,,,Casaria Tuttle,,casaria.r.tuttle@state.or.us,,,,,,,,,,,,,,
Land Conservation & Development Department,TSPWG Public Work Session,TSPWG Public Work Session,03/06/2012 05:30:00 PM,,"Kiawanda Community Center, Pacific City", Tillamook,OR,,,Paul Klarin,,paul.klarin@state.or.us,,,,,,,,,,,,,,
Land Conservation & Development Department,TSPWG Public Work Session,TSPWG Public Work Session,03/22/2012 09:30:00 AM,03/22/2012 04:30:00 PM,"Best Western Agate Beach Inn, 3019 N. Coast Highway, Newport OR", Newport,OR,,,Paul Klarin,,paul.klarin@state.or.us,,,,,,,,,,,,,,
Land Conservation & Development Department,Local Officials Advisory Committee,February meeting of the LOAC,02/13/2012 01:30:00 PM,,"635 Capitol St NE, Basement Conf Room D", Salem,OR,,,Casaria Tuttle,,casaria.r.tuttle@state.or.us,,http://www.oregon.gov/ODA/docs/pdf/ag_map.pdf,,,,,,,,,,,,
Land Conservation & Development Department,Citizen Involvement Advisory Committee,February meeting of the CIAC,02/07/2012 10:00:00 AM,02/07/2012 03:00:00 PM,"635 Capitol Street, Basement Hearing Room", Salem,OR,,,Casaria Tuttle,503-373-0050 x322,casaria.r.tuttle@state.or.us,http://www.oregon.gov/LCD/meetings.shtml#Citizen_Involvement,,,,,,,1-877-771-7176,792566,,,,,
Land Conservation & Development Department,Citizen Involvement Advisory Committee,March meeting of the CIAC,03/06/2012 10:00:00 AM,,"635 Capitol St NE, Basement Conf Room D", Salem,OR,,,Casaria Tuttle,,casaria.r.tuttle@state.or.us,,,,,,,,,,,,,,
Landscape Architect Board,Board Meeting,quarterly work session and meeting,02/17/2012 09:00:00 AM,02/17/2012 04:00:00 PM,"Assoc.Center, 707 13th St. SE", Salem,OR,,Yes,Christine Valentine,503-589-0093,oslab.info@state.or.us,,,,,,,,,,,,,,
Landscape Contractors Board,Board Meeting,Bi-monthly conference call meeting,02/16/2012 02:00:00 PM,02/16/2012 03:00:00 PM,LCB Office for non-board members, Salem,OR,Non-board member attendees will need to come to the Agency's office to attend the meeting. Contact the Agency for a copy of the board meeting materials prior to the meeting.,Yes,Kim Gladwill-Rowley,503/967-6291 x 223,kim.gladwill@lcb.state.or.us,http://www.lcb.state.or.us,,,Kim Gladwill-Rowley,503/967-6291 x 223,kim.gladwill@lcb.state.or.us,,,,,"LCB Office for non-board members Salem, OR
(44.933259999849, -123.043810000031)",21,11,2409
Landscape Contractors Board,Board Meeting,Bi-monthly face to face board meeting,03/16/2012 08:30:00 AM,03/16/2012 04:00:00 PM,Roth's West Salem, Salem,OR,Contact the Agency for a copy of the board meeting materials prior to the meeting.,Yes,Kim Gladwill-Rowley,503/967-6291 x 223,kim.gladwill@lcb.state.or.us,http://www.lcb.state.or.us,http://tinyurl.com/rothswest,,Kim Gladwill-Rowley,503/967-6291 x 223,kim.gladwill@lcb.state.or.us,,,,,"Roth's West Salem Salem, OR
(44.933259999849, -123.043810000031)",21,11,2409
Lane ESD,Board of Directors,Meeting and Executive Session,02/01/2012 06:00:00 PM,,1200 Hwy 99 N, Eugene,OR,"Superintendent Search Screening Training

Executive Session—Called under authority of ORS 192.660 (2) (a) and (7) (d) for the purpose of hiring chief executive officer (personnel). The meeting will be recessed and reconvened from time to time to screen applications, conduct interviews, check references and other details pertaining to the selection of the chief executive officer.
",no,Barbara McBurnett,541-461-8213,bmcburnett@lesd.k12.or.us,,,,,,,,,,,,,,
Lane ESD,Board of Directors,Regular monthly meeting,03/20/2012 06:00:00 PM,03/20/2012 08:00:00 PM,1200 Hwy 99N, Eugene,OR,,yes,Barbara McBurnett,461-8213,bmcburnett@lesd.k12.or.us,,,,,,,,,,,,,,
Lane ESD,Board of Directors,Regular monthly meeting,02/28/2012 06:00:00 PM,02/28/2012 08:00:00 PM,1200 Hwy 99N, Eugene,OR,"Adopt Consent Agenda; Authorize Licensed Contracts for 2012-13, District Service Order Update",yes,Barbara McBurnett,541-461-8213,bmcburnett@lesd.k12.or.us,http://www.lesd.k12.or.us/,,,,,,,,,,,,,
Linn Benton Lincoln ESD,LBL Board Meeting,February Board Meeting,02/08/2012 05:30:00 PM,02/08/2012 08:15:00 PM,"LBL Board Room, 905 4th Ave. SE", Albany,OR,The Regular Board Meeting will begin at 5:30 p.m. At approximately 5:45 p.m. the Board will convene into Executive Session as per ORS 192.660(2)(d) to conduct deliberations with persons designated by the governing body to carry on labor negotiations. At the close of the executive session the Board will reconvene into the Regular Session.,yes,Debbie Herndon,541-812-2601,debbie.herndon@lblesd.k12.or.us,,,,,,,,,,,,,,
Linn Benton Lincoln ESD,Regular Board Meeting,Regular Board Meeting for March,03/14/2012 05:15:00 PM,03/14/2012 08:00:00 PM,905 4th Ave. SE, Albany,OR,"The LBL ESD Board of Directors will hold their Regular March Board Meeting on Wednesday, March 14, 2012, beginning at 5:15 p.m.  The Board will enter into Executive Session at approximately 5:20 p.m. as per ORS 192.660(2)(d) and (f)to conduce deliberations with persons designated by the governing body to carry on labor negotiations and to consider records exempt by law from public inspection.  ",yes,Debbie Herndon,541-812-2601,debbie.herndon@lblesd.k12.or.us,,,,,,,,,,,,,,
Linn Benton Lincoln ESD,Special Board Meeting,Special Board Meeting,03/07/2012 05:00:00 PM,03/07/2012 07:00:00 PM,"LBL Board Room, 905 4th Ave. SE", Albany,OR,The Board will hold a Special Board meeting to interview candidates for the vacant Zone 5 Board member position.,,Debbie Herndon,541-812-2601,debbie.herndon@lblesd.k12.or.us,,,,,,,,,,,,,,
"Liquor Control Commission, Oregon",Monthly Commission Meeting,"Commissioners meet monthly for 1-2 days to make decisions on liquor licenses, rules, contested case hearings and appointments of liquor store agents.",03/16/2012 09:00:00 AM,03/16/2012 05:00:00 PM,9079 SE McLoughlin Blvd., Portland,OR,,Yes,Joli Whitney,503-872-5006,joli.whitney@state.or.us,http://oregon.gov/OLCC/public_meetings.shtml#Commission_Meetings,http://maps.google.com/maps/place?q=9079+SE+McLoughlin+Blvd&ftid=0x54950ad2c32c6aeb:0x9fbe0b9ee2f8df82,,,,,,,,http://oregon.gov/OLCC/docs/commission_agendas/2012/commission_agenda_0312.pdf,,,,
"Liquor Control Commission, Oregon",Monthly Commission Meeting,"Commissioners meet monthly for 1-2 days to make  decisions on liquor licenses, rules, contested case hearings and appointments of liquor store agents",02/10/2012 09:00:00 AM,02/10/2012 05:00:00 PM,"9079 SE McLoughlin Blvd., Room 103A", Portland,OR,,Yes,Joli Whitney,503-872-5006,joli.whitney@state.or.us,http://oregon.gov/OLCC/public_meetings.shtml,http://maps.google.com/maps/place?q=9079+SE+McLoughlin+Blvd&ftid=0x54950ad2c32c6aeb:0x9fbe0b9ee2f8df82,,,,,,,,http://oregon.gov/OLCC/docs/commission_agendas/2012/commission_agenda_feb_2012.pdf,,,,
Long Term Care Advisory Committee,Long-Term Care Advisory Committee Meeting,Monthly Meeting,03/16/2012 09:00:00 AM,03/16/2012 01:30:00 PM,"3855 Wolverine NE, Suite 6", Salem,OR,Regular monthly meeting to be held at the Office of the Long-Term Care Ombudsman. Guest speakers are expected to include Kendall Clawson (Governor's Office/Boards & Commissions) and Mike Bonetto (Governor's Office/Health Care Policy Advisor). Everyone with an interest in the Long-Term Care Ombudsman Program or Long-Term Care in general is welcome to attend.,Yes -- From 9:00 AM - 9:15 AM -- Public Comments are limited to 3 minutes,Mary Ann Lebold,(503) 378-6624,mary.ann.lebold@ltco.state.or.us,http://www.oregon.gov/LTCO/Pages/index.aspx,,,Mary Ann Lebold,(503) 378-6624,mary.ann.lebold@ltco.state.or.us,,,,,,,,
Long Term Care Advisory Committee,Long-Term Care Advisory Committee Meeting,Monthly Meeting,02/17/2012 09:00:00 AM,02/17/2012 10:00:00 AM,"3855 Wolverine NE, Suite 6", Salem,OR,"Regular monthly meeting to be via Teleconference. Members of the public who wish to attend may do so at the address shown as the ""Meeting Location.""",No,Mary Ann Lebold,(503) 378-6624,mary.ann.lebold@ltco.state.or.us,http://www.oregon.gov/LTCO/index.shtml,,,Mary Ann Lebold,(503) 378-6624,mary.ann.lebold@ltco.state.or.us,,,,,,,,
"Lottery Commission, Oregon State",Oregon State Lottery Commission Meeting,Monthly Lottery Commission Meeting,02/24/2012 10:00:00 AM,,500 Airport Road SE, Salem,OR,,Yes,Chuck Baumann,,chuck.baumann@state.or.us,,,,,,,,,,,"500 Airport Road
Salem, OR
(44.927715973191, -123.003791272789)",21,11,2409
"Lottery Commission, Oregon State",Oregon State Lottery Commission Meeting,Monthly Lottery Commission Meeting,03/16/2012 10:00:00 AM,,500 Airport Road SE, Salem,OR,,Yes,Chuck Baumann,,chuck.baumann@state.or.us,,,,,,,,,,,"500 Airport Road
Salem, OR
(44.927715973191, -123.003791272789)",21,11,2409
"Marine Board, State","Rule Hearing 250-020-0280, 250-010-0150 ",Rulemaking applies existing Holgate Channel/Ross Island Lagoon speed restriction to certain commercial passenger vessels. ,03/20/2012 06:00:00 PM,,The Portland Bldg.  1120 SW Fifth Ave. , Portland,OR,"The current rule (OAR 250-020-0280(2) limits boat operation in the Holgate Channel and Ross Island Lagoon in Multnomah County but specifically exempts commercial vessels. This designation is inconsistent with ORS 830.115(3)(a) which states that passenger vessels under 100 gross tons may not be exempted. The proposed rule clarifies the inconsistency by specifically exempting “federally documented commercial vessels required to be inspected under Federal law, including those operated for sand and gravel operations, with the exception of passenger vessels of less than 100 gross tons, which are subject to the restriction;” ",yes,June LeTarte,,osmb.rulemaking@state.or.us,,,,,,,,,,,,,,
"Marine Board, State","Board Meeting, Special",see link to News Release,02/09/2012 02:00:00 PM,02/09/2012 03:00:00 PM,435 Commercial St NE #400, Salem,OR,,no,June LeTarte,(503) 378-2617,june.letarte@state.or.us,http://www.boatoregon.com/OSMB/news/2012/WaldoSpecMtgRel.shtml,,,,,,,,,,,,,
"Marine Board, State",Rule Hearing 250-020-0280,Rulemaking restricts vessel speed and operation in the area of the Sellwood Bridge construction zone. ,03/20/2012 06:00:00 PM,,The Portland Bldg.  1120 SW Fifth Ave.  , Portland,OR,The agency proposed to amend OAR 250-020-0280 restricting boat operation adjacent to the Sellwood Bridge construction project on the Willamette River in Multnomah County. The rule will close to boating the area directly beneath temporary work bridges that create unusual and significant hazards to recreational boaters. The rule will create a slow-no-wake zone through the remainder of the construction zone. The rule will sunset at the completion of construction in December 2015. The rule does not prevent commercial or recreational navigation up or down the river. ,yes,June LeTarte,,osmb.rulemaking@state.or.us,,,,,,,,,,,,,,
"Marine Board, State",Guide Advisory Committee,see link for news release,02/09/2012 08:00:00 AM,02/09/2012 10:00:00 AM,"Portland Metro Expo Center, 2060 N. Marine Drive", Portland,OR,,yes,Randy Henry,(503) 378-2611,randy.h.henry@state.or.us,http://www.boatoregon.com/OSMB/news/2012/GACFebMtgRel.shtml,,,,,,,,,,,,,
"Massage Therapists, Board of",Board Meeting Day 1,Board Meeting,03/30/2012 09:00:00 AM,03/30/2012 05:00:00 PM,University of Western States 2900 NE 132nd Avenue, Portland,OR,,yes,Diana Nott,503-365-8657 X 301,diana.nott@state.or.us,,,,,,,,,,,,,,
"Massage Therapists, Board of",Massage Therapists Board Meeting,Board Meeting,02/13/2012 09:00:00 AM,02/13/2012 05:00:00 PM,Oregon Board of Massage Therapists, Salem,OR,"Board Meeting
scheduled 9 am - 5 pm, but may end early; see agenda",yes,Diana Nott,,diana.nott@state.or.us,http://www.oregon.gov/OBMT/minutes.shtml,,,,,,,,,http://www.oregon.gov/OBMT/docs/Notices_Agenda_Minutes/2012_NAM/February_13_2012_Agenda.pdf,,,,
"Massage Therapists, Board of",Board Meeting Day 2,Work Session,03/31/2012 09:00:00 AM,03/31/2012 12:00:00 PM,University of Western States 2900 NE 132nd Avenue, Portland,OR,"Board Bylaws - 
Peer Review Audit - 
a) Bi-monthly Board Meetings
b) Key Performance Measures
c) Consistency in Discipline
d) Complaint Form on Web Page - 
Board Mission, Vision, and Values
a) Five Year Plan
b) Ten Year Plan",,Diana Nott,503-365-8657 x 301,diana.nott@state.or.us,,,,,,,,,,,,,,
Medicaid Advisory Committee,Review of CCO Waiver,The Medicaid Advisory Committee is meeting to review draft of Oregon Health Authority's Request for Waiver Authority that will be submitted to Centers for Medicaid and Medicare services to implement Coordinated Care Organizations. There will be an opportunity for public comments.,02/29/2012 10:00:00 AM,02/29/2012 12:00:00 PM,800 NE Oregon Street; Room 1D, Portland,OR,"Materials will be posted online prior to the meeting. A recording will be available after the meeting. 

The Medicaid Advisory Committee (MAC) is a federally-mandated body which advises the Oregon Health Policy Board, the Office for Oregon Health Policy and Research and the Oregon Health Authority on the operation of Oregon’s Medicaid program, including the Oregon Health Plan.  The MAC develops policy recommendations at the request of the Governor and the Legislature.
For more information, please visit the Committee’s website at www.oregon.gov/OHPPR/MAC/MACwelcomepage.shtml for minutes, reports and updates.
",Yes,Nicole Merrithew,,nicole.merrithew@state.or.us,,http://www.oregon.gov/BOLI/TA/docs/Directions_to_PSOB.pdf?ga=t,,Lori Elliott,,lori.elliott@state.or.us,,,,,,,,
Medicaid Advisory Committee,Medicaid Advisory Committee Meeting,Monthly MAC meeting,03/28/2012 09:00:00 AM,03/28/2012 12:00:00 PM,"1225 Ferry St. SE, Mt. Mazama Room", Salem,OR,,,Nicole Merrithew,,nicole.merrithew@state.or.us,http://www.oregon.gov/OHA/OHPR/MAC/MACwelcomepage.shtml,,,Lori Elliott,,lori.elliott@state.or.us,,,,,,,,
Medical Assistance Program Administration,Managed Care - Rules and Contracts Workgroup,"Review and discussion of contract language upon annual contract renewals, and opportunity to provide input for the Rule Advisory Committee for the OHP (Managed Care) rules.",02/16/2012 08:00:00 AM,02/16/2012 09:30:00 AM,"Human Services Building, 500 Summer St NE, Rooms 137 A-D", Salem,OR,"**Agenda**
*INTRODUCTIONS: Review & Approval January Meeting Minutes (Johanna Fray - 8:00-8:10)-
*GENERAL UPDATE: Health Transformation Team (Jon Pelkey - 8:10-8:30)-
*CONTRACT UPDATES: Legislative Updates/Patient Centered Primary Care Home/SB 201 and SB 204 (Katrina Gonzalez - 8:30-9:00)-
*OPEN DISCUSSION: Issue tracker/Roundtable Q & A (Johanna Fray - 9:00-9:30)-",,Katrina Gonzales,,katrina.m.gonzales@state.or.us,,,,,,,,866-680-0146,310477,,,,,
Medical Assistance Program Administration,Managed Care - Medical Directors Meeting ,To promote a collaboration between DMAP and the contracted managed care plans on effective management of health related issues. To provide guidance on program and policy changes. ,02/13/2012 09:00:00 AM,02/13/2012 12:00:00 PM,Human Services Building -- 500 Summer Street NE - Rooms 137 A-D , Salem,OR,,,Hank Hickman,,henry.e.hickman@state.or.us,,,,,,,,(866) 680-0146,310477,,"137 A D
Salem, OR
(44.942937460565, -123.02815039923)",21,11,2409
Medical Assistance Program Administration,Managed Care - Quality and Performance Improvement Workgroup,"Forum to promote access and quality of health care services for OHP medical and dental plan members. To share successful practices, updates and material that supports quality and performance improvement efforts.",02/13/2012 12:15:00 PM,02/13/2012 03:00:00 PM,"Human Services Building, 500 Summer St NE, Rooms 137 A-D", Salem,OR,"Agenda-
*12:15 WELCOME: Chair, Jon Pelkey/DMAP; Co-Chair, Cynthia Ackerman, MRIPA/Roundtable Introductions (Please sign in)/Review and Approval of Jan. 9 2012 Minutes-
*12:25 UPDATES AND ANNOUNCEMENTS- • QI Summary Handout • DCO Meeting (Jan 19) Update (Kevin Boie)• CMS Review Update (Jon Pelkey)• OHA Quality Strategy (Jon Pelkey)• Oregon Health Authority Update (Jon Pelkey)• RCWG (Jan 19) Update (Katrina Gonzales)• ABCD III/EQRO Updates (Lisa Welch & Susan Yates-Miller)•	Other Issues/Concerns/Follow-up Items-Other Updates or Announcements?-
*12:40 FRAUD AND ABUSE TRAINING & VERIFICATION OF SERVICES (Exhibit J)Fritz Jenkins/OPAR-
*REVIEW OF CCO METRICS (Oregon Health Policy Board)
*1:30 BREAK-
*1:45 REVIEW OF REVISED 2012 QIE & PROCESS (DMAP QICs)-
*2:00 ANNUAL TOBACCO CESSATION SERVICES SURVEY; MEDIA CAMPAIGN; AND QUIT LINE CALL VOLUME FOR EACH PLAN:(Sarah Bartelmann/Public Health)-
*FUTURE AGENDA ITEMS?
• Best Practices regarding Children’s Dental Health (All DCOs)
*PARKING LOT/PROPOSED AGENDA TOPICS FOR FUTURE, 2012: • Best Practices – Work Plan sharing – throughout the year • Fraud & Abuse Training on an annual basis •	Grievances & Appeals Training (again in March 2012)•	Mar is – National Colorectal Awareness Month •	Mar is – National Nutrition Month •	Mar is – National Poison Prevention Month • Mar 21 is – Kick Butts Day (Campaign for Tobacco-Free Kids) •	Mar 27 is – American Diabetes Alert Day-",,Leona Schelb,,leona.schelb@state.or.us,,,,,,,,877-581-9247,429502,,,,,
Medical Assistance Program Administration,Managed Care - Medicaid Management Information System (MMIS) Workgroup ,"Information sharing, discussion and feedback about the MMIS and its impact on managed care business rules, policies, contracts and processes. ",02/15/2012 08:30:00 AM,02/15/2012 09:45:00 AM,Human Services Building -- 500 Summer Street NE - Room 473 , Salem,OR,**Meeting actually ends at 9:50**,,Hank Hickman,,henry.e.hickman@state.or.us,,,,,,,,(866) 680-0146,310477,,"473 Salem, OR
(44.942937460565, -123.02815039923)",21,11,2409
Medical Assistance Program Administration,"Managed Care - Enrollment, Disenrollment, Education and Marketing Workgroup","Information sharing concerning enrollment  and disenrollment, market strategies and education issues for members of contracted OHP medical and dental plans. ",02/15/2012 01:00:00 PM,02/15/2012 02:30:00 PM,Human Services Building -- 500 Summer Street NE - Room 473, Salem,OR,"**AGENDA**
•	ORKids and information sharing-
•	OHA’s communication plan for CCOs-
•	Enrollment issues tracker-

Please submit suggested topics to Carol.Simila@state.or.us",Yes,Carol Simila,503-945-8837,carol.simila@state.or.us,,,,,,,,888-380-9638,916310,,,,,
Medical Assistance Program Administration,Managed Care - Financial Solvency Workgroup,Information sharing and discussion  of financial performance and reporting requirements for contracted OHP medical and dental plans.,02/15/2012 01:00:00 PM,02/15/2012 02:00:00 PM,"Human Services Building, 500 Summer Street NE, Room 352", Salem,OR,,,Hank Hickman,,henry.e.hickman@state.or.us,,,,,,,,,,,"500 Summer Street
Salem, OR
(44.942595718193, -123.028325767026)",21,11,2409
Medical Assistance Program Administration,"Managed Care - Enrollment, Disenrollment, Education and Marketing Workgroup ","Information sharing concerning enrollment and disenrollment, market strategies and education issues for members of contracted OHP medical and dental plans. ",02/15/2012 01:00:00 PM,02/15/2012 02:30:00 PM,Human Services Building -- 500 Summer Street NE - Room 473 , Salem,OR,,,Carol Simila,503-945-8837,carol.simila@state.or.us,,,,,,,,(888) 380-9638,916310,,"473 Salem, OR
(44.942937460565, -123.02815039923)",21,11,2409
Medical Assistance Program Administration,Managed Care - All Contractors,"Information sharing and feedback relating to policy development, capitation rates, QI/QA,evaluation, training, enrollment/ disenrollment, contracts; contractor issues, agency updates, workgroup reports.",02/16/2012 10:00:00 AM,02/16/2012 12:00:00 PM,"Human Services Building, 500 Summer St NE, Rooms 137 A-D", Salem,OR,,,Hank Hickman,,henry.e.hickman@state.or.us,,,,,,,,866-680-0146,310477,,"500 Summer St
D Salem, OR
(44.942595718193, -123.028325767026)",21,11,2409
Medical Assistance Program Administration,Managed Care - Dental Contractors ,"This meeting offers the OHP dental plans the opportunity to discuss and make recommendations about policy and billing issues, capitation rates, and quality assurance modification prior to implementation. ",02/16/2012 01:00:00 PM,02/16/2012 03:00:00 PM,Human Services Building -- 500 Summer Street NE - Room 352 , Salem,OR,,,Hank Hickman ,,henry.e.hickman@state.or.us,,,,,,,,(866) 680-0146,310477,,"352 Salem, OR
(44.942937460565, -123.02815039923)",21,11,2409
Medical Assistance Program Administration,Rule Advisory Committee ÛÒ General Rules Program,"Discuss, review and propose new or revisions to Oregon Administrative Rules , and fiscal impact of changes.",02/17/2012 09:00:00 AM,02/17/2012 10:00:00 AM,Human Services Building -- 500 Summer Street NE - Room 160, Salem,OR,DMAP General rule revisions- Include a definition of indigent as it relates to the Intoxicated drivers fund; Program Integrity revisions related to disclosure and notification to excluded providers; Provider screening activities to comply with section 6401 of the Affordable Care Act.,Yes,Jesse Anderson,503-945-6958,jesse.anderson@state.or.us,,,,,,,,1-866-650-3044,639037,,,,,
Medical Assistance Program Administration,Pharmacy and Therapeutics Committee,"Responsible for performing drug use review and making drug policy recommendations for DMAP. The goals of the committee are to: 1) Measure and assess the utilization, quality, medical appropriateness, and cost of prescribed medication through evaluation of claims data; 2) Develop policy recommendations in relation to DUR; 3) Maintain the Oregon Medicaid Preferred Drug List.",02/23/2012 01:00:00 PM,02/23/2012 04:00:00 PM,29353 SW Town Center Loop East - Rooms 111 and 112, Wilsonville,OR,"The agenda is located online at: http://pharmacy.oregonstate.edu/drug_policy/meetings

--Note: Agenda items with an asterisk will be discussed by Committee members for the purpose of making recommendations to the Oregon Health Plan for adoption into Oregon Administrative Rules 410-121-0030 & 410-121-0040 as required by ORS 414.325(9).",Yes,Roger Citron,,roger.a.citron@state.or.us,,,,,,,,,,,,,,
Medical Assistance Program Administration,CMS forum on Medicare/Medicaid demonstration (three-way contracts),"The Oregon Health Authority welcomes staff from the CMS Medicare-Medicaid Coordination Office, in partnership with the Center for Medicare and Medicaid Innovation, to participate in a webinar next Friday for Oregon health plans and other entities to provide an overview of the guidance document and to give interested organizations an opportunity to ask questions and seek additional clarification as needed.",02/24/2012 12:30:00 PM,02/24/2012 02:00:00 PM,"Human Services Building, 500 Summer St NE, Rooms 137 A-B", Salem,OR,Read the news release at http://health.oregon.gov/OHA/news/2012/2012-0217-cms-forum-web.pdf. ,,Susan Otter,"503-373-2176, or 503-428-4751",susan.otter@state.or.us,,,,,,,true,,,,,,,
