"Agency, Board, Commission, Branch",Meeting Title,Short Description,Start Date & Time,End Date & Time,Meeting Location,City,State,Details,Public Comment Accepted,Contact Name,Phone Number,Contact Email,Web Link (optional),Map Link,Calendar Link,ADA Contact,ADA Contact Phone,ADA Contact Email,Webinar/Webcast?,Webinar/Webcast Link,Public Call-In Number,Call-in Access Code,Agenda URL,Owner,Agenda Upload,Map Location,Weblink to Meeting Minutes/Summaries,2010 House Districts,2010 Senate Districts,Counties
"Medical Board, Oregon",Board Meeting,Quarterly Full Board meeting,01/09/2014 08:00:00 AM,01/10/2014 12:00:00 PM,OMB Offices, Portland,OR,"All Board meetings except Executive Sessions are open to the Public.  Pursuant to ORS 192.660, Executive Sessions are closed.  No final actions will be taken in Executive Session.  When action is necessary, the Board or Committee will return to an open Public Meeting.  Pursuant to ORS 192.670, all Public Teleconference meetings are available for listening at the OMB office.  If you come to the Board’s office to attend a meeting, please tell the receptionist when you arrive that you are there for the meeting.  By statute, Executive sessions are open to news media and public officials. 

EXECUTIVE SESSION:  For most of Thursday, the Board will be in Executive Session reviewing cases involving individual licensees: possible disciplinary actions, possible modification of probation terms and deliberations following contested case hearings. 

PUBLIC SESSION:  The Board will go into Public Session periodically on Thursday for the sole purpose of taking formal action on cases that have been reviewed in Executive Session.  Motions for disciplinary action, approval or denial of licensure, and Board Orders will be taken in Public Session. 

To assure that Committee make the best use of meeting time, agenda items may be reviewed prior to scheduled times.  Agenda is subject to change without additional notification.",Yes,Brandy Trotter,971-673-2704,brandy.trotter@state.or.us,,,http://www.oregon.gov/omb/board/Pages/Meeting-Notices.aspx,,,,,,,,,theresa.lee@state.or.us,,,http://www.oregon.gov/omb/board/Pages/Meeting-Minutes.aspx,,,
"Medical Board, Oregon",Board Meeting,Quarterly Board Meeting,04/03/2014 08:00:00 AM,04/04/2014 01:00:00 PM,OMB Office, Portland,OR,"All Board meetings except Executive Sessions are open to the Public.  Pursuant to ORS 192.660, Executive Sessions are closed.  No final actions will be taken in Executive Session.  When action is necessary, the Board or Committee will return to an open Public Meeting.  Pursuant to ORS 192.670, all Public Teleconference meetings are available for listening at the OMB office.  If you come to the Board’s office to attend a meeting, please tell the receptionist when you arrive that you are there for the meeting.  By statute, Executive sessions are open to news media and public officials. 

EXECUTIVE SESSION:  For most of Thursday, the Board will be in Executive Session reviewing cases involving individual licensees: possible disciplinary actions, possible modification of probation terms and deliberations following contested case hearings. 

PUBLIC SESSION:  The Board will go into Public Session periodically on Thursday for the sole purpose of taking formal action on cases that have been reviewed in Executive Session.  Motions for disciplinary action, approval or denial of licensure, and Board Orders will be taken in Public Session. 

To assure that Committee make the best use of meeting time, agenda items may be reviewed prior to scheduled times.  Agenda is subject to change without additional notification.",Yes,Brandy Trotter,971-673-2704,brandy.trotter@state.or.us,,,http://www.oregon.gov/omb/board/Pages/Meeting-Notices.aspx,,,,,,,,,theresa.lee@state.or.us,,,http://www.oregon.gov/omb/board/Pages/Meeting-Minutes.aspx,,,
"Medical Insurance Pool, Oregon ",Oregon Medical Insurance Pool Board meeting,OMIP Board meeting,06/25/2014 01:00:00 PM,06/25/2014 04:00:00 PM,"Clackamas Community College Wilsonville Training Center, 29535 Town Center Loop E., Room 111", Wilsonville,OR,"Oregon Medical Insurance Pool Board meeting

Date: June 25, 2014

Time: 1-4 p.m.

Location:

Wilsonville Training Center of Clackamas Community College
29535 Town Center Loop East, Room 111
Wilsonville, OR 97070

Agenda: TBD

Contacts:

Craig Urbani
503-947-2320
Craig.urbani@state.or.us

Or

Cindy Lacey
(503) 945-6795
Cindy.lacey@state.or.us
",,Craig Urbani,503-947-2320,craig.urbani@state.or.us,,,,,,,,,,,,gary.whitehouse@state.or.us,,,,,,
"Motorcycle Safety, Governors Advisory Committee on",Governor's Advisory Committee on Motorcycle Safety Meeting,"The committeeÛªs focus shall be upon rider education, drinking and riding, road hazards unique to motorcyclists, motorist awareness of motorcycles, sharing the road and other safety issues. The committee advises the Governor and the GovernorÛªs Highway Safety Representative on safety for motorcyclists in Oregon. The committee works closely with the Oregon Department of Transportation to find solutions to engineering related safety issues that effect motorcyclists.",02/10/2014 04:00:00 PM,02/10/2014 06:30:00 PM,4040 Fairview Industrial Drive SE, Salem,OR,"Agenda items include review of the motorcycle map; a decision on the TEAM OREGON e-Rider field test; discussion about bumper stickers, and feedback on the planning workshop.",,Rachelle Nelson,,rachelle.l.nelson@odot.state.or.us,,,,,,,,,,,,rachelle.l.nelson@odot.state.or.us,,,http://www.oregon.gov/ODOT/TS/Pages/gac.aspx#GAC_on_Motorcycle_Safety,,,
"Naturopathic Medicine, Board of",Strategic Planning Retreat,Review previous and set new goal,04/12/2014 12:00:00 AM,04/12/2014 12:00:00 AM,Resort at theMountain, Sandy,OR,Retreat is being held in Welches OR to review previous goals and strive to improve Board with new goals. ,,anne.walsh,,anne.walsh@state.or.us,,,,,,,,,,,,anne.walsh@state.or.us,,,,,,
"Naturopathic Medicine, Board of",Regular Board Meeting,Public Board Meeting,02/10/2014 08:00:00 AM,02/10/2014 05:00:00 PM,"PSOB, Room 445", Portland,OR,"OBNM regular Board meeting was rescheduled to March 17, 2014 due to inclement weather",,anne.walsh,,anne.walsh@state.or.us,,,,,,,,,,,,anne.walsh@state.or.us,,,,,,
North Central ESD,Regular Board Meeting,Board Meeting,04/10/2014 06:00:00 PM,04/10/2014 08:00:00 PM,First Floor Meeting Room, Condon,OR,,,Kim Domenighini,,kdomenig@ncesd.k12.or.us,,,,,,,,,,,,kdomenig@ncesd.k12.or.us,,,,,,
North Central ESD,Regular Board Meeting,Board Meeting,05/08/2014 06:00:00 PM,05/08/2014 08:00:00 PM,First Floor Meeting Room, Condon,OR,,,Kim Domenighini,,kdomenig@ncesd.k12.or.us,,,,,,,,,,,,kdomenig@ncesd.k12.or.us,,,,,,
North Central ESD,Regular Board Meeting,Board Meeting,06/12/2014 06:00:00 PM,06/12/2014 08:00:00 PM,First Floor Meeting Room, Condon,OR,,,Kim Domenighini,,kdomenig@ncesd.k12.or.us,,,,,,,,,,,,kdomenig@ncesd.k12.or.us,,,,,,
North Central ESD,Regular Board Meeting,Board Meeting,02/13/2014 06:00:00 PM,02/13/2014 08:00:00 PM,First Floor Meeting Room, Condon,OR,,,Kim Domenighini,,kdomenig@ncesd.k12.or.us,,,,,,,,,,,,kdomenig@ncesd.k12.or.us,,,,,,
North Central ESD,Regular Board Meeting,Board Meeting,03/13/2014 06:00:00 PM,03/13/2014 08:00:00 PM,First Floor Meeting Room, Condon,OR,,,Kim Domenighini,,kdomenig@ncesd.k12.or.us,,,,,,,,,,,,kdomenig@ncesd.k12.or.us,,,,,,
North Central ESD,Regular Board Meeting,Board Meeting,01/09/2014 06:00:00 PM,01/09/2014 08:00:00 PM,First Floor Meeting Room, Condon,OR,,,Kim Domenighini,,kdomenig@ncesd.k12.or.us,,,,,,,,,,,,kdomenig@ncesd.k12.or.us,,,,,,
Nursing Board,Rule Advisory Committee Meeting,"To review current administrative rules for possible revisions to OAR 851-070, Fitness for Practice Related to Behavioral Health (Substance Use and/or Mental Disorders) and Cognitive or Physical Impairment",10/29/2020 09:00:00 AM,12/31/1899 11:00:00 AM,17938 SW Upper Boones Ferry Road,Portland,OR,Meeting to be held in electronic format. Contact Peggy Lightfoot for instructions on accessing the meeting. ,,Peggy Lightfoot,9716730638,peggy.lightfoot@state.or.us,,,,,9716730638,,,,,,,,,,,,,
Occupational Therapy Licensing Board,Board meeting,Quarterly board meeting,04/28/2014 10:00:00 AM,04/28/2014 03:00:00 PM,445 Portland State Office Building, Portland,OR,"May 2, 2014 Board meeting rescheduled to April 28, 2014 due to Board member conflicts.",,Felicia Holgate,971-673-0198,felicia.m.holgate@state.or.us,,,,Felicia.M.Holgate@state.or.us,971-673-0198,Felicia.M.Holgate@state.or.us,,,,,,felicia.m.holgate@state.or.us,,,http://www.oregon.gov/otlb,,,
OIC,OIC Spring Workshop,,05/28/2014 01:00:00 PM,05/28/2014 04:00:00 PM,PERS - 11410 SW 68th Parkway,Tigard,Oregon,,,Carmen Leiva,(503)378-4111,carmen.leiva@ost.state.or.us,,,,,,,,,,,,,https://data.oregon.gov/views/dvfy-gbe4/files/tsiOfIhkfx0aDQ_QcjKjoYLltH09PVLmCnnKPWtcXXY?filename=2014+05+28+Public+Meeting+Notice++Agenda+-+OIC+-+Workshop+Agenda.pdf,,,,,
"Optometry, Board of",Board Meeting,Regular quarterly meeting,02/21/2014 09:00:00 AM,02/21/2014 04:00:00 PM,1500 Liberty Street SE, Salem,OR,"Agenda will be posted prior to meeting. For questions, please call 503-399-0662, ext. 23, or email nancy.desouza@state.or.us",,Nancy DeSouza,"503-399-0662, ext. 23",nancy.desouza@state.or.us,,,,,,,,,,,,nancy.desouza@state.or.us,,,http://www.oregonobo.org/minutes.htm,,,
"Optometry, Board of",Oregon Board of Optometry Meeting,Regular meeting of the Board,05/09/2014 09:00:00 AM,05/09/2014 04:00:00 PM,1500 LIberty Street SE, Salem,OR,"The agenda will be posted on the Board's website at www.oregonobo.org prior to meeting. 

For more information, please call 503-399-0662, ext. 23, or email nancy.desouza@state.or.us",,Nancy DeSouza,"503-399-0662, ext. 23",nancy.desouza@state.or.us,,,,Same,,,,,,,,nancy.desouza@state.or.us,,,,,,
"Orchardgrass Seed Producers Commission, Oregon",Commission Meeting,Commission Meeting,02/05/2014 07:30:00 AM,02/05/2014 10:00:00 AM,Elmer's Restaurant, Albany,OR,Regular Commission Meeting,,MistySlagle,503-924-1181,misty@westernadvocates.com,,,,,,,,,,,,misty@westernadvocates.com,,,,,,
"Orchardgrass Seed Producers Commission, Oregon",Commission Meeting,Commission Meeting,04/30/2014 07:30:00 AM,04/30/2014 09:30:00 AM,2802 Santiam Hwy SE, Albany,OR,This will be a regular commission meeting and a public hearing. The hearing will be held to discuss the revision to commission rules allowing commissioners to be appointed state wide instead of on a geographical basis.,Yes,MistySlagle,503-924-1181,misty@westernadvocates.com,,,,,,,,,,,,misty@westernadvocates.com,,,,,,
"Orchardgrass Seed Producers Commission, Oregon",Budget Hearing & Commission Meeting,Commission Meeting & Budget Hearing,06/04/2014 07:30:00 AM,06/04/2014 09:30:00 AM,Elmer's Restaurant, Albany,OR,The Commission will be accepting public testimony on the 2014-15 Budget and conducting a regular commission meeting. If you would like a copy of the proposed budget please contact the commission office at 503-924-1181 or by email at oregonorchardgrass@gmail.com,Yes,MistySlagle,503-924-1181,misty@westernadvocates.com,,,,,,,,,,,,misty@westernadvocates.com,,,,,,
Oregon Commission for the Blind,OCB Regular Meeting,Commission Regular Meeting,06/06/2014 03:00:00 PM,06/06/2014 06:00:00 PM,"OCB, 535 SE 12th Ave.", Portland,OR,Please see attached agenda. ,,Kathy Ewing,971-673-1575,kathy.ewing@state.or.us,,,,,,,,,636-651-3181,5395795,,kathy.ewing@state.or.us,https://data.oregon.gov/views/dvfy-gbe4/files/pk9axoC6o-SmoCdUUY9C0MJ03sCQuEbefEvf8vqJNpE?filename=application%2Fmsword%3B+charset%3Dbinary,,,,,
Oregon Commission for the Blind,Planning Meeting,"Planning Session, Day One",04/03/2014 04:00:00 PM,04/03/2014 07:00:00 PM,"OCB Office, 535 SE 12th Ave.", Portland,OR,"Planning Session Day One:
The Commission will be engaging in discussions to provide the agency leadership and direction in the planning of budget and performance priorities  
This portion of the meeting will include a joint public meeting of the Commission for the Blind and the Business Enterprise Consumer Committee
Please note that the opportunity for public comment will be Friday, April 4th at 3:00 pm
","On Friday, April 4 at 3pm",Kathy Ewing,971-673-1575,kathy.ewing@state.or.us,,,,,,,,,636-651-3181,5395795,,kathy.ewing@state.or.us,https://data.oregon.gov/views/dvfy-gbe4/files/z13K7sm5mOVDoFAx9vqPQ9AaDmB5ezzWf6Xa_WczGfs?filename=application%2Fzip%3B+charset%3Dbinary,,,,,
Oregon Commission for the Blind,Business Enterprise Open Forum,Open forum on the newly proposed BE handbook ,02/05/2014 03:30:00 PM,02/05/2014 05:30:00 PM,"OCB Office, 535 SE 12th Ave.", Portland,OR,"The Business Enterprise Program will conduct an open forum on the newly proposed handbook on Wednesday, February 5, 2014 at 3:30 pm. Participation can be in-person at the Portland office (535 SE 12th Ave.) or by joining the conference call. Please see attached Agenda.",,Kathy Ewing,971-673-1575,kathy.ewing@state.or.us,,,,,,,,,(712) 432-1500,312353#,,kathy.ewing@state.or.us,https://data.oregon.gov/views/dvfy-gbe4/files/DCkwzAp2FBai5zbBoNLiMcUWUZufMMpgwfSjIBo1Bns?filename=application%2Fzip%3B+charset%3Dbinary,,,,,
Oregon Commission for the Blind,BECC Regular Meeting,BECC Regular Meeting,06/26/2014 03:30:00 PM,06/26/2014 05:00:00 PM,"OCB Office, 535 SE 12th Ave.", Portland,OR,BECC Regularly Scheduled meeting. Please see attached agenda,,Kathy Ewing,971-673-1575,kathy.ewing@state.or.us,,,,,,,,,(712) 432-1500,312353#,,kathy.ewing@state.or.us,https://data.oregon.gov/views/dvfy-gbe4/files/Vq_mUk4XGgDhMiHWpFFoMWBfGLRf-iD_Zx0X5WU_aRw?filename=application%2Fzip%3B+charset%3Dbinary,,,,,
Oregon Commission for the Blind,Special BECC Meeting,"Selection of Vice Chair, BE Handbook action item, BEI membership action item",02/06/2014 03:30:00 PM,02/06/2014 05:00:00 PM,"OCB Office, 535 SE 12th Ave.", Portland,OR,"PUBLIC MEETING NOTICE: The Business Enterprise Program will hold a Special BECC Meeting on Thursday, February 6, 2014 at 3:30 pm. Participation can be in-person at the Portland office (535 SE 12th Ave.) or by joining the conference call. 
Please see attached Agenda.",,Kathy Ewing,971-673-1575,kathy.ewing@state.or.us,,,,,,,,,(712) 432-1500,312353#,,kathy.ewing@state.or.us,https://data.oregon.gov/views/dvfy-gbe4/files/0PBzOwxW5T317VWyxzwjMIisj-gV-JhSOUmeC80u6Kk?filename=application%2Fzip%3B+charset%3Dbinary,,,,,
Oregon Commission for the Blind,BECC Meeting,Regularly scheduled BECC meeting,04/24/2014 03:30:00 PM,04/24/2014 05:00:00 PM,"OCB Office, 535 SE 12th Ave.", Portland,OR,"Thursday, April 24, 2014 at 3:30 PM
Conference line: (712) 432-1500
Participant code: 312353#

Please see attached Agenda.
",,Kathy Ewing,971-673-1575,kathy.ewing@state.or.us,,,,,,,,,(712) 432-1500,312353#,,kathy.ewing@state.or.us,https://data.oregon.gov/views/dvfy-gbe4/files/RdsYz-Ozaa4q3iUSNZOOQxTwPKImbI8XzKLnRfTzGdo?filename=application%2Fzip%3B+charset%3Dbinary,,,,,
Oregon Commission for the Blind,BECC Special Meeting,BECC Special Meeting,05/16/2014 03:00:00 PM,05/16/2014 05:00:00 PM,"OCB Office, 535 SE 12th Ave.", Portland,OR,"Friday, May 16, 2014 at 3:00 PM
Conference line: (712) 432-1500
Participant code: 312353#

(see attached agenda)",,Kathy Ewing,971-673-1575,kathy.ewing@state.or.us,,,,,,,,,(712) 432-1500,312353#,,kathy.ewing@state.or.us,https://data.oregon.gov/views/dvfy-gbe4/files/NHdISa8YwWhLTwsey5260zDrEqz-5t7JW_44w2TJCD8?filename=application%2Fzip%3B+charset%3Dbinary,,,,,
Oregon Commission for the Blind,Oregon Commission for the Blind regular Meeting,OCB Meeting,02/07/2014 03:00:00 PM,02/07/2014 06:00:00 PM,535 SE 12th Ave., Portland,OR,Please see the attached minutes of the meeting that took place on 2/7/14. Thank you.,,Kathy Ewing,,kathy.ewing@state.or.us,,,,,,,,,,,,kathy.ewing@state.or.us,https://data.oregon.gov/views/dvfy-gbe4/files/LxHnQquYkS83rm_sKigNdL6AgfdsDlulFG_RCVMUv5E?filename=application%2Fmsword%3B+charset%3Dbinary,,,,,
Oregon Commission for the Blind,Planning and Regular Meeting ,"Planning Session, Day 2 & OCB Regular Meeting",04/04/2014 09:00:00 AM,04/04/2014 06:00:00 PM,"OCB, 535 SE 12th Ave. ", Portland,OR,"Planning Session Day Two:
The Commission will be engaging in discussions to provide the agency leadership and direction in the planning of budget and performance priorities  
Please note that the opportunity for public comment will be at 3:00 pm


Regular Commission Meeting
(see attached agenda)","On Friday, April 4 at 3pm",Kathy Ewing,971-673-1575,kathy.ewing@state.or.us,,,,,,,,,636-651-3181,5395795,,kathy.ewing@state.or.us,https://data.oregon.gov/views/dvfy-gbe4/files/cc8SSarqOgC51a4ekGnsSY2bvgCPTK64Dt9PdzMuDCI?filename=application%2Fzip%3B+charset%3Dbinary,,,,,
Oregon Education Investment Board,Accelerated Learning Council,Accelerated Learning Council,01/08/2014 01:00:00 PM,01/08/2014 03:00:00 PM,"OUS, Boardroom, 1800 SW 6th Ave, Suite 515", Portland,OR,,,Seth Allen,,seth.allen@state.or.us,,,,,,,,,,,,seth.allen@state.or.us,,,http://education.oregon.gov/Pages/default.aspx,,,
Oregon Education Investment Board,Oregon Education Investment Board,Meeting of the Oregon Education Investment Board,04/08/2014 01:00:00 PM,04/08/2014 05:00:00 PM,"Oregon State Capitol, HR F, Salem, OR", Salem,OR,,,Seth Allen,,seth.allen@state.or.us,,,,,,,,,,,,seth.allen@state.or.us,,,http://education.oregon.gov/Pages/default.aspx,,,
Oregon Education Investment Board,Outcomes and Investments subcommittee,Meeting of the Outcomes and Investments subcommittee,02/27/2014 09:00:00 AM,02/27/2014 11:00:00 AM,"OUS, Boardroom, 1800 SW 6th Ave, Suite 515", Portland,OR,,,Seth Allen,,seth.allen@state.or.us,,,,,,,,,,,,seth.allen@state.or.us,,,http://education.oregon.gov/Pages/OEIB-Staff.aspx,,,
Oregon Education Investment Board,Best Practices and Student Transition subcommittee,Meeting of the Best Practices and Student Transition subcommittee,05/13/2014 10:00:00 AM,05/13/2014 12:30:00 PM,"Oregon State Capitol, HR F, Salem, OR", Salem,OR,,,Seth Allen,,seth.allen@state.or.us,,,,,,,,,,,,seth.allen@state.or.us,,,http://education.oregon.gov/Pages/default.aspx,,,
Oregon Education Investment Board,STEM Investment Council,Meeting of the STEM Investment Council,05/15/2014 01:00:00 PM,05/15/2014 04:00:00 PM,"Oregon State Capitol, Room 243, Salem, OR", Salem,OR,,,Seth Allen,,seth.allen@state.or.us,,,,,,,,,,,,seth.allen@state.or.us,,,http://education.oregon.gov/Pages/default.aspx,,,
Oregon Education Investment Board,Equity and Partnerships Subcommittee,Meeting of the Equity and Partnerships Subcommittee,03/11/2014 08:15:00 AM,03/11/2014 10:15:00 AM,"PCC Rock Creek Event Center, 17705 NW Springville Road", Portland,OR,,,Seth Allen,,seth.allen@state.or.us,,,,,,,,,,,,seth.allen@state.or.us,,,http://education.oregon.gov/Pages/default.aspx,,,
Oregon Education Investment Board,Accelerated Learning Council,meeting of the Accelerated Learning Council,03/12/2014 01:30:00 PM,03/12/2014 03:30:00 PM,"OUS, Boardroom, 1800 SW 6th Ave, Suite 515", Portland,OR,,,Seth Allen,,seth.allen@state.or.us,,,,,,,,,,,,seth.allen@state.or.us,,,http://education.oregon.gov/Pages/default.aspx,,,
Oregon Education Investment Board,Oregon Education Investment Board,Meeting of the Oregon Education Investment Board,01/14/2014 01:00:00 PM,01/14/2014 05:00:00 PM,"Oregon State Fairgrounds, Cascade Hall,2330 17th Street, NE, Salem, OR 97301 ", Salem,OR,,,Seth Allen,,seth.allen@state.or.us,,,,,,,,,,,,seth.allen@state.or.us,,,http://education.oregon.gov/Pages/default.aspx,,,
Oregon Education Investment Board,STEM Investment Council,Meeting of the STEM Investment Council,03/20/2014 09:00:00 AM,03/20/2014 02:00:00 PM,"Columbia Gorge Community College, Board Room #1126, 400 E Scenic Drive", The Dalles,OR,,,Seth Allen,,seth.allen@state.or.us,,,,,,,,,,,,seth.allen@state.or.us,,,http://education.oregon.gov/Pages/STEM-Council.aspx,,,
Oregon Education Investment Board,STEM Investment Council,Meeting of the STEM Investment Council,01/16/2014 08:30:00 AM,01/16/2014 12:30:00 PM,"Oregon State Library, Conference Rooms, 250 Winter St NE", Salem,OR,,,Seth Allen,,seth.allen@state.or.us,,,,,,,,,,,,seth.allen@state.or.us,,,http://education.oregon.gov/Pages/default.aspx,,,
Oregon Education Investment Board,Oregon Education Investment Board,Meeting of the Oregon Education Investment Board,05/13/2014 01:00:00 PM,05/13/2014 05:00:00 PM,"Oregon State Capitol, HR F, Salem, OR", Salem,OR,,,Seth Allen,,seth.allen@state.or.us,,,,,,,,,,,,seth.allen@state.or.us,,,http://education.oregon.gov/Pages/default.aspx,,,
Oregon Education Investment Board,Best Practices and Student Transition subcommittee,Meeting of the Best Practices and Student Transition subcommittee,01/14/2014 10:30:00 AM,01/14/2014 12:30:00 PM,"Oregon State Fairgrounds, Cascade Hall,2330 17th Street, NE, Salem, OR 97301 ", Salem,OR,,,Seth Allen,,seth.allen@state.or.us,,,,,,,,,,,,seth.allen@state.or.us,,,http://education.oregon.gov/Pages/default.aspx,,,
Oregon Education Investment Board,Best Practices and Student Transition subcommittee,Meeting of the Best Practices and Student Transition subcommittee,02/05/2014 10:00:00 AM,02/05/2014 12:30:00 PM,"Meyer Memorial Boardroom, 506 SW Mill Street, Room 710, ", Portland,OR,,,Seth Allen,,seth.allen@state.or.us,,,,,,,,,,,,seth.allen@state.or.us,,,http://education.oregon.gov/Pages/default.aspx,,,
Oregon Education Investment Board,Best Practices and Student Transition subcommittee,Meeting of the Best Practices and Student Transition subcommittee,03/11/2014 10:15:00 AM,03/11/2014 12:15:00 PM,"PCC Rock Creek Event Center, 17705 NW Springville Road", Portland,OR,,,Seth Allen,,seth.allen@state.or.us,,,,,,,,,,,,seth.allen@state.or.us,,,http://education.oregon.gov/Pages/default.aspx,,,
Oregon Education Investment Board,STEM Investment Council,Meeting of the STEM Investment Council,02/24/2014 08:00:00 AM,02/24/2014 02:00:00 PM,"OSU CH2M Hill Alumni Center, 725 SW 26th St, Corvallis, OR 97331", Corvallis,OR,,,Seth Allen,,seth.allen@state.or.us,,,,,,,,,,,,seth.allen@state.or.us,,,http://education.oregon.gov/Pages/default.aspx,,,
Oregon Education Investment Board,Oregon Education Investment Board,Meeting of the Oregon Education Investment Board,02/11/2014 01:00:00 PM,02/11/2014 05:00:00 PM,"Oregon State Fairgrounds, Cascade Hall,2330 17th Street, NE, Salem, OR 97301 ", Salem,OR,,,Seth Allen,,seth.allen@state.or.us,,,,,,,,,,,,seth.allen@state.or.us,,,http://education.oregon.gov/Pages/default.aspx,,,
Oregon Education Investment Board,Best Practices and Student Transition subcommittee,Meeting of the Best Practices and Student Transition subcommittee,04/08/2014 10:00:00 AM,04/08/2014 12:30:00 PM,"Oregon State Capitol, HR F, Salem, OR", Salem,OR,,,Seth Allen,,seth.allen@state.or.us,,,,,,,,,,,,seth.allen@state.or.us,,,http://education.oregon.gov/Pages/default.aspx,,,
Oregon Education Investment Board,Equity and Partnerships Subcommittee,Meeting of the Equity and Partnerships Subcommittee,01/14/2014 08:15:00 AM,01/14/2014 10:15:00 AM,"Oregon State Fairgrounds, Cascade Hall,2330 17th Street, NE, Salem, OR 97301 ", Salem,OR,,,Seth Allen,,seth.allen@state.or.us,,,,,,,,,,,,seth.allen@state.or.us,,,http://education.oregon.gov/Pages/default.aspx,,,
Oregon Education Investment Board,STEM Investment Council,Meeting of the STEM Investment Council,06/12/2014 01:00:00 PM,06/12/2014 04:00:00 PM,"2 World Trade Center, mezzanine level, conference rooms 2 & 3, 121 Salmon Street", Portland,OR,,,Seth Allen,,seth.allen@state.or.us,,,,,,,,,,,,seth.allen@state.or.us,,,http://education.oregon.gov/Pages/default.aspx,,,
Oregon Education Investment Board,Oregon Education Investment Board,Meeting of the Oregon Education Investment Board,05/13/2014 01:00:00 PM,05/13/2014 05:00:00 PM,"Oregon State Capitol, HR F, Salem, OR", Salem,OR,,,Seth Allen,,seth.allen@state.or.us,,,,,,,,,,,,seth.allen@state.or.us,,,http://education.oregon.gov/Pages/default.aspx,,,
Oregon Education Investment Board,Outcomes and Investments Subcommittee,Meeting of the Outcomes and Investments Subcommittee,05/29/2014 02:00:00 PM,05/29/2014 04:00:00 PM,"775 Court Street NE, Large Conference Room", Salem,OR,,,Seth Allen,,seth.allen@state.or.us,,,,,,,,,,,,seth.allen@state.or.us,,,http://education.oregon.gov/Pages/default.aspx,,,
Oregon Education Investment Board,Equity and Partnerships Subcommittee,Meeting of the Equity and Partnerships Subcommittee,06/26/2014 08:30:00 AM,06/26/2014 10:30:00 AM,"NorthWest Health Foundation, 221 NW, 2nd Ave. #300", Portland,OR,,,Seth Allen,,seth.allen@state.or.us,,,,,,,,,,,,seth.allen@state.or.us,,,http://education.oregon.gov/Pages/default.aspx,,,
Oregon Education Investment Board,Accelerated Learning Council,meeting of the Accelerated Learning Council,06/11/2014 01:30:00 PM,06/11/2014 03:30:00 PM,"OUS, Boardroom, 1800 SW 6th Ave, Suite 515", Portland,OR,,,Seth Allen,,seth.allen@state.or.us,,,,,,,,,,,,seth.allen@state.or.us,,,http://education.oregon.gov/Pages/default.aspx,,,
Oregon Education Investment Board,Oregon Education Investment Board,Meeting of the Oregon Education Investment Board,03/11/2014 01:00:00 PM,03/11/2014 05:00:00 PM,"PCC Rock Creek Event Center, 17705 NW Springville Road", Portland,OR,,,Seth Allen,,seth.allen@state.or.us,,,,,,,,,,,,seth.allen@state.or.us,,,http://education.oregon.gov/Pages/default.aspx,,,
Oregon Education Investment Board,Accelerated Learning Council,meeting of the Accelerated Learning Council,05/07/2014 01:30:00 AM,05/07/2014 03:30:00 AM,"OUS, Chancellor's Office, 1800 SW 6th Ave, Suite 520", Portland,OR,,,Seth Allen,,seth.allen@state.or.us,,,,,,,,,,,,seth.allen@state.or.us,,,http://education.oregon.gov/Pages/default.aspx,,,
Oregon Education Investment Board,Oregon Education Investment Board,Meeting of the Oregon Education Investment Board,02/11/2014 01:00:00 PM,02/11/2014 05:00:00 PM,"Oregon State Fairgrounds, Cascade Hall,2330 17th Street, NE, Salem, OR 97301 ", Salem,OR,,,Seth Allen,,seth.allen@state.or.us,,,,,,,,,,,,seth.allen@state.or.us,,,http://education.oregon.gov/Pages/default.aspx,,,
Oregon Education Investment Board,Equity and Partnerships Subcommittee,Meeting of the Equity and Partnerships Subcommittee,05/07/2014 08:30:00 AM,05/07/2014 10:30:00 AM,"NorthWest Health Foundation, 221 NW, 2nd Ave. #200", Portland,OR,,,Seth Allen,,seth.allen@state.or.us,,,,,,,,,,,,seth.allen@state.or.us,,,http://education.oregon.gov/Pages/default.aspx,,,
Oregon Education Investment Board,Personnel Management and Oversight Subcommittee,Meeting of the Personnel Management and Oversight Subommittee,01/21/2014 01:00:00 PM,01/21/2014 02:00:00 PM,via phone, Salem,OR,,,Seth Allen,,seth.allen@state.or.us,,,,,,,,,,,,seth.allen@state.or.us,,,http://education.oregon.gov/Pages/default.aspx,,,
Oregon Education Investment Board,Equity and Partnerships Subcommittee,Meeting of the Equity and Partnerships Subcommittee,02/11/2014 08:15:00 AM,02/11/2014 10:15:00 AM,"Oregon State Fairgrounds, Cascade Hall,2330 17th Street, NE, Salem, OR 97301 ", Salem,OR,,,Seth Allen,,seth.allen@state.or.us,,,,,,,,,,,,seth.allen@state.or.us,,,http://education.oregon.gov/Pages/default.aspx,,,
Oregon Education Investment Board,Equity and Partnerships Subcommittee,Meeting of Equity and Partnerships Subcommittee,06/04/2014 08:30:00 AM,06/04/2014 10:30:00 AM,"221 NW 2nd Ave #300, Bamboo Room", Portland,OR,,,Seth Allen,,seth.allen@state.or.us,,,,,,,,,,,,seth.allen@state.or.us,,,http://education.oregon.gov/Pages/default.aspx,,,
