"Agency, Board, Commission, Branch",Meeting Title,Short Description,Start Date & Time,End Date & Time,Meeting Location,City,State,Details,Public Comment Accepted,Contact Name,Phone Number,Contact Email,Web Link (optional),Map Link,Calendar Link,ADA Contact,ADA Contact Phone,ADA Contact Email,Webinar/Webcast?,Webinar/Webcast Link,Public Call-In Number,Call-in Access Code,Agenda URL,Owner,Agenda Upload,Map Location,Weblink to Meeting Minutes/Summaries,Agenda Download,2010 House Districts,2010 Senate Districts,Counties
Linn Benton Lincoln ESD,Regular Board Meeting,,12/10/2019 06:00:00 PM,12/10/2019 08:00:00 PM,LBL ESD Boardroom,Albany,OR,,,Karen Chandler,5419748466,kiheichandlers@yahoo.com,,,,,5419748466,,,,,,,,,,,"December 10, 2019 Agenda.docx (https://data.oregon.gov/views/gs36-7t8m/files/1131efb2-f4f3-446d-a95c-85505941cbf1?download=true&filename=December%2010,%202019%20Agenda.docx)",,,
Lusted Water District,Board of Commissioners Monthly Meeting,Regular monthly District Board meeting,12/10/2019 07:30:00 PM,12/10/2019 09:00:00 PM,"Fire Station 76, 30300 SE Dodge Park Blvd", Gresham,OR,"Agenda
Prior month meeting minutes
Manager's Report
Superintendent's Report
Engineer's Report
General Manager position
Water Right application
Executive Session:
    Discussion eminent domain purchase negotiations related to 
    acquisition of JJS Holdings/Bergh Property, NE Corner of Powell 
    Valley Rd and 282nd Ave.",Yes,Kathy Damon,,Service@LustedWater.com,,,,,,service@lustedwater.com,,,,,,,,,,,,,
"Utility Notification Center, Oregon",December Policy & Procedures Committee Meeting,,12/11/2019 08:15:00 AM,12/11/2019 02:15:00 PM,Wilsonville Training Center,Wilsonville,OR,,,Kitty Davis,5037816988,kitty@digsafelyoregon.com,,,,,,,,,,,,,,,,P&P Agenda 12.11.19.pdf (https://data.oregon.gov/views/gs36-7t8m/files/312830cb-40e2-46af-b196-66231c6e6c97?download=true&filename=P&P%20Agenda%2012.11.19.pdf),,,
"Pharmacy, State Board",Board Meeting,December 2019 Oregon Board of Pharmacy Board Meeting,12/11/2019 08:30:00 AM,12/12/2019 04:30:00 PM,Portland State Office Building, Portland,OR,"Meetings start at 8:30 each day unless otherwise listed and end time is dependent on conclusion of Board business. Day 1 is usually an all day Executive Session - PUBLIC MAY NOT ATTEND, pursuant to ORS 676.175, ORS 192.660 (1)(2)(f) (k). Day 2 is open to the public","Yes, Open Forum - at the completion of regular Board Business, any Board licensee or member of the public is invited to meet with the Board to discuss issues of interest (typically the last item of the meeting).",Karen MacLean,971-673-0001,Karen.S.MacLean@state.or.us,,http://www.oregon.gov/pharmacy/Pages/psob.aspx,,,971-673-0001,pharmacy.board@state.or.us,,,,,http://oregon.gov/pharmacy/Pages/Meetings.aspx,,,,http://oregon.gov/pharmacy/Pages/Meetings.aspx,,,,
Psychiatric Security Review Board,Joint Panel Administrative Meeting,,12/11/2019 08:30:00 AM,12/11/2019 10:30:00 AM,620 SW Alder St. Ste 420, Portland,OR,,,Jane Bigler,503-229-5596,psrb@oregon.gov,,,,,,,,,,,,,,,https://www.oregon.gov/prb/Documents/2019-09-18%20Minutes%20-%20Joint%20Panel%20-%20Approved%20%28B%2012-11-19%29.pdf,2019-12-11 DRAFT Joint Panel Agenda.docx (https://data.oregon.gov/views/gs36-7t8m/files/776f4f3c-26b6-4861-83c8-1cfccb50bc2c?download=true&filename=2019-12-11%20DRAFT%20Joint%20Panel%20Agenda.docx),,,
"Health Licensing Agency, Oregon",Board of Athletic Trainers *Teleconference Meeting,Board Meeting,12/11/2019 09:00:00 AM,12/11/2019 10:00:00 AM,1430 Tandem Ave. NE Suite 180, Salem,OR,,,Maria Gutierrez,,maria.s.gutierrez@state.or.us,,,,,,,,,,,,,,,,,,,
"Treasurer, Oregon State",Oregon Investment Council,OIC Regular Meeting ,12/11/2019 09:00:00 AM,12/11/2019 01:00:00 PM,16290 SW Upper Boones Ferry Road, Tigard,OR,,,May Fanning,503-431-7939,may.fanning@ost.state.or.us,,"https://www.google.com/maps/place/16290+SW+Upper+Boones+Ferry+Rd,+Portland,+OR+97224/@45.4020669,-122.753442,17z/data=!3m1!4b1!4m5!3m4!1s0x549572c33f67c577:0x303b8e1c111f8034!8m2!3d45.4020669!4d-122.7512533",http://www.oregon.gov/treasury/Newsroom/Pages/Calendar.aspx,May Fanning,503-431-7939,may.fanning@ost.state.or.us,,,,,,,,,,December 11 OIC Meeting Notice  Agenda.pdf (https://data.oregon.gov/views/gs36-7t8m/files/e6674c7f-2cc9-4d51-85ba-493274b22fec?download=true&filename=December%2011%20OIC%20Meeting%20Notice%20%20Agenda.pdf),,,
Forestry Department,Forest Trust Land Advisory Committee,,12/11/2019 09:30:00 AM,12/11/2019 12:00:00 PM,"2600 State Street, Building C - Tillamook Room, ODF headquarters, Salem, OR 97310", Salem,OR,,Yes,Jason Cox,5039457427,jason.r.cox@oregon.gov,,https://www.oregon.gov/odf/AboutODF/Pages/MapOffices.aspx,,Jason Cox,5039457427,jason.r.cox@oregon.gov,,,,,https://www.oregon.gov/odf/Board/Pages/FTLAC.aspx,,,,https://www.oregon.gov/odf/Board/Pages/FTLAC.aspx,,,,
"Transportation Safety Committee, Oregon",Oregon Transportation Safety Committee Meeting,"ORS 802.300: (1) The Transportation Safety Committee is created within the Department of Transportation to advise the department and the Oregon Transportation Commission concerning the functions described under ORS 802.310 and to perform any other functions related to transportation safety that the commission delegates. The committee established under this section shall consist of five members appointed by the Governor on the recommendation of the commission. The term of office of each member is four years. Before the expiration of the term of a member, the Governor shall appoint a successor. A member is eligible for reappointment. In case of a vacancy for any cause, the Governor shall appoint a person to fill the office for the unexpired term.",12/11/2019 09:30:00 AM,12/11/2019 02:30:00 PM,4190 Aumsville Hwy SE, Salem,OR,"Monthly Meeting. Agenda items include reports from the members, the Transportation Safety Division Administrator and several liaisons. Additional items for discussion include an update from the Safe Routes Advisory Committee, Oregon Impact and a discussion on Transportation Equity.",,Jody Raska,,jody.l.raska@odot.state.or.us,,,,,,,,,,,,,,,,K:\Governor Committees\OTSC\OTSC 2019\2019-12 OTSC\2019-12-11 OTSC Agenda.pdf (https://data.oregon.gov/views/gs36-7t8m/files/b20454a9-2851-4149-a7f1-277ab42f26a4?download=true&filename=K:\Governor%20Committees\OTSC\OTSC%202019\2019-12%20OTSC\2019-12-11%20OTSC%20Agenda.pdf),,,
Transportation Department,Oregon Bicycle and Pedestrian Advisory Committee (OBPAC),OBPAC acts as a liaison between the public and ODOT on the bicycle and pedestrian transportation system.,12/11/2019 09:30:00 AM,12/11/2019 03:30:00 PM,"ODOT Region 1 Headquarters, 123 Flanders St", Portland,OR,"This committee, appointed by the governor, acts as a liaison between the public and ODOT. They advise ODOT in the regulation of bicycle and pedestrian traffic and the establishment of bike-ways and walkways. The committee meets quarterly in various locations around the state to listen to the views and concerns of interested citizens, local officials, and ODOT Region staff. ","Yes, non-agenda items only",Jessica Horning,(503) 986-3555   ,Jessica.Horning@odot.state.or.us,,https://goo.gl/maps/YH7YnNFnayN2,,Jessica Horning,(503) 986-3555   ,Jessica.Horning@odot.state.or.us,true,,,,,,,,http://www.oregon.gov/ODOT/Get-Involved/Pages/OBPAC.aspx,,,,
Higher Education Coordinating Commission,"Funding and Achievement Subcommittee December 11, 2019",,12/11/2019 02:00:00 PM,12/11/2019 04:00:00 PM,"Public Services Building, 255 Capital NE, Third Floor, H301",Salem,OR,,Yes,Karen Lynne Howard,503-947-2379,karen.lynne.howard@hecc.oregon.gov,,,,Karen Lynne Howard,503-947-2379,karen.lynne.howard@hecc.oregon.gov,,,,,http://www.oregon.gov/highered/about/Pages/current-materials.aspx (http://www.oregon.gov/highered/about/Pages/current-materials.aspx%20),,,,,,,,
"Medical Board, Oregon",ADMINISTRATIVE AFFAIRS COMMITTEE,,12/11/2019 05:00:00 PM,12/11/2019 07:00:00 PM,"1500 SW 1st Ave, Suite 620", Portland,OR,"The 6-member Administrative Affairs Committee reviews administrative issues such as application files with derogatory information and proposed administrative rule amendments. The Committee then makes recommendations to the Board on these administrative issues and other policy issues. Note: This Committee meets after regular business hours. Building security requires that visitors who arrive after 6:00 p.m. must provide ID to a building security guard. To expedite entry, please notify Board staff if you plan to attend this meeting.",,Gretchen Kingham ,971-673-2700,Gretchen.kingham@oregon.or.gov ,,,,,,,,,,,http://www.oregon.gov/omb/board/Pages/Meeting-Notices.aspx,,,,http://www.oregon.gov/omb/board/Pages/Meeting-Minutes.aspx,,,,
"Marine Board, State",Newberg Pool Rules Advisory Committee Meeting,First meeting of the Newberg Pool RAC,12/11/2019 06:00:00 PM,12/11/2019 08:30:00 PM,The Historic Butteville Store - 10767 Butte St NE, Aurora,OR,"The RAC will review goals and objectives and discuss proposals for rule changes. Copy and paste the following links to review the materials from the meeting:
https://www.oregon.gov/osmb/info/Documents/Rulemaking/NPRACPresSlides_121119.pdf
https://www.oregon.gov/osmb/info/Documents/Rulemaking/NPRevConcepts_121119.pdf
Newberg Pool Interactive Analysis Map:
https://geo.maps.arcgis.com/apps/MapSeries/index.html?appid=d97988aea8b94f8bb920afa720624409



",No,Dorothy Diehl,503-378-2611,Dorothy.Diehl@oregon.gov,,,,,,,,,,,https://www.oregon.gov/osmb/info/Documents/Rulemaking/NewbergPoolRACAgenda121119.pdf,,,,https://www.oregon.gov/osmb/info/Documents/Rulemaking/NPRACMINUTES_121119.pdf,Newberg Pool RAC Agenda for 12-11-19.pdf (https://data.oregon.gov/views/gs36-7t8m/files/95bb6572-f3fd-4af8-9e5f-9ea1b2ac69e6?download=true&filename=Newberg%20Pool%20RAC%20Agenda%20for%2012-11-19.pdf),,,
"Clover Seed Commission, Oregon",Clover Commission Meeting,Regular Scheduled Commission Meeting,12/11/2019 06:00:00 PM,12/11/2019 08:00:00 PM,Golden Valley Brewery, McMinnville,OR,,,Jenny Woellmer,5033642944,jenny@ostlund.com,,,,,,,,,,,,,,,,,,,
Nursing Board,New Faculty Orientation,,12/12/2019 08:00:00 AM,12/12/2019 03:30:00 PM,"16083 SW Upper Boones Ferry Rd., Ste. 110", Portland,OR,This is an opportunity for program directors and primary instructors of Board-approved nursing assistant and medication aide training programs to receive a presentation and interpretation of Division 61.,,John Goodine,,john.goodine@state.or.us,,,,,,,,,,,,,,,,,,,
"Health Authority, Oregon",Sustainable Health Care Cost Growth Target Implementation Committee,,12/12/2019 09:00:00 AM,12/12/2019 12:00:00 PM,"Portland State Office Building, Room 1B, 800 NE Oregon Street", Portland,OR,Agenda: Welcome; follow-up from previous meeting; adoption of charter and operating procedures; defining total health care expenditures; defining the inclusion criteria for payers; stakeholder engagement process; meeting schedule and proposed topics; public comment; next steps.,Yes,Zachary Goldman,503-881-8698,zachary.k.goldman@dhsoha.state.or.us,,,,,,,true,https://www.youtube.com/watch?v=eraJMDgmaig,888-808-6929,915042,https://www.oregon.gov/oha/HPA/HP/HCCGBMeetingDocs/12.12.19%20Agenda.pdf,,,,https://www.oregon.gov/oha/HPA/HP/Pages/Sustainable-Health-Care-Cost-Growth-Target.aspx,,,,
"Engineering and Land Surveying, Board of Examiners for",Law Enforcement Committee Meeting,,12/12/2019 09:00:00 AM,12/12/2019 04:00:00 PM,670 Hawthorne Ave. SE Suite 220, Salem,OR,,,Eric Engelson,,osbeels.info@oregon.gov,,,,,,,,,,,,,,,https://www.oregon.gov/osbeels/theboard/Pages/Meetings.aspx,,,,
Human Services Department,Quality Measurement Council,,12/12/2019 09:00:00 AM,,Oregon Child Development Coalition, Wilsonville,OR,"9140 SW Pioneer Ct., Suite E
Wilsonville, OR,",Yes,Jan Karlen,971-301-0736,Jan.Karlen@state.or.us,,,,,,,,,,,,,,,https://www.oregon.gov/DHS/PROVIDERS-PARTNERS/LICENSING/CBC/Pages/Quality-Metrics.aspx,I:\RCFALF\QMC\4 Agendas\Agenda QMC 12-12-19.docx (https://data.oregon.gov/views/gs36-7t8m/files/a8150497-7ccf-4e27-b5b0-efa5ad8fe198?download=true&filename=I:\RCFALF\QMC\4%20Agendas\Agenda%20QMC%2012-12-19.docx),,,
Higher Education Coordinating Commission,"Higher Education Coordinating Commission Meeting December 12, 2019",,12/12/2019 09:00:00 AM,12/12/2019 03:30:00 PM,"Public Services Building, 255 Capital NE, Third Floor, H301",Salem,OR,,Yes,Karen Lynne Howard,503-947-2379,karen.lynne.howard@hecc.oregon.gov,,,,Karen Lynne Howard,503-947-2379,karen.lynne.howard@hecc.oregon.gov,,,,,http://www.oregon.gov/highered/about/Pages/current-materials.aspx (http://www.oregon.gov/highered/about/Pages/current-materials.aspx%20),,,,,,,,
Human Services Department,Quality Measurement Council,,12/12/2019 09:00:00 AM,,Oregon Child Development Coalition, Wilsonville,OR,"9140 SW Pioneer Ct., Suite E
Wilsonville, OR,",,Jan Karlen,,Jan.Karlen@state.or.us,,,,,,,,,,,,,,,,I:\RCFALF\QMC\4 Agendas\Agenda QMC 12-12-19.docx (https://data.oregon.gov/views/gs36-7t8m/files/cc206358-a7b8-4f25-9684-6c7e69fdc974?download=true&filename=I:\RCFALF\QMC\4%20Agendas\Agenda%20QMC%2012-12-19.docx),,,
Human Services Department,Governor's Commisson on Senior Services,Full commission meeting,12/12/2019 09:30:00 AM,12/12/2019 04:00:00 PM,"3406 Cherry Ave., Rm. 123", Salem,OR,,Yes,Debbie McCuin,541-618-7854,debbie.mccuin@state.or.us,,,,Lori Watt,503-945-6237,LORI.C.WATT@state.or.us,,,(503) 934-1400,55956017#,https://www.oregon.gov/DHS/SENIORS-DISABILITIES/ADVISORY/GCSS/Pages/Full-Commission-Meetings.aspx,,,,https://www.oregon.gov/DHS/SENIORS-DISABILITIES/ADVISORY/GCSS/Pages/Full-Commission-Meetings.aspx,,,,
"Health Authority, Oregon",Health Plan Quality Metrics Committee,,12/12/2019 12:30:00 PM,12/12/2019 03:30:00 PM,"Clackamas Community College Wilsonville Training Center, Room 210, 29353 SW Town Center Loop E", Wilsonville,OR,Agenda: Welcome and roll call/introductions; review agenda and approve minutes; public comment 12:40-12:50; debrief November presentation on Oregon’s Health System Transformation; development of New and Innovative Measure Criteria; Discussion: OHA Health Equity definition; adjourn.,Yes,Pete Edlund,503-931-8873,peter.m.edlund@dhsoha.state.or.us,,,,,,,true,https://attendee.gotowebinar.com/rt/5441985918617611266,877-336-1828,9657836,,,,,https://www.oregon.gov/oha/HPA/ANALYTICS/Pages/Quality-Metrics-Committee.aspx,,,,
"Energy, Department of",Oregon Global Warming Commission,This is a regular meeting of the Commission.,12/12/2019 01:00:00 PM,12/12/2019 04:30:00 PM,The Nature Conservancy’s Oregon Conservation Center, Portland,OR,https://energyinfo.oregon.gov/blog/2019/12/5/oregon-global-warming-commission-to-meet-december-12-in-portland,Yes,Linda Ross,,linda.ross@oregon.gov,,,,,,,,,,,,,,,,,,,
Multnomah ESD,Board Finance Committee,,12/12/2019 01:00:00 PM,12/12/2019 02:00:00 PM,11611 NE Ainsworth Circle, Portland,OR,"The Multnomah Education Service District Board Finance Committee will meet on Thursday, December 12, 2019 at 1:00 p.m. at the main headquarters, 11611 NE Ainsworth Circle, Portland, Oregon  97220.",,Heather Severns,,hseverns@mesd.k12.or.us,,,,,,,,,,,,,,,,,,,
"Health Authority, Oregon",Health Plan Quality Metrics Committee,CANCELLED,12/12/2019 01:00:00 PM,12/12/2019 03:30:00 PM,"Clackamas Community College Wilsonville Training Center, 29353 SW Town Center Loop E., Room #210", Wilsonville,OR,THIS MEETING HAS BEEN CANCELLED,Yes,Pete Edlund,,mailto:peter.m.edlund@dhsoha.state.or.us?subject=RE:%20Health%20Plan%20Quality%20Metrics%20Committee,,,,,,,true,https://attendee.gotowebinar.com/rt/5441985918617611266,1-877-336-1828,9657836,,,,,http://www.oregon.gov/oha/HPA/ANALYTICS/Pages/Quality-Metrics-Committee.aspx,,,,
"Dentistry, Oregon Board of",Regularly Scheduled Board Meeting,,12/13/2019 07:30:00 AM,12/13/2019 03:00:00 PM,"1500 SW 1st Ave., Suite #770", Portland,OR,,,Stephen Prisby,,stephen.prisby@state.or.us,,,,,,,,,,,,,,,,,,,
Early Learning Council,Early Childhood Equity Fund Rules Advisory Committee Meeting #3,To discuss draft rules for the Early Childhood Equity Fund. ,12/13/2019 08:30:00 AM,12/13/2019 10:30:00 AM,"Oregon Community Foundation, Second Floor, 1221 SW Yamhill", Portland,OR,We have confirmed that there will be a third meeting of the ECEF RAC. Please check the website (listed below) for more details.,,Remy Watts,503-947-0674,remy.watts@state.or.us,,,,,,,true,https://oregoncf.zoom.us/j/461200086,,,https://oregonearlylearning.com/meeting/early-childhood-equity-fund-rules-advisory-committee-meeting-3/,,,,https://oregonearlylearning.com/meeting/early-childhood-equity-fund-rules-advisory-committee-meeting-3/,,,,
Physical Therapist Licensing Board,Regular Board Meeting,,12/13/2019 08:30:00 AM,12/13/2019 04:00:00 PM,"PSOB 800 NE Oregon Street, Suite 445", Portland,OR,,,Rick J Sullivan,971-673-0201,rick.sullivan@state.or.us,,,,,9716730201,,,,,,,,,,,,,,
"Engineering and Land Surveying, Board of Examiners for",Committee Meetings,,12/13/2019 09:00:00 AM,12/13/2019 04:00:00 PM,670 Hawthorne Ave. SE Suite 220, Salem,OR,,,Eric Engelson,,osbeels.info@oregon.gov,,,,,,,,,,,,,,,https://www.oregon.gov/osbeels/theboard/Pages/Meetings.aspx,,,,
"Counselors and Therapists, Board of Licensed Professional",Board Meeting,Monthly meeting for LPCT Board,12/13/2019 09:00:00 AM,12/13/2019 05:00:00 PM,3218 Pringle Rd SE, Salem,OR,"2nd Floor Large Conference Room, Morrow Crane Building.",,Board Staff,503-378-5499,lpct.board@oregon.gov,,,https://www.oregon.gov/oblpct/Documents/Calendar.pdf,,5033785499,,,,,,,,,,,PS_Notice_12-13-19.pdf (https://data.oregon.gov/views/gs36-7t8m/files/e962e853-b0ae-4d51-8f23-3bba43b2e875?download=true&filename=PS_Notice_12-13-19.pdf),,,
Nursing Board,CNA/CMA Advisory Group,,12/13/2019 09:00:00 AM,12/13/2019 12:30:00 PM,17938 SW Upper Boones Ferry Rd,Portland ,OR,"These public meetings will be held at the Oregon State Board of Nursing, 17938 SW Upper Boones Ferry Rd., Portland, Oregon unless otherwise indicated. The meeting location is accessible to persons with disabilities. A request for an interpreter for the hearing impaired or for other accommodations for person with disabilities should be made at least 48 hours before the meetings to John Goodine, at john.goodine@state.or.us.  For individuals with hearing impairments, the Oregon Relay System provides free assistance for all telephone communications.  If initiating a call by TTY, dial 1-800-735-2900.  If initiating the call by telephone, dial 1-800-735-1232.  The Oregon Relay Service also can be reached by dialing 711 on your TTY or telephone within Oregon.

The number of occupants in a room may not exceed the posted capacity permitted by the Tualatin Valley Fire & Rescue Deputy Fire Marshall. The OSBN Conference Room maximum capacity is 62 persons.
Attendance by Webinar:
To attend the meeting via webinar, please follow the instructions provided: To participate online, visit https://osbn.adobeconnect.com/cna_cma_advisory_group/. For audio, dial 1-866-377-3315 and enter code 9365157 when prompted.


Questions:
Direct questions to John Goodine, Oregon State Board of Nursing, 17938 SW Upper Boones Ferry Rd., Portland, OR 97224, 971-673-0640 or john.goodine@state.or.us. ",,John Goodine,,john.goodine@state.or.us,,,,,,,,,,,,,,,,,,,
"Judicial Fitness and Disability, Commission on",Public Meeting - New Executive Director,,12/13/2019 09:00:00 AM,12/13/2019 09:15:00 AM,Telephonic Meeting,Beaverton,OR,"The Commission on Judicial Fitness and Disability will hold a telephonic meeting about its new Executive Director on Friday, December 13, 2019 at 9:00 a.m. The call-in details are as follows:

Dial: 1-866-403-9130
Passcode: 1135315#
",,"Susan D. Isaacs, Executive Director",5036266776,JUDICIAL.FITNESS@OREGON.GOV,,,,,,,,,1-866-403-9130,1135315#,,,,,,Notice of a Public Meeting 12.13.2019.pdf (https://data.oregon.gov/views/gs36-7t8m/files/23fe2ea0-ebf0-4042-af47-c220c0fff1de?download=true&filename=Notice%20of%20a%20Public%20Meeting%2012.13.2019.pdf),,,
"Health Authority, Oregon",Oregon Alliance to Prevent Suicide Quarterly Meeting,Advisory Council to OHA on Youth Suicide Prevention,12/13/2019 09:30:00 AM,12/13/2019 12:30:00 PM,"Porltand State Office Building, 800 NE Oregon St, Rm 177",Portland,OR,,Yes,Annette Marcus,5033997201,amarcus@aocmhp.org,,,,,,,,https://global.gotomeeting.com/join/733254733,1 877 568 4106,733-254-733,,,,,,2019December13 Alliance Quarterly Mtg Minutes.docx (https://data.oregon.gov/views/gs36-7t8m/files/b67b277d-00e9-4b7f-8864-992cc82eec4d?download=true&filename=2019December13%20Alliance%20Quarterly%20Mtg%20Minutes.docx),,,
"Business Development Commission, Oregon",Commission Meeting,,12/13/2019 10:00:00 AM,12/13/2019 02:00:00 PM,"Dress for Success Oregon, 1532 NE 37th Ave", Portland,OR,,Yes,Gina Wiedrick,,gina.wiedrick@oregon.gov,,,,,,,,,,,https://www.oregon4biz.com/Business-Oregon-Commission/2019meetings.php,,,,https://www.oregon4biz.com/Business-Oregon-Commission/2019meetings.php,,,,
"Engineering and Land Surveying, Board of Examiners for",Special Board Meeting,,12/13/2019 12:00:00 PM,12/13/2019 02:00:00 PM,670 Hawthorne Ave. SE Suite 220, Salem,OR,,,Eric Engelson,,osbeels.info@oregon.gov,,,,,,,,,,,,,,,https://www.oregon.gov/osbeels/theboard/Pages/Meetings.aspx,,,,
Governor's Office,Coastal Resiliency Workgroup,,12/13/2019 01:00:00 PM,12/13/2019 05:00:00 PM,"Coos Health and Wellness (Coquille Point Conference Room), 281 LaClair Street", Coos Bay,OR,,Yes,Kourtney Linebaugh,503-986-6535,Kourtney.Linebaugh@oregon.gov,,,,,,,,,,,,,,,,,,,
Council on Court Procedures,Council on Court Procedures 12/14/19 Meeting,Council on Court Procedures 12/14/19 Meeting,12/14/2019 09:30:00 AM,12/14/2019 12:30:00 PM,Oregon State Bar, Tigard,OR,Regular Council meeting,Yes,Shari Nilsson,5037686505,ccp@lclark.edu,,,,,,,,,,,http://counciloncourtprocedures.org,,,,http://counciloncourtprocedures.org,,,,
"Health Authority, Oregon",Advance Directive Adoption Committee,,12/16/2019 08:30:00 AM,12/16/2019 11:30:00 AM,"Portland State Office Building, Room 177, 800 NE Oregon Street", Portland,OR,Agenda: Finalize the first draft of the Advance Directive Form; discuss Introduction/FAQs to accompany form.,Yes,Kati Moseley,971-673-2284,katarina.moseley@state.or.us,,,,,,,,,,,,,,,https://www.oregon.gov/oha/PH/ABOUT/Pages/AdvanceDirectiveAdoptionCommittee.aspx,,,,
Land Conservation & Development Department,Housing Rulemaking Advisory Committee Meeting,Rulemaking regarding HB 2001 and HB 2003,12/16/2019 11:00:00 AM,12/16/2019 02:00:00 PM,Basement Hearing Room: 635 Capitol St., Salem,OR,,yes,Casaria Taylor,503-934-0065,casaria.taylor@state.or.us,,,https://www.oregon.gov/lcd/LAR/Pages/Housing.aspx,,,,,,,,https://www.oregon.gov/lcd/LAR/Pages/Housing.aspx,,,,https://www.oregon.gov/lcd/LAR/Pages/Housing.aspx,,,,
"Transportation Commission, Oregon",Oregon Transportation Commission Regular Monthly Meeting ,,12/16/2019 01:00:00 PM,12/17/2019 04:00:00 PM,Best Western Premier Boulder Falls Inn and Conference Center, Lebanon,OR,,Yes ,Jacque Carlisle,503-986-3450,OTCAdmin@odot.state.or.us,,,,,,,,,,,,,,,https://www.oregon.gov/ODOT/Get-Involved/Pages/OTC_Main.aspx,,,,
"Marine Board, State",Lower Willamette River Rule Advisory Committee Meeting,First meeting of the Lower Willamette River RAC,12/16/2019 01:00:00 PM,12/16/2019 03:30:00 PM,Clackamas Co. Sheriff's Office - Public Safety Training Center - 12700 SE 82nd Ave Room #110,Clackamas,OR,"The RAC will discuss conceptual proposals for the Lower Willamette River. 

Rule Advisory Committee meetings are open to the public, but because the meetings are working meetings with full agendas, public comment will not be accepted.",No,Josh Mulhollem,503-378-2836,josh.mulhollem@oregon.gov,,,,,,,,,,,https://www.oregon.gov/osmb/info/Documents/Rulemaking/LWRRACAgendaDec16_2019.pdf,,,,https://www-auth.oregon.gov/osmb/info/Documents/Rulemaking/LWRAC/LWRACMinutes121619.docx,LWRRAC agenda Dec 16 2019.pdf (https://data.oregon.gov/views/gs36-7t8m/files/54a9e6a1-96dc-426a-8319-7ee4886252de?download=true&filename=LWRRAC%20agenda%20Dec%2016%202019.pdf),,,
Teacher Standards/Practices,Public Hearing on the Proposed Rules ,,12/16/2019 04:00:00 PM,12/16/2019 05:00:00 PM,Teacher Standards and Practices Commission, Salem,OR,"Interested parties:

Please refer to the Teacher Standards and Practices Commission Notice of Proposed Rulemaking for information related to the agency’s adoption of proposed rules open for public comment. These rules reflect the agency’s implementation of 2019 Senate Bill 155 on Education Sexual Conduct. 

The agency will be accepting public comment on the proposed rule from December 1, 2019 until December 31, 2019 (5 pm). A public hearing on the proposed rules will be held on December 16, 2019, 4:00 PM - 5:00 PM, at the TSPC Office, 250 Division Street NE, Salem, OR 97301. The notice includes links to the rule filing and instructions for submitting public comments.  

Please email TSPC.RuleTestimony@oregon.gov  or Tom.Wrosch@oregon.gov, if you have any questions or need further assistance. 
",Yes,Tom Wrosch,,Tom.Wrosch@oregon.gov,,,,,,,,,,,,,,,,,,,
Wallowa County ESD,Regular Board Meeting,,12/16/2019 05:30:00 PM,12/16/2019 07:00:00 PM,"ESD Board Room, 107 SW First Street, Suite #103", Enterprise,OR,,,Gretchen Piper,541-426-7600,gpiper@r18esd.org,,,,,,,,,,,,,,,http://www.kasha.r18esd.org/OpenKM/login.jsp,,,,
Environmental Quality Dept.,Recycling Steering Committee meeting,"The Recycling Steering Committee is meeting on Tuesday, December 17 to learn about and discuss five recycling system scenarios created by the research team working on behalf of the committee",12/17/2019 09:30:00 AM,12/17/2019 03:30:00 PM,"Oregon DEQ Headequarters (700 NE Multnomah St, 3rd Floor Conference Room)",Portland,OR,"Meeting Purpose: The Recycling Steering Committee (RSC) understands straw-person framework scenarios drafted by the contractor (RRS), to examine different potential legal and relational elements to modernize Oregon’s recycling system. The RSC reaches agreement on any changes to those five frameworks for inclusion in the next round of in-depth evaluation by the RRS research team.",Yes,Sanne Stienstra,503-229-6494,sanne.stienstra@state.or.us,,,,,,,true,https://zoom.us/j/2348602747,669-900-6833,234-860-2747,,,,,https://www.oregon.gov/deq/recycling/Pages/Recycling-Steering-Committee-Resources.aspx,12.17.19 RSC Agenda and Materials.pdf (https://data.oregon.gov/views/gs36-7t8m/files/198619f3-4a93-4699-bca3-a965f8dc0197?download=true&filename=12.17.19%20RSC%20Agenda%20and%20Materials.pdf),,,
Public Utility Commission,Public Meeting,,12/17/2019 09:30:00 AM,12/17/2019 12:00:00 PM,"201 High Street SE, Hearing Room",Salem,OR,,,Kristi Collins,5033730885,kristi.collins@state.or.us,,,,,,,,,,,,,,,,,,,
