"Agency, Board, Commission, Branch",Meeting Title,Short Description,Start Date & Time,End Date & Time,Meeting Location,City,State,Details,Public Comment Accepted,Contact Name,Phone Number,Contact Email,Web Link (optional),Map Link,Calendar Link,ADA Contact,ADA Contact Phone,ADA Contact Email,Webinar/Webcast?,Public Call-In Number,Call-in Access Code,Agenda URL,Map Location,2010 House Districts,2010 Senate Districts,Counties
Multnomah ESD,Board of Directors meeting,Regular monthly meeting,04/17/2012 07:00:00 PM,,11611 NE Ainsworth Circle, Portland,OR,,yes,Leslie Nelson,503-257-1504,lnelson@mesd.k12.or.us,,,,,,,,,,,"11611 Ainsworth Circle
Portland, OR
(45.565484142127, -122.541374364431)",44,22,2410
"Naturopathic Medicine, Board of",Board Meeting,Regularly scheduled meeting,04/09/2012 08:30:00 AM,,"800 NE Oregon Street, Suite 445", Portland,OR,"The Oregon Board of Naturopathic Medicine will hold a Regular Board meeting on the second Monday of each even numbered month, with exception.  

The Executive session (Closed to the public) convenes at 8:30am and ends about 11:30am, or when executive session business is completed.  Executive session is held pursuant to ORS 192.660(2)(a), (2)(b), (2)f), (2)(h), (2)(i), or (2)(k).

The Public session beings at the completion of Executive session or 11:30am. The Public is invited to attend the Open session of any Board meeting. 
",,Anne Walsh,,obnm.info@state.or.us,,,,,,,,,,,"800 Oregon Street
Portland, OR
(45.528620932146, -122.658106363834)",43,22,2410
Nursing Board,Oregon State Board of Nursing Board Meeting,"The Board will meet for the purpose of discussing rule changes to the Nurse Practice Act, and other nursing practice and education related issues",04/19/2012 08:30:00 AM,,17938 SW Upper Boones Ferry Road, Portland,OR,,,Peggy Lightfoot,,peggy.lightfoot@state.or.us,http://www.osbn.state.or.us/OSBN/draft_policies_rules.shtml,,,Peggy Lightfoot,971-673-0638,peggy.lightfoot@state.or.us,,,,,,,,
Nursing Board,Oregon State Board of Nursing Board Meeting,The Board will meet for the purpose of dicsussing and taking action on disciplinary cases,04/18/2012 08:30:00 AM,,17938 SW Upper Boones Ferry Road, Portland,OR,,,Peggy Lightfoot,,peggy.lightfoot@state.or.us,http://www.osbn.state.or.us/OSBN/meetings.shtml,,,Peggy Lightfoot,971-673-0638,peggy.lightfoot@state.or.us,,,,,,,,
Oregon Disabilities Commission,Executive Committee,May's Commission Meeting Agenda,04/16/2012 10:00:00 AM,04/16/2012 12:00:00 PM,"Room 137A, Human Services Building, 500 Summer Street NE", Salem,OR,,,Max Brown,503-945-6993,max.brown@state.or.us,http://www.oregon.gov/DHS/spd/adv/odc/meetings/2012/index.shtml,,,,,,,,,,"137A Human Services
Summer Street NE Salem, OR
(44.942595718193, -123.028325767026)",21,11,2409
Oregon Education Investment Board,Oregon Education Investment Board Meeting,Meeting of the Oregon Education Investment Board,04/10/2012 01:00:00 PM,04/10/2012 05:00:00 PM,"David Douglas School District, Board room, 1500 Southeast 130th Ave, Portland, OR 97233", Portland,OR,,Yes,Seth Allen,503-378-8213,seth.allen@state.or.us,,,,Leslie Roth,503-986-6520,Leslie.Roth@state.or.us,,,,,,,,
Oregon Educators Benefit Board,Executive Session OEBB Board Meeting,Executive Session Board Meeting,04/19/2012 01:00:00 PM,04/12/2012 05:00:00 PM,1225 Ferry Street SE, Salem,OR,"The OEBB Board will convene in executive session* to receive a staff and consultant advisory on the status of rate renewal negotiations.

 
* * * * * * * * * * * * *
 
*Executive Session: No admittance unless stated below. Thank you.
 

The executive session is being held pursuant to ORS 192.660(2)(f) which allows a governing body to hold an executive session to consider information or records that are exempt by law from public inspection.
 
Representatives of the news media, OEBB staff and individuals specifically invited to participate are allowed to attend this executive session. Representatives of the news media are specifically directed not to report on any of the deliberations during executive session, except to state the general subject of the session as previously announced. No decision may be made in executive session. ",,Rose Mann,503-378-4606,rose.mann@state.or.us,,,,,,,,,,,,,,
Oregon Educators Benefit Board,Strategies on Evidence and Outcomes Workgroup,SEOW Meeting,04/12/2012 09:30:00 AM,04/12/2012 11:30:00 AM,"PEBB/OEBB Boardroom, Department of Administrative Services ÛÒ General Services Building, 1225 Ferry Street SE", Salem,OR,The Strategies on Evidence and Outcomes Workgroup (SEOW) will conduct a public meeting to discuss utilization data and preliminary results from the 2011 Behavioral Risk Factor Surveillance System Survey for School Employees.,,Rose Mann,503-378-4606,rose.mann@state.or.us,,,,,,,,,,,,,,
Oregon Educators Benefit Board,Business & Operations Workgroup,BOW Meeting,04/03/2012 10:15:00 AM,04/03/2012 12:00:00 PM,"Neahkanie Conference Room, General Services Building, 1225 Ferry Street SE", Salem,OR,"The Business and Operations Workgroup will conduct a public meeting to review proposed permanent rules and public comments on Division 5 administrative rule amendments, review proposed temporary rules and begin the permanent rule making process on Divisions 10, 30, 40, 50, 65 and 80 administrative rules, review the proposed 2012-13 OEBB administrative fee, receive updates on expanding plan options and administration of Early Retiree groups, and review and discuss the comparability rule, methodology and testing.",,Rose Mann,503-378-4606,rose.mann@state.or.us,,,,,,,,,,http://www.oregon.gov/OHA/OEBB/docs/Agendas/2012/BOWAgenda040312.pdf,,,,
Oregon Educators Benefit Board,Executive Session OEBB Board Meeting,Executive Session Board Meeting,04/12/2012 11:45:00 AM,04/12/2012 12:45:00 PM,"PEBB/OEBB Boardroom, Department of Administrative Services ÛÒ General Services Building, 1225 Ferry Street SE", Salem,OR,"The OEBB Board will convene in executive session* to receive a staff and consultant advisory on the status of rate renewal negotiations.

*Executive Session: No admittance unless stated below. Thank you.

The executive session is being held pursuant to ORS 192.660(2)(f) which allows a governing body to hold an executive session to consider information or records that are exempt by law from public inspection.

Representatives of the news media, OEBB staff and individuals specifically invited to participate are allowed to attend this executive session. Representatives of the news media are specifically directed not to report on any of the deliberations during executive session, except to state the general subject of the session as previously announced. No decision may be made in executive session.
",,Rose Mann,503-378-4606,rose.mann@state.or.us,,,,,,,,,,,,,,
Oregon Educators Benefit Board,OEBB Board Meeting,OEBB Board Meeting,04/12/2012 01:00:00 PM,04/12/2012 04:30:00 PM,"PEBB/OEBB Boardroom, Department of Administrative Services ÛÒ General Services Building, 1225 Ferry Street SE", Salem,OR,The OEBB Board will conduct a public meeting.  Topics to be announced.,yes,Rose Mann,503-378-4606,rose.mann@state.or.us,,,,,,,true,,,,,,,
"Parks and Recreation, Oregon",Oregon Parks and Recreation Commission Meeting,Comission Meeting,04/03/2012 08:30:00 AM,04/04/2012 04:00:00 PM,"Red Lion Hotel, 200 N Riverside Ave, Medford Oregon", Salem,OR,"Oregon Parks and Recreation Commission meets in Medford

 

Medford, OR -- The Oregon State Parks and Recreation Commission will meet in southern Oregon April 3-4. The governor-appointed commission will tour the Rogue River Greenway and participate in an internal workshop in Gold Hill on April 3 from 8:30 a.m.– 4:30 p.m.. On April 4, the group will conduct a public business meeting starting at 10 a.m. at the Red Lion Hotel Medford, 200 N. Riverside Avenue, Medford.

Agenda items include All Terrain Vehicle committee member appointment requests and an action to recognize Brian Booth, the first commission chair, who passed away March 7, 2012 at age 75. The agenda also includes time for public comments. Speaking time is limited to three minutes. People who wish to speak are encouraged to provide 12 written copies of their testimony to Vanessa DeMoe, the Commission Assistant (vanessa.demoe@state.or.us) prior to the meeting. The full agenda is posted at http://www.oregon.gov/OPRD/commission.shtml

State law gives the commission authority to establish policy and adopt rules for Oregon Parks and Recreation Department, approve property acquisitions for state parks, and set fees for the use of park facilities. Its seven members are appointed by the governor and confirmed by the Oregon Senate.

The meeting site is accessible to people with disabilities. Special accommodations may be arranged up to 72 hours in advance by calling 503-986-0719.",,Vanessa Demoe,,vanessa.demoe@state.or.us,,,,,,,,,,,,,,
"Parole & Post Prison Supervision, State Board of",Business Meeting,Board Business Meeting,04/24/2012 01:30:00 PM,04/24/2012 04:00:00 PM,2575 Center St. NE. Suite 157A, Salem,OR,,No,Jay Scroggin,,jay.d.scroggin@doc.state.or.us,,,,,,,,,,,,,,
Patient Safety Commission,Board of Directors Meeting,Meeting of the board occurring every other month,04/10/2012 12:30:00 PM,04/10/2012 03:30:00 PM,Legacy Meridian Park Medical CenterÛªs Community Health Education Center, Portland,OR,,Yes (in person only),Carrie Parrish,971-266-8079,carrie.parrish@oregonpatientsafety.org,http://oregonpatientsafety.org/,,,,,,,1-866-212-0875,7498439,http://oregonpatientsafety.org/who-we-are/meeting-materials/,,,,
"Pharmacy, State Board",Board Meeting,April 2012 Oregon Board of Pharmacy Board Meeting,04/10/2012 08:30:00 AM,04/11/2012 04:30:00 PM,Portland State Office Building, Portland,OR,"Meetings start at 8:30 each day unless otherwise listed and end time is dependent on conclusion of Board business. Day 1 is usually an all day Executive Session - PUBLIC MAY NOT ATTEND, pursuant to ORS 676.175, ORS 192.660 (1)(2)(f) (k). Day 2 is open to the public.","Open Forum - at the completion of regular Board Business, any Board licensee or member of the public is invited to meet with the Board to discuss issues of interest (typically the last item of the meeting).",Karen MacLean,971-673-0001,Karen.S.MacLean@state.or.us,http://www.pharmacy.state.or.us/Pharmacy/Meetings.shtml,http://www.pharmacy.state.or.us/Pharmacy/psob.shtml,,Loretta Glenn,971-673-0001,Loretta.Glenn@state.or.us,,,,,"800 Oregon St
Portland, OR 97232
(45.528620932146, -122.658106363834)",43,22,2410
Prescription Drug Monitoring Program Advisory Commission ,2012 Second Quarter Meeting,Meeting of the PDMP Advisory Commission,04/13/2012 01:00:00 PM,,PSOB Room 710, Portland,OR,,,Samantha Greene,,samantha.r.greene@state.or.us,,,,,,,,,,,,,,
Psychiatric Security Review Board,Administrative Meeting,"The adult panel of the PSRB will meet and discuss various topics which may include budget, hearings, etc.",04/10/2012 06:00:00 PM,,"620 SW 5th Ave, 4th Floor Conference Room", Portland,OR,"AGENDA

1.	Introduction and Welcome of New Board Member
2.	Approval of Minutes from December 8, 2011 Meeting
3.	Action Items from December Meeting
4.	2011-13 Budget Update
5.	Discussion Regarding Potential Legislative Concepts for 2013 Session
6.	Report on Budget Process for 2013-15 Biennium
7.	Final Approval of OAR regarding Tier 2 Proposed Conditional Release Reviews
8.	Review of Proposed Required Sex Offender Treatment Report
9.	Update on Implementation of SB 420 and HB 3100
10.	Other items:
a.	Office Space
b.	Staffing
c.	Board Membership
11.  Executive Session",,Jane Bigler,,psrb@psrb.org,,,,,,,,,,,,,,
Psychologists Examiners Board,Proposed Rulemaking Hearing,"OAR Chapter 858 Divisions 10, 20 & 30",03/30/2012 09:00:00 AM,,3218 Pringle Road SE, Salem,OR,Rule Caption: Modifies educational requirements for licensure and application procedures; adds licensure by endorsement; modifies investigation procedures.,The agency requests public comment on whether the options should be considered for achieving the ruleÛªs substantive goals while reducing negative economic impact of the rule on business.,Debra McHugh,(503) 373-1155,debra.mchugh@state.or.ur,http://www.obpe.state.or.us/OBPE/Headlines/OPBE_Perm_Rule_2-15-15.pdf,,,,,,,,,,,,,
Psychologists Examiners Board,Board Meeting (Public Session),Regular biennial Board meeting,03/30/2012 01:00:00 PM,,3218 Pringle Road SE, Salem,OR,,,Debra McHugh,(503) 373-1155,debra.mchugh@state.or.us,http://www.obpe.state.or.us,,,,,,,,,http://www.obpe.state.or.us/OBPE/Board_Meetings/OBPE_PS_Agenda_3-30-12.pdf,,,,
Public Employees' Benefit Board,Board Meeting,regularly-scheduled public meeting,04/17/2012 10:30:00 AM,04/17/2012 04:30:00 PM,1225 Ferry St SE Ste B, Salem,OR,The Board will meet in a public session to conduct Board business.,Yes.,ChÌ©rie Taylor,503-378-6296,cherie.m.taylor@state.or.us,http://benefitboards.das.state.or.us/public_folder.html?folder=8,,,ChÌ©rie Taylor,503-378-6296,cherie.m.taylor@state.or.us,,N/A.,N/A.,http://www.oregon.gov/DAS/PEBB/meetings.shtml,,,,
Public Employees' Benefit Board,Operations Subcommittee Meeting,regularly-scheduled public session,04/09/2012 03:30:00 PM,04/09/2012 05:00:00 PM,1225 Ferry St SE Ste B, Salem,OR,The Operations Subcommittee will meet in a public session to conduct its monthly review of PEBB operations.,Yes.,ChÌ©rie Taylor,503-378-6296,cherie.m.taylor@state.or.us,http://benefitboards.das.state.or.us/public_folder.html?folder=19,,,ChÌ©rie Taylor,503-378-6296,cherie.m.taylor@state.or.us,,N/A.,N/A.,http://www.oregon.gov/DAS/PEBB/meetings.shtml,,,,
Public Safety Standards and Training Department,Private Investigator Subcommittee Meeting,Private Investigator Meeting,04/18/2012 09:00:00 AM,04/10/2012 12:00:00 PM,4190 Aumsville Hwy SE, Salem,OR,"Agenda items: 
1.	Chair’s Report and Administrative Announcements
“This is a public meeting, subject to the public meeting law and it will be tape recorded.”
2.	Public Comment

3.	 Private Investigator Oregon Administrative Rules

4.	Next meeting to be determined
",Yes,Teresa Plummer,503-378-2148,teresa.plummer@state.or.us,,,,,,,,,,,,,,
Public Safety Standards and Training Department,Private Security Investigator Policy CommitteeAlarm Monitor Subcommittee,Monthly Meeting,04/25/2012 10:00:00 AM,04/25/2012 12:00:00 PM,"4190 Aumsville Hwy, Salem", Salem,OR,"Agenda items: 
1.   Chair’s Report and Administrative Announcements
“This is a public meeting, subject to the public meeting law and it will be digitally recorded.”

2.   Guest Comment

3.  Approval of Minutes 
Approve minutes from the April, 2012 meeting 

4. Status of proposed Bill for Reciprocity for Monitoring Centers – 


5. Alarm Monitor Training Manual update
          Finalize #6
          Initiate #10, #11, #12, #14

6. Addressing PERS as a level of monitoring that should be regulated

7. Approval of definition of Alarm Monitor….modification
",,Karen Evans,503-378-8529,karen.m.evans@state.or.us,,,,,,,,866-650-3044,919342,,,,,
Public Safety Standards and Training Department,Private Security Curriculum Subcommittee,Notice of Regular Meeting,04/10/2012 01:00:00 PM,,4190 Aumsville Highway SE, Salem,OR,"Agenda items:

1.	 Sub-Committee Chair’s Report and Administrative Announcements 
“This is a public meeting, subject to the public meeting law and it will be recorded”

2.	 Open discussion / work session – This will be a work session targeted at completing subjects listed on the Job Task Analysis (JTA) in support of the development of the new unarmed curriculum.  This work session is open to any certified private security professional that would like to participate and provide input.  
                                    
                        This session will focus on the following tasks:

•	Respond to alarms
•	Manage response to incidents
•	Implement response to bomb threats / disasters
•	Respond to hazardous materials incidents
•	Activate response to reported fires
",Yes,Mike James,503-378-6724,michael.james@or.state.us,,,,,,,,866-650-3044,919342,,,,,
Racing Commission,Commission Meeting,Monthly meeting of the Racing Commission,04/19/2012 01:30:00 PM,04/19/2012 03:00:00 PM,"Portland State Office Building, 800 NE Oregon St., Room 1A", Portland,OR,,"Yes, after the conclusion of agenda items",Nancy Artmann,(971) 673-0211,nancy.a.artmann@state.or.us,http://racing.oregon.gov/,,,Nancy Artmann,(971) 673-0211,nancy.a.artmann@state.or.us,,,,,,,,
"Raspberry and Blackberry Commission, Oregon",ORBC Commission Meeting & Budget Hearing,ORBC Meeting,04/18/2012 09:00:00 AM,04/18/2012 01:00:00 PM,Langdon Farms Golf Club, Aurora,OR,,,Philip GÌ_tt,,philip@oregon-berries.com,,,,,,,,,,,,,,
"Raspberry and Blackberry Commission, Oregon",ORBC Budget Committee Meeting,ORBC Meeting,04/18/2012 08:00:00 AM,04/18/2012 09:00:00 AM,Langdon Farms Golf Club, Aurora,OR,,,Philip GÌ_tt,,philip@oregon-berries.com,,,,,,,,,,,,,,
"Raspberry and Blackberry Commission, Oregon",OSC Promotion Committee Meeting,ORBC Meeting,04/11/2012 01:00:00 PM,04/11/2012 02:00:00 PM,GoTo Conference Call, Corvallis,OR,"Please join the promotion committee for the April meeting, scheduled for Wednesday, April 11th at 1pm.   

A public computer will be available at the Starbucks at 4437 Southeast 39th Avenue, Portland, OR.  

Please join this call to discuss the 2012-2013 Promotion Projects & Budget

To join the meeting follow the instructions below.  

1.  Click on the following link to access the GoToMeeting.com site. 
https://www4.gotomeeting.com/join/759543631

2.  Use your microphone and speakers (VoIP) - a headset is recommended. 
Or, call in using your telephone.
Dial +1 (630) 869-1014
Access Code: 759-543-631
Audio PIN: Shown after joining the meeting
Meeting ID: 759-543-631",,Philip GÌ_tt,,philip@oregon-berries.com,,,,,,,,,,,,,,
Revenue Department,"Department of Revenue, Timber Tax Division",Public hearing on forestland values,04/13/2012 01:30:00 PM,04/13/2012 03:00:00 PM,"955 Center Street, NE Salem, OR 97301 1st floor ÛÏfishbowlÛ next to the cafÌ©.", Salem,OR,,,Bram Ekstrand,503-302-1947,sarah.danforth@state.or.us,,,,,,,,,,,,,,
"Ryegrass Growers Seed Commission, Oregon",Ryegrass Commission Meeting,Regular scheduled commission meeting,04/17/2012 06:00:00 PM,04/17/2012 08:00:00 PM,Cascade Grill, Albany,OR,,,Jenny Woellmer,503-364-2944,jenny@ostlund.com,,,,,,,,,,,,,,
"Social Workers, Board of Licensed",Board Meeting,Monthly Board Meeting,04/14/2012 09:00:00 AM,04/14/2012 02:00:00 PM,Second Floor Large Conference Room, Salem,OR,"1.	CALL TO ORDER – Mark Oldham, Acting Chair 

2.	REVIEW/APPROVAL OF AGENDA 
3.	APPROVAL OF MINUTES 
4.	EXECUTIVE SESSION (under authority of ORS 192.660(2)(b)(f)(h)(i)(k))
5.	COMMITTEE REPORTS
1. Consumer Protection Committee Report (Motions)
2. Continuing Education Committee Report 
3. Legislative and Rules Committee Report
4. Examination Committee Report
6.	APPROVAL OF CONSENT AGENDA

7.	PUBLIC COMMENT

8.	EXECUTIVE DIRECTOR’S REPORT / WORKING LUNCH
9.	OLD BUSINESS
- Board Vacancy Update

10.	NEW BUSINESS - Board Officer Elections
2. June 12, 2012 New Board Member Training – Department of Justice 
11.	CORRESPONDENCE - ASWB Examination Administration Contract Renewal

12.	REVIEW AND DISCUSSION OF APPLICANT FILES (Special Reviews)
	
13.	ANNOUNCEMENTS AND ADJOURNMENT
	1. Board Planning Meeting Survey	
",,Pam Johansen,503.373.1159,pam.johansen@state.or.us,,,,,,,,,,,,,,
"Social Workers, Board of Licensed",Planning Meeting,Planning committees throughout the day.,04/13/2012 08:30:00 AM,04/13/2012 05:00:00 PM,"Morrow Crane Bldg, 3218 Pringle Rd. SE", Salem,OR,"8:30 – 8:45		Welcome / Review Agenda (1st Floor Small Conf. Room) 

8:45-10:00	Legislative and Rules Committee (1st Floor Small Conf. Room)
-	Legislative Concept (Board Composition, Scope of Practice   definitions for RBSW, LMSW, LCSW)
		   -     Semi-independence discussions update
		   -     Rules Development (contact information, 2 year licensure)
		   -     Goals Review
10:00-10:15	  Break
10:15-12:00  Consumer Protection Committee (CPC) (2nd Floor Small Conf. Room)
		  (Includes Executive Session / see separate meeting notice)
10:15-10:45	  Continuing Education Committee (2nd Floor Director’s Office)

12:00-1:15   Working lunch (1st Floor large conference room)
		Budget Discussion with DAS (Kate Nass and Angelique Bowers)
		30 minutes:  DAS Discussion on New Budget Process
		45 minutes:  2013-15 Budget Planning and Strategy Discussion

1:15 – 2:15	Legislative Discussion with full Board (1st Floor large Conf. Room)
		- 2013 Legislative Concept – Next Steps
		- Semi-independence Discussion Update for full Board

2:15-2:30	Break

2:30-3:00	Training:  Adjudicatory Role of the Board (1st Floor large Conf. Room)

3:00 -5:00     Consumer Protection Committee (2nd Floor Small Conf. Room)
		(CPC meeting continuation / see separate CPC Meeting Notice) 
",,Martin Pittioni,503.373.1163,oregon.blsw@state.or.us,,,,,,,,,,,,,,
"Social Workers, Board of Licensed",Consumer Protection Committee,"3 meetings over 2 days, read on for times. ",04/13/2012 10:15:00 AM,04/14/2012 09:00:00 AM,Second Floor Small Conference Room, Salem,OR,"Friday April 13 2012 Meeting Times:  10:15 a.m.- noon   and 3:00 p.m. to 5:00 p.m.
Saturday April 14, 2012 Meeting Time:  8:00 a.m. – 9:00 a.m. (as necessary to finish business)
",,Martin Pittioni,503.373.1163,oregon.blsw@state.or.us,,,,,,,,,,,,,,
"State Lands, Department of",Department of State Lands Public Workshop,Public workshop to discuss recent statutory changes and proposed rulemaking,04/03/2012 04:00:00 PM,04/03/2012 07:00:00 PM,"Judge Guy Boyington Bldg, 857 Commercial St", Astoria,OR,"Staff from DSL's Land Management Division and the Wetlands and Waterways Conservation Division will be available to discuss: their respective programs, recent statutory changes and proposed rulemaking.",,Chris Castelli,503-986-5262,chris.castelli@state.or.us,http://www.oregon.gov/DSL/rules_activity.shtml#div2,,,,,,,,,,,,,
"State Lands, Department of",Advisory Committee on Remediation and Restoration Admin Rules,A statewide advisory committee charged with developing rules governing access for environmental remediation and restoration on the beds and banks of state-owned waterways,03/29/2012 10:00:00 AM,03/29/2012 04:00:00 PM,"Portland State Office Bldg, Room 1A-80, 800 NE Oregon St", Portland,OR,,Yes,Jim Paul,503-986-5279,jim.paul@state.or.us,http://www.oregonstatelands.us/DSL/NAV/rrac.shtml,,,,,,,,,,,,,
Student Assistance Commission,Commission Meeting,Monthly commission meeting,04/27/2012 09:30:00 AM,,Oregon Student Access Commission Columbia Room 1500 Valley River Drive , Eugene,OR,,Yes,Lacie Morgan,5416877394,lacie.a.morgan@state.or.us,http://www.oregonstudentaid.gov,,,,,,,,,,,,,
"Sweet Cherry Commission, Oregon",April Meeting,Regular meeting,04/19/2012 10:00:00 AM,04/19/2012 02:00:00 PM,"Columbia Gorge Community College, 400 E Scenic Dr., Room 3.301", The Dalles,OR,"Call To Order/Introductions Minutes of Previous Meeting-February 23,2012 
Financial Reports
Financial Statements – February and March 
ODA Report – Kris Anderson
Administrator’s Report Activity Report 
Draft 2012-2013 Budget for Discussion
Review of NCGIF Promotions program 2011 
Chairman’s Report - Appoint NHC Trustees for next year Research Committee Report
Discuss status of Research funding since last meeting 
OSU Research & Extension Report 
Old Business 
New Business
Next Meeting – Tuesday, June 5, 2012, 2:30 p.m. in The Dalles, OR following the Pre-Harvest Cherry Tour. The location will be announced.",,Dana Branson,541-386-5761,osweetcherry@gmail.com,,,,,,,,,,,,,,
"Tall Fescue Commission, Oregon",Tall Fescue Commission Meeting,Regular scheduled commission meeting,04/18/2012 06:00:00 PM,04/18/2012 08:00:00 PM,Cascade Grill, Albany,OR,,,Jenny Woellmer,503-364-2944,jenny@ostlund.com,,,,,,,,,,,,,,
"Transportation Commission, Oregon",Oregon Transportation Commission Meeting,Regular monthly meeting of the Oregon Transportation Commission,04/19/2012 09:30:00 AM,,"The Inn at Cross Keys Station, 66 NW Cedars Street", Madras,OR,,Yes,Jacque Carlisle,(503) 986-3450,jacque.l.carlisle@odot.state.or.us,,,,,,,,,,,,,,
Transportation Department,Central Oregon Area Commission on Transportation,Regular meeting of the COAT,04/12/2012 03:00:00 PM,,2363 SW Glacier Place, Redmond,OR,,Yes,Gary Farnsworth,,gary.c.farnsworth@odot.state.or.us,,,,,,,,,,,,,,
Transportation Department,ConnectOregon IV Region 1 Review Committee,Connecto Oregon IV Region 1 Review Committee meeting #2,04/23/2012 08:00:00 AM,04/23/2012 11:00:00 AM,"123 NW Flanders, Meeting Room 344", Portland,OR,,,Kelly Brooks,,kelly.brooks@odot.state.or.us,,,,,,,,,,,,,,
Transportation Department,DMV At Risk Driver Work Group,Work Group to review At Risk Driver Program HB 3185,04/26/2012 01:00:00 PM,04/26/2012 05:00:00 PM,DMV Head Quarters, Salem,OR,Work Group to review At Risk Driver Program per HB 3185.,,Karen McCarty,503-945-5247,Karen.A.McCarty@odot.state.or.us,,,,,,,,,,,,,,
Transportation Department,Cascade West Area Commission on Transportation,CWACT,04/26/2012 05:00:00 PM,04/26/2012 07:00:00 PM,1400 Queen Ave. SE Albany, Albany,OR,,,Carla Wahl,,carla.s.wahl@odot.state.or.us,,,,,,,,,,,,,,
Transportation Department,Cascades West Area Commission on Transportation,CWACT,04/26/2012 05:00:00 PM,04/26/2012 07:00:00 PM,"1400 Queen Ave. SE, Suite 205A", Corvallis,OR,,,Carla Wahl,,carla.s.wahl@odot.state.or.us,,,,,,,,,,,,,,
Transportation Department,Joint SEACT/NEACT meeting,Joint meeting of SEACT and NEACT,04/05/2012 10:00:00 AM,,"OTEC Building, 4005 23rd Street", Baker City,OR,,Yes,Karen Kendall,(541) 276-6745,karen.kendall@geodc.net,,,,,,,,,,,,,,
Transportation Department,Cascades West Area Commission on Transportation,CWACT TAC,04/11/2012 01:30:00 PM,04/11/2012 03:30:00 PM,"1400 Queen Ave. SE, Suite 205A", Corvallis,OR,,,Carla Wahl,,carla.s.wahl@odot.state.or.us,,,,,,,,,,,,,,
Transportation Department,ConnectOregon Region 1 Review Committee,The Region 1 committee will meet to review pending ConnectOregon IV grant applications.,04/16/2012 08:00:00 AM,04/16/2012 11:00:00 AM,"123 NW Flanders, Portland, OR 97209 Conference Room A/B", Portland,OR,,,Kelly Brooks,,kelly.brooks@odot.state.or.us,,,,,,,,,,,,,,
Transportation Department,Motor Carrier Transportation Advisory Committee,Panel of state government and industry representatives,04/19/2012 08:30:00 AM,,"Natural Resource Center, 3415 Commercial St. SE", Salem,OR,"The committee is made up of representatives from the Oregon Department of Transportation, Oregon State Police, the trucking industry, and related industries.",,Tara Caton,,tara.l.caton@odot.state.or.us,http://www.oregon.gov/ODOT/MCT/MCTAC.shtml,,,,,,,,,,,,,
Transportation Department,Bicycle and Pedestrian Advisory Committee,Bike/Ped monthly meeting,04/18/2012 08:30:00 AM,04/18/2012 01:30:00 PM,"Local Government Center, 1201 Court St NE ", Salem,OR,"Agenda items include a discussion about committee bylaws, information on passenger rail and a presentation on the new access management regulations.",Yes,Sheila Lyons,503-986-3555,sheila.a.lyons@odot.state.or.us,,,,Sheila Lyons,503-986-3555,sheila.a.lyons@odot.state.or.us,,,,,,,,
Transportation Department,Lower John Day ACT meeting,Lower John Day ACT,04/02/2012 10:00:00 AM,,Bob's Texas T-Bone, Rufus,OR,,Yes,Brad DeHart,(541) 296-2215,bradley.k.dehart@odot.state.or.us,,,,,,,,,,,,,,
Transportation Department,Winter Recreation Advisory Committee,Regular meeting of the Winter Recreation Advisory Committee,04/18/2012 10:00:00 AM,,800 Airport Road, Salem,OR,The Winter Recreation Advisory Committee meets throughout the year to advise the Department of Transportation on matters related to the winter recreation parking (Sno-Park) program.  At this meeting the committee will consider a request from the Deschutes National Forest to expand the Virginia Meissner Sno-Park.  The committee will also discuss the Sno-Park permit fees and make a recommendation on the level of enforcement of the permit for the 2012-13 winter season.,,Karen Morrison,,karen.j.morrison@odot.state.or.us,,,,,,,,,,,,,,
Transportation Department,South Central Oregon Area Commission on Transportation,Regular meeting of the SCOACT,04/06/2012 10:00:00 AM,,"Klamath County, CommissionerÛªs Hearing Room, 305 Main Street, Room #219", Klamath Falls,OR,,Yes,Butch Hansen,,norman.c.hansen@odot.state.or.us,,,,,,,,,,,,,,
Transportation Department,Mid Willamette Valley Area Commission on Transportation,Regular meeting of the MWACT,04/05/2012 03:00:00 PM,,"Keizer Civic Center, 930 Chemawa Rd. NE", Keizer,OR,,Yes,Lori Moore,,lomoore@mwvcog.org,,,,,,,,,,,,,,
Transportation Department,NWACT Meeting,April meeting of the NW Area Commission on Transportation,04/26/2012 10:00:00 AM,,Tillamook Bay Community College, Tillamook,OR,Reviewing and prioritizing ConnectOregon IV applications,,Mary McArthur,,mbmcarthur@comcast.net,,,,,,,,,,,,,,
Transportation Department,Northwest Area Commission on Transportation,"NWACT chartered to assist OTC with transportation related issues in Columbia, Clatsop, Tillamook, and Western Washington Counties.",04/26/2012 10:00:00 AM,04/26/2012 03:00:00 PM,Tillamook Bay Community College, Tillamook,OR,NWACT will hear presentations from ConnectOregon IV applicants.  After hearing presentations commission members will rank COIV applications and forward onto Region 2.,,Mary McArthur,503-228-5565,mbmcarthur@comcast.net,,,,,,,,,,,,,,
