"Agency, Board, Commission, Branch",Meeting Title,Short Description,Start Date & Time,End Date & Time,Meeting Location,City,State,Details,Public Comment Accepted,Contact Name,Phone Number,Contact Email,Web Link (optional),Map Link,Calendar Link,ADA Contact,ADA Contact Phone,ADA Contact Email,Webinar/Webcast?,Public Call-In Number,Call-in Access Code,Agenda URL,Map Location,2010 House Districts,2010 Senate Districts,Counties
Public Utility Commission,Public Meeting,,07/11/2017 09:30:00 AM,07/11/2017 12:00:00 PM,"201 High Street SE, Suite 100", Salem,OR,,,Kristi Collins,,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting - UE 335 PGE request for a Tate Revision Hearing ,,10/02/2018 01:30:00 PM,10/02/2018 03:30:00 PM,"201 High Street SE, Hearing Room",Salem,OR,,,Kristi Collins,5033786611,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting - Executive Session,"AR 622. The PUC will hold an executive session to consider written legal advice from counsel, information that is exempt from disclosure under ORS 192.660(2)(f). Executive sessions are closed to members of the public, except the news media. See ORS 192.610(2) and 192.660(1) & (3).",10/22/2018 10:00:00 AM,10/22/2018 11:00:00 AM,"201 High Street SE, Commission Conference Room", Salem,OR,,,Kristi Collins,5033730885,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Public Meeting,,01/30/2018 09:30:00 AM,01/30/2018 11:30:00 AM,"201 High Street SE, Hearing Room", Salem,OR,,,Kristi Collins,,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting,"Special Public Meeting - SB 611 Determinations UM 1760, UM 1761, UM 1762",03/01/2016 01:30:00 PM,03/01/2016 03:30:00 PM,"201 High Street SE, Hearing Room",Salem,OR,,,Kristi Collins,5033730885,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting - UE 219 Hearing,,09/15/2017 09:30:00 AM,09/15/2017 11:30:00 AM,"201 High Street SE, Hearing Room", Salem,OR,,,Kristi Collins,503-373-0885,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting - PAC's 2017 Smart Grid Report,,01/25/2018 09:30:00 AM,01/25/2018 11:30:00 AM,"201 High Street SE, Hearing Room", Salem,OR,,,Kristi Collins,5033730885,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,"CANCELED Special Public Meeting - UM 1716, UM 1910, UM 1911 & UM 1912 Hearing on RVOS Filings",,05/21/2018 09:30:00 AM,05/21/2018 04:00:00 PM,"201 High Street SE, Hearing Room",Salem,OR,,,Kristi Collins,,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Public Meeting,Regularly Scheduled Public Meeting,04/05/2016 09:30:00 AM,04/05/2016 12:00:00 PM,"201 High Street SE, Hearing Room",Salem,OR,,,Kristi Collins,503-373-0885,kristi.collins@state.or.us,,,,,,,,,,http://oregonpuc.granicus.com/GeneratedAgendaViewer.php?view_id=1&event_id=73,,,,
Public Utility Commission,Public Meeting,,04/23/2019 09:30:00 AM,04/23/2019 12:00:00 PM,"201 High Street SE, Hearing Room",Salem,OR,,,Kristi Collins,5033730885,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting - UM 1897 Commissioner Workshop,Hydro One Acquisition of Avista ,02/26/2018 09:30:00 AM,02/26/2018 12:00:00 PM,"201 High Street SE, Hearing Room",Salem,OR,,,Kristi,,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting - Admin Issues / LC 68 Commission Workshop,,11/07/2017 01:30:00 PM,11/07/2017 03:30:00 PM,"201 High Street SE, Hearing Room", Salem,OR,,,Kristi Collins,,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Public Meeting,,09/11/2018 09:30:00 AM,09/11/2018 11:30:00 AM,"201 High Street SE, Hearing Room",Salem,OR,,,Kristi Collins,5033786611,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Executive Session ORS 192.660(2)(f) AR 603 Rulemaking,,06/26/2017 09:00:00 AM,06/26/2017 10:00:00 AM,"201 High Street, Commission Conference Room", Salem,OR,,,Kristi Collins,5033730885,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Public Meeting,,03/13/2018 09:30:00 AM,03/13/2018 11:30:00 AM,"201 High Street SE, Hearing Room",Salem,OR,,,Kristi,,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting - AR 618 Adoption,,12/27/2018 09:30:00 AM,12/27/2018 10:00:00 AM,"201 High Street SE, Commission Conference Room",Salem,OR,,,Kristi Collins,5033730885,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Portfolio Options Committee Public Meeting ,The Portfolio Options Committee will hold a regular meeting at 8:30 a.m.  The meeting agenda will include a review of the Committee’s annual recommendations to the Public Utility Commission of Oregon. The meeting location is accessible to persons with disabilities. A request for an interpreter for the hearing impaired or for other accommodations for persons with disabilities should be made at least 48 hours before the meeting to Caroline Moore 503-480-9427/ 1-800-648-3458 (TTY). ,06/27/2018 08:30:00 AM,06/27/2018 12:00:00 PM,"Portland State Office Building, 800 NE Oregon Street, Portland, OR 97232, Room 1D", Portland,OR,,,Rebecca Smith,503-373-7955,Rebecca.Smith@oregon.gov,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting SB 978 Commissioner Meeting,,07/17/2018 01:00:00 PM,07/17/2018 05:00:00 PM,"201 High Street SE, Hearing Room",Salem,OR,,,Kristi Collins,5033786611,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting - LC 70 Coal Commissioners Workshop with Possible Executive Session,"Executive Session in Docket LC 70.   The PUC will hold an executive session to consider confidential information that is exempt from disclosure under ORS 192.660(2)(f).  Executive sessions are closed to members of the public, except the news media.  See ORS 192.610(2) and 192.660(1) & (3).",08/28/2018 01:30:00 PM,08/28/2018 04:00:00 PM,"201 High Street SE, Hearing Room",Salem,OR,,,Kristi Collins,,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting - ,to address items moved from the May 2 Canceled Regular Public Meeting,05/01/2017 09:30:00 AM,05/01/2017 10:00:00 AM,"201 High Street SE, Hearing Room", Salem,OR,,,Kristi Collins,,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,CANCELED Special Public Meeting - Administrative Issues/Legislative Coordination,,05/25/2017 01:30:00 PM,05/25/2017 02:30:00 PM,"201 High Street SE, Hearing Room", Salem,OR,,,Kristi Collins,,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting - ColumbiaGrid Annual Report,,12/19/2016 01:30:00 PM,12/19/2016 03:30:00 PM,"201 High Street SE, Commission Conference Room",Salem,OR,,,Kristi Collins,503-373-0885,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission, Special Public Meeting - AR 614 Commissioner Workshop,,04/23/2018 01:00:00 PM,04/23/2018 04:00:00 PM,"201 High Street SE, Hearing Room",Salem,OR,,,Kristi Collins,,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,CANCELED  Special Public Meeting - AR 600 Rulemaking Workshop,,01/24/2017 01:30:00 PM,01/24/2017 03:30:00 PM,"201 High Street SE, Hearing Room", Salem,OR,,,Kristi Collins,5033730885,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Public Meeting,,10/09/2018 09:30:00 AM,10/09/2018 11:30:00 AM,"201 High Street SE, Hearing Room",Salem,OR,,,Kristi Collins,5033786611,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Public Meeting,,05/03/2016 09:30:00 AM,05/03/2016 12:00:00 PM,"201 High Street SE, Hearing Room",Salem,OR,,,Kristi Collins,503-373-0885,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,"Special Public Meeting - RVOS in UM 1716, UM 1910, UM 1911 & UM 1912 HEARING",,06/25/2018 01:30:00 PM,06/25/2018 05:00:00 PM,"201 High Street SE, Hearing Room",Salem,OR,,,Kristi Collins,5033786611,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting,Administrative Issues,07/05/2016 01:30:00 PM,07/05/2016 02:30:00 PM,"201 High Street SE, Commission Conference Room",Salem,OR,,,Kristi Collins,503-373-0885,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting - 2019 Legislative Concepts,,03/27/2018 01:30:00 PM,03/27/2018 02:30:00 PM,"201 High Street SE, Hearing Room",Salem,OR,,,Kristi,,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting,BPA Meeting,04/11/2016 01:00:00 PM,04/11/2016 05:00:00 PM,905 NE 11th Ave, Portland,OR,,,Kristi Collins,5033730885,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting - HB 2941 Solar Report,,09/19/2016 09:30:00 AM,09/19/2016 11:30:00 AM,"201 High Street SE, Hearing Room", Salem,OR,,,Kristi Collins,5033730885,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Executive Session - Consideration of Employment of an employee,the Commission will be meeting in executive session under ORS 192.660(2)(a) to consider the employment of an employee.,12/19/2018 10:15:00 AM,12/19/2018 12:00:00 PM,"201 High Street SE, Commission Conference Room",Salem,OR,,,Kristi Collins,5033730885,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting - LC 67 PacifiCorp's IRP,,09/14/2017 09:30:00 AM,09/14/2017 11:30:00 AM,"201 High Street SE, Hearing Room", Salem,OR,,,Kristi Collins,503-373-0885,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Public Meeting,,10/24/2017 09:30:00 AM,10/24/2017 12:00:00 PM,"201 High Street SE, Hearing Room", Salem,OR,,,Kristi Collins,503-373-0885,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,CANCELED Special Public Meeting UM 1790 PacifiCorp Revised RPIP,,12/15/2016 01:30:00 PM,12/15/2016 03:30:00 PM,"201 High Street SE, Hearing Room", Salem,OR,,,Kristi Collins,,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting - UM 1716 RVOS Model - Webinar,Webinar,07/11/2016 02:30:00 PM,07/11/2016 05:00:00 PM,Webinar,Salem,OR,"Please  join us for a webinar to walk through PUC Staff’s proposed RVOS model on Monday, July 11, 2016,  at 2:30 pm.
 
This informational workshop  is a call-in webinar and will not be held at the OPUC.  
You will be able to ask questions and interact with the presenters as they go through the model’s functions.
Each party should follow the Webex steps below to view the presentation of the model.
",,Kristi Collins,5033730885,kristi.collins@state.or.us,,,,,,,true,1-650-479-3208,805 840 715   ,,,,,
Public Utility Commission,Special Public Meeting PGE Annual Update,,04/03/2018 09:30:00 AM,04/03/2018 11:00:00 AM,"201 High Street SE, Hearing Room",Salem,OR,,,Kristi Collins,,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting - LC 67 Deliberations,,12/11/2017 09:30:00 AM,12/11/2017 11:30:00 AM,"201 High Street SE, Hearing Room", Salem,OR,,,Kristi Collins,503-383-0885,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting - PGE Annual Update,,05/04/2017 01:30:00 PM,05/04/2017 03:00:00 PM,"201 High Street SE, Hearing Room", Salem,OR,,,Kristi Collins,5033730885,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting - Rulemaking Hearing,AR 603 Rulemaking Hearing on Community Solar (HB1457),05/22/2017 09:30:00 AM,05/22/2017 12:00:00 PM,"201 High Street SE, Hearing Room", Salem,OR,,,Kristi Collins,5033730885,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting - LC 71 Commission Workshop,,12/04/2018 01:30:00 PM,12/04/2018 03:30:00 PM,"201 High Street SE, Hearing Room",Salem,OR,,,Kristi Collins,5033730885,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting - LC 63,Idaho Power IRP,03/24/2016 09:30:00 AM,03/24/2016 12:00:00 PM,"201 High Street SE, Hearing Room",Salem,OR,,,Kristi Collins,5033730885,kristi.collins@state.or.us,,,,,,,,,,http://oregonpuc.granicus.com/GeneratedAgendaViewer.php?view_id=1&event_id=117,,,,
Public Utility Commission,Special Public Meeting - 2018 Annual Purchased Gas Adjustment,,10/11/2018 09:30:00 AM,10/11/2018 11:30:00 AM,"201 High Street SE, Hearing Room",Salem,OR,,,Kristi Collins,5033786611,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting - PGE Annual Update,,04/16/2020 10:00:00 AM,04/16/2020 12:00:00 PM,"201 High Street SE, Hearing Room",Salem,OR,,,Kristi Collins,5033730885,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Executive Session AR 610,"AR 610:  In the Matter of Rulemaking Regarding the Incremental Cost of Renewable Portfolio Standard Compliance.  The PUC will hold an executive session to consider exempt public records under ORS 192.660(2)(f).  Executive sessions are closed to members of the public, except the news media.  See ORS 192.610(2) and 192.660(1) & (3).",10/09/2018 01:30:00 PM,10/09/2018 02:30:00 PM,"201 High Street SE, Commission Conference Room",Salem,OR,,,Kristi Collins,5033786611,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting - LC 68  Public Comment Hearing,,11/02/2017 06:00:00 PM,11/02/2017 08:00:00 PM,676 SW 5th Ave., Ontario,OR,,,Kristi Collins,,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Public Meeting,,08/11/2020 09:30:00 AM,08/11/2020 12:00:00 PM,"201 High Street SE, Hearing Room",Salem,OR,,,Kristi Collins,5033730885,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Public Meeting,,11/07/2017 09:30:00 AM,11/07/2017 12:00:00 PM,"201 High Street SE, Hearing Room", Salem,OR,,,Kristi Collins,,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting UM 1789 et al Oral Argument with possible Executive Session ORS 192.660(2)(f),,01/20/2017 01:00:00 PM,01/20/2017 03:00:00 PM,"201 High Street SE, Hearing Room", Salem,OR,,,Kristi Collins,,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting - SB 978,,01/30/2018 01:00:00 PM,01/30/2018 05:00:00 PM,"201 High Street SE, Hearing Room",Salem,OR,,,Kristi,,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,CANCELED  Special Public Meeting - Admin Issues,,05/08/2018 01:30:00 PM,05/08/2018 02:30:00 PM,"201 High Street SE, Hearing Room",Salem,OR,,,Kristi Collins,,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,OUSF Advisory Board Meerting,,02/01/2017 10:00:00 AM,02/01/2017 12:00:00 PM,"201 High Street SE, Forest Conference Room 4rd floor", Salem,OR,,5033730885,Kristi Collins,5033730885,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,CANCELED Special Public Meeting - LC 66 Deliberations,,01/04/2018 09:30:00 AM,01/04/2018 11:30:00 AM,"201 High Street SE, Hearing Room", Salem,OR,,,Kristi Collins,,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting SB 978 Commissioner Meeting,,05/31/2018 09:00:00 AM,05/31/2018 04:00:00 PM,800 NE Oregon St, Portland,OR,,,Kristi Collins,5033730885,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Public Meeting,,06/19/2018 09:30:00 AM,06/19/2018 11:30:00 AM,"201 High Street SE, Hearing Room",Salem,OR,,,Kristi Collins,5033730885,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Public Meeting,,01/17/2018 09:30:00 AM,01/17/2018 11:30:00 AM,"201 High Street SE, Hearing Room",Salem,OR,,,Kristi Collins,,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Public Meeting,,05/29/2018 09:30:00 AM,05/29/2018 11:30:00 AM,"201 High Street SE, Hearing Room",Salem,OR,,,Kristi Collins,5033730885,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting - UM 1789 Workshop,PGE Deferral of Costs Related to Schedule 149,10/10/2016 09:30:00 AM,10/10/2016 12:00:00 PM,"201 High Street SE, Hearing Room", Salem,OR,,,Kristi Collins,5033730885,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Executive Session - Docket UM 1930,"Docket UM 1930.   The PUC will hold an executive session to consider written legal advice from counsel, information that is exempt from disclosure under ORS 192.660(2)(f).  Executive sessions are closed to members of the public, except the news media.  See ORS 192.610(2) and 192.660(1) & (3).",03/19/2018 01:00:00 PM,03/19/2018 02:00:00 PM,"201 High Street SE, Commission Conference Room",Salem,OR,,,Kristi Collins,,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting - AR 614 New Load Access Rule Making Hearing,,06/21/2018 09:30:00 AM,06/21/2018 12:00:00 PM,"201 High Street SE, Hearing Room",Salem,OR,,,Kristi Collins,5033786611,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting PacifiCorp Seismic Update,,04/06/2017 01:30:00 PM,04/06/2017 03:00:00 PM,"201 High Street SE, Hearing Room", Salem,OR,,,Kristi Collins,5033730885,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting Cybersecurity for Electric Utilities,,06/28/2018 09:30:00 AM,06/28/2018 12:00:00 PM,"201 High Street SE, Hearing Room",Salem,OR,,,Kristi Collins,,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting - Transmission Workshop,,01/17/2019 09:30:00 AM,01/17/2019 04:00:00 PM,"201 High Street SE, Hearing Room",Salem,OR,,,Kristi Collins,5033730885,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,"Executive Session - Docket UM 1824:  In the Matter of the PUBLIC UTILITY COMMISSION OF OREGON, Investigation into PacifiCorp, dba Pacific Power's Oregon-Specific Cost Allocation Issues.   The PUC will hold an executive session to consider written legal advice from counsel, information that is exempt from disclosure under ORS 192.660(2)(f).  Executive sessions are closed to members of the public, except the news media.  See ORS 192.610(2) and 192.660(1) & (3).",,02/27/2018 08:00:00 AM,02/27/2018 09:00:00 AM,"201 High Street SE, Commission Conference Room",Salem,OR,,,Kristi,,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting - Administrative Issues/Legislative Coordniation,,02/23/2017 01:30:00 PM,02/23/2017 02:30:00 PM,"201 High Street SE, Hearing Room", Salem,OR,,,Kristi Collins,,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Executive Session Docket LC 68,"Docket LC 68: Idaho Power Company Integrated Resource Plan.   The PUC will hold an executive session to consider written legal advice from counsel, information that is exempt from disclosure under ORS 192.660(2)(f).  Executive sessions are closed to members of the public, except the news media.  See ORS 192.610(2) and 192.660(1) & (3).",03/13/2018 01:30:00 PM,03/13/2018 02:30:00 PM,"201 High Street SE, Commission Conference Room",Salem,OR,,,Kristi Collins,,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Telecommunication Devices Access Program (TDAP)  Advisory Committee Meeting,,09/21/2018 09:00:00 AM,09/21/2018 12:00:00 PM,"201 High Street SE, Hearing Room",Salem,OR,,,Jon Cray,8554633863,john.cray@state.or.us,,,,,,,,,42542#,,,,,
Public Utility Commission,OUS Fund Advisory Board Meeting ,The OUS Fund Advisory Board meets quarterly.,05/02/2018 10:00:00 AM,05/02/2018 12:00:00 PM,"  201 High St. SE, Suite 100 - Meadow Conference Room",Salem ,OR,"AGENDA:

  Approval of February 7, 2018 minutes

  Fund Status:

1.    Current Status of the OUSF
2.    Fund Balance Status Report
3.   VoIP&#8203;
4.   &#8203;OUSF Review questions and answers&#8203;
 
Other Business:
 
5.    Other
 ",,Roger White,503-378-6371,roger.white@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special public Meeting UM 1857 PAC Commisison Workhsop,,05/22/2018 01:30:00 PM,05/22/2018 03:30:00 PM,"201 High Street SE, Hearing Room",Salem,OR,,,Kristi Collins,5033786611,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting - Administrative Issues/Legislative Coordination/AR 603 Rulemaking Discussion,,06/13/2017 01:30:00 PM,06/13/2017 02:30:00 PM,"201 High Street SE, Suite 100", Salem,OR,,,Kristi Collins,,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting - Administrative Issues & Legislative Coordination,,02/07/2017 01:30:00 PM,02/07/2017 02:30:00 PM,"201 High Street SE, Commission Conference Room", Salem,OR,,,Kristi Collins,,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting - Cybersecurity for our Natural Gas Utilities Commissioner Workshop,,09/27/2018 09:30:00 AM,09/27/2018 12:00:00 PM,"201 High Street SE, Hearing Room",Salem,OR,,,Kristi Collins,5033786611,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting - UE 346 PGE 2017 Annual Power Cost Variance Mechanism Hearing ,,10/23/2018 01:30:00 PM,10/23/2018 03:30:00 PM,"201 High Street SE, Hearing Room",Salem,OR,,,Kristi Collins,5033786611,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting - Annual Purchased Gas Cost ,,10/12/2017 09:30:00 AM,10/12/2017 11:30:00 AM,"201 High Street SE, Hearing Room", Salem,OR,,,Kristi Collins,503-373-0885,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Public Meeting,,07/25/2017 09:30:00 AM,07/25/2017 12:00:00 PM,"201 High Street SE, Hearing Room", Salem,OR,,,Kristi Collins,,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting - ColumbiaGrid Annual Update,,09/28/2017 01:30:00 PM,09/28/2017 02:30:00 PM,"201 High Street SE, Hearing Room", Salem,OR,,,Kristi Collins,503-373-0885,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,CANCELED -- Special Public Meeting - UM 1722,,03/30/2016 09:30:00 AM,03/30/2016 12:00:00 PM,"201 High Street SE, Hearing Room",Salem,OR,,,Kristi Collins,,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,CANCELED - Special Public Meeting,Administrative Issues,03/08/2016 01:30:00 PM,03/08/2016 02:30:00 PM,"201 High Street SE, Commission Conference Room",Salem,OR,,,Kristi Collins,503-373-0885,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting UM 1716 Hearing,,01/31/2017 09:30:00 AM,01/31/2017 04:00:00 PM,"201 High Street SE, Hearing Room", Salem,OR,,,Kristi Collins,,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,OUS Fund Advisory Board Meeting,,11/07/2018 10:00:00 AM,11/07/2018 12:00:00 PM,"201 High Street SE, Forest Conference Room (4th floor)",Salem,OR,,,Kristi Collins,5033730885,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting - UM 1856 PGE Draft Storage Potential Evaluation ,Commission Workshop,02/20/2018 09:30:00 AM,02/20/2018 11:45:00 AM,"201 High Street SE, Hearing Room",Salem,OR,,,Kristi Collins,,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Executive Session UM 1826,"Docket Number UM 1826:  STAFF INVESTIGATION INTO ELECTRIC UTILITY PARTICIPATION IN CLEAN FUEL PROGRAMS.   The PUC will hold an executive session to consider exempt public records under ORS 192.660(2)(f).  Executive sessions are closed to members of the public, except the news media.  See ORS 192.610(2) and 192.660(1) & (3).",09/10/2018 09:30:00 AM,09/10/2018 10:00:00 AM,"201 High Street SE, Commission Conference Room",Salem,OR,,,Kristi Collins,5033786611,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Public Meeting,,10/23/2018 09:30:00 AM,10/23/2018 11:30:00 AM,"201 High Street SE, Hearing Room",Salem,OR,,,Kristi Collins,5033786611,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting - UM 1930 Commissioner Workshop,,03/05/2018 01:30:00 PM,03/05/2018 03:30:00 PM,"201 High Street SE, Hearing Room",Salem,OR,,,Kristi Collins,,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,OUS Fund Advisory Board Meeting,,08/01/2018 10:00:00 AM,08/01/2018 12:00:00 PM,"201 High Street SE, Forest Conference Room (4th floor)",Salem,OR,,,Kristi Collins,5033786611,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Public Meeting,,09/12/2017 09:30:00 AM,09/12/2017 12:00:00 PM,"201 High Street, Hearing Room", Salem,OR,,,Kristi Collins,5033730885,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Public Meeting,,01/29/2019 09:30:00 AM,01/29/2019 11:30:00 AM,"201 High Street SE, Hearing Room",Salem,OR,,,Kristi Collins,5033730885,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Public Meeting,,01/24/2017 09:30:00 AM,01/24/2017 12:00:00 PM,"201 High Street SE, Hearing Room", Salem,OR,,,Kristi Collins,5033730885,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Public Meeting,,01/03/2018 09:30:00 AM,01/03/2018 12:00:00 PM,"201 High Street SE, Hearing Room", Salem,OR,,,Kristi Collins,,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,CANCELED  Special Public Meeting - Admin Issues/Legislative Issues,,02/23/2016 01:30:00 AM,02/23/2016 02:30:00 AM,"201 High Street SE, Commission Conference Room",Salem,OR,,,Kristi Collins,503-383-0885,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Public Meeting,Regularly Scheduled Public Meeting,03/22/2016 09:30:00 AM,03/22/2016 12:00:00 PM,"201 High Street SE, Hearing Room",Salem,OR,,,Kristi Collins,503-373-0885,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting - UM 1675 IDaho Power Smart Grid Report ,,07/12/2018 01:30:00 PM,07/12/2018 03:30:00 PM,"201 High Street SE, Hearing Room",Salem,OR,,,Kristi Collins,5033786611,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Public Meeting - OUSF Advisory Board Meeting,,05/04/2016 10:00:00 AM,05/04/2016 12:00:00 PM,"201 High Street SE, Meadow Conference Room 3rd floor", Salem,OR,,,Kristi Collins,5033730885,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting UE 323 PacifiCorp 2018 TAM,Possible Executive Session ORS 192.660(2)(f),08/31/2017 09:30:00 AM,08/31/2017 04:00:00 PM,"201 High Street, Hearing Room", Salem,OR,,,Kristi Collins,5033730885,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Public Meeting,,06/13/2017 09:30:00 AM,06/13/2017 12:00:00 PM,"201 High Street SE, Suite 100", Salem,OR,,,Kristi Collins,,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,CANCELED - Special Public Meeting - PacifiCorp Seismic Update,,02/02/2017 01:30:00 PM,02/02/2017 03:30:00 PM,"201 High Street SE, Hearing Room", Salem,OR,,,Kristi Collins,,kristi.collins@state.or.us,,,,,,,,,,,,,,
