"Agency, Board, Commission, Branch",Meeting Title,Short Description,Start Date & Time,End Date & Time,Meeting Location,City,State,Details,Public Comment Accepted,Contact Name,Phone Number,Contact Email,Web Link (optional),Map Link,Calendar Link,ADA Contact,ADA Contact Phone,ADA Contact Email,Webinar/Webcast?,Webinar/Webcast Link,Public Call-In Number,Call-in Access Code,Agenda URL,Owner,Agenda Upload,Map Location,Weblink to Meeting Minutes/Summaries,Agenda Download,2010 House Districts,2010 Senate Districts,Counties
"Health Authority, Oregon",Conference of Local Health Officials,,05/18/2017 09:30:00 AM,05/18/2017 12:00:00 PM,"Local Government Center, 1201 Court Street NE, Suite 300", Salem,OR,"What: The monthly public conference meeting of the Conference of Local Health Officials

Agenda: OHA Behavioral Health Collaborative update; OHA-PHD updates; Public Health Modernization implementation planning and timeline; Public Health Modernization accountability metrics; environmental health remittance fees; triennial review travel update; prevention integration update; 2017-19 contracts update

When: Thursday, May 18, 9:30 a.m. to noon. The meeting is open to the public. No conference call option is available for the public.

Where: Local Government Center, 1201 Court Street NE, Salem

Details: The Conference of Local Health Officials under ORS 431.340 provides recommendations to the Oregon Health Authority on the foundational capabilities and programs and any other public health program or activity under ORS 431.147.


# # #
",Yes,Danna Drum,971-673-1223,danna.k.drum@state.or.us,,,,,,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting - UM 1782 PGE Avoided Cost Filing,,05/18/2017 09:30:00 AM,05/18/2017 10:30:00 AM,"201 High Street SE, Hearing Room", Salem,OR,,,Kristi Collins,5033786611,kristi.collins@state.or.us,,,,,,,,,,,,,,,,,,,
Public Safety Standards and Training Department,Police Policy Committee Meeting ,Quarterly Meeting ,05/18/2017 10:00:00 AM,05/18/2017 03:00:00 PM,Governor Victor G. Atiyeh Boardroom at the Department of Public Safety Standards and Training located at 4190 Aumsville Hwy SE  , Salem,OR,,,Mona Riesterer ,503-378-2431,mona.riesterer@state.or.us,,,,,,,,,888-273-3658,4711910,http://www.oregon.gov/dpsst/BD/Pages/Agenda.aspx,,,,,,,,
Public Defense Services Commission,Public Defense Services Commission Meeting,Regular Meeting,05/18/2017 10:00:00 AM,05/18/2017 02:00:00 PM,Providence Willamette Falls Community Center, Oregon City,OR,"519 15th Street, Oregon City, OR  97045",,Laura Al Omrani,503-378-2516,laura.a.alomrani@opds.state.or.us,,,,,,,,,,,,,,,http://www.oregon.gov/OPDS/pages/pdscagendas.aspx,,,,
Fish and Wildlife Department,Commercial Fisheries Permit Board ,"The Commercial Fisheries Permit Board will meet on May 18, 2017 at 10:30 a.m. to review the final order in the limited entry blue/black rockfish permit contested case hearing for Firstco Marine LLC",05/18/2017 10:30:00 AM,05/19/2017 12:00:00 PM,4034 Fairview Ind Dr SE, Salem,OR,"Salem, Ore. -- The Commercial Fisheries Permit Board will meet on May 18, 2017 at 10:30 a.m. to review the final order in the limited entry blue/black rockfish permit contested case hearing for Firstco Marine LLC.

Public wishing to listen to the meeting may do so at the Oregon Department of Fish and Wildlife Headquarters Building, 4034 Fairview Industrial Dr. SE, Salem, Ore.

The meeting location is accessible to person with disabilities.  A request for an interpreter for the hearing impaired or for other accommodations for persons with disabilities should be made at least 24 hours before the meeting to DeAnna Erickson, (503) 947-6281.
",,DeAnna Erickson,,deanna.m.erickson@state.or.us,,,,,,,,,,,,,,,http://www.dfw.state.or.us/agency/public_meetings.asp,,,,
"Treasurer, Oregon State",Oregon 529 Savings Board Quarterly Meeting,,05/18/2017 01:00:00 PM,05/18/2017 03:30:00 PM,"16290 SW Upper Boones Ferry Rd, Tigard, OR  97224", Tigard,OR,,Yes,Stephanie Swetland,503-373-1903,stephanie.swetland@ost.state.or.us,,,,,,,,,,,http://www.oregon529network.com/board-meetings/,,,,http://www.oregon529network.com/the-board/board-meeting-minutes/,,,,
Chief Education Office ,Oregon Educator Equity Advisory Board,,05/18/2017 01:00:00 PM,05/18/2017 03:00:00 PM,"PSD Boardroom, 10636 NE Prescott St",Portland,OR,,Yes,Heather Livingston,503-373-1283,heather.livingston@state.or.us,,,,,,,,,1-888-557-8511,5579138,,,,,http://education.oregon.gov/connect-2/#connect-meetings,Final May 2017 Ed Equity Agenda.docx (https://data.oregon.gov/views/gs36-7t8m/files/fde7de1d-3db0-49bb-a21c-748bb0eb2a4a?download=true&filename=Final%20May%202017%20Ed%20Equity%20Agenda.docx),,,
"Medical Board, Oregon",Wellness Coalition,,05/18/2017 01:00:00 PM,05/18/2017 03:00:00 PM,The Foundation for Medical Excellence Conf Room, Portland,OR,,,Kristina Kallen,971-673-2704,kristina.kallen@state.or.us,,,,,,,,,,,,,,,,,,,
Early Learning Council,Best Beginnings Committee - May 2017 Meeting,,05/18/2017 01:30:00 PM,05/18/2017 04:30:00 PM,"OCDC - 9140 SW Pioneer Ct E, Training Room 2",Wilsonville,OR,,yes,Linda Jones,503-373-0004,linda.p.jones@state.or.us,,,,,,,,,1-877-810-9415,917134,,,,,,5-18-17 BB Meeting Agenda_Packet & Post.doc (https://data.oregon.gov/views/gs36-7t8m/files/47fd83c2-3d71-4539-9b9f-f3a427adc1c7?download=true&filename=5-18-17%20BB%20Meeting%20Agenda_Packet%20&%20Post.doc),,,
"Health Authority, Oregon",Public Health Advisory Board,,05/18/2017 02:30:00 PM,05/18/2017 05:15:00 PM,"Portland State Office Building, Room 1A, 800 NE Oregon St.", Portland,OR,"What: The monthly meeting of the Public Health Advisory Board

Agenda: Hear updates from PHAB subcommittees; plan for public health modernization implementation in 2017-19; adopt guiding principles for public health and health care collaboration

When: Thursday, May 18, 2:30-5:15 p.m. A 15-minute public comment period is scheduled at 5 p.m.; comments may be limited to three minutes.

Where: Portland State Office Building, Room 1A, 800 NE Oregon St., Portland. The public also may attend by live-stream at https://www.youtube.com/watch?v=fYXcff4tBAI or by telephone conference call at 877-873-8017, access code 767068. 

Oregon’s Public Health Advisory Board provides guidance for Oregon’s governmental public health system and oversees the implementation of public health modernization and Oregon’s State Health Improvement Plan.

Program contact: Cara Biddlecom, 971-673-2284, cara.m.biddlecom@state.or.us

Website: https://public.health.oregon.gov/About/Pages/ophab.aspx

# # #",Yes,Cara Biddlecom,971-673-2284,cara.m.biddlecom@state.or.us,,,,,,,true,https://www.youtube.com/watch?v=fYXcff4tBAI,877-873-8017,767068,https://public.health.oregon.gov/About/Documents/phab/May-11-PHAB-AGENDA.pdf,,,,https://public.health.oregon.gov/About/Pages/ophab.aspx,,,,
"Tall Fescue Commission, Oregon",Tall Fescue Commission Meeting,Budget Hearing Meeting,05/18/2017 06:00:00 PM,05/18/2017 08:00:00 PM,Cascade Grill, Albany,OR,,,Commissions,503-364-2944,jenny@ostlund.com,,,,,,,,,,,,,,,,,,,
Environmental Quality Dept.,Public Hearing: Revised Klamath and Lost River TMDL,,05/18/2017 06:00:00 PM,05/18/2017 07:30:00 PM,"Klamath Community College, 7390 South Sixth Street", Klamath Falls,OR,"DEQ invites the public to provide written comment on the revised Upper Klamath and Lost River Subbasin’s TMDL. Subject to public review and comment, DEQ intends to reissue the TMDL and WQMP. Part of the review process is an opportunity for public comment, based on the TMDL document, WQMP and other DEQ information.",,Mike Hiatt,,hiatt.mike@deq.state.or.us,,,,,,,,,,,,,,,http://www.oregon.gov/deq/Get-Involved/Pages/Public-Notices.aspx,,,,
Fish and Wildlife Department,Fish and Wildlife Commission Meeting,Wolf Plan is topic of May 19 Commission meeting in Portland,05/19/2017 08:00:00 AM,05/19/2017 05:00:00 PM,"Embassy Suites Portland Airport, Spruce and Oak Rooms, 7900 NE 82nd Ave.", Portland,OR,"The only topic on the agenda is the Wolf Conservation and Management Plan Review. ODFW staff will present an overview of the initial draft Plan (the same one presented April 21 in Klamath Falls).

The Commission will then host a panel discussion with stakeholders. Representatives from Oregon Cattlemen’s Association, Oregon Farm Bureau, Oregon Hunters Association, Rocky Mountain Elk Foundation, Cascadia Wildlands, Center for Biological Diversity, Defenders of Wildlife and Oregon Wild have been invited to be on the panel. Following that panel discussion, the meeting will open to other public testimony. Commissioners will not take any rule-making action on the draft Plan during the meeting, and a date for final adoption of a revised Wolf Plan has not yet been set.

The draft Plan is the result of a year-long review process to evaluate the current Wolf Plan’s effectiveness and address opportunities for improvement. The draft Plan incorporates the latest science about wolves and incorporates large amounts of Oregon-specific wolf data. It also updates base information about wolf status, population and distribution, plus management improvements based on actual field experience with wolves. (See a summary of changes to the Plan.)

The original Wolf Plan was initially adopted by the Commission back in 2005 after ODFW’s largest-ever public process. The Plan was also reviewed in 2010.

The Commission is the policy-making body for fish and wildlife issues in Oregon and usually meets monthly.",Yes,Michelle Dennehy,503-947-6022,Michelle.N.Dennehy@state.or.us,,,,,,,true,http://www.dfw.state.or.us/agency/commission/minutes/17/05_may/index.asp,,,,,,,http://www.dfw.state.or.us/agency/commission/minutes/ (http://www.dfw.state.or.us/agency/commission/minutes/%20),May 19 Agenda .pdf (https://data.oregon.gov/views/gs36-7t8m/files/4bb536ba-238d-42d4-b6ca-9f08def549c2?download=true&filename=May%2019%20Agenda%20.pdf),,,
Physical Therapist Licensing Board,Regular Board Meeting,,05/19/2017 08:30:00 AM,05/19/2017 04:00:00 PM,"PSOB 800 NE Oregon Street, Suite 445", Portland,OR,,,Rick Sullivan,971-673-0201,physical.therapy@state.or.us,,,,,,,,,,,,,,,,,,,
"Social Workers, Board of Licensed",Continuing Education Committee,The committee will discuss special continuing education requests.,05/19/2017 09:00:00 AM,05/19/2017 10:30:00 AM,Morrow Crane Building – First Floor Conference Room, Salem,OR,,,RAndy Harnisch,,oregon.blsw@state.or.us,,,,,,,,,,,,,,,,,,,
"Social Workers, Board of Licensed",Legislative and Rules Committee,The committee will review legislative issues and administrative rules for potential revision.,05/19/2017 09:00:00 AM,05/19/2017 10:30:00 AM,Morrow Crane Building – First Floor Conference Room, Salem,OR,,,Randy Harnisch,,oregon.blsw@state.or.us,,,,,,,,,,,,,,,,,,,
"Optometry, Board of",Board Meeting,,05/19/2017 09:00:00 AM,05/19/2017 04:00:00 PM,Oregon Travel Experience Conference Room--1500 Liberty St Se, Salem,OR,,,Shelley Sneed,503.399.0662 ext 3,shelley.g.sneed@oregon.gov,,,,,,,,,,,,,,,http://www.oregon.gov/obo/Pages/index.aspx,,,,
Psychologists Examiners Board,Regular Board Meeting,Board Meeting,05/19/2017 09:00:00 AM,05/19/2017 05:00:00 PM,3218 Pringle Rd. SE, Salem,OR,,Yes. After 1p.m.,Ashlie Rios,503-373-1146,ashlie.rios@state.or.us,,http://www.oregon.gov/obpe/docs/DirectionsOBPE.pdf,http://www.oregon.gov/OBPE/Board_Meetings/CALENDAR.pdf,LaRee Felton,503-373-1196,laree.felton@state.or.us,,,,,http://www.oregon.gov/obpe/pages/index.aspx,,,,http://www.oregon.gov/obpe/Pages/Minutes.aspx,Meeting_Notice_5-19-17.pdf (https://data.oregon.gov/views/gs36-7t8m/files/ccc2cf89-dd90-4e40-9bb9-fe0ce5e82833?download=true&filename=Meeting_Notice_5-19-17.pdf),,,
"Lottery Commission, Oregon State",Oregon State Lottery Commission Meeting,Budget work session and Monthly commission meeting,05/19/2017 09:00:00 AM,05/19/2017 12:00:00 PM,"500 Airport Road, SE",Salem,OR,"9:00-9:55 Budget work session with commissioners
10:00-12:00 Monthly commission meeting",Yes,Alisa.Zavala@state.or.us,503.540.1490,Alisa.Zavala@state.or.us,,,,,,,,,,,http://oregonlottery.org/about/commission-meetings,,,,http://oregonlottery.org/about/commission-meetings,,,,
"Social Workers, Board of Licensed",Licensing and Examination Committee,The committee will review issues relevant to the licensing and examination process.,05/19/2017 09:00:00 AM,05/19/2017 10:30:00 AM,Morrow Crane Building – First Floor Conference , Salem,OR,,,Randy Harnisch,,oregon.blsw@state.or.us,,,,,,,,,,,,,,,,,,,
Transportation Department,Oregon Traffic Control Devices Committee,Bi-monthly Meeting,05/19/2017 09:00:00 AM,05/19/2017 12:00:00 PM,"Marion County Public Works, 5155 Silverton Road NE", Salem,OR,Discussion on School Zones; Update on Interstate Speed Study to Raise Truck Speeds; NCUTCD Meeting Update; Legislative Update; ADA Update,Yes,Kathi McConnell,503-986-3609,kathleen.e.mcconnell@odot.state.or.us,,,,Kathi McConnell,503-986-3609,kathleen.e.mcconnell@odot.state.or.us,,,1.415.594.5500,540-418-275# ,,,,,http://www.oregon.gov/ODOT/HWY/TRAFFIC-ROADWAY/pages/traffic_control_devices_committee.aspx,,,,
"Medical Board, Oregon",EMS Advisory Committee,"The 5-member EMS Advisory Committee makes recommendations to the Board on scope of practice for EMS providers and other issues related to EMS in Oregon.  Although the Oregon Health Authority issues licenses and investigates complaints against EMS providers, the Oregon Medical Board is charged with setting the scope of practice for each level of EMS provider and other issues related to EMS practice in Oregon.",05/19/2017 09:00:00 AM,05/19/2017 05:00:00 PM,"1500 SW 1st Ave, Suite 620", Portland,OR,,,Kristina Kallen,9716732704,kristina.kallen@state.or.us,,,,,,,,,,,,,,,,May 2017.pdf (https://data.oregon.gov/views/gs36-7t8m/files/f2ef6d3b-6810-47a3-9542-8be76a45aa2b?download=true&filename=May%202017.pdf),,,
"Health Authority, Oregon","Metrics and Scoring Committee to meet Friday, May 19, 2017",,05/19/2017 09:00:00 AM,05/19/2017 12:00:00 PM,"Clackamas Community College Wilsonville Training Center, Room 211, 29353 SW Town Center Loop E", Wilsonville,OR,,Yes,Courtney Crowell,971-712-6503,COURTNEY.W.CROWELL@dhsoha.state.or.us,,,,Heather Johnson,503-508-8276,HEATHER.N.JOHNSON@dhsoha.state.or.us,,,1-888-204-5984,1277-166,,,,,http://www.oregon.gov/oha/analytics/Pages/Metrics-Scoring-Committee.aspx,MS Committee_May 2017_AGENDA_final.pdf (https://data.oregon.gov/views/gs36-7t8m/files/1c741099-d0e2-41c2-8610-e6637ccdefd8?download=true&filename=MS%20Committee_May%202017_AGENDA_final.pdf),,,
Housing/Community Services Department,Oregon Volunteers Commission Meeting,,05/19/2017 10:00:00 AM,05/19/2017 03:00:00 PM,"Portland State University, Native American Student Community Center, Chief Joseph Conference Room, 710 SW Jackson St, ", Portland,OR,,,Maria Sceva,503-725-8322,marias@oregonvolunteers.org,,,,,,,,,,,,,,,,,,,
"Social Workers, Board of Licensed",Monthly Full Board Meeting,,05/19/2017 10:45:00 AM,05/19/2017 03:00:00 PM,Morrow Crane Building – First Floor Conference Room, Salem,OR,Members of the public will be able to observe the public portion of these meetings at the Board’s Salem office.  The meeting location is accessible to people with disabilities. A request for an interpreter for the hearing impaired or for other accommodations for a person with disabilities should be made at least 48 hours before the meeting to the Executive Director at the above address and telephone number.,,Randy Harnisch,,oregon.blsw@state.or.us,,,,,,,,,,,,,,,,5 19 17 committee and board agenda.pdf (https://data.oregon.gov/views/gs36-7t8m/files/1619c497-480e-481f-92e0-8cdfc664763b?download=true&filename=5%2019%2017%20committee%20and%20board%20agenda.pdf),,,
Forestry Department,State Forests Stewardship Committee,,05/19/2017 11:00:00 AM,05/19/2017 03:00:00 PM,"Oregon Department of Forestry, 2600 State Street, Building C", Salem,OR,,,Susan Dominique ,503-945-7502,susan.dominique@oregon.gov,,,,,,,,,,,,,,,,,,,
"Women, Commission for",Regular OCFW Meeting,Regular OCFW Meeting,05/19/2017 12:00:00 PM,05/19/2017 03:00:00 PM,"800 NE Oregon Street, Room 612, ZIP 97232",Portland,OR,,Yes,Nancy Kramer,503-302-9725,nancy.kramer@oregon.gov,,,,Nancy Kramer,503-302-9725,nancy.kramer@oregon.gov,,,,,,,,,http://www.oregon.gov/women/Pages/meetingsandevents.aspx,,,,
Oregon Educators Benefit Board,Administrative Review Committee,,05/19/2017 01:00:00 PM,05/19/2017 02:00:00 PM,500 Summer Street NE Room 556, Salem,OR,"The OEBB Administrative Review Committee will meet in a teleconference at 500 Summer Street NE, Salem, Oregon in Room 556.",,Rose Mann,Rose Mann,rose.mann@state.or.us,,,,,,,,,,,,,,,,,,,
"Parks and Recreation, Oregon",Committee to review historic cemetery grant applications,,05/22/2017 08:00:00 AM,05/22/2017 04:00:00 PM,"North Mall Office Building, 725 Summer Street, NE, room 124A",Salem,OR,"On May 22 2017, the Oregon Historic Cemetery Grant committee will meet to score and rank the applications for the Oregon Historic Cemetery Grant program. The recommendations from the committee will be forwarded to the Oregon Commission on Historic Cemeteries for final review and approval on June 5, 2017. The meeting will be at the North Mall Office Building, 725 Summer Street, NE, room 124A. at 8:00 a.m. Interested parties may also call into to listen at (224) 501-3412, access Code: 612-353-749.

For information about the grants contact Kuri Gill at 503-986-0685 or by e-mail: Kuri.Gill@oregon.gov .

",,Kuri Gill,503-986-0685,Kuri.Gill@oregon.gov,,,,,,,,,224-501-3412,612-353-749,,,,,,,,,
Public Utility Commission,Special Public Meeting - Rulemaking Hearing,AR 603 Rulemaking Hearing on Community Solar (HB1457),05/22/2017 09:30:00 AM,05/22/2017 12:00:00 PM,"201 High Street SE, Hearing Room", Salem,OR,,,Kristi Collins,5033730885,kristi.collins@state.or.us,,,,,,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting CAISO EIM Discussion ,,05/22/2017 02:00:00 PM,05/22/2017 03:00:00 PM,"201 High Street SE, Hearing Room", Salem,OR,,,Kristi Collins,5033730885,kristi.collins@state.or.us,,,,,,,,,,,,,,,,,,,
Environmental Quality Dept.,Eugene rail yard cleanup informational meeting,DEQ to hold meeting on Eugene rail yard cleanup,05/22/2017 06:00:00 PM,05/22/2017 08:00:00 PM,"Kelly Middle School, 850 Howard Avenue",Euegene,OR,"The Oregon Department of Environmental Quality will hold an informational meeting about its recommendation to approve a plan for parts of Union Pacific Railroad’s Eugene Yard to protect workers from contamination and to require ongoing groundwater monitoring in nearby neighborhoods.
The meeting is scheduled for 6 p.m. Monday May 22 at Kelly Middle School, 850 Howard Avenue, Eugene. Representatives from DEQ and Union Pacific Railroad will provide information and field questions on the Final Remedial Action for parts of the yard. The plan calls for worker safety plans and ongoing monitoring to ensure that off-site groundwater contamination does not pose a risk to neighbors.
",,Katherine Benenati,541-686-7997,benenati.katherine@deq.state.or.us,,,,,,,,,,,,,,,http://www.oregon.gov/newsroom/Pages/NewsDetail.aspx?newsid=2049,,,,
Environmental Quality Dept.,CANCELLED: Cleaner Air Oregon Advisory Committee ,,05/23/2017 09:00:00 AM,05/23/2017 05:00:00 PM,TBD, Portland,OR,,,Joe Westersund,503-229-6403,westersund.joe@deq.state.or.us,,,,,,,,,,,,,,,http://www.oregon.gov/deq/Regulations/rulemaking/Pages/Rcleanerair2017.aspx,,,,
Columbia Gorge ESD,4RELH Governance Board Meeting,,05/23/2017 09:30:00 AM,05/23/2017 12:00:00 PM,65912 High School Loop, Moro,OR,,,Cindy Johnson,,cjohnson@cgesd.k12.or.us,,,,,,,,,,,,,,,,4RELH GB AGENDA - May 23 2017.pdf (https://data.oregon.gov/views/gs36-7t8m/files/1bbb8b96-d132-49e0-89fc-276337eb43d8?download=true&filename=4RELH%20GB%20AGENDA%20-%20May%2023%202017.pdf),,,
Public Safety Standards and Training Department,Basic Parole and Probation Curriculum Revision Workgroup ,,05/23/2017 10:00:00 AM,05/23/2017 01:00:00 PM,4190 Aumsville Hwy SE  - Room A145, Salem,OR,,,Mona Riesterer,503-378-2431,mona.riesterer@state.or.us,,,,,,,,,877-873-8017,,http://www.oregon.gov/dpsst/BD/Pages/Agenda.aspx,,,,,,,,
"Health Authority, Oregon",2017 Credentialing Rules Advisory Committee Meeting #2,,05/23/2017 10:00:00 AM,05/23/2017 12:00:00 PM,"Lincoln Building, 421 SW Oak St, Suite 775", Portland,OR,The Oregon Health Authority is currently preparing to engage in rulemaking related to health care practitioner credentialing rules and the Oregon Common Credentialing Program (OCCP).,,Melissa Isavoran,,Melissa.Isavoran@state.or.us,,,,,,,true,https://attendee.gotowebinar.com/register/8897015378029164033 (https://attendee.gotowebinar.com/register/8897015378029164033%20),866-434-5269,702-4388 ,,,,,http://www.oregon.gov/oha/OHIT/occp/pages/index.aspx,,,,
Human Services Department,DHS Stakeholder/Partner meeting,DHS Stakeholder/Partner meeting,05/23/2017 02:00:00 PM,05/23/2017 03:30:00 PM,"Barbara Roberts Human Services Building, Room 137, 500 Summer Street NE",Salem,OR,"DHS Director Clyde Saiki and DHS Executive Team will present brief program, legislative, budget updates followed by a question and answer period. ",,Sara Keck,971-707-1435,Communications.DHS@state.or.us,,,,,,,,,,,,,,,http://www.oregon.gov/DHS/DHSNEWS/NewsReleases/public-meeting-stakeholder-5-23-17.pdf,,,,
Lake ESD,Budget Committee/Regular Board,Budget committee meeting to review proposed 2017-18 budget; followed by regular monthly board meeting,05/23/2017 06:30:00 PM,05/23/2017 08:30:00 PM,Paisley School, Paisley,OR,,,Debbie Goss,541-947-3371,dgoss@lakeesd.k12.or.us,,,,,,,,,,,,,,,,,,,
"Police, Oregon State",Task Force on School Safety,,05/24/2017 09:00:00 AM,05/24/2017 03:00:00 PM,Clackamas County Sheriff's Office,Clackamas,OR,,,Mindy McCartt,503-934-0234,mindy.mccartt@state.or.us,,,,,,,,,,,,,,,https://www.oregon.gov/osp/Pages/Task-Force-on-School-Safety.aspx,,,,
Public Safety Standards and Training Department,Fire Policy Committee Meeting ,Quarterly Meeting ,05/24/2017 09:00:00 AM,05/24/2017 12:00:00 PM,Boardroom at the Oregon Public Safety Academy located at 4190 Aumsville Hwy SE, Salem,OR,,,Mona Riesterer,503-378-2431,mona.riesterer@state.or.us,,,,,,,,,888-398-2342,4256088,http://www.oregon.gov/dpsst/BD/Pages/Agenda.aspx,,,,,,,,
"Health Authority, Oregon",Medicaid Advisory Committee,,05/24/2017 09:00:00 AM,05/24/2017 12:00:00 PM,"Oregon State Library, 250 Winter Street NE, Room 102", Salem,OR,"What: The regular monthly public meeting of the Medicaid Advisory Committee

When: Wednesday, May 24, 9 a.m. to noon

Where: Oregon State Library, 250 Winter Street NE, Room 102, Salem. The meeting will also be available via webinar at https://attendee.gotowebinar.com/register/8197099256253318658. A recording of the meeting will be posted at the Medicaid Advisory Committee’s website at http://www.oregon.gov/oha/OHPR/MAC/Pages/index.aspx. Members of the public can also call to listen in at 888-398-2342, access code 3732275.

Agenda: Welcome, approve minutes of April 26, Oregon Health Plan member story, ombuds update, federal policy update, and oral health metrics report and discussion.

For more information on the meeting, visit the committee’s meeting page at http://www.oregon.gov/oha/OHPR/MAC/Pages/Meetings.aspx.

The meeting site is accessible to people with disabilities. To request alternate formats, sign language interpreters, physical accessibility, or other reasonable accommodations, call the Oregon Health Authority at 800-282-8096 at least 48 hours before the meeting.

# # #


",Yes,Amanda Peden,503-208-1010,amanda.m.peden@state.or.us,,,,,,,true,https://attendee.gotowebinar.com/register/8197099256253318658,888-398-2342,3732275,,,,,http://www.oregon.gov/oha/OHPR/MAC/Pages/index.aspx,,,,
"Parks and Recreation, Oregon",Committee to review museum grant applications,,05/24/2017 09:00:00 AM,05/24/2017 04:00:00 PM,"North Mall Office Building, 725 Summer Street, NE, room 124A",Salem,OR,"On May 24 2017, the Oregon Museum Grant committee will meet to score and rank the applications for the Oregon Museum Grant program. The recommendations from the committee will be forwarded to the Oregon Heritage Commission for final review and approval on June 5, 2017. The meeting will be at the North Mall Office Building, 725 Summer Street, NE, room 124A. at 9:00 a.m. Interested parties may also call into to listen at (224) 501-3412, access Code: 612-353-749.

For information about the grants contact Kuri Gill at 503-986-0685 or by e-mail: Kuri.Gill@oregon.gov .

",,Kuri Gill,503-986-0685,Kuri.Gill@oregon.gov,,,,,,,,,224-501-3412,612-353-749,,,,,,,,,
"Health Authority, Oregon",Medicaid Advisory Committee,Medicaid Advisory Committee,05/24/2017 09:00:00 AM,05/24/2017 12:00:00 PM,Oregon State library,Salem,OR,,Yes,Amanda Peden,503-2081010,amanda.peden@state.or.us,,,,,,,true,https://attendee.gotowebinar.com/register/8197099256253318658,"888.398.2342,",access code: 3732275.,,,,,https://www.oregon.gov/oha/OHPR/MAC/Pages/index.aspx,,,,
Construction Contractors Board,Construction Contractors Board Teleconference Board Meeting,Construction Contractors Board Teleconference Board Meeting,05/24/2017 09:30:00 AM,05/24/2017 11:00:00 AM,"201 High St SE, 1st Floor",Salem,OR,,Yes,Leslie Culpepper,503-934-2228,leslie.culpepper@state.or.us,,,,Leslie Culpepper,503-934-2228,leslie.culpepper@state.or.us,,,,,,,,,http://www.oregon.gov/CCB/board/Pages/minutes.aspx,2017 5-24 agenda.pdf (https://data.oregon.gov/views/gs36-7t8m/files/2c004d23-da46-4a14-8da9-e57afeafc8c2?download=true&filename=2017%205-24%20agenda.pdf),,,
Forestry Department,Smoke Management Review Committee,Oregon Department of Forestry and Oregon Department of Environmental Quality will review management practices for controlled burning on forestland.,05/24/2017 09:30:00 AM,05/24/2017 03:00:00 PM,"Oregon Department of Forestry, 2600 State Street, Building C, Tillamook Room", Salem,OR,,,Jim Gersbach,503-945-7425,jim.gersbach@oregon.gov,,,,,,,,,,,,,,,,,,,
"Forest Resources Institute, Oregon",Nominations Working Group Conf. Call,,05/24/2017 10:30:00 AM,05/24/2017 11:00:00 AM,"317 SW Sixth Ave., Suite 400", Portland,OR,,,Kathy Storm,,storm@ofri.org,,,,,,,,,866-377-3315,9438581,,,,,,Nomination Working Group Agenda May 24 2017.pdf (https://data.oregon.gov/views/gs36-7t8m/files/fdc3a4d8-2246-4c8e-9523-839c27b40a46?download=true&filename=Nomination%20Working%20Group%20Agenda%20May%2024%202017.pdf),,,
"Library, Oregon State","State Library Board Executive Committee Meeting, May 24, 2017",Meeting,05/24/2017 11:00:00 AM,05/24/2017 12:00:00 PM,"State Library, 250 Winter Street NE, Room 205", Salem,OR,,,Jessica Rondema,503-378-5015,jessica.rondema@state.or.us,,,,,,,,,,,http://www.oregon.gov/osl/Pages/2bdinfo.aspx,,,,http://www.oregon.gov/osl/Pages/2bdinfo.aspx,,,,
Travel Information Council,Finance Committee Meeting,Agenda items include review of the agency’s monthly financial reports and recommendations to the full Council on approved expenditures and contracts,05/24/2017 02:30:00 PM,05/24/2017 03:30:00 PM,"OTE Administration Office,1500 Liberty St. SE Suite 150", Salem,OR,,,Nancy DeSouza,503-373-1042,nancyd@oregonte.com,,,,,,,,,,,,,,,,05-24-17 Finance Committee Agenda.pdf (https://data.oregon.gov/views/gs36-7t8m/files/8b757294-dc42-45eb-b216-d71571e3e3ee?download=true&filename=05-24-17%20Finance%20Committee%20Agenda.pdf),,,
Travel Information Council,Finance Committee Meeting,Agenda items include review of the agency’s monthly financial reports and recommendations to the full Council on approved expenditures and contracts,05/24/2017 02:30:00 PM,05/24/2017 03:30:00 PM,"OTE Administration Office,1500 Liberty St. SE Suite 150",Salem,OR,,,Jessica Carbone,503-373-0155,jessicac@oregonte.com,,,,,,,,,,,,,,,,05-24-17 Finance Committee Agenda.pdf (https://data.oregon.gov/views/gs36-7t8m/files/9fa7363f-3322-42d8-8bf9-afcc96a4a49d?download=true&filename=05-24-17%20Finance%20Committee%20Agenda.pdf),,,
Clackamas ESD,Clackamas ESD Budget Committee Meeting,,05/24/2017 05:00:00 PM,05/24/2017 06:30:00 PM,13455 SE 97th Avenue,Clackamas,OR,,,Pam Bonner,,pbonner@clackesd.org,,,,,,,,,,,,,,,https://v3.boardbook.org/Public/PublicHome.aspx?ak=1000564,,,,
Clackamas ESD,Board of Directors Regular Session,,05/24/2017 06:30:00 PM,05/24/2017 08:30:00 PM,13455 SE 97th Avenue,Clackamas,OR,,,Pam Bonner,,pbonner@clackesd.org,,,,,,,,,,,,,,,https://v3.boardbook.org/Public/PublicHome.aspx?ak=1000564,,,,
Douglas ESD,Budget Meeting,,05/25/2017 07:00:00 AM,05/25/2017 09:00:00 PM,Douglas ESD, Roseburg,OR,,,Heidi Larson,,heidi.larson@desd.k12.or.us,,,,,,,,,,,,,,,,,,,
