"Agency, Board, Commission, Branch",Meeting Title,Short Description,Start Date & Time,End Date & Time,Meeting Location,City,State,Details,Public Comment Accepted,Contact Name,Phone Number,Contact Email,Web Link (optional),Map Link,Calendar Link,ADA Contact,ADA Contact Phone,ADA Contact Email,Webinar/Webcast?,Webinar/Webcast Link,Public Call-In Number,Call-in Access Code,Agenda URL,Owner,Agenda Upload,Map Location,Weblink to Meeting Minutes/Summaries,Agenda Download,2010 House Districts,2010 Senate Districts,Counties
"Medical Board, Oregon",Physician Assistant Committee,Quarterly meeting,03/12/2015 09:30:00 AM,03/12/2015 12:30:00 PM,OMB Offices, Portland,OR,"The 5-member PA Committee makes recommendations to the Board on licensing, investigations, education and issues related to physician assistants in Oregon.  It is composed of three physician assistants, one physician who supervises a physician assistant(s), and one advisory Board member.  Committee meetings occur quarterly, with additional meetings or conference calls if necessary.",Yes,Theresa Lee,971-673-2704,theresa.lee@state.or.us,,,,Theresa Lee,971-673-2704,theresa.lee@state.or.us,,,,,http://www.oregon.gov/omb/board/Pages/Meeting-Notices.aspx,,,,http://www.oregon.gov/omb/board/Pages/Meeting-Minutes.aspx,,,,
"Health Authority, Oregon",Child and Family Well-being Measures Workgroup,CFWB,03/12/2015 10:00:00 AM,03/12/2015 01:00:00 PM,"Clackamas Community College, Wilsonville Training Center, 29353 SW Town Center Loop East", Wilsonville,OR,"What: Child & Family Well-Being Measures Workgroup will meet March 12, 2015. 
When: Thursday March 12, 10 a.m.- 1 p.m.
Where: Clackamas Community College, Wilsonville Training Center, 29353 SW Town Center Loop East, Wilsonville
For toll-free conference line dial: 1-888-808-6929, host code for members and staff: 9696677. Participant code: 9364768# for public listen-only. 
The meeting site is accessible to persons with disabilities. Individuals requiring accommodation may request alternate formats, sign language interpreters, physical accessibility, or other reasonable accommodations by calling the Oregon Health Authority at 1-800-282-8096 at least 48 hours before the meeting.
",,Jennifer Uhlman,,jennifer.m.uhlman@state.or.us,,,,,,,,,1-888-808-6929,9364768,http://www.oregon.gov/oha/analytics/Pages/Child-Family-Well-Being-Measures.aspx,,,,http://www.oregon.gov/oha/analytics/Pages/Child-Family-Well-Being-Measures.aspx,"CFWBMW Agenda March 12, 2015.pdf (https://data.oregon.gov/views/gs36-7t8m/files/imIbYj-u77NVKU_jPZyGoxOXh0tKYdusXACksUax6Uw?download=true&filename=CFWBMW%20Agenda%20March%2012,%202015.pdf)",,,
"Mint Commission, Oregon",Mint Commission Meeting,Regular Scheduled Commission Meeting,03/12/2015 10:00:00 AM,,Hood River Hotel, Hood River,OR,,,Commissions,,jenny@ostlund.com,,,,,,,,,,,,jenny@ostlund.com,,,,,,,
Human Services Department,AMHPAC Recovery Support Services Subcommittee,AMHPAC Subcommittee,03/12/2015 01:00:00 PM,03/12/2015 03:00:00 PM,"Human Services Building 500 Summer St. NE Salem, OR 97304 Room 473",Salem,OR,"The Recovery Support Services Subcommittee seeks to increase awareness of the importance of recovery support services, and advocate for its increased use and availability.  Recovery support services include, but are not limited to: Peer delivered services; Education Support Services; Mentoring/Coaching; Social Supports; Systems Navigation; Housing; Transportation; Employment; and Life Skills.",Yes,"Shawn Clark, RSS Subcommittee Liaison",503-945-9720,Shawn.CLARK@state.or.us,,,,,,,,,,,,,,,http://www.oregon.gov/oha/amh/amhpac/Pages/recovery.aspx,,,,
Human Services Department,AMHPAC Housing & Olmstead Subcommittee,AMHPAC Subcommittee,03/12/2015 01:00:00 PM,03/12/2015 03:00:00 PM,500 Summer Street NE Human Services Bldg. Room 160,Salem,OR,"The Housing & Olmstead Subcommittee reviews AMH’s Olmstead Plan and makes recommendations to improve AMH’s implementation of the Olmstead Decision; assesses housing resources for individuals and families experiencing behavioral health disorders; identifies barriers to housing, and provide recommendations to address those barriers; and advocate for the principles and practice of fair housing and community integration.",Yes,"Rick Wilcox, Subcommittee Liaison",503-945-5955,Richard.A.Wilcox@state.or.us,,,,,,,,,,,,,,,http://www.oregon.gov/oha/amh/amhpac/Pages/housing.aspx,,,,
Human Services Department,AMHPAC Behavioral Health Promotion & Prevention Subcommittee,AMHPAC Subcommittee,03/12/2015 01:00:00 PM,03/12/2015 04:00:00 PM,"500 Summer Street NE Salem, OR Human Services Bldg Rm 137 A/B",Salem,OR,"The Behavioral Health Promotion and Prevention (BHPP) Subcommittee seeks to increase the awareness of the need for positive nurturing environments, and ensure behavioral health promotion and prevention are equally valued along the continuum of care.",Yes,Kathleen Burns,503-947-5529,Kathleen.M.Burns@state.or.us,,,,,,,,,,,,,,,http://www.oregon.gov/oha/amh/amhpac/Pages/bh.aspx,,,,
"Marine Board, State",Marine Board Meeting,,03/12/2015 01:00:00 PM,03/12/2015 05:00:00 PM,435 Commercial ST NE,Salem,OR,,,June LeTarte,503-378-2617,june.letarte@state.or.us,,,,,,,,,,,,,,,,Agenda March 2015.pdf (https://data.oregon.gov/views/gs36-7t8m/files/g5MtifiYpYk3EmjOmbNviRS1cdRYaxDxxB8oeOMCHUk?download=true&filename=Agenda%20March%202015.pdf),,,
Human Services Department,AMHPAC Treatment Subcommittee,AMHPAC Subcommittee,03/12/2015 01:00:00 PM,03/12/2015 04:00:00 PM,500 Summer Street NE Human Services Bldg Rm 137 C/D,Salem,OR,"The Treatment Subcommittee monitors and evaluates behavioral health treatment services for adults and children; identifies needs and recommends strategies that improve Utilization, Efficacy, Access and Satisfaction (e.g. availability, retention, and outcomes); advocates for enhanced quality of care for individuals receiving treatment services funded by AMH through the block grant, beer and wine taxes, general fund and lottery dollars; and provides monitoring of shared residential services between AMH and CCOs.",Yes,Jennifer Foley,503-945-5767,Jennifer.M.Foley@state.or.us,,,,,,,,,,,,,,,http://www.oregon.gov/oha/amh/amhpac/Pages/treatment.aspx,,,,
Health Evidence Review Commission,Health Evidence Review Commission (HERC),,03/12/2015 01:30:00 PM,03/12/2015 04:30:00 PM,"Clackamas Community College, Wilsonville Training Center, Rooms 111-112, 29353 SW Town Center Loop E", Wilsonville,OR,,yes,http://www.oregon.gov/oha/herc/Pages/Meeting-Materials-Archives.aspx,,herc.info@state.or.us,,http://www.oregon.gov/oha/herc/Documents/Wilsonville%20Training%20Center%20-%20map.pdf,,,,,,,,,,,,,http://www.oregon.gov/oha/herc/Pages/Meeting-Materials-Archives.aspx,,,,
Public Utility Commission,Special Public Meeting -PGE’s Smart Grid Metrics and CVR Report ,Report by PGE on Smart Grid Metrics and CVR,03/12/2015 01:30:00 PM,03/12/2015 03:30:00 PM,"3930 Fairview Industrial Drive SE, Main Hearing Room", Salem,OR,,,Becky Beier,5033786611,becky.beier@state.or.us,,,,,,,,,,,,,,,,,,,
"Medical Board, Oregon",Physician / Physician Assistant Support and Professionalism Coalition,Physician Wellness,03/12/2015 03:00:00 PM,03/12/2015 05:00:00 PM,OMB Offices, Portland,OR,,Yes,Theresa Lee,971-673-2704,theresa.lee@state.or.us,,,,Theresa Lee,971-673-2704,theresa.lee@state.or.us,,,,,,,,,,,,,
Environmental Quality Dept.,"Information Meeting about Red Rock Biofuels, LLC for a Standard Air Quality Permit:  March 12, 2015 in Lakeview ","DEQ invites the public to an information meeting on Red Rock Biofuels’ application for an air quality permit, known officially as a Standard Air Contaminant Discharge Permit. ",03/12/2015 06:00:00 PM,03/12/2015 09:00:00 PM,"Lake County Building Memorial Hall, 513 Center Street ", Lakeview,OR,"Red Rock Biofuels proposes to construct a new biofuels facility and associated infrastructure to produce jet fuel, diesel fuel and naphtha from a woody biomass feedstock consisting primarily of mill and forest residues. ",,Nancy Swofford,541-633-2021,swofford.nancy@deq.state.or.us,,,,,,,,,,,,,,,https://www.oregon.gov/deq/docs/031215RedRockBiofuels.pdf,,,,
Jordan Valley School District,Board meeting,,03/12/2015 07:00:00 PM,03/12/2015 10:00:00 PM,Elementary library,Jordan Valley,OR,,,Lee Ann Conro,541-586-2213,leeann.conro@jordanvalley.k12.or.us,,,,,,,,,,,,,,,,,,,
"Social Workers, Board of Licensed",Teleconfernce Board Meeting ,Monthly meeting by telephone conference,03/13/2015 09:00:00 AM,03/13/2015 12:00:00 PM,Morrow Crane Building , Salem,OR,Members of the public will be able to observe the public portion of meeting in the second floor conference room at the Board’s Salem office. The meeting location is accessible to people with disabilities.  A request for an interpreter for the hearing impaired or for other accommodations for a person with disabilities should be made at least 48 hours before the meeting to the Executive Director at the above address and telephone number.,,BLSW,503-378-5735,oregon.blsw@state.or.us,,,,,,,,,,,,,,,,,,,
Judicial Department,Uniform Trial Court Rules Committee,,03/13/2015 09:00:00 AM,03/13/2015 05:00:00 PM,"Office of the State Court Administrator (OSCA), Justice Building, 1162 Court St., Room 306", Salem,OR,,,Bruce Miller,,UTCR@ojd.state.or.us,,,,,,,,,,,,,,,,15eBCM003jm_2015-Spring-UTCR-Public-Meeting-Notice.pdf (https://data.oregon.gov/views/gs36-7t8m/files/rWpenlmIKmw63s9SdIEk9_v9AzFM7LxvlowqVGxoero?download=true&filename=15eBCM003jm_2015-Spring-UTCR-Public-Meeting-Notice.pdf),,,
Arts Commission (OBDD),Arts Commission Quarterly Meeting,,03/13/2015 09:00:00 AM,03/13/2015 09:00:00 AM,Salem Multicultural Institute/Reed Opera House, Salem,OR,,,Kat Bell,503-986-0082,kat.bell@oregon.gov,,,,,,,,,,,,,,,,01 Agenda Commission 3-13-2015_br.pdf (https://data.oregon.gov/views/gs36-7t8m/files/_uY1yWZnqzetNAs80sTkucY9Y0EzyHl5J6lDa3gYVY8?download=true&filename=01%20Agenda%20Commission%203-13-2015_br.pdf),,,
"Ethics Commission, Oregon Government",Regularly Scheduled Meeting,March Meeting,03/13/2015 09:00:00 AM,03/13/2015 01:00:00 PM,"3218 Pringle Rd SE, #220", Salem,OR,,,Virginia Lutz,503-378-6803,virginia.lutz@oregon.gov,,,,,,,,,,,,,,,http://www.oregon.gov/OGEC/Pages/2015-Meeting-Minutes-Audio-Recordings.aspx,"AGENDA-15, 3-13 w-o Exec.pdf (https://data.oregon.gov/views/gs36-7t8m/files/PwoGbQ1lPuItS9eSAiRCv9Vk8pbaO2MI2DZtiTzWZg0?download=true&filename=AGENDA-15,%203-13%20w-o%20Exec.pdf)",,,
Public Utility Commission,Special Public Meeting - CyberSecurity Workshop,,03/13/2015 09:30:00 AM,03/13/2015 11:30:00 AM,"3930 Fairview Industrial Drive SE, Main Hearing Room", Salem,OR,,,Becky Beier,5033786611,becky.beier@state.or.us,,,,,,,,,,,,,,,,,,,
Oregon Education Investment Board,STEM - Data and Metrics Subcommittee,,03/13/2015 10:00:00 AM,03/13/2015 12:00:00 PM,"Oregon State Library, 250 Winter Street, NE,", Salem,OR,,,Seth Allen,,seth.allen@state.or.us,,,,,,,,,,,,,,,http://education.oregon.gov/Pages/default.aspx,,,,
"Health Licensing Agency, Oregon",Respiratory Therapist and Polysomnographic Technologist Liensing Board,,03/13/2015 10:00:00 AM,03/13/2015 04:00:00 PM,700 Summer St. Suite 320, Salem,OR,,,Maria Gutierrez,,maria.s.gutierrez@state.or.us,,,,,,,,,,,,,,,,,,,
Oregon Education Investment Board,STEM - Communications and Advocacy subcommittee,,03/13/2015 01:00:00 PM,03/13/2015 03:00:00 PM,"Oregon State Library, 250 Winter Street, NE,", Salem,OR,,,Seth Allen,,seth.allen@state.or.us,,,,,,,,,,,,,,,http://education.oregon.gov/Pages/default.aspx,,,,
"Workforce Investment Board, State",Oregon Workforce Investment Board Meeting,OWIB meeting to discuss workforce issues,03/13/2015 01:00:00 PM,03/13/2015 04:00:00 PM,"Chemeketa Center for Business and Industry - Rooms 101, 102, 103. 626 High Street NE", Salem,OR,,Yes,Brittany Dean,503-947-1733,brittany.n.dean@oregon.gov,,,,,,,,,,,,,,,,,,,
"Workforce Investment Board, State",Oregon Workforce Investment Board Meeting,OWIB meeting to discuss workforce issues,03/13/2015 01:00:00 PM,03/13/2015 04:00:00 PM,"Chemeketa Center for Business and Industry - Rooms 101,102, 103 - 626 High Street NE ", Salem,OR,,Yes,Brittany Dean,503-947-1733,brittany.n.dean@oregon.gov,,,,,,,,,,,,,,,,W:\OWIB\2015 Board Meetings\3-13-15\OWIB Agenda 3-13-15.pdf (https://data.oregon.gov/views/gs36-7t8m/files/X5dSOdAvgHYhhV5S8Q9BB8HxgXnGM8jGK4VN6PPIgUA?download=true&filename=W:\OWIB\2015%20Board%20Meetings\3-13-15\OWIB%20Agenda%203-13-15.pdf),,,
"Health Authority, Oregon",Office of Equity and Inclusion Health Equity Policy Committee,,03/13/2015 01:30:00 PM,03/13/2015 03:30:00 PM,"Lincoln Building 421 SW Oak Street, Suite 750", Portland,OR,,,Emily Wang,,Emily.L.Wang@state.or.us,,,,,,,,,,,,,,,,,,,
Oregon Growth Board,Growth Board Meeting,,03/16/2015 09:30:00 AM,03/16/2015 12:30:00 AM,State Lands Building,Salem,OR,,Yes,Beth Cook,,info@oregongrowthboard.com,,,,,,,,,,,http://www.oregongrowthboard.com/Meetings/,,,,http://www.oregongrowthboard.com/Meetings/,,,,
Administrative Services Department,National Disaster Resilience Competition Grant - HUD,Public Comment Meeting,03/16/2015 10:00:00 AM,03/16/2015 11:30:00 AM,Conference Room B - Executvie Building 155 Cottage Street NE, Salem,OR,Application weblink:  http://www.orinfrastructure.org/NDRC/ ,Yes,Keith Johnston,503-378-2414,keith.johnston@oregon.gov,,,,Yumei Wang,,Yumei.q.wang@oregon.gov,,,,,http://www.orinfrastructure.org/NDRC/,,,,,,,,
Public Utility Commission,Special Public Meeting - PacifiCorp Quarterly Update,"quarterly business update and quarterly updates on coal compliance requirements, legal proceedings, pollution control investments, and other major capital expenditures on its coal plants or transmission projects",03/16/2015 01:30:00 PM,03/16/2015 03:30:00 PM,"3930 Fairview Industrial Drive SE, Main Hearing Room", Salem,OR,,,Becky Beier,5033786611,becky.beier@state.or.us,,,,,,,,,,,,,,,,,,,
Medical Assistance Program Administration,MAP Quarterly Policy Hospice and Home Health Teleconference with Oregon Hospice and Home Health Stakeholders,"To quarterly review any hospice or home health information, input, and issues with state stakeholders to maintain open working relationships and to improve and facilitate hospice and home health services for OHP clients.",03/16/2015 01:30:00 PM,03/16/2015 03:00:00 PM,500 Summer St.NE , Salem,OR,"1.	Follow-up discussion on any process issues with the Hospice-NF Compliance Project;
2.	MAP and APD information updates;
3.	Updates from associations and stakeholders; and
4.	Other topics as identified.
",Yes,Judith Van Osdol,503-945-6743,Judith.p.van-osdol@state.or.us,,,,,,,,,1-866-390-1828,639037,,,,,,,,,
Medical Assistance Program Administration,Rule Advisory Committee- General rule,RAC-General rules,03/17/2015 09:30:00 AM,03/17/2015 10:30:00 AM,"Human Services Building, 500 Summer St. NE, Room 160", Salem,OR,Discussing revisions to DMAP General Rules program.,Yes,Jesse Anderson,503-945-6958,Jesse.anderson@state.or.us,,,,,,,,,1-866-390-1828,639037,"http://www.oregon.gov/oha/healthplan/meetings/Request%20for%20RAC%20members%20-%20General%20Rules%20Program,%2003-17-2015.pdf",,,,,,,,
Medical Assistance Program Administration,Behavior Rehabilitation Services (BRS) Review,"Comprehensive review of the BRS program in conjunction with providers, OHA, DHS, OYA and other stakeholder groups.",03/17/2015 09:30:00 AM,03/17/2015 11:30:00 AM,"Commission Conference Room of the Oregon Department of Fish and Wildlife Headquarters, 4304 Fairview Industrial Drive SE", Salem,OR,"BRS program eligibility, program standards, program design, rates and any other aspect of the program that is identified by the workgroup as needing to be reviewed.  ",Yes,Lea Forsman / Jean Hutchinson,503-945-6492 / 503-945-9420,Lea.Forsman@state.or.us,,,,,,,,,1-888-278-0254,5538767,,,,,,,,,
"Raspberry and Blackberry Commission, Oregon",ORBC Committees & Regular Meeting,ORBC Meetings,03/17/2015 10:00:00 AM,03/17/2015 04:00:00 PM,"Chevys Fresh Mex 14991 Bangy Road Lake Oswego, OR 503-620-7700", Lake Oswego,OR,"10.00 Legislative/Labor/Education Committee
10.30 Research Committee
11.00 Budget Committee
12.00 Regular Commission Meeting",,Philip Gutt,,berries@oregon-berries.com,,,,,,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting - Legislative Issues,discussion of legislation relevant to PUC,03/17/2015 01:30:00 PM,03/17/2015 02:30:00 PM,"3930 Fairview Industrial Drive SE, Commission Conference Room", Salem,OR,,,Becky Beier,5033786611,becky.beier@state.or.us,,,,,,,,,,,,,,,,,,,
Judicial Department,Oregon Supreme Court Public Meeting,,03/17/2015 01:30:00 PM,03/17/2015 03:30:00 PM,Oregon Supreme Court Building; 1163 State Street, Salem,OR,"Please sign in with the state trooper for access to the building.  The meeting is located in the Wallace P. Carson, Jr. Conference Room, on the second floor of the Oregon Supreme Court Building.  The conference room is access from the State of Oregon Law Library.",,Becky Osborne,503-986-5555,public.meetings@ojd.state.or.us,,,,Becky Osborne,503.986.5555,public.meetings@ojd.state.or.us,,,,,,,,,,,,,
High Desert ESD,Board of Directors Meeting,Monthly Board Meeting,03/17/2015 05:30:00 PM,03/17/2015 08:00:00 PM,145 SE Salmon Avenue, Redmond,OR,,Yes,Shelley Knutz,,shelley.knutz@hdesd.org,,,,,,,,,,,,shelley.knutz@hdesd.org,,,,,,,
"Clover Seed Commission, Oregon",Clover Commission Meeting,Regular Scheduled Commission Meeting,03/18/2015 07:00:00 AM,,Jake's Deli, McMinnville,OR,,,Commissions,,jenny@ostlund.com,,,,,,,,,,,,jenny@ostlund.com,,,,,,,
Medical Assistance Program Administration,CCO System Technical,Monthly Meeting,03/18/2015 08:00:00 AM,03/18/2015 11:00:00 AM,500 Summer St NE HSB Conf Room 160, Salem,OR,,Yes,Michelle Benson,,michelle.m.benson@state.or.us,,,,,,,,,888-278-0296,310477,,,,,http://www.oregon.gov/oha/healthplan/Pages/CCO-System-Technical.aspx,,,,
"Police, Oregon State",Task Force on School Safety,This is a meeting of the Task Force on School Safety that was created based on HB 4087,03/18/2015 09:00:00 AM,03/18/2015 03:00:00 PM,Willamette Education Service District- 2611 Pringle Rd. SE, Salem,OR,,,Mindy McCartt,503-934-0234,mindy.mccartt@state.or.us,,,,,,,,,,,,,,,http://www.oregon.gov/osp/Pages/Task-Force-on-School-Safety.aspx,,,,
Environmental Quality Dept.,The Air Toxics Science Advisory Committee,,03/18/2015 09:00:00 AM,03/18/2015 12:00:00 PM,"10th floor room EQC-A, 811 SW 6th Ave. ", Portland,OR,"The purpose of Air Toxics Science Advisory Committee is to provide DEQ and the Lane Regional Air Protection Agency, with advice on the state air toxics program that is scientifically and technically sound, independent, balanced, useful and timely. The committee's responsibilities are outlined in Oregon Administrative Rule. ",,Sue MacMillan,(503) 229-6458,macmillan.susan@deq.state.or.us,,,,,,,,,,,,,,,http://www.deq.state.or.us/aq/toxics/meeting.htm,,,,
"Asian and Pacific Islander Affairs, Commission on",Regular Meeting,Regular Meeting,03/18/2015 09:30:00 AM,03/18/2015 12:00:00 PM,"Oregon State Bar, Sandy Meeting Room, 16037 SW Upper Boones Ferry Rd., ZIP 97224", Tigard,OR,,Yes,Nancy Kramer,503-302-9725,nancy.kramer@oregon.gov,,,,Nancy Kramer,503-302-9725,nancy.kramer@oregon.gov,,,,,,,,,http://www.oregon.gov/OCAPIA/Pages/calendar_of_events.aspx,,,,
"Health Licensing Agency, Oregon",Board of Diret Entry Midwifery,Teleconference Board Meeting,03/18/2015 10:30:00 AM,03/18/2015 11:30:00 AM,700 Summer St. Suite 320, Salem,OR,Meeting will be Teleconference,,Maria Gutierrez,,maria.s.gutierrez@state.or.us,,,,,,,,,,,,,,,,,,,
Medical Assistance Program Administration,Rates Advisory Panel,Cancelled for March,03/18/2015 11:00:00 AM,03/18/2015 01:00:00 PM,Cancelled for March, Salem,OR,Cancelled for March,Yes,Tricia MacInnes,,tricia.macinnes@state.or.us,,,,,,,,,877-336-1831,723836,,,,,http://www.oregon.gov/oha/healthplan/Pages/CCO-Financial-Solvency-and-Rates.aspx,,,,
Independent Living Council,Executive Committee,March Meeting,03/18/2015 01:30:00 PM,03/18/2015 03:30:00 PM,500 Summer St NE,Salem,OR,Please call for room location and parking information,No,Shelly Emery,503-945-6204,oregon.silc@state.or.us,,http://mapq.st/1FTq7Ml,,Shelly Emery,503-945-6204,shelly.emery@state.or.us,,,,,,,,,,,,,
Medical Assistance Program Administration,Member Engagement Outreach and Communications (MEOC),Monthly Meeting,03/18/2015 01:30:00 PM,03/18/2015 03:00:00 PM,500 Summer St NE HSB Conf Room 352, Salem,OR,,Yes,Michelle Benson,,michelle.m.benson@state.or.us,,,,,,,,,888-278-0296,310477,,,,,http://www.oregon.gov/oha/healthplan/Pages/CCO-Member-Engagement-and-Outreach.aspx (http://www.oregon.gov/oha/healthplan/Pages/CCO-Member-Engagement-and-Outreach.aspx%20),,,,
"Workforce Investment Board, State",Oregon Workforce Investment Board Executive Committee Meeting,Monthly meeting to discuss upcoming topics of OWIB,03/18/2015 01:30:00 PM,03/18/2015 03:30:00 PM,Oregon Employment Department - Room 312 - 875 Union Street NE, Salem,OR,,,Brittany Dean,503-947-1733,brittany.n.dean@oregon.gov,,,,,,,,,,,,,,,,,,,
Medical Assistance Program Administration,DMEPOS Rule Advisory Committee Meeting (RAC),Rule Advisory Committee for proposed rule updates ,03/18/2015 02:00:00 PM,03/18/2015 05:00:00 PM,"Human Services Building, 500 Summer St. NE, Room 166", Salem,OR,"DMEPOS rule updates

410-122-0658
410-122-0660
",Yes,Kelly Jamison,503-945-6920,Kelly.jamison@state.or.us,,,,,,,,,1-888-273-3658,586894,,,,,,"I:\Admin Rules- DMAP Program\RAC\RAC's for 2015\3-18-15 DMEPOS - 410-122-0658 & 410-122-0660\Request for RAC Members - DMEPOS Program, 3-18-2015.pdf (https://data.oregon.gov/views/gs36-7t8m/files/1b103aa2-ff55-46cb-9b83-770e987cf1a1?download=true&filename=I:\Admin%20Rules-%20DMAP%20Program\RAC\RAC)",,,
Medical Assistance Program Administration,CMS State Alignment,Monthly Meeting,03/18/2015 03:00:00 PM,03/18/2015 05:00:00 PM,500 Summer St NE HSB Conf Room 352, Salem,OR,,Yes,Michelle Benson,,michelle.m.benson@state.or.us,,,,,,,,,888-278-0296,310477,,,,,http://www.oregon.gov/oha/healthplan/Pages/CCO-CMS-State-Alignment.aspx (http://www.oregon.gov/oha/healthplan/Pages/CCO-CMS-State-Alignment.aspx%20),,,,
Nursing Board,Oregon State Board of Nursing Board Meeting via Teleconference,The Board will meet for the purpose of discussing and taking action on disciplinary cases,03/18/2015 04:30:00 PM,,17938 SW Upper Boones Ferry Road, Portland,OR,,,Peggy Lightfoot,,peggy.lightfoot@state.or.us,http://www.osbn.state.or.us/OSBN/meetings.shtml,,,Peggy Lightfoot,971-673-0638,peggy.lightfoot@state.or.us,,,,,,peggy.lightfoot@state.or.us,,,,,,,
InterMountain ESD,IMESD Board Meeting,,03/18/2015 05:00:00 PM,03/18/2015 07:30:00 PM,InterMountain ESD,Pendleton,OR,,,Marla J. Royal,,marla.royal@imesd.k12.or.us,,,,,,,,,,,,,,,,IMESDAgenda_Mar18-15(media).pdf (https://data.oregon.gov/views/gs36-7t8m/files/jiyr3gf_oUjHpK2av3-JU6lKaOg14IsSneh4S0-XiXw?download=true&filename=IMESDAgenda_Mar18-15(media).pdf),,,
"Parks and Recreation, Oregon",*CANCELED* Rooster Rock State Park Public Meeting ,Site development plan options and proposed improvements ,03/18/2015 06:00:00 PM,03/18/2015 08:00:00 PM,Rooster Rock State Park ,Corbett,OR,"This meeting has been CANCELED. It will be rescheduled but no new date as of yet. 

The meeting will be held at the Corbett Fire House, 36930 E. Historic Columbia River Hwy, Corbett. ",Yes,Ben Hedstrom,503-986-0745,ben.hedstrom@oregon.gov,,,,,,,,,,,,,,,,,,,
Clackamas ESD,Board of Directors,Regular Session,03/18/2015 06:30:00 PM,03/18/2015 08:30:00 PM,13455 SE 97th Avenue,Clackamas,OR,,,Pam Bonner,503.675.4003,pbonner@clackesd.k12.or.us,,,,,,,,,,,https://v3.boardbook.org/Public/PublicHome.aspx?ak=1000564,pbonner@clackesd.k12.or.us,,,https://v3.boardbook.org/Public/PublicHome.aspx?ak=1000564,,,,
Southern Oregon ESD,Board of Directors Meeting,,03/18/2015 07:00:00 PM,03/18/2015 10:00:00 PM,101 North Grape Street, Medford,OR,,,Jessica Bach,,jessica_bach@soesd.k12.or.us,,,,,,,,,,,http://www.soesd.k12.or.us/Page.asp?NavID=1440,,,,,,,,
Columbia Gorge ESD,Board of Directors Meeting,Regular monthly meeting,03/18/2015 07:00:00 PM,03/18/2015 08:00:00 PM,802 NE 5th,Dufur,OR,Regular monthly board meeting,Yes,Mary Bowen,541-506-2240,mbowen@cgesd.k12.or.us,,,,Mary Bowen,541-506-2240,mbowen@cgesd.k12.or.us,,,,,http://www.cgesd.k12.or.us/cms/lib07/OR01915656/Centricity/Domain/13/March%202015%20Agenda.pdf,,,,http://www.cgesd.k12.or.us/cms/lib07/OR01915656/Centricity/Domain/13/March%202015%20Minutes.pdf,March 2015 Agenda.pdf (https://data.oregon.gov/views/gs36-7t8m/files/k4izwpRKVmtq-mdvSWvO9ZJyZuPLgq_6aPdZa-LU-S4?download=true&filename=March%202015%20Agenda.pdf),,,
Medical Assistance Program Administration,Contracts and Compliance,Monthly Meeting,03/19/2015 09:00:00 AM,03/19/2015 10:00:00 AM,500 Summer St NE HSB Conf Room 166, Salem,OR,,Yes,Michelle Benson,,michelle.m.benson@state.or.us,,,,,,,,,888-278-0296,310477,,,,,http://www.oregon.gov/oha/healthplan/Pages/CCO-Contracts-and-Compliance.aspx,,,,
"Geologist Examiners, State Board of ",Quarterly Board Meeting,,03/19/2015 09:00:00 AM,03/19/2015 05:00:00 PM,"Association Center, 707 13th St. SE",Salem,OR,,yes,Marilou Arrobang,503-566-2837,osbge.info@state.or.us,,,,,,,,,,,,,,,http://www.oregon.gov/osbge/Pages/meeting_minutes.aspx,,,,
"State Lands, Department of",South Slough National Estuarine Research Reserve Management Commission Meeting,,03/19/2015 09:00:00 AM,03/19/2015 12:30:00 PM,"Univeristy of Oregon Institute of Marine Biology, Dining Hall, 63466 Boat Basin Rd",Charleston,OR,,Yes,Pam Wilson,541-888-5558 ext 34,pam.j.wilson@state.or.us,,,,,,,,,,,,,,,http://www.oregon.gov/dsl/SSNERR/Pages/management_commission.aspx,,,,
Accountancy State Board,Board Meeting,Review Settlement Proposals and Minutes,03/19/2015 10:00:00 AM,03/19/2015 01:00:00 PM,Conference Call / 3218 Pringle Rd SE #110,Salem,OR,,,Kimberly Fast,503-378-2268,kimberly.fast@oregon.gov,,,,,,,,,,,,,,,,March 19 2015 Draft Agenda.pdf (https://data.oregon.gov/views/gs36-7t8m/files/-Sq-Q2ZmI8doV8HX5_IHEKFuLfcK4Y6LvUh__6Y7sUY?download=true&filename=March%2019%202015%20Draft%20Agenda.pdf),,,
Public Defense Services Commission,Public Defense Services Commission Meeting,Commission Meeting,03/19/2015 10:00:00 AM,03/19/2015 02:00:00 PM,OPDS Office, Salem,OR,,,Laura Al Omrani,,laura.a.alomrani@opds.state.or.us,,,,,,,,,,,,,,,http://www.oregon.gov/OPDS/pages/pdscagendas.aspx,,,,
Medical Assistance Program Administration,CCO Advisory,Monthly Meeting,03/19/2015 10:00:00 AM,03/19/2015 12:00:00 PM,500 Summer St NE HSB Conf Room 166, Salem,OR,,Yes,Michelle Benson,,michelle.m.benson@state.or.us,,,,,,,,,888-278-0296,310477,,,,,http://www.oregon.gov/oha/healthplan/Pages/CCO-Advisory-Committee.aspx,,,,
