Number,Fraction,Prefix,Name,Suffix,Month,Day,Year,Res_Non,Type,SF_MF,Dwelling Units Gained or Lost,Permit Value,How Far East,How Far North,Permit Number,Structure Class,Class Description,Subdivision,Project Description,County,Council District,School District,PIN,Parcel,Applicant Name,Applicant Representative,Owner Name,Legal Description,Location 1,Neighborhood Census,Council Districts,County Boundary,Zip Codes
1317,,NE,107TH,ST,10,5,2012,Residential,New Construction,Single Family,0,200,2770561,1136268,201317137,101,New Single Family Dwelling,STALEY MEADOWS SECOND PLAT,SINGLE FAMILY,Clay,2,North Kansas City,252079,CL0991100070170001,"WESTLAND PLUMBING, INC.","PERMIT SERVICE, INC.",,,1317 NE 107TH ST,,,,
1312,,NE,107TH,ST,3,1,2011,Residential,New Construction,Single Family,0,5500,2770476,1136302,201121968,101,New Single Family Dwelling,STALEY MEADOWS SECOND PLAT,NEW SINGLE FAMILY,Clay,2,North Kansas City,252073,T1188.11,"R & R PLUMBING, INC.",PERMIT SERVICE,,HUFF SCOTT W & JOY A,1312 NE 107TH ST,,,,
10304,,NE,102ND,LN,6,3,2011,Residential,New Construction,Single Family,0,5000,2802511,1133159,201211272,101,New Single Family Dwelling,AMBER LAKES FOURTH PLAT,NEW SINGLE FAMILY,Clay,1,Liberty,254328,T1226.430,"JIM ROBERTSON PLUMBING, INC.","PERMIT SERVICE, INC.",,WHITE F A JR & SHERRY L,10304 NE 102ND LN,,,,
10110,,NE,103RD,ST,4,23,2012,Residential,New Construction,Single Family,0,5000,2801881,1133545,201224454,101,New Single Family Dwelling,AMBER LAKES FOURTH PLAT,NEW SINGLE FAMILY,Clay,1,Liberty,254371,CL1091500160010001,"ROBERTSON PLUMBING, LLC",PERMIT SERVICE,,,10110 NE 103RD ST,,,,
901,,E,104TH,ST,4,26,2010,Non-Residential,"Additions, Alterations, Repairs",NA,0,29000,2765931,1009523,201024239,437,Existing - Nonresidntl Bldg-Addn-Alter-Conv,,TEVA DINING,Jackson,6,Center,153939,JA48840011000000000,"WESTHUES ELECTRIC, INC.",KEITH WESTHUES,,901 E 104TH ST                EXECUTIVE HILLS EAST TRACT A  ON CERT OF SURVEY OF LOTS 2 & 3 & PRT OF LOT 4 FILED AS     DOCMT #K687823 IN BK S-2 AT   PG 20 ON 11-7-1985,901 E 104TH ST,,,,
6609,,NW,104TH,ST,2,17,2012,Residential,New Construction,Single Family,0,6000,2744756,1134208,201221586,101,New Single Family Dwelling,HAWKSBURY THIRD PLAT,201220060,Platte,2,Platte County,229627,PL189031200022006000,ROYAL ELECTRIC,TERRY L. SKINNER,,,6609 NW 104TH ST,,,,
2613,,NE,101ST,ST,3,30,2010,Residential,"Additions, Alterations, Repairs",NA,0,3000,2775338,1132157,201023191,97,Existing One Or Two Family Residence,STALEY FARMS FIRST PLAT,SINGLE FAMILY RESIDENCE,Clay,1,North Kansas City,214790,CL1071300010150001,KRISTINE KRAUSE,KRISTINE KRAUSE,,SEC 31-52-32 SW1/4 NW1/4 STALEY FARMS 1ST PLAT LOT 14,2613 NE 101ST ST,,,,
8511,,NE,103RD,ST,9,28,2012,Residential,New Construction,Single Family,1,178000,2795217,1133497,201316859,101,New Single Family Dwelling,BENSON PLACE FIELDSTONE - THIRD PLAT,NEW SINGLE FAMILY,Clay,1,Liberty,256134,T1269.161,"MCFARLAND CUSTOM BUILDERS, INC",KENNETH MCFARLAND,,,8511 NE 103RD ST,,,,
3204,,E,107TH,TER,1,12,2012,Residential,"Additions, Alterations, Repairs",NA,0,200,2774238,1006489,201220167,97,Existing One Or Two Family Residence,,SINGLE FAMILY,Jackson,6,Hickman Mills,61856,JA64320021000000000,R & L PLUMBING SERVICES LLC,LISA THEIN,,,3204 E 107TH TER,,,,
1702,,NE,106TH,ST,8,31,2010,Non-Residential,New Construction,NA,0,4755,2771842,1135741,201115048,328,"Sheds, Barns, And Residential Garages",,"VERIZON WIRELESS, NEW MARK, ANTENNA AND SHELTER (SITE # KCY0002)",Clay,1,North Kansas City,101277,CL0990200010050201,"FAITH TECHNOLOGIES, INC","PERMIT SERVICE, INC",,,1702 NE 106TH ST,,,,
4609,,NE,105TH,ST,7,13,2010,Residential,New Construction,Single Family,0,5000,2781637,1134924,201112975,101,New Single Family Dwelling,PINE GROVE POINTE 1ST PLAT,SINGLE FAMILY,Clay,1,North Kansas City,220853,CL1071100020070001,BINKLEY HEATING & COOLING,"PERMIT SERVICE, INC.",,,4609 NE 105TH ST,,,,
8500,,E,106TH,ST,1,28,2011,Residential,"Additions, Alterations, Repairs",NA,0,350,2791126,1006838,201120937,97,Existing One Or Two Family Residence,,SINGLE FAMILY,Jackson,6,Hickman Mills,70923,JA50940012400000000,TOTAL HOME SERVICE,MIKE BUSBY,,NORTHLAND CATHEDRAL ASSEMBLY OF~GOD INC,8500 E 106TH ST,,,,
1301,,NE,107TH,ST,7,10,2012,Residential,New Construction,Single Family,1,180000,2770204,1136137,201313225,101,New Single Family Dwelling,STALEY MEADOWS SECOND PLAT,NEW SINGLE FAMILY,Clay,2,North Kansas City,252084,CL0991100070220001,DIRT SOLUTIONS,BRIAN BALDWIN,,,1301 NE 107TH ST,,,,
808,,W,103RD,ST,7,2,2010,Non-Residential,New Construction,NA,0,6994,2759864,1010552,201112601,327,Stores And Customer Service Buildings,808 W 103RD STREET ADDITION,MOLLE VOLKSWAGEN DEALERSHIP,Jackson,6,Center,222794,JA48910096500000000,"ATRONIC ALARMS, INC.",BARBARA SUGGS,,,808 W 103RD ST,,,,
1310,,E,104TH,ST,1,19,2011,Non-Residential,"Additions, Alterations, Repairs",NA,0,10000,2767359,1009657,201120632,437,Existing - Nonresidntl Bldg-Addn-Alter-Conv,,"UNIVERSITY OF PHOENIX, ADULT VOCATIONAL TRAINING",Jackson,6,Center,154393,JA48730020501000000,"AIR CONTROL MECHANICAL, INC.","PERMIT SERVICE, INC.",,CITIMORTGAGE INC,1310 E 104TH ST,,,,
8508,,NE,102ND,ST,2,16,2012,Residential,"Additions, Alterations, Repairs",NA,0,211,2794812,1132977,201221534,97,Existing One Or Two Family Residence,BENSON PLACE FIELDSTONE FIRST PLAT,SINGLE FAMILY,Clay,1,Liberty,236816,CL1081600170170001,"ADT SECURITY SERVICES, INC.",DIANA CARMAN,,,8508 NE 102ND ST,,,,
6703,,E,100TH,ST,2,8,2012,Residential,"Additions, Alterations, Repairs",NA,0,4000,2785452,1011073,201221111,97,Existing One Or Two Family Residence,,SINGLE FAMILY,Jackson,5,Hickman Mills,58307,JA49710050600000000,"MORTON MECHANICAL, INC.",PAUL MORTON,,,6703 E 100TH ST,,,,
1409,,NE,106TH,PL,4,5,2010,Residential,New Construction,Single Family,1,125000,2771272,1136102,201023383,101,New Single Family Dwelling,FAIRFIELD GARDENS 1ST PLAT,NEW SINGLE FAMILY,Clay,1,North Kansas City,234207,CL0991100090160001,ERNST BROTHERS CONSTRUCTION INC.,PERMIT SERVICE INC.,,SEC 25-52-33 N1/2 SW1/4 FAIRFIELD GARDENS 1ST PLAT LOT 23,1409 NE 106TH PL,,,,
8623,,NE,101ST,ST,10,20,2011,Residential,New Construction,Single Family,0,4325,2795553,1132300,201217038,101,NEW SINGLE FAMILY DWELLING,TRAILS OF BRENTWOOD SECOND PLAT,SINGLE FAMILY / ELECTRICAL,Clay,1,Liberty,255072,CL1081600070110001,PALMER ELECTRIC COMPANY,DEBBI JOINER,,,8623 NE 101ST ST,,,,
6601,,NW,104TH,ST,2,14,2012,Residential,New Construction,Single Family,1,155000,2744855,1134079,201221420,101,New Single Family Dwelling,HAWKSBURY THIRD PLAT,NEW SINGLE FAMILY,Platte,2,Platte County,229625,PL189031200022008000,"INTEGRITY HOMEBUILDERS, LLC",RHONDA HOLLAND & JOSEPH HOLLAND,,,6601 NW 104TH ST,,,,
8406,,NE,102ND,ST,6,24,2010,Residential,New Construction,Single Family,0,5000,2794606,1132975,201112244,101,New Single Family Dwelling,BENSON PLACE FIELDSTONE FIRST PLAT,NEW SINGLE FAMILY MP#201010378,Clay,1,Liberty,236813,CL1081600170200001,"CROWN ELECTRICAL SERVICES, L.L.C.",JEFF KING,,BENSON PLACE FIELDSTONE 1ST PLAT LT 37,8406 NE 102ND ST,,,,
4300,,NW,100TH,ST,4,5,2011,Residential,New Construction,Single Family,0,4300,2751879,1132244,201123372,101,New Single Family Dwelling,,SINGLE FAMILY,Platte,2,Platte County,171580,PL189032000000006000,"HAMPTON PLUMBING, INC.","PERMIT SERVICE, INC.",,SEC OF HOUSING & URBAN DEV,4300 NW 100TH ST,,,,
412,,E,106TH,TER,1,20,2010,Residential,"Additions, Alterations, Repairs",NA,0,670,2764169,1007880,201020639,97,Existing One Or Two Family Residence,,SINGLE FAMILY,Jackson,6,Center,153993,JA48840061600000000,"SCHLOEGEL DESIGN REMODEL, INC.",GAYLE JAGODA,,412 E 106TH TER               RED BRIDGE HILLS              ALL LOT 27 & PRT LOT 26 LY S  OF LI BEG ON W LI AT PT 17.59 FT N OF SW COR & RNG SELY IN  STR LI TO PT 8.50 FT N OF SE  COR,412 E 106TH TER,,,,
5512,,NE,102ND,ST,5,2,2012,Residential,"Additions, Alterations, Repairs",NA,0,10665,2785003,1133519,201310062,97,Existing One Or Two Family Residence,,SINGLE FAMILY,Clay,1,North Kansas City,99540,CL1070400010040001,A.B. MAY COMPANY,ELYSE BASS,,,5512 NE 102ND ST,,,,
8601,,NE,101ST,ST,9,21,2012,Residential,New Construction,Single Family,0,4400,2795056,1132235,201316543,101,New Single Family Dwelling,TRAILS OF BRENTWOOD SECOND PLAT,NEW SINGLE FAMILY,Clay,1,Liberty,254230,CL1081600040180001,NEWCOMER PLUMBING,PERMIT SERVICE INC,,,8601 NE 101ST ST,,,,
8215,,NE,103RD,ST,5,25,2012,Residential,New Construction,Single Family,0,5000,2794279,1133355,201311125,101,New Single Family Dwelling,BENSON PLACE FIELDSTONE - SECOND PLAT,NEW SINGLE FAMILY,Clay,1,Liberty,255569,T3302.79,"ROBERTSON PLUMBING, LLC",PERMIT SERVICE,,,8215 NE 103RD ST,,,,
6005,,E,101ST,ST,3,11,2011,Residential,"Additions, Alterations, Repairs",NA,0,400,2783310,1010462,201122409,97,Existing One Or Two Family Residence,,SINGLE FAMILY,Jackson,5,Hickman Mills,58656,JA49720120200000000,"STEVE'S ELECTRIC, INC.",CRAIG ROSE,,JEILANI AMIN & JEYLANI ZAHRA,6005 E 101ST ST,,,,
10206,,NE,103RD,TER,8,11,2011,Residential,New Construction,Single Family,0,5000,2802341,1133785,201214186,101,New Single Family Dwelling,AMBER LAKES FOURTH PLAT,NEW SINGLE FAMILY,Clay,1,Liberty,254352,CL1091500170020001,"JIM ROBERTSON PLUMBING, INC.","PERMIT SERVICE, INC.",,,10206 NE 103RD TER,,,,
8301,,NE,103RD,ST,9,26,2012,Residential,New Construction,Single Family,0,250,2794416,1133386,201316726,101,New Single Family Dwelling,BENSON PLACE FIELDSTONE - SECOND PLAT,NEW SINGLE FAMILY,Clay,1,Liberty,255568,CL1081600180090001,"R & R PLUMBING, INC.",PERMIT SERVICE,,,8301 NE 103RD ST,,,,
4604,,NE,103RD,TER,8,1,2011,Residential,New Construction,Single Family,1,140000,2781653,1134078,201213724,101,New Single Family Dwelling,PINE GROVE MEADOWS 2ND PLAT,SINGLE FAMILY,Clay,1,North Kansas City,222971,CL1071500040170001,"CORNERSTONE BUILDING COMPANY, L.C.","CORNERSTONE BUILDING COMPANY, L.C.",,,4604 NE 103RD TER,,,,
2500,,NE,102ND,TER,8,30,2011,Residential,"Additions, Alterations, Repairs",NA,0,11000,2774962,1133348,201214925,97,Existing One Or Two Family Residence,STALEY FARMS SECOND PLAT,SINGLE FAMILY,Clay,1,North Kansas City,217563,CL0991600030340001,"HODGES GARAGES, INC.",NANCY,,,2500 NE 102ND TER,,,,
1298,,NE,106TH,ST,6,25,2010,Residential,New Construction,Single Family,0,84900,2770785,1137120,201112256,101,New Single Family Dwelling,FAIRFIELD GARDENS 1ST PLAT,STALEY MEADOWS SECOND PLAT,Clay,1,North Kansas City,234249,CL0990200010030201,"HECO, DBA HOUSTON EXCAVATING",RUSSEL BRANSON,,"BEG WL SEC/NL NE 106TH ST, N2212.56, E1595.46, S TO NL FAIRFIELD GARDENS 1ST, SWLY ALNG WL SUBD TO NL NE 106TH ST, W ALNG ROW TO POB",1298 NE 106TH ST,,,,
10202,,NE,102ND,TER,2,23,2010,Residential,New Construction,Single Family,0,5000,2802079,1133257,201021764,101,New Single Family Dwelling,AMBER LAKES 3RD PLAT,new SINGLE FAMILY,Clay,1,Liberty,232605,CL1091500150110001,ROYAL ELECTRIC,TERRY L. SKINNER,,AMBER LAKES 3RD PLAT LT 391,10202 NE 102ND TER,,,,
1310,,E,104TH,ST,10,31,2011,Non-Residential,"Additions, Alterations, Repairs",NA,0,3679,2767359,1009657,201217494,437,EXIST - NONRESIDNTL BLDG-ADDN-ALTER-CONV,,EXECUTIVE HILLS - E2,Jackson,6,Center,154393,JA48730020501000000,KONE INC.,RANDY BUNNER,,,1310 E 104TH ST,,,,
10121,,NE,103RD,TER,10,17,2011,Residential,New Construction,Single Family,0,6000,2801847,1133751,201216800,101,New Single Family Dwelling,AMBER LAKES FOURTH PLAT,NEW SINGLE FAMILY,Clay,1,Liberty,254362,CL1091500160100001,"SCOTT HAGEN ELECTRIC, L.L.C.",SCOTT HAGEN,,,10121 NE 103RD TER,,,,
8622,,NE,100TH,TER,4,16,2012,Residential,New Construction,Single Family,1,178000,2795809,1132106,201224169,101,New Single Family Dwelling,BENSON PLACE WOODCHASE THIRD PLAT,NEW SINGLE FAMILY,Clay,1,Liberty,236897,CL1081600010110001,"MCFARLAND, KENNETH E.",,,,8622 NE 100TH TER,,,,
1217,,NE,102ND,PL,12,3,2012,Residential,"Additions, Alterations, Repairs",NA,0,500,2770325,1133294,201319406,97,Existing One Or Two Family Residence,,SINGLE FAMILY,Clay,2,North Kansas City,103744,CL0991500030100001,A.B. MAY COMPANY,MEGAN KAPPLE,,,1217 NE 102ND PL,,,,
8215,,NE,102ND,TER,10,24,2011,Residential,New Construction,Single Family,0,1200,2794303,1133038,201217162,101,NEW SINGLE FAMILY DWELLING,BENSON PLACE FIELDSTONE FIRST PLAT,new single family,Clay,1,Liberty,236826,CL1081600170070001,PALMER ELECTRIC COMPANY,DEBBI JOINER,,,8215 NE 102ND TER,,,,
373,,W,101ST,TER,4,23,2012,Non-Residential,"Additions, Alterations, Repairs",NA,0,7702,2761592,1011247,201224459,437,Existing - Nonresidntl Bldg-Addn-Alter-Conv,,ENCOMPASS MEDICAL GROUP,Jackson,6,Center,153730,JA48820037800000000,METRO AIR CONDITIONING CO.,"PERMIT SERVICE, INC.",,,373 W 101ST TER,,,,
10214,,NE,103RD,TER,7,11,2012,Residential,New Construction,Single Family,0,6000,2802389,1133872,201313252,101,New Single Family Dwelling,AMBER LAKES FOURTH PLAT,SINGLE FAMILY,Clay,1,Liberty,254350,CL1091500140310001,ROYAL ELECTRIC,TERRY L. SKINNER,,,10214 NE 103RD TER,,,,
3303,,E,107TH,TER,8,16,2010,Residential,"Additions, Alterations, Repairs",NA,0,4300,2774475,1006342,201114353,97,Existing One Or Two Family Residence,,SINGLE FAMILY,Jackson,6,Hickman Mills,61646,JA64310090900000000,AB MAY COMPANY,JESSICA DICKSON,,,3303 E 107TH TER,,,,
1335,,NE,106TH,TER,10,4,2012,Residential,New Construction,Single Family,0,6001,2771064,1135782,201317112,101,New Single Family Dwelling,FAIRFIELD GARDENS 1ST PLAT,NEW SINGLE FAMILY,Clay,2,North Kansas City,234186,CL0991100080040001,"TEAGUE ELECTRIC CONSTRUCTION, INC.",AMY SAUNDERS,,,1335 NE 106TH TER,,,,
6700,,NW,104TH,ST,1,3,2011,Residential,New Construction,Single Family,0,5890,2744733,1134400,201120019,101,New Single Family Dwelling,HAWKSBURY THIRD PLAT,NEW SINGLE FAMILY,Platte,2,Platte County,252852,PL189031200020006000,"MCDANIEL FURNACE & SHEET METAL, INC.",SHEILA DAVIS,,HENDRICK STEPHEN T & LORI M,6700 NW 104TH ST,,,,
8501,,NE,105TH,TER,8,16,2010,Residential,"Additions, Alterations, Repairs",NA,0,100,2794942,1135492,201114367,97,Existing One Or Two Family Residence,QUAIL RIDGE 2ND PLAT,SINGLE FAMILY,Clay,1,Liberty,173167,CL1081200070010001,OARD BRIGITTE M,,,,8501 NE 105TH TER,,,,
8505,,NE,102ND,TER,10,27,2010,Residential,New Construction,Single Family,1,175000,2794782,1133058,201117416,101,New Single Family Dwelling,BENSON PLACE FIELDSTONE FIRST PLAT,NEW SINGLE FAMILY,Clay,1,Liberty,236819,CL1081600170140001,GARY CASEY,SAB COSNTRUCTION,,,8505 NE 102ND TER,,,,
9026,,NE,107TH,TER,3,3,2010,Residential,"Additions, Alterations, Repairs",NA,0,100,2797452,1136021,201022057,97,Existing One Or Two Family Residence,BROOKE MEADOWS 2ND PLAT,SINGLE FAMILY,Clay,1,Liberty,230113,CL1090900030280001,DOUGLAS SEDWICK,HOMEOWNER,,SEC 26-52-32 N1/2 SW1/4 BROOKE MEADOWS 2ND PLAT LOT 81,9026 NE 107TH TER,,,,
1706,,NE,101ST,CT,6,14,2011,Residential,"Additions, Alterations, Repairs",NA,0,5000,2772113,1132589,201211680,97,Existing One Or Two Family Residence,,SINGLE FAMILY - DECK,Clay,2,North Kansas City,103977,CL0991500070190001,TMB HANDYMAN,MARK HATCHER,,TOLES JOHNNY R & PEGGY J,1706 NE 101ST CT,,,,
605,,W,101ST,ST,2,1,2010,Residential,"Additions, Alterations, Repairs",NA,0,300,2760320,1011769,201020945,97,Existing One Or Two Family Residence,,SINGLE FAMILY,Jackson,6,Center,153113,JA48910101300000000,"SUSAN'S SERVICE COMPANY, L.L.C.",SUSAN EVANS,,605 W 101ST ST / LOT 11       INDIAN GROVE,605 W 101ST ST,,,,
6912,,E,102ND,ST,10,24,2012,Residential,"Additions, Alterations, Repairs",NA,0,188,2785961,1009923,201317890,97,Existing One Or Two Family Residence,,SINGLE FAMILY,Jackson,5,Hickman Mills,58356,JA49710081700000000,"ADT SECURITY SERVICES, INC.",JUANITA FARR,,,6912 E 102ND ST,,,,
1509,,NE,107TH,ST,11,2,2012,Residential,New Construction,Single Family,1,170000,2771454,1136457,201318280,101,New Single Family Dwelling,FAIRFIELD GARDENS 1ST PLAT,NEW SINGLE FAMILY,Clay,2,North Kansas City,256558,T107.LT20,DIRT SOLUTIONS,BRIAN BALDWIN,,,1509 NE 107TH ST,,,,
10314,,NE,103RD,TER,10,25,2011,Residential,New Construction,Single Family,0,4690,2802645,1133784,201217204,101,New Single Family Dwelling,AMBER LAKES FOURTH PLAT,NEW SINGLE FAMILY,Clay,1,Liberty,254343,CL1091500140240001,"LANCASTER BROTHERS HEATING & COOLING, INC.",CHRIS LANCANSTER,,,10314 NE 103RD TER,,,,
7441,,E,100TH,TER,9,18,2012,Residential,"Additions, Alterations, Repairs",NA,0,5894,2788196,1010334,201316370,97,Existing One Or Two Family Residence,,SINGLE FAMILY -REMODEL,Jackson,5,Hickman Mills,70256,JA50920062400000000,DODSON MECHANICAL SERVICES,PERMIT SERVICE INC,,,7441 E 100TH TER,,,,
8112,,NE,103RD,ST,1,24,2012,Residential,New Construction,Single Family,1,175000,2793884,1133390,201220614,101,New Single Family Dwelling,BENSON PLACE FIELDSTONE - SECOND PLAT,NEW SINGLE FAMILY,Clay,1,Liberty,255582,T3302.92,GARY CASEY,SAB COSNTRUCTION,,,8112 NE 103RD ST,,,,
1032,,W,103RD,ST,8,30,2011,Non-Residential,"Additions, Alterations, Repairs",NA,0,15000,2759004,1011177,201214937,437,Existing - Nonresidntl Bldg-Addn-Alter-Conv,,MAMA YOGART T/F,Jackson,6,Center,153076,JA48920031600000000,POWER UP ELECTRIC LLC,POWER UP ELECTRIC LLC,,,1032 W 103RD ST,,,,
10803,,NE,106TH,TER,1,10,2012,Residential,New Construction,Single Family,0,10808,2804305,1135900,201220093,101,New Single Family Dwelling,MANDERLEY,new single family,Clay,1,Liberty,248838,CL1091200010020001,"MCDANIEL FURNACE & SHEET METAL, INC.",SHEILA DAVIS,,,10803 NE 106TH TER,,,,
8800,,NE,101ST,ST,3,24,2010,Residential,"Additions, Alterations, Repairs",NA,0,5000,2796444,1132409,201022966,97,Existing One Or Two Family Residence,BRENTWOOD HILLS FIRST PLAT,SINGLE FAMILY,Clay,1,Liberty,231478,CL1091300080140001,BRENDON SNEATH,HOMEOWNER,,SEC 35-52-32 SW1/2 NW1/4 BRENTWOOD HILLS FIRST PLAT LOT 29,8800 NE 101ST ST,,,,
8041,,NE,103RD,ST,6,14,2012,Residential,New Construction,Single Family,0,5450,2793624,1133120,201312017,101,New Single Family Dwelling,BENSON PLACE FIELDSTONE - SECOND PLAT,NEW SINGLE FAMILY,Clay,1,Liberty,255577,T3302.87,"MCDANIEL FURNACE & SHEET METAL, INC.",SHEILA DAVIS,,,8041 NE 103RD ST,,,,
10201,,NE,103RD,ST,6,4,2012,Residential,New Construction,Single Family,1,180000,2802081,1133365,201311435,101,New Single Family Dwelling,AMBER LAKES FOURTH PLAT,NEW SINGLE FAMILY,Clay,1,Liberty,254375,CL1091500150160001,DIRT SOLUTIONS,BRIAN BALDWIN,,,10201 NE 103RD ST,,,,
10227,,NE,103RD,TER,1,10,2012,Residential,New Construction,Single Family,1,155000,2802606,1133671,201220080,101,New Single Family Dwelling,AMBER LAKES FOURTH PLAT,NEW SINGLE FAMILY,Clay,1,Liberty,254338,CL1091500140190001,INTERGRITY HOMEBUILDERS LLC,RHONDA HOLLAND,,,10227 NE 103RD TER,,,,
10209,,NE,103RD,ST,12,21,2010,Residential,New Construction,Single Family,1,120000,2802163,1133497,201119675,101,New Single Family Dwelling,AMBER LAKES FOURTH PLAT,SINGLE FAMILY,Clay,1,Liberty,254377,T1226.479,DIRT SOLUTIONS,BRIAN BALDWIN,,MCLAY LLC,10209 NE 103RD ST,,,,
4212,,E,105TH,TER,9,7,2010,Residential,"Additions, Alterations, Repairs",NA,0,100,2777217,1007470,201115255,97,Existing One Or Two Family Residence,,SINGLE FAMILY,Jackson,6,Hickman Mills,58111,JA49830101500000000,SAFELINK SECURITY INC.,KELLY SMITH,,,4212 E 105TH TER,,,,
8219,,NE,102ND,TER,8,31,2010,Residential,New Construction,Single Family,0,5000,2794372,1133028,201115045,101,New Single Family Dwelling,BENSON PLACE FIELDSTONE FIRST PLAT,SINGLE FAMILY MP#201010681,Clay,1,Liberty,236825,CL1081600170080001,"JIM ROBERTSON PLUMBING, INC.","PERMIT SERVICE, INC.",,,8219 NE 102ND TER,,,,
9127,,NE,103RD,ST,7,16,2010,Residential,New Construction,Single Family,0,3975,2798193,1133158,201113151,101,New Single Family Dwelling,BRENTWOOD PLACE FIRST PLAT,SINGLE FAMILY,Clay,1,Liberty,234912,CL1091300040190001,A.F.C. HEATING AND COOLING COMPANY,DAVID SPELLERBERG,,,9127 NE 103RD ST,,,,
2510,,NE,103RD,ST,7,2,2012,Residential,New Construction,Single Family,1,235000,2775377,1133844,201312877,101,New Single Family Dwelling,STALEY FARMS EIGHTH PLAT THE ENCLAVE,SINGLE FAMILY,Clay,1,North Kansas City,235893,CL1071300030330001,"DISTINCTIVE HOMES BY J & K PROPERTIES, INC.","DISTINCTIVE HOMES BY J & K PROPERTIES, I",,,2510 NE 103RD ST,,,,
9124,,NE,103RD,ST,10,22,2010,Residential,New Construction,Single Family,0,3500,2798114,1133335,201117282,101,New Single Family Dwelling,BRENTWOOD PLACE FIRST PLAT,NEW SINGLE FAMILY,Clay,1,Liberty,234911,CL1091300020240001,NEWCOMER PLUMBING,PERMIT SERVICE INC,,,9124 NE 103RD ST,,,,
8505,,NE,102ND,TER,11,15,2010,Residential,New Construction,Single Family,0,6500,2794782,1133058,201118208,101,New Single Family Dwelling,BENSON PLACE FIELDSTONE FIRST PLAT,NEW SINGLE FAMILY,Clay,1,Liberty,236819,CL1081600170140001,"R & R PLUMBING, INC.",PERMIT SERVICE INC,,,8505 NE 102ND TER,,,,
7901,,E,107TH,ST,10,18,2010,Residential,"Additions, Alterations, Repairs",NA,0,2000,2789381,1006157,201117062,97,Existing One Or Two Family Residence,,SINGLE FAMILY - RENOVATION,Jackson,6,Hickman Mills,71672,JA63320020400000000,"J. WISER PLUMBING, L.L.C.","PERMIT SERVICE, INC.",,,7901 E 107TH ST,,,,
6609,,NW,104TH,ST,2,16,2012,Residential,New Construction,Single Family,0,5000,2744756,1134208,201221580,101,New Single Family Dwelling,HAWKSBURY THIRD PLAT,NEW SINGLE FAMILY,Platte,2,Platte County,229627,PL189031200022006000,BINKLEY HEATING & COOLING,"PERMIT SERVICE, INC.",,,6609 NW 104TH ST,,,,
7601,,E,107TH,ST,9,13,2012,Residential,"Additions, Alterations, Repairs",NA,0,3300,2788423,1006204,201316178,97,Existing One Or Two Family Residence,,SINGLE FAMILY,Jackson,6,Hickman Mills,71907,JA63320030600000000,JORDAN CONSTRUCTION AND ROOFING,VAN JORDAN,,,7601 E 107TH ST,,,,
8212,,NE,103RD,ST,3,21,2012,Residential,New Construction,Single Family,0,5200,2794153,1133662,201223010,101,New Single Family Dwelling,BENSON PLACE FIELDSTONE - SECOND PLAT,SINGLE FAMILY,Clay,1,Liberty,255586,T3302.96,"CLARK ELECTRIC, L.L.C.",TIM CLARK,,,8212 NE 103RD ST,,,,
10205,,NE,103RD,ST,6,4,2012,Residential,New Construction,Single Family,0,5000,2802155,1133365,201311422,101,New Single Family Dwelling,AMBER LAKES FOURTH PLAT,NEW SINGLE FAMILY,Clay,1,Liberty,254376,CL1091500150150001,"ROBERTSON PLUMBING, LLC",PERMIT SERVICE,,,10205 NE 103RD ST,,,,
8308,,E,104TH,TER,10,12,2010,Residential,"Additions, Alterations, Repairs",NA,0,450,2790814,1008081,201116792,97,Existing One Or Two Family Residence,,SINGLE FAMILY,Jackson,6,Hickman Mills,70789,JA50940052100000000,TE-TEE LIGHT ELECTRICAL SERVICES,"BAI, GEORGE Z. SR.",,,8308 E 104TH TER,,,,
903,,E,104TH,ST,12,15,2011,Non-Residential,"Additions, Alterations, Repairs",NA,0,1800,2766503,1009535,201219317,437,EXIST - NONRESIDNTL BLDG-ADDN-ALTER-CONV,,LAFARGE,Jackson,6,Center,153941,JA48730010900000000,GENERAL AUTOMATIC SPRINKLER FIRE PROTECTION CO INC,CRAIG S. SNIDER,,,903 E 104TH ST,,,,
1328,,NE,106TH,TER,10,18,2010,Residential,New Construction,Single Family,0,4800,2770922,1136030,201117024,101,New Single Family Dwelling,FAIRFIELD GARDENS 1ST PLAT,NEW SINGLE FAMILY,Clay,1,North Kansas City,234201,CL0991100090090001,"SCOTT HAGEN ELECTRIC, L.L.C.",SCOTT HAGEN,,,1328 NE 106TH TER,,,,
8104,,NE,103RD,ST,1,12,2012,Residential,New Construction,Single Family,0,5100,2793771,1133662,201220165,101,New Single Family Dwelling,BENSON PLACE FIELDSTONE - SECOND PLAT,NEW SINGLE FAMILY,Clay,1,Liberty,255580,T3302.90,"UNITED HEATING & COOLING, INC.",CHRIS FINDLEY,,,8104 NE 103RD ST,,,,
145,,NW,101ST,ST,10,19,2010,Residential,"Additions, Alterations, Repairs",NA,0,400,2765685,1132152,201117075,97,Existing One Or Two Family Residence,,SINGLE FAMILY,Clay,2,North Kansas City,103217,CL0991300150130001,"SUSAN'S SERVICE COMPANY, L.L.C.",SUSAN EVANS,,,145 NW 101ST ST,,,,
