"g_nero","municipio_de_nacimiento","pa_s","municipio_direcci_n","barrio_direcci_n","estrato","estado_civil","eps","grupo_sisben","zona","nivel_de_formaci_n","ocupaci_n","medio_de_transporte","multiculturalidad","estado","fecha_de_matr_cula","jornada","programa","per_odo","nivel","edad"
"Masculino","Medellín","Colombia","Medellín","Los Naranjos","3","Soltero(a)","Salud Total EPS","Sin respuesta","Urbana","Media","Estudiante superior","Público Bus o Buseta","No aplica","Graduado","2019-12-19T10:00:00Z","NOCHE","31T-TÉCNICO LABORAL EN SISTEMAS (Estudiantes Antiguos)","2021-1","SEMESTRE 2","19"
"Femenino","Medellín","Colombia","Envigado","Alto De Misael","2","Soltero(a)","Savia Salud","Sin respuesta","Urbana","Media","Estudiante superior","A Pie","No aplica","Graduado","2019-01-03T10:00:00Z","DIURNA","17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO","2019-2","SEMESTRE 2","20"
"Femenino","Medellín","Colombia","Envigado","Alcalá","3","Casado(a)","EPS Sura","D3","Urbana","Media","Desempleado","Peatón","No aplica","Activo","2021-01-29T10:00:00Z","DIURNA","18T-TÉCNICO LABORAL EN GASTRONOMÍA","2021-2","SEMESTRE 2","38"
"Masculino","Itagui","Colombia","Envigado","Las Casitas","2","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Media","Empleado","Público Bus o Buseta","No aplica","Inactivo","2018-02-01T10:00:00Z","NOCHE","19T-TÉCNICO LABORAL EN GASTRONOMIA INTERNACIONAL","2018-1","SEMESTRE 1","23"
"Masculino","Sin respuesta","Colombia","Sabaneta","Sin respuesta","2","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Sin respuesta","Estudiante básica","Sin respuesta","No aplica","Cancelado","2020-03-11T10:00:00Z","MEDIA TÉCNICA","MEDIA TÉCNICA MECÁNICA MOTOS","2020 - MT","DÉCIMO","16"
"Masculino","Yolombó","Colombia","Envigado","La Sebastiana","2","Soltero(a)","EPS Sura","A2","Urbana","Media","Desempleado","A Pie","No aplica","Activo","2021-07-27T10:00:00Z","NOCHE","07T-TÉCNICO LABORAL EN ATENCION Y CUIDADO DE PERSONAS MAYORES","2021-2","SEMESTRE 2","17"
"Masculino","Envigado","Colombia","Medellín","La Florida","2","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Básica secundaria","Estudiante superior","A Pie","No aplica","Cancelado","2017-05-31T10:00:00Z","DIURNA","04T-TÉCNICO LABORAL AUXILIAR EN SEGURIDAD Y PREVENCIÓN  DE RIESGOS LABORALES (Estudiantes Antiguos)","2017-2","SEMESTRE 1","24"
"Masculino","Sin respuesta","Colombia","Envigado","Sin respuesta","2","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Básica secundaria","Desempleado","A Pie","No aplica","Cancelado","2017-01-16T10:00:00Z","NOCHE","17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO","2017-1","SEMESTRE 1","22"
"Masculino","Envigado","Colombia","Envigado","San Rafael","2","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Media","Estudiante superior","Público Bus o Buseta","No aplica","Graduado","2019-07-18T10:00:00Z","DIURNA","19T-TÉCNICO LABORAL EN GASTRONOMIA INTERNACIONAL","2020-2","SEMESTRE 2","21"
"Femenino","Itagui","Colombia","Itagui","Asturias","3","Soltero(a)","EPS Sura","Sin respuesta","Rural","Sin respuesta","Estudiante básica","Público Bus o Buseta","No aplica","Inactivo","2020-07-24T10:00:00Z","MEDIA TÉCNICA","MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL","2020 - MT","NOVENO","17"
"Femenino","Envigado","Colombia","Envigado","El Dorado","3","Soltero(a)","No Aplica","Sin respuesta","Urbana","Media","Estudiante superior","Sin respuesta","No aplica","Inactivo","2016-05-05T10:00:00Z","NOCHE","19T-TÉCNICO LABORAL EN GASTRONOMIA INTERNACIONAL","2016-2","SEMESTRE 1","53"
"Masculino","Envigado","Colombia","Envigado","La Pradera",,"Sin Respuesta","No Aplica","Sin respuesta",,"Sin respuesta",,"Sin respuesta","No aplica","Cancelado","2018-05-03T10:00:00Z","MEDIA TÉCNICA","MEDIA TECNICA TECNICO LABORAL EN ENTRENAMIENTO DEPORTIVO","2018 - MT","DÉCIMO","19"
"Femenino","Cartago","Colombia","Envigado","Las Flores","2","Soltero(a)","Savia Salud","Sin respuesta","Urbana","Básica secundaria","Independiente","Público Bus o Buseta","No aplica","Cancelado","2017-07-17T10:00:00Z","NOCHE","10T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO CON ÉNFASIS EN SISTEMAS (Solo Estudiantes Antiguos)","2017-2","SEMESTRE 1","32"
"Femenino","Medellín","Colombia","Envigado","San José","2","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Media","Empleado","Peatón","No aplica","Graduado","2018-05-28T10:00:00Z","NOCHE","11T-TÉCNICO LABORAL EN AUXILIAR CONTABLE (Solo Estudiantes Antiguos)","2019-2","SEMESTRE 2","36"
"Masculino","Bogotá","Colombia","Envigado","Barrio Mesa","2","Unión libre","Suramericana","C9","Urbana","Media","Empleado","Bicicleta","No aplica","Activo","2021-02-07T10:00:00Z","NOCHE","14T-TÉCNICO LABORAL EN CONTABILIDAD","2021-2","SEMESTRE 2","28"
"Masculino","Itagui","Colombia","Envigado","Las Flores","3","Soltero(a)","EPS Sura","A3","Urbana","Media","Estudiante superior","Moto","No aplica","Cancelado","2018-02-06T10:00:00Z","MEDIA TÉCNICA","MEDIA TÉCNICA MECÁNICA MOTOS","2018 - MT","DÉCIMO","21"
"Femenino","Medellín","Colombia","Medellín","Calatrava","2","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Sin respuesta","Estudiante básica","Público Bus o Buseta","No aplica","Inactivo","2020-07-24T10:00:00Z","MEDIA TÉCNICA","MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL","2021 - MT","NOVENO","17"
"Masculino","Medellín","Colombia","Envigado","Las Flores","4","Soltero(a)","EPS Sura","D2","Rural","Media","Independiente","Moto","No aplica","Activo","2021-07-31T10:00:00Z","NOCHE","25T-TÉCNICO LABORAL EN MECANICA DE MOTOCICLETAS","2022-1","SEMESTRE 2","21"
"Masculino","Itagui","Colombia","Envigado","El Dorado","3","Soltero(a)","Nueva Promotora de Salud - Nueva EPS","Sin respuesta","Urbana","Media","Estudiante superior","Sin respuesta","No aplica","Inactivo","2016-01-26T10:00:00Z","NOCHE","19T-TÉCNICO LABORAL EN GASTRONOMIA INTERNACIONAL","2016-1","SEMESTRE 1","28"
"Femenino","Santa Bárbara","Colombia","Envigado","Barrio Mesa",,"Sin Respuesta","No Aplica","Sin respuesta",,"Sin respuesta",,"Sin respuesta","No aplica","Activo","2020-09-23T10:00:00Z","DIURNA","EXTENSIÓN HERRAMIENTAS TICS Y COMPETENCIAS COMPORTAMENTALES PARA EL TRABAJO REMOTO EN CASA","2020-2","SEMESTRE 1","28"
"Femenino","Envigado","Colombia","Envigado","La Magnolia","3","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Media","Estudiante superior","Público Bus o Buseta","No aplica","Graduado","2018-01-25T10:00:00Z","NOCHE","28T-TÉCNICO LABORAL EN PANADERIA (Estudiantes Antiguos)","2018-2","SEMESTRE 2","26"
"Femenino","La Vega","Colombia","Envigado","San José","3","Soltero(a)","Compensar EPS","A2","Urbana","Básica secundaria","Estudiante básica","A Pie","No aplica","Inactivo","2020-03-18T10:00:00Z","MEDIA TÉCNICA","MEDIA TECNICA TECNICO LABORAL EN ENTRENAMIENTO DEPORTIVO","2021 - MT","ONCE","17"
"Femenino","Envigado","Colombia","Envigado","Barrio Mesa","2","Soltero(a)","EPS Sura","A3","Urbana","Sin respuesta","Estudiante superior","Ruta Escolar","No aplica","Inactivo","2021-09-08T10:00:00Z","MEDIA TÉCNICA","MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL","2021 - MT","NOVENO","16"
"Femenino","Sin respuesta","Colombia","Envigado","Sin respuesta",,"Sin Respuesta","No Aplica","Sin respuesta",,"Sin respuesta",,"Sin respuesta","No aplica","Inactivo","2018-02-09T10:00:00Z","MEDIA TÉCNICA","MEDIA TECNICA TECNICO LABORAL EN ENTRENAMIENTO DEPORTIVO","2019-1","SEMESTRE 2","20"
"Masculino","Envigado","Colombia","Envigado","La Mina","2","Soltero(a)","Policía Nacional","B2","Urbana","Media","Estudiante básica","A Pie","No aplica","Inactivo","2020-03-10T10:00:00Z","MEDIA TÉCNICA","MEDIA TÉCNICA MECÁNICA MOTOS","2021 - MT","ONCE","17"
"Masculino","Cúcuta","Colombia","Envigado","El Chinguí","4","Soltero(a)","Sanitas EPS","Sin respuesta","Urbana","Media","Estudiante superior","Público Metro","No aplica","Graduado","2020-01-30T10:00:00Z","NOCHE","31T-TÉCNICO LABORAL EN SISTEMAS (Estudiantes Antiguos)","2021-1","SEMESTRE 2","18"
"Femenino","Medellín","Colombia","Envigado","Las Orquídeas","2","Soltero(a)","SISBEN","Sin respuesta","Urbana","Media","Estudiante superior","Sin respuesta","No aplica","Graduado","2016-10-07T10:00:00Z","DIURNA","06T-TÉCNICO LABORAL EN ATENCIÓN Y CUIDADO AL ADULTO MAYOR EN EL DOMICILIO","2017-2","SEMESTRE 2","25"
"Femenino","Envigado","Colombia","Envigado","San Rafael","2","Soltero(a)","Susalud","Sin respuesta","Urbana","Media","Empleado","Público Bus o Buseta","No aplica","Aplazamiento Semestre","2017-01-18T10:00:00Z","NOCHE","03T-TÉCNICO LABORAL AUXILIAR EN LOGÍSTICA","2017-2","SEMESTRE 2","26"
"Masculino","Envigado","Colombia","Envigado","Alcalá","2","Soltero(a)","EPS Sura","D8","Urbana","Sin respuesta","Estudiante básica","A Pie","No aplica","Activo","2021-09-09T10:00:00Z","MEDIA TÉCNICA","MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL","2021 - MT","NOVENO","15"
"Masculino","Envigado","Colombia","Envigado","El Dorado","3","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Sin respuesta","Estudiante básica","A Pie","No aplica","Cancelado","2020-07-25T10:00:00Z","MEDIA TÉCNICA","MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL","2020 - MT","NOVENO","17"
"Masculino","Itagui","Colombia","Envigado","El Dorado","4","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Media","Estudiante superior","Sin respuesta","No aplica","Sancionado","2016-05-31T10:00:00Z","DIURNA","17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO","2017-2","SEMESTRE 2","29"
"Masculino","Copacabana","Colombia","Medellín","San Antonio De Prado","2","Soltero(a)","Salud Total EPS","Sin respuesta","Urbana","Media","Estudiante superior","Sin respuesta","No aplica","Cancelado","2015-06-17T10:00:00Z","NOCHE","24T-TÉCNICO LABORAL EN MECANICA AUTOMOTRIZ (Estudiantes Antiguos)","2015-2","SEMESTRE 1","31"
"Masculino","Medellín","Colombia","Envigado","Uribe Ángel","3","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Media","Empleado","Público Bus o Buseta","No aplica","Sancionado","2016-06-09T10:00:00Z","DIURNA","01T-TÉCNICO LABORAL AUXILIAR DE TALENTO HUMANO","2017-2","SEMESTRE 2","38"
"Femenino","Cisneros","Colombia","Envigado","Jardines","4","Viudo(a)","EPS Sura","Sin respuesta","Urbana","Media","Empleado","Sin respuesta","No aplica","Graduado","2015-03-02T10:00:00Z","NOCHE","19T-TÉCNICO LABORAL EN GASTRONOMIA INTERNACIONAL","2016-1","SEMESTRE 2","50"
"Femenino","Bello","Colombia","Bello","Niquia","2","Casado(a)","Sanidad Militar","Sin respuesta","Urbana","Media","Desempleado","Sin respuesta","No aplica","Inactivo","2015-02-03T10:00:00Z","DIURNA","11T-TÉCNICO LABORAL EN AUXILIAR CONTABLE (Solo Estudiantes Antiguos)","2015-2","SEMESTRE 2","34"
"Masculino","Bello","Colombia","Envigado","Sin respuesta","3","Soltero(a)","SISBEN","Sin respuesta","Urbana","Media","Estudiante superior","Sin respuesta","No aplica","Graduado","2015-05-29T10:00:00Z","NOCHE","28T-TÉCNICO LABORAL EN PANADERIA (Estudiantes Antiguos)","2016-1","SEMESTRE 1","25"
"Masculino","Sin respuesta","Colombia","Envigado","Loma Del Barro","3","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Media","Estudiante superior","A Pie","No aplica","Inactivo","2017-05-22T10:00:00Z","NOCHE","10T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO CON ÉNFASIS EN SISTEMAS (Solo Estudiantes Antiguos)","2018-1","SEMESTRE 2","30"
"Masculino","Envigado","Colombia","Envigado","Barrio Obrero","3","Casado(a)","EPS Sura","C5","Urbana","Media","Empleado","SITP o Bus","No aplica","Activo","2022-02-03T10:00:00Z","NOCHE","09T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO","2022-1","SEMESTRE 1","43"
"Masculino","Envigado","Colombia","Envigado","San José","2","Soltero(a)","Salud Total EPS","A1","Urbana","Sin respuesta","Estudiante superior","A Pie","No aplica","Inactivo","2021-08-26T10:00:00Z","MEDIA TÉCNICA","MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL","2021 - MT","NOVENO","16"
"Femenino","Itagui","Colombia","Envigado","La Paz","3","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Media","Estudiante básica","Sin respuesta","No aplica","Graduado","2018-02-01T10:00:00Z","MEDIA TÉCNICA","MEDIA TECNICA TECNICO LABORAL EN ENTRENAMIENTO DEPORTIVO","2016 - MT","DÉCIMO","22"
"Masculino","Medellín","Colombia","Envigado","El Trianón","3","Soltero(a)","No Aplica","Sin respuesta","Urbana","Media","Estudiante superior","Sin respuesta","No aplica","Inactivo","2015-03-16T10:00:00Z","DIURNA","26T-TÉCNICO LABORAL EN MECÁNICA DE MOTOS  (Estudiantes Antiguos)","2016-1","SEMESTRE 2","28"
"Masculino","Envigado","Colombia","Envigado","Barrio Mesa",,"Sin Respuesta","No Aplica","Sin respuesta",,"Sin respuesta",,"Sin respuesta","No aplica","Activo","2020-09-18T10:00:00Z","DIURNA","EXTENSIÓN - BIOSEGURIDAD","2020-2","SEMESTRE 1","53"
"Femenino","Itagui","Colombia","Itagui","San José","2","Soltero(a)","No Aplica","Sin respuesta","Urbana","Media","Estudiante superior","Público Bus o Buseta","No aplica","Graduado","2018-01-11T10:00:00Z","DIURNA","10T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO CON ÉNFASIS EN SISTEMAS (Solo Estudiantes Antiguos)","2018-2","SEMESTRE 2","23"
"Masculino","Envigado","Colombia","Envigado","San Rafael","2","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Media","Estudiante básica","A Pie","No aplica","Graduado","2017-01-23T10:00:00Z","DIURNA","11T-TÉCNICO LABORAL EN AUXILIAR CONTABLE (Solo Estudiantes Antiguos)","2018-1","SEMESTRE 2","22"
"Masculino","Envigado","Colombia","Envigado","La Mina","2","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Básica secundaria","Empleado","Público Bus o Buseta","No aplica","Inactivo","2018-05-18T10:00:00Z","NOCHE","04T-TÉCNICO LABORAL AUXILIAR EN SEGURIDAD Y PREVENCIÓN  DE RIESGOS LABORALES (Estudiantes Antiguos)","2019-1","SEMESTRE 2","24"
"Masculino","Envigado","Colombia","Envigado","Alto De Misael","3","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Sin respuesta","Estudiante básica","A Pie","No aplica","Inactivo","2020-07-25T10:00:00Z","MEDIA TÉCNICA","MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL","2020 - MT","NOVENO","16"
"Femenino","Bogotá","Colombia","Envigado","El Trianón","3","Separado(a)","Sanitas EPS","Sin respuesta","Urbana","Media","Desempleado","Particular Bicicleta","Cabeza de familia","Activo","2020-08-15T10:00:00Z","NOCHE","17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO","2021-1","SEMESTRE 2","42"
"Femenino","Ciudad Bolívar","Colombia","Envigado","La Magnolia",,"Sin Respuesta","No Aplica","Sin respuesta",,"Sin respuesta",,"Sin respuesta","No aplica","Activo","2020-11-12T10:00:00Z","DIURNA","EXTENSIÓN - BIOSEGURIDAD","2020-2","SEMESTRE 1","38"
"Masculino","Itagui","Colombia","Envigado","Sin respuesta","2","Soltero(a)","SISBEN","C13","Urbana - rural","Básica secundaria","Estudiante superior","A Pie","No aplica","Activo","2020-01-31T10:00:00Z","DIURNA","17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO","2021-2","SEMESTRE 2","21"
"Masculino","Medellín","Colombia","Envigado","San Rafael","3","Soltero(a)","EPS Sura","C2","Urbana","Básica secundaria","Desempleado","Público Bus o Buseta","No aplica","Activo","2022-02-08T10:00:00Z","DIURNA","23T-TÉCNICO LABORAL EN MARKETING Y VENTA DE PRODUCTOS Y SERVICIOS","2022-1","SEMESTRE 1","20"
"Femenino","Suan","Colombia","Envigado","Las Flores","2","Unión libre","No Aplica","Sin respuesta","Rural","Media","Empleado","Peatón","Cabeza de familia","Graduado","2018-11-06T10:00:00Z","NOCHE","11T-TÉCNICO LABORAL EN AUXILIAR CONTABLE (Solo Estudiantes Antiguos)","2019-2","SEMESTRE 2","26"
"Femenino","Itagui","Colombia","Envigado","Las Flores","3","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Media","Estudiante superior","Público Bus o Buseta","No aplica","Activo","2022-02-03T10:00:00Z","DIURNA","18T-TÉCNICO LABORAL EN GASTRONOMÍA","2022-1","SEMESTRE 1","17"
"Masculino","Envigado","Colombia","Envigado","Uribe Ángel","3","Soltero(a)","Coomeva EPS","Sin respuesta","Urbana","Media","Empleado","Peatón","No aplica","Cancelado","2017-01-18T10:00:00Z","NOCHE","15T-TÉCNICO LABORAL EN ELECTRICIDAD (Estudiantes Antiguos)","2017-1","SEMESTRE 1","49"
"Femenino","Envigado","Colombia","Envigado","San José","2","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Media","Empleado","A Pie","No aplica","Desertor","2016-05-13T10:00:00Z","NOCHE","10T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO CON ÉNFASIS EN SISTEMAS (Solo Estudiantes Antiguos)","2016-2","SEMESTRE 1","29"
"Masculino","Sin respuesta","Colombia","Envigado","San Rafael",,"Sin Respuesta","No Aplica","Sin respuesta",,"Sin respuesta",,"Sin respuesta","No aplica","Sin estado",,"DIURNA","17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO",,,"19"
"Masculino","Envigado","Colombia","Envigado","Alcalá","3","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Sin respuesta","Estudiante básica","Peatón","No aplica","Activo","2021-10-13T10:00:00Z","MEDIA TÉCNICA","MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL","2021 - MT","NOVENO","15"
"Masculino","Sin respuesta","Colombia","Envigado","Las Orquídeas","2","Soltero(a)","Nueva Promotora de Salud - Nueva EPS","Sin respuesta","Urbana","Media","Desempleado","Público Bus o Buseta","No aplica","Graduado","2014-06-21T10:00:00Z","DIURNA","19T-TÉCNICO LABORAL EN GASTRONOMIA INTERNACIONAL","2016-2","SEMESTRE 2","25"
"Masculino","Medellín","Colombia","Envigado","La Magnolia","3","Separado(a)","EPS Sura","Sin respuesta","Urbana","Media","Empleado","Peatón","No aplica","Cancelado","2020-08-20T10:00:00Z","NOCHE","15T-TÉCNICO LABORAL EN ELECTRICIDAD (Estudiantes Antiguos)","2020-2","SEMESTRE 1","57"
"Femenino","Envigado","Colombia","Envigado","Uribe Ángel","2","Soltero(a)","SISBEN","Sin respuesta","Urbana","Media","Estudiante superior","Sin respuesta","No aplica","Graduado","2016-10-06T10:00:00Z","DIURNA","06T-TÉCNICO LABORAL EN ATENCIÓN Y CUIDADO AL ADULTO MAYOR EN EL DOMICILIO","2017-1","SEMESTRE 2","28"
"Femenino","Medellín","Colombia","Envigado","La Mina","2","Soltero(a)","EPS Sura","A1","Urbana","Básica secundaria","Empleado","Público Bus o Buseta","Afrodescendiente","Activo","2021-02-04T10:00:00Z","NOCHE","09T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO","2022-1","SEMESTRE 2","20"
"Femenino","Envigado","Colombia","Medellín","Las Palmas","1","Soltero(a)","EPS Sura","Sin respuesta","Rural","Sin respuesta","Estudiante básica","Particular Automóvil","No aplica","Inactivo","2021-04-05T10:00:00Z","MEDIA TÉCNICA","MEDIA TECNICA TECNICO LABORAL EN ENTRENAMIENTO DEPORTIVO","2021 - MT","DÉCIMO","16"
"Masculino","Envigado","Colombia","Envigado","Alto De Misael","3","Unión libre","SISBEN","Sin respuesta","Urbana","Básica secundaria","Estudiante superior","Público Metro","Indigena","Inactivo","2016-08-02T10:00:00Z","DIURNA","01T-TÉCNICO LABORAL AUXILIAR DE TALENTO HUMANO","2017-1","SEMESTRE 2","34"
"Masculino","Medellín","Colombia","Envigado","Sin respuesta",,"Sin Respuesta","No Aplica","Sin respuesta",,"Sin respuesta",,"Sin respuesta","No aplica","Activo","2020-10-26T10:00:00Z","DIURNA","EXTENSIÓN WORD AVANZADO VIRTUAL","2020-2","SEMESTRE 1","60"
"Femenino","Tuluá","Colombia","Medellín","Guayabal","3","Casado(a)","EPS Sura","Sin respuesta","Urbana","Media","Desempleado","Público Bus o Buseta","No aplica","Graduado","2015-07-15T10:00:00Z","NOCHE","01T-TÉCNICO LABORAL AUXILIAR DE TALENTO HUMANO","2018-1","SEMESTRE 2","45"
"Femenino","Medellín","Colombia","Envigado","Las Flores","2","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Pregrado","Empleado","Público Bus o Buseta","Cabeza de familia","Graduado","2015-06-03T10:00:00Z","NOCHE","10T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO CON ÉNFASIS EN SISTEMAS (Solo Estudiantes Antiguos)","2016-1","SEMESTRE 1","32"
"Masculino","Itagui","Colombia","Sabaneta","María Auxiliadora","2","Soltero(a)","EPS Sura","Sin respuesta","Urbana - rural","Media","Independiente","Moto","No aplica","Graduado","2020-08-01T10:00:00Z","NOCHE","15T-TÉCNICO LABORAL EN ELECTRICIDAD (Estudiantes Antiguos)","2021-1","SEMESTRE 2","30"
"Masculino","Envigado","Colombia","Envigado","La Mina","2","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Media","Independiente","Peatón","No aplica","Inactivo","2018-07-13T10:00:00Z","NOCHE","15T-TÉCNICO LABORAL EN ELECTRICIDAD (Estudiantes Antiguos)","2019-1","SEMESTRE 2","36"
"Femenino","Sin respuesta","Colombia","Envigado","El Dorado","3","Unión libre","Saludcoop EPS  Organismo Cooperativo","Sin respuesta","Urbana","Pregrado","Estudiante superior","Sin respuesta","No aplica","Inactivo","2015-02-03T10:00:00Z","NOCHE","01T-TÉCNICO LABORAL AUXILIAR DE TALENTO HUMANO","2015- 1","SEMESTRE 1","43"
"Masculino","Sin respuesta","Colombia","Envigado","Alto De Misael","2","Soltero(a)","No Aplica","Sin respuesta","Urbana","Media","Estudiante básica","Sin respuesta","No aplica","Sin estado",,"MEDIA TÉCNICA","MEDIA TECNICA GASTRONOMÍA INT",,,"24"
"Masculino","Envigado","Colombia","Envigado","Sin respuesta","3","Soltero(a)","No Aplica","Sin respuesta","Urbana","Pregrado","Empleado","Sin respuesta","No aplica","Inactivo","2015-02-03T10:00:00Z","NOCHE","11T-TÉCNICO LABORAL EN AUXILIAR CONTABLE (Solo Estudiantes Antiguos)","2015- 1","SEMESTRE 1","26"
"Femenino","Tumaco","Colombia","Envigado","La Magnolia","5","Viudo(a)","EPS Sura","Sin respuesta","Urbana","Media","Independiente","Público Bus o Buseta","Cabeza de familia","Inactivo","2018-07-16T10:00:00Z","NOCHE","11T-TÉCNICO LABORAL EN AUXILIAR CONTABLE (Solo Estudiantes Antiguos)","2019-1","SEMESTRE 2","41"
"Masculino","Medellín","Colombia","Medellín","Alcalá","3","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Sin respuesta","Estudiante básica","Peatón","No aplica","Inactivo","2020-07-24T10:00:00Z","MEDIA TÉCNICA","MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL","2020 - MT","NOVENO","17"
"Femenino","Ciudad Bolívar","Colombia","Envigado","San José","2","Casado(a)","EPS Sura","Sin respuesta","Urbana","Media","Estudiante superior","A Pie","No aplica","Inactivo","2020-01-17T10:00:00Z","DIURNA","11T-TÉCNICO LABORAL EN AUXILIAR CONTABLE (Solo Estudiantes Antiguos)","2020-1","SEMESTRE 1","33"
"Masculino","Envigado","Colombia","Envigado","Los Naranjos","3","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Media","Empleado","Público Bus o Buseta","No aplica","Cancelado","2018-05-02T10:00:00Z","DIURNA","19T-TÉCNICO LABORAL EN GASTRONOMIA INTERNACIONAL","2018-2","SEMESTRE 1","23"
"Femenino","Envigado","Colombia","Envigado","Alto De Misael",,"Soltero(a)","No Aplica","Sin respuesta","Urbana","Básica secundaria",,"Sin respuesta","No aplica","Sancionado","2016-01-14T10:00:00Z","DIURNA","11T-TÉCNICO LABORAL EN AUXILIAR CONTABLE (Solo Estudiantes Antiguos)","2016-2","SEMESTRE 1","29"
"Masculino","Medellín","Colombia","Envigado","Loma Del Barro","3","Soltero(a)","Suramericana","Sin respuesta","Urbana","Básica secundaria","Estudiante superior","Peatón","No aplica","Inactivo","2020-02-04T10:00:00Z","NOCHE","24T-TÉCNICO LABORAL EN MECANICA AUTOMOTRIZ (Estudiantes Antiguos)","2020-2","SEMESTRE 2","22"
"Femenino","Buenavista","Colombia","Envigado","La Mina","3","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Media","Estudiante superior","Público Bus o Buseta","Cabeza de familia","Graduado","2016-01-26T10:00:00Z","NOCHE","10T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO CON ÉNFASIS EN SISTEMAS (Solo Estudiantes Antiguos)","2017-1","SEMESTRE 2","49"
"Masculino","Itagui","Colombia","Envigado","Alto De Misael","2","Casado(a)","Salud Total EPS","C13","Urbana","Media","Empleado","Público Bus o Buseta","No aplica","Activo","2021-07-31T10:00:00Z","NOCHE","21T-TÉCNICO LABORAL EN MANTENIMIENTO DE COMPUTADORES Y REDES LOCALES DE DATOS","2022-1","SEMESTRE 2","35"
"Masculino","Envigado","Colombia","Envigado","La Mina","2","Soltero(a)","Coomeva EPS","N","Urbana","Media","Desempleado","Moto","No aplica","Inactivo","2020-08-19T10:00:00Z","NOCHE","14T-TÉCNICO LABORAL EN CONTABILIDAD","2021-1","SEMESTRE 2","31"
"Masculino","Manizales","Colombia","Envigado","Los Naranjos","2","Soltero(a)","Coomeva EPS","C17","Urbana","Media","Independiente","Peatón","No aplica","Activo","2021-08-03T10:00:00Z","NOCHE","17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO","2022-1","SEMESTRE 2","25"
"Femenino","Medellín","Colombia","Envigado","El Salado","2","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Básica secundaria","Empleado","A Pie","No aplica","Inactivo","2016-01-15T10:00:00Z","DIURNA","11T-TÉCNICO LABORAL EN AUXILIAR CONTABLE (Solo Estudiantes Antiguos)","2016-1","SEMESTRE 1","27"
"Masculino","Envigado","Colombia","Itagui","Ferrara","2","Soltero(a)","EPS Sura","A1","Urbana","Sin respuesta","Estudiante básica","Público Bus o Buseta","No aplica","Inactivo","2021-09-08T10:00:00Z","MEDIA TÉCNICA","MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL","2021 - MT","NOVENO","15"
