"incidentnum","servyr","servnumid","primaryoc","moniker","age_class","from_age","to_age","race","ethnic","sex","height","weight","build","complexion","eyes","glasses","hair","hairlenght","voice","facialhair","facialhaircolor","peculiarities","comment","created_on","updated_on"
"115113-2015","2015","115113-2015-02",,,,"18","20","Black",,"Male","6'01''","100","Light","Dark",,,,,,,,,"Shirt: BLACK SHIRT Jacket: NONE Pants: BLUE JEANS Shoe: CHUCK TAILORS Hat: COVERED FACE WITH SHIRT Additional Clothing: FACE COVERED WITH SHIRT WITH HOLES CUT IN IT","2015-05-23 01:00:31.0000000","2015-05-23 01:00:31.0000000"
"107297-2019","2019","107297-2019-06","F2-12990001-C2",,,"20","23","Black","Non-Hispanic or Latino","Male",,,,,,,,,,,,,,"2019-05-29 12:41:48.0000000","2019-05-29 12:41:48.0000000"
"183402-2015","2015","183402-2015-01",,,,,,"Hispanic or Latino",,"Male",,,,,,,,,,,,,,"2015-08-08 15:33:16.0000000","2015-08-08 15:33:16.0000000"
"120482-2017","2017","120482-2017-02",,,,"19","20","Asian","Non-Hispanic or Latino","Male","5'03''","150",,,,,,,,,,,"Shirt: WHITE T SHIRT","2017-05-29 02:11:00.0000000","2017-05-29 02:11:00.0000000"
"150285-2016","2016","150285-2016-02",,,,,,"Black",,"Male",,,,,,,,,,,,,"Pants: WHITE/ BLACK SHORTS","2016-06-21 19:31:09.0000000","2016-06-21 19:31:09.0000000"
"165225-2021","2021","165225-2021-02","F2-13150005-D4",,,"13","19","Black","Non-Hispanic or Latino","Male",,,,,,,,,,,,,"Clothing Description: WHITE TSHIRT, DARK PANTS","2021-09-12 05:07:23.0000000","2021-09-12 05:07:25.0000000"
"179892-2019","2019","179892-2019-01","FS-22990001-E1",,,"35","45","Black",,"Male",,,"Thin","Medium",,,,"Bald",,,,,"Clothing Description: BLACK LONG SLEEVE SHIRT AND PANTS SCARF AROUND FACE/HEAD","2019-09-05 00:27:54.0000000","2019-09-05 00:28:01.0000000"
"206763-2015","2015","206763-2015-01",,,,"20","30","Hispanic or Latino","Hispanic or Latino","Male",,,,,,,,,,,,,"Additional Clothing: NEON YELLOW T SHIRT","2015-09-05 18:32:28.0000000","2015-09-05 18:32:28.0000000"
"095558-2015","2015","095558-2015-01",,,,"17","22","Black",,"Male","5'09''","160",,"Medium",,,,,,,,,"Shirt: RED AND BLACK Pants: WHITE RED AND BLACK Shoe: BLACK Hat: RED Additional Clothing: RED SLEEVES BLACK AND RED SHIRT MULTICOLORED SHIRT Trademark: NA","2015-04-29 13:04:36.0000000","2015-04-29 13:04:36.0000000"
"189930-2020","2020","189930-2020-03","FS-29990044-L101",,,"0","0","White","Hispanic or Latino","Male","5'10''","150","Thin","Medium","Brown","No","Black","Medium","Unknown","Unshaved","Black",,"Comments: 20-30 YEARS OLD Clothing Description: WHITE SHIRT Trademark: SLEEVE TATTOOS ON BOTH ARMS","2020-10-24 08:54:38.0000000","2020-12-07 17:18:30.0000000"
"213783-2019","2019","213783-2019-01","F1-12990002-C4",,,"17","99","Black",,"Male",,,,,,,,,,,,,"Comments: COMP STATED THE SUSP SEEMED YOUNG Clothing Description: BLACK HOODIE","2019-10-21 01:07:32.0000000","2019-10-21 01:07:34.0000000"
"227013-2017","2017","227013-2017-01",,,,"25","28","White",,"Male",,,"Thin",,,,,,,"Unshaved",,,"Comments: SUSPECT INTENTIONALLY STRUCK COMP WITH VEHICLE WHILE FLEEING SCENE OF OFFENSE. NFI","2017-10-04 17:03:59.0000000","2017-10-04 17:03:59.0000000"
"048185-2017","2017","048185-2017-01",,,,,,"Black","Non-Hispanic or Latino","Male","6'00''","290","Heavy",,,,,,,"Beard",,,"Shirt: BLACK Jacket: BLUE","2017-03-29 07:30:07.0000000","2017-03-29 07:30:07.0000000"
"039359-2021","2021","039359-2021-01","F1-12990002-C4",,,"20","30","White","Hispanic or Latino","Male","5'56''","140","Light",,,,"Black","Short",,"Mustache","Black",,"Comments: ROBBED COMP AT GUNPOINT. Clothing Description: WHITE SHIRT,BLACK SHORTS","2021-03-08 08:03:25.0000000","2021-03-08 08:03:39.0000000"
"046569-2018","2018","046569-2018-01","F2-13150005-D4",,,"25","30","Black","Non-Hispanic or Latino","Male","5'07''","200","Medium","Medium",,,"Black","Short",,,,,"Clothing Description: BLACK HOODIE AND BLUE PANTS","2018-03-05 02:25:11.0000000","2018-03-05 02:25:15.0000000"
"029401-2016","2016","029401-2016-01",,,,"20","25","Black","Non-Hispanic or Latino","Male",,,"Thin","Dark","Unknown",,"Black","Unknown","Unknown","None","N/A",,"Shirt: BACK HOODIE Pants: BLACK PANTS","2016-02-06 06:08:23.0000000","2016-02-06 06:08:23.0000000"
"086854-2019","2019","086854-2019-01","MA-23990193-F189",,,"17","69","White","Hispanic or Latino","Male",,,"Medium","Medium","Unknown",,"N/A","Unknown","Unknown",,,,"Clothing Description: GRAY SHIRT (LONG SLEEVE) DARK COLORED JEANS","2019-05-04 22:45:11.0000000","2019-05-04 22:45:13.0000000"
"061627-2020","2020","061627-2020-02","MA-22990004-F1",,,"20","25","White","Non-Hispanic or Latino","Male",,,,,,,,,,,,,"Comments: SUSP 2 ON VIDEO","2020-04-04 09:30:40.0000000","2020-04-04 09:30:42.0000000"
"079775-2021","2021","079775-2021-01","MA-53990001-H66",,,"20","25","White","Hispanic or Latino","Male","5'55''","145","Light","Medium",,,"Black","Medium",,,,,"Clothing Description: WHITE TANKTOP WITH RAINBO STRIPES, RED DRAW STRING BAG BLUE SHORTS","2021-05-09 16:52:51.0000000","2021-05-09 16:53:10.0000000"
"033586-2021","2021","033586-2021-02","MA-52130007-T40",,,"20","30","Black","Non-Hispanic or Latino","Male",,,,,,,,,,,,,,"2021-02-27 09:53:59.0000000","2021-02-27 09:54:11.0000000"
"087053-2020","2020","087053-2020-01","F1-99999999-U414",,,"19","22","Black","Non-Hispanic or Latino","Male","5'10''","145","Small","Dark",,,,,,,,,"Clothing Description: BLACK T-SHIRT AND BLACK PANTS","2020-05-16 12:36:58.0000000","2020-05-16 12:36:58.0000000"
"052432-2020","2020","052432-2020-01","F1-12990002-C4",,,"20","25","Black",,"Male","6'03''","180",,"Dark",,,"Black","Medium",,,,,"Clothing Description: RED JORDAN HOODIE. LIGHT BLUE JEANS","2020-03-18 01:03:11.0000000","2020-03-18 01:03:11.0000000"
"210567-2019","2019","210567-2019-01","F2-12990001-C2",,,"30","40","Black",,"Male",,,"Slight","Medium",,,,,,,,,"Clothing Description: WHITE T -SHIRT AND SWEAT PANTS","2019-10-19 21:29:28.0000000","2019-10-19 21:29:29.0000000"
"270343-2017","2017","270343-2017-01",,,,"20","21","Black","Non-Hispanic or Latino","Male","5'58''","140","Medium","Dark","Unknown",,"Black","Short","High","None","N/A",,"Shirt: BLACK TANK TOP Jacket: NONE Pants: SHORTS Shoe: UNK Hat: NONE Additional Clothing: BLACK TANK TOP WITH BLACK SHORTS","2017-11-28 08:19:17.0000000","2017-11-28 08:19:17.0000000"
"058809-2020","2020","058809-2020-01","FS-22990001-E1",,,"17","99","Black",,"Male",,,,,,,,,,,,,,"2020-03-29 13:15:07.0000000","2020-03-29 13:15:13.0000000"
"084658-2017","2017","084658-2017-01",,,,,,"Black","Non-Hispanic or Latino","Male","6'00''","200","Medium",,"Brown",,"N/A","Bald",,"Goatee","Black",,"Trademark: JAMACIAN ACCENT","2017-04-17 02:00:14.0000000","2017-04-17 02:00:14.0000000"
"084042-2021","2021","084042-2021-03","NA-99999999-X6",,,"19","98","White","Hispanic or Latino","Male",,,,,,,,,,,,,,"2021-05-17 08:52:44.0000000","2021-05-17 08:52:46.0000000"
"022146-2019","2019","022146-2019-02","NA-99999999-Z9",,,"35","40","Black",,"Male","6'00''","180","Thin",,,,,,,,,,"Clothing Description: GREEN BEANIE, ORANGE/GREEN SWEATSHIRT","2019-02-02 08:40:31.0000000","2019-02-02 08:40:32.0000000"
"229014-2018","2018","229014-2018-01","F2-22990002-E5",,,"20","40","Black","Non-Hispanic or Latino","Male",,,"Medium","Dark",,,,,,,,,"Clothing Description: WHITE TEE SHIRT BLUE SHORTS WITH WHITE STRIPS AND WHITE SHOES.","2018-10-19 23:13:00.0000000","2018-10-19 23:13:01.0000000"
"178193-2018","2018","178193-2018-02","FS-22990001-E1",,,"17","99","White","Hispanic or Latino","Male",,,,,,,,,,,,,"Clothing Description: WHITE HOODIE WITH BLACK HAT WITH BLUE JEANS AND GLOVES.","2018-08-13 06:01:31.0000000","2018-08-13 06:01:34.0000000"
"000995-2016","2016","000995-2016-02",,,,,,"Hispanic or Latino",,"Male",,,,,,,,,,,,,,"2016-01-05 02:03:14.0000000","2016-01-05 02:03:14.0000000"
"051846-2017","2017","051846-2017-03",,,,,,"Black",,"Male",,,,,,,,,,,,,"Jacket: BLACK HOODIE/SHIRT","2017-03-06 22:10:54.0000000","2017-03-06 22:10:54.0000000"
"092959-2020","2020","092959-2020-01","F1-12990002-C4",,,"17","99","White","Hispanic or Latino","Male",,,,,,,,,,,,,,"2020-05-26 05:43:17.0000000","2020-05-26 05:43:18.0000000"
"290135-2017","2017","290135-2017-01",,,,,,"Hispanic or Latino",,"Male",,,,,,,,,,,,,,"2017-12-24 03:38:39.0000000","2017-12-24 03:38:39.0000000"
"069427-2021","2021","069427-2021-01","F2-22990002-E6",,,"0","0","Black","Non-Hispanic or Latino","Male","5'07''","180",,,,,,,,,,,,"2021-05-06 11:21:26.0000000","2021-06-03 22:32:40.0000000"
"265280-2017","2017","265280-2017-01",,,,"27","28","Black","Non-Hispanic or Latino","Male",,,,,,,,,,,,,"Shirt: UNK Jacket: LIGHT BLUE HOODIE Pants: DARK JEANS Shoe: UNK Hat: NONE Additional Clothing: SAME AS ABOVE","2017-11-21 03:02:58.0000000","2017-11-21 03:02:58.0000000"
"252456-2019","2019","252456-2019-01","MA-13990001-H1",,,"17","98","White","Hispanic or Latino","Male","5'08''","200","Heavy",,"Brown",,"Brown","Short",,"Goatee","Brown",,"Clothing Description: GREEN HOODIE AND BLUE JEANS","2019-12-17 12:04:12.0000000","2019-12-17 12:04:13.0000000"
"149131-2015","2015","149131-2015-01",,,,"18","20","Black","Non-Hispanic or Latino","Male",,,"Thin",,,,,"Short",,"None",,,"Shirt: BLACK HOODIE Pants: JEANS Shoe: BLACK AND RED SHOES Hat: BLACK HAT  Trademark: AFRO","2015-06-30 06:51:55.0000000","2015-06-30 06:51:55.0000000"
"247132-2019","2019","247132-2019-01","FS-22990001-E1",,,"19","29","White",,"Male","5'59''","155","Light",,,,,,,,,,"Clothing Description: BLACK CLOTHES , TENNIS SHOES BALL CAP","2019-12-11 13:41:43.0000000","2019-12-11 13:41:44.0000000"
"127005-2018","2018","127005-2018-02","MB-23990191-F183",,,"40","50","Black",,"Male",,,"Obese",,,,"White",,,,,,"Comments: TOOK LARGE PACKAGE Clothing Description: BLUE WITH STRIPES BUTTON UP SHIRT, DARK PANTS","2018-06-12 21:49:01.0000000","2018-06-12 21:49:04.0000000"
"031246-2018","2018","031246-2018-01",,,,"1","99","White","Unknown","Male",,,,,,,,,,,,,,"2018-02-26 09:11:48.0000000","2018-03-13 15:32:20.0000000"
"070503-2019","2019","070503-2019-01","MA-22990004-F1",,,"30","50","Black","Non-Hispanic or Latino","Male","5'05''","120","Light",,,,,,,,,,"Clothing Description: BLK SHIRT AND WHITE PANTS","2019-04-10 00:24:52.0000000","2019-04-10 00:24:54.0000000"
"258080-2015","2015","258080-2015-01",,"TENNESSEE",,"20","30","Black","Non-Hispanic or Latino","Male",,"190","Medium",,,,,,,,,,,"2015-11-10 18:48:12.0000000","2015-11-10 18:48:12.0000000"
"183427-2017","2017","183427-2017-01",,,,,,"Black","Non-Hispanic or Latino","Male",,,"Thin","Dark",,,"Black","Short","Other","Beard","Black",,"Shirt: RED SHIRT Pants: DARK GRAY PANTS Shoe: BLACK SHOES Additional Clothing: SEE LISTED ABOVE","2017-08-12 09:32:53.0000000","2017-08-12 09:32:53.0000000"
"206915-2016","2016","206915-2016-01",,,,,,"Black",,"Male",,,,,,,,,,,,,,"2016-08-28 08:46:20.0000000","2016-08-28 08:46:20.0000000"
"066483-2018","2018","066483-2018-01","FS-23990194-F195",,,"18","24","Black","Non-Hispanic or Latino","Male","5'10''","150","Thin","Medium",,"Yes","Black","Unknown",,,,,"Clothing Description: BLACK ""STRAIGHT OUTTA "" SHIRT, DARK PANTS, WHITE SHOES","2018-04-05 01:36:36.0000000","2018-04-05 01:36:42.0000000"
"088782-2015","2015","088782-2015-01",,,,"25","30","Hispanic or Latino",,"Male","5'58''","145",,,,,"Black",,,,,,,"2015-04-21 18:12:41.0000000","2015-04-21 18:12:41.0000000"
"224130-2020","2020","224130-2020-01","F2-12990001-C1",,,"40","55","Black","Non-Hispanic or Latino","Male","6'60''","160","Light","Dark",,,,,,,,,"Clothing Description: GRAY UTILITY COVERALL WITH REFLECTIVE STRIPES, BLACK BASEBALL CAP, BLUE FACE MASK","2020-12-16 07:18:46.0000000","2020-12-16 07:18:48.0000000"
"099809-2021","2021","099809-2021-01","FS-24110003-G13",,,"0","0","Unknown","Unknown","Male",,,,,,,,,,,,,,"2021-06-06 13:11:49.0000000","2021-06-16 16:16:36.0000000"
"038299-2020","2020","038299-2020-01","MB-23990191-F183","U",,"0","0","Unknown","Unknown","Male",,,,,,,,,,,,,"Clothing Description: RED SHIRT, GREY HOODIE, GLOVES","2020-02-26 23:40:09.0000000","2020-06-01 13:25:24.0000000"
"025888-2017","2017","025888-2017-01",,,,,,"Hispanic or Latino",,"Male",,,,,,,,,,,,,,"2017-02-02 15:07:20.0000000","2017-02-02 15:07:20.0000000"
"135546-2021","2021","135546-2021-02","F1-12990002-C3",,,"17","25","Black","Non-Hispanic or Latino","Male",,,"Thin",,,,,,,,,,"Clothing Description: BLUE HOODIE, DARK PANTS","2021-08-05 23:26:11.0000000","2021-08-05 23:26:40.0000000"
"271637-2015","2015","271637-2015-01",,,,"18","20","Asian",,"Male","5'58''","150",,"Dark",,,"Black","Short",,,,,"Shirt: BLACK Jacket: BLACK Pants: BLACK Shoe: BLACK Additional Clothing: SUSP HAD ON A BLACK BANDANA COVERING HIS FACE","2015-11-23 19:06:47.0000000","2015-11-23 19:06:47.0000000"
"047445-2015","2015","047445-2015-01",,,,"20","25","Black","Non-Hispanic or Latino","Male","5'09''","200","Heavy",,"Brown",,"Black","Short","Other","Beard","Black",,"Jacket: GREY HOODIE Pants: BLACK Shoe: WHITE Additional Clothing: SEE ABOVE","2015-03-03 04:47:23.0000000","2015-03-03 04:47:23.0000000"
"010287-2016","2016","010287-2016-01",,,,"17","25","Black",,"Male","5'10''","160","Medium","Dark",,,,,,"None",,,"Comments: PROMINENT NOSE, SHORT HAIR, DARK CLOTHING Jacket: DARK Pants: DARK","2016-01-13 21:07:58.0000000","2016-01-13 21:07:58.0000000"
"124368-2019","2019","124368-2019-01","MA-22990004-F1",,,"50","60","White",,"Male",,,,,,,,,,,,,"Clothing Description: RED SHIRT, DARK PANTS","2019-06-21 06:14:56.0000000","2019-06-21 06:14:57.0000000"
"204540-2017","2017","204540-2017-01",,,,,,"Unknown",,"Male",,,,,,,,,,,,,,"2017-09-06 22:43:33.0000000","2017-09-06 22:43:33.0000000"
"082773-2017","2017","082773-2017-02",,,,,,"Black","Non-Hispanic or Latino","Male","6'60''","200",,,,,,,,,,,"Shirt: BLACK T Pants: GREEN PANTS","2017-04-13 23:12:05.0000000","2017-04-13 23:12:05.0000000"
"155946-2019","2019","155946-2019-01","MA-23990193-F190",,,"17","99","Unknown",,"Male",,,,,,,,,,,,,,"2019-08-03 01:30:49.0000000","2019-08-03 01:30:54.0000000"
"137493-2021","2021","137493-2021-01","F2-13150005-D4,FS-29990044-L101",,,"40","45","White","Hispanic or Latino","Male","5'03''",,,,,,,,,,,,,"2021-08-02 12:23:03.0000000","2021-08-02 12:23:03.0000000"
"045588-2016","2016","045588-2016-01",,,,"20","26","Black","Non-Hispanic or Latino","Male","5'10''","190","Medium","Unknown","Brown",,"Black","Short","Soft","None","N/A",,"Comments: UNK CALIBER HANDGUN Shirt: BLACK Jacket: NONE Pants: BLACK Hat: NONE Additional Clothing: DIRTY","2016-02-26 07:12:09.0000000","2016-02-26 07:12:09.0000000"
"226068-2020","2020","226068-2020-01","FS-24110003-G14",,,"20","40","Black","Unknown","Male",,,"Medium",,,,,,,,,,"Clothing Description: DARK GRAY JACKET, BLUE SHORTS, BLUE JEANS, GOLD/TAN SHOES Trademark: KNOWN AS DEMARCUS","2020-12-19 09:26:09.0000000","2020-12-19 09:26:14.0000000"
"110221-2021","2021","110221-2021-02","F1-12990002-C4",,,"20","25","Black","Non-Hispanic or Latino","Male","5'11''","159","Thin","Medium",,,,,,,,,"Clothing Description: JACKET AND VLUE JEANS","2021-06-22 05:32:07.0000000","2021-06-22 05:32:08.0000000"
"120369-2019","2019","120369-2019-03","F1-12990002-C4",,,"15","18","Black","Non-Hispanic or Latino","Male","5'56''","150","Thin",,,,"Black","Long",,"None",,,"Comments: LEFT BEHIND HIS AIR SOFT GUN/HAD LONG AFRO THAT WAS TIED UNDER HIS CHIN Clothing Description: BLACK TANK TOP/BLACK SWEATS/ WEARING LONG HAIR TIED TOGETHER UNDER CHIN.","2019-06-15 19:05:41.0000000","2019-06-15 19:05:54.0000000"
"134811-2019","2019","134811-2019-01","MA-52130007-T8",,,"13","18","Black","Non-Hispanic or Latino","Male",,,,"Dark",,,,,,,,,"Clothing Description: BLACK SHIRT; BLUE JEAN SHORTS; BLACK FLIP FLOPS","2019-07-06 08:20:51.0000000","2019-07-06 08:21:05.0000000"
"172133-2020","2020","172133-2020-01","MA-24110003-G10",,,"0","0","Unknown","Unknown","Male",,,,,,,,,,,,,,"2020-09-28 06:31:31.0000000","2021-02-05 14:17:15.0000000"
"122663-2017","2017","122663-2017-01",,,,"25","30","Hispanic or Latino","Hispanic or Latino","Male","6'02''","130",,,,,,,,,,,,"2017-05-31 21:16:05.0000000","2017-05-31 21:16:05.0000000"
"218736-2020","2020","218736-2020-02","FS-24110003-G14",,,"20","30","White","Unknown","Male","5'10''","190","Medium","Light",,,"N/A","Unknown",,"None",,,"Clothing Description: BLACK BALL CAP, BLACK MASK, BLACK COLLARED SHIRT, BLACK PANTS, TAN BOOTS.","2020-12-07 19:20:43.0000000","2020-12-07 19:20:58.0000000"
"216403-2020","2020","216403-2020-01","FS-22990001-E1",,,"20","35","Unknown","Unknown","Male","6'60''","180","Medium",,,,,,,,,,"Clothing Description: GREY HOODIE, GREY SHIRT, BLACK MASK (DRAPING STYLE), GREY SWEATPANTS, GREY GYM SHORTS, BLACK SHOES, GLOVES Trademark: CARRYING LARGE SLEDGE HAMMER","2020-12-05 11:23:02.0000000","2020-12-05 11:23:14.0000000"
"178863-2017","2017","178863-2017-03",,,,,,"Hispanic or Latino","Hispanic or Latino","Male",,,,,,,,,,,,,,"2017-08-06 17:22:18.0000000","2017-08-06 17:22:18.0000000"
"042634-2018","2018","042634-2018-01","F1-12990002-C4",,,"18","25","Black","Non-Hispanic or Latino","Male","5'53''","120",,,,,,,,,,,"Clothing Description: BLACK HOODIE","2018-02-28 03:10:50.0000000","2018-02-28 03:10:51.0000000"
"280790-2017","2017","280790-2017-02",,,,"21","26","Hispanic or Latino","Hispanic or Latino","Male","5'59''","160","Medium","Medium",,,"Black","Short",,"Goatee","Black",,"Jacket: DARK-COLORED JACKET","2017-12-11 07:56:07.0000000","2017-12-11 07:56:07.0000000"
"132342-2017","2017","132342-2017-02",,,,,,"Hispanic or Latino","Hispanic or Latino","Male",,,,,,,"Black","Short",,,,,"Shirt: BLACK T SHIRT","2017-06-12 07:11:24.0000000","2017-06-12 07:11:24.0000000"
"100530-2021","2021","100530-2021-01","F2-22990002-E6,MA-2299000",,,"30","35","Unknown","Unknown","Male","5'57''","150","Medium","Dark",,,,,,,,,"Clothing Description: WHITE AND RED SHORTS. NO SHOES. SHORT HAIR CURLY BLACK","2021-06-08 10:35:19.0000000","2021-06-17 15:04:36.0000000"
"204759-2019","2019","204759-2019-03","F1-12990002-C4",,,"17","99","Black","Non-Hispanic or Latino","Male","5'06''","140","Unknown","Dark","Brown",,"Black","Short","Masculine","Unshaved","Black",,"Clothing Description: WHITE SHIRT, BLU JEANS Trademark: UNARMED","2019-10-10 05:06:43.0000000","2019-10-10 05:06:47.0000000"
"212181-2021","2021","212181-2021-01","MB-29990042-L99",,,"0","0","White","Non-Hispanic or Latino","Male",,,,,,,,,,,,,,"2021-11-23 11:33:45.0000000","2021-11-23 11:33:57.0000000"
"153999-2019","2019","153999-2019-01","MA-23990193-F189",,,"16","20","Black",,"Male","5'10''","170",,,,,"Black","Medium",,,,,"Clothing Description: DARK ATHLETIC CLOTHING Trademark: SHORT DREADS","2019-07-31 03:34:23.0000000","2019-07-31 03:34:23.0000000"
"164626-2019","2019","164626-2019-02","MC-99999999-NC102",,,"17","99","Black","Non-Hispanic or Latino","Male","6'60''","200","Medium","Dark","Unknown","No","Black","Short","Masculine","None","N/A",,"Clothing Description: WHITE SHIRT","2019-08-16 00:22:47.0000000","2019-08-16 00:22:52.0000000"
"302055-2016","2016","302055-2016-02",,,,"30","35","White","Non-Hispanic or Latino","Male",,,,,,,,,,,,,,"2016-12-20 11:33:20.0000000","2016-12-20 11:33:20.0000000"
"200632-2017","2017","200632-2017-02",,,,,,"Black",,"Male",,,,,,,,,,,,,"Shirt: RED SHIRT Pants: SHORTS Additional Clothing: RED SHIRT AND SHORTS. Trademark: PEPERED BEARD.","2017-09-02 05:40:07.0000000","2017-09-02 05:40:07.0000000"
"202498-2020","2020","202498-2020-01","MA-13990001-H1",,,"25","40","Black","Non-Hispanic or Latino","Male","5'10''","200","Medium","Dark","Unknown","No","Black","Short",,"Unshaved","Black",,"Clothing Description: DARK SHADES, GRAY SWEATSHIRT, DARK PANTS, WHITE SNEAKERS","2020-11-12 12:03:51.0000000","2020-11-12 12:03:55.0000000"
"290795-2015","2015","290795-2015-01",,,,"19","24","Black",,"Male",,,,"Light",,,,,,,,,"Jacket: WHITE HOODIE Pants: DARK JEANS","2015-12-23 05:48:45.0000000","2015-12-23 05:48:45.0000000"
"183375-2020","2020","183375-2020-01","MA-23990193-F189",,,"18","25","White","Hispanic or Latino","Male",,,,,,,,,,,,,"Clothing Description: WHITE T SHIRT, BLUE JEANS","2020-10-15 10:40:52.0000000","2020-10-15 10:40:55.0000000"
"137463-2020","2020","137463-2020-01","F1-13140002-D2",,,"20","25","White","Unknown","Male","5'07''","170",,,"Unknown",,"Black","Short",,,,,,"2020-08-07 23:53:15.0000000","2020-08-07 23:53:20.0000000"
"253119-2018","2018","253119-2018-01","FS-24110003-G13",,,"28","30","Black",,"Male","6'00''","180",,,,,,"Short",,,,,"Clothing Description: RED/GREY HOODIE, JEANS","2018-11-24 02:31:46.0000000","2020-08-09 18:31:06.0000000"
"100977-2018","2018","100977-2018-01","F1-12990002-C4",,,"1","99","Unknown",,"Male","5'10''","200",,,,,,,,,,,"Clothing Description: ALL BLACK, BLACK AND WHITE MASK","2018-05-14 11:53:06.0000000","2018-05-14 11:53:07.0000000"
"091781-2018","2018","091781-2018-01","MC-99999999-F151",,,"20","25","White",,"Male",,,,,,,,,,,,,"Clothing Description: YELLOW SHIRT, BLUE JEANS, TAN BOOTS","2018-05-03 12:36:15.0000000","2018-05-03 12:36:23.0000000"
"137677-2019","2019","137677-2019-01","F2-13150005-D4",,,"45","50","White","Hispanic or Latino","Male","5'56''",,"Medium",,,,"Black","Medium",,"None",,,"Clothing Description: NO SHIRT, BLUE JEAN SHORTS, BLACK SHOES Trademark: TATTOO'S OF STARS ON ARM, TEAR DROP UNDER HIS RIGHT EYE","2019-07-09 01:16:58.0000000","2019-07-09 01:17:00.0000000"
"047915-2022","2022","047915-2022-08","F1-12990002-C4",,,"0","0","Unknown","Unknown","Male",,,,,,,,,,,,,,"2022-03-19 07:16:20.0000000","2022-03-19 07:16:21.0000000"
"302269-2016","2016","302269-2016-01",,"ANDREW",,"40","41","White",,"Male","6'60''",,"Medium",,,,"Red","Short",,"Goatee",,,"Jacket: HOODIE Pants: JEANS Shoe: TENNIS SHOES","2016-12-20 17:58:51.0000000","2016-12-20 17:58:51.0000000"
"256673-2016","2016","256673-2016-01",,,,,,"Hispanic or Latino",,"Male",,,,,,,,,,,,,"Shirt: WHITE","2016-10-25 22:48:26.0000000","2016-10-25 22:48:26.0000000"
"035444-2018","2018","035444-2018-01","F2-13150005-D4",,,"35","45","Black","Non-Hispanic or Latino","Male","5'58''","220","Muscular",,,,,,,,,,"Clothing Description: CASUAL GREEN/GRAY SHIRT, BALL CAP, PANTS Trademark: DERRINGER","2018-02-18 16:05:59.0000000","2018-02-18 16:06:02.0000000"
"256183-2016","2016","256183-2016-01",,,,"20","26","Hispanic or Latino","Hispanic or Latino","Male","5'04''","140","Medium","Dark","Brown",,"Other","Unknown","Unknown","Mustache","Black",,"Shirt: UNK Jacket: BLACK HOODIE Pants: BLUE JEANS Shoe: UNK Hat: HOOD","2016-10-25 08:30:17.0000000","2016-10-25 08:30:17.0000000"
"012039-2021","2021","012039-2021-01","MB-29990042-L99",,,"0","0","White","Non-Hispanic or Latino","Male",,,,,,,,,,,,,,"2021-01-21 02:58:45.0000000","2021-02-02 18:40:03.0000000"
"061405-2020","2020","061405-2020-01","FS-22990001-E1",,,"30","50","Black","Non-Hispanic or Latino","Male","6'02''","175","Slight","Dark","Brown","No","N/A","Unknown","Unknown","Beard","Black",,"Clothing Description: GRAY JACKET/ HOODIE, LIGHT BLUE JEANS, WHITE SHOES, WHITE BAG.","2020-04-03 08:25:30.0000000","2020-04-03 08:25:40.0000000"
"272896-2015","2015","272896-2015-01",,,,"18","22","White",,"Male","5'10''","150","Thin",,,,"Brown","Short",,,,,"Shirt: BLACK SHIRT Jacket: BLACK JACKET Pants: BLUE JEANS Shoe: TENNIS SHOES Hat: GRAY BALLCAP Additional Clothing: GRAY BALLCAP WORN BACKWARDS, BLACK JACKET, BLUE JEANS","2015-11-23 16:00:11.0000000","2015-11-23 16:00:11.0000000"
"181553-2016","2016","181553-2016-01",,,,,,"Unknown",,"Male",,,,,,,,,,,,,,"2016-08-03 03:02:27.0000000","2016-08-03 03:02:27.0000000"
"070742-2021","2021","070742-2021-01","F1-12990002-C4",,,"17","20","Black","Non-Hispanic or Latino","Male","5'10''","170",,,,,,,,,,,"Clothing Description: ALL BLACK CLOTHING ( HOODIES , HAT, AND JEANS)","2021-04-24 13:59:41.0000000","2021-04-24 13:59:43.0000000"
"046880-2015","2015","046880-2015-01",,,,"24","27","Black","Non-Hispanic or Latino","Male","5'10''","185","Medium","Medium","Brown",,"Black","Shaved",,,,,"Shirt: BLUE Pants: BLUE JEANS Additional Clothing: BLUE JEANS AND BLUE SHIRT","2015-03-03 13:03:58.0000000","2015-03-03 13:03:58.0000000"
"025527-2019","2019","025527-2019-02","F2-12990001-C2",,,,,"Black","Non-Hispanic or Latino","Male","5'05''","150","Thin","Dark","Brown",,"Black","Other",,"None",,,"Clothing Description: BROWN JACKET Trademark: TATTOO UNDER EYE","2019-02-07 19:47:32.0000000","2019-10-14 14:47:33.0000000"
"082254-2018","2018","082254-2018-01",,,,"18","50","White",,"Male",,,,,,,,,,,,,"Clothing Description: HOUSTON TEXANS SWEATSHIRT","2018-04-26 16:32:37.0000000","2018-04-26 16:32:37.0000000"
"061640-2019","2019","061640-2019-01","FS-24110003-G15",,,"15","18","Unknown","Hispanic or Latino","Male","5'06''","160",,,"Brown","Yes","Black","Short",,,,,"Clothing Description: BLUE SWEATSHIRT/SHORTS/BLACK BASEBALL HAT","2019-03-28 21:35:20.0000000","2020-03-24 08:04:45.0000000"
