"businessname","contractorlicensenumber","contractorlicensetypecode","contractorlicensetypecodedesc","address1","address2","city","state","zip","phonenumber","licenseeffectivedate","licenseexpirationdate","businesstypecode","businesstypecodedesc","specialtycode1","specialtycode1desc","specialtycode2","specialtycode2desc","ubi","primaryprincipalname","statuscode","contractorlicensestatus","contractorlicensesuspenddate"
"LT CONSTRUCTION","LTCONC*818PG","CC","CONSTRUCTION CONTRACTOR","1518 South 53rd St",,"TACOMA","WA","98408","2539542762","2019-10-07T00:00:00.000","2021-10-07T00:00:00.000","I","Individual","SF","Demolition and Salvage",,,"603304031","Tapasa, Lavekava","E","EXPIRED","2020-02-27T00:00:00.000"
"KDS Const & Development LLC","KDSCNCD856PA","CC","CONSTRUCTION CONTRACTOR","12929 E Sprague Ave Ste 202",,"SPOKANE VALLEY","WA","99216","5095703621","2015-10-01T00:00:00.000","2023-10-07T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"603486974","Blew, David Scott","A","ACTIVE",
"HUSTAD COMPANIES, INC","HUSTACI797JF","CC","CONSTRUCTION CONTRACTOR","15026 A CIR",,"OMAHA","NE","68144","4029342173","2021-04-06T00:00:00.000","2023-04-06T00:00:00.000","C","Corporation","CD","ROOFING",,,"604722640","HUSTAD, PATRICIA ANN","A","ACTIVE",
"SOUTHERN ROAD & BRIDGE LLC","SOUTHRB860RT","CC","CONSTRUCTION CONTRACTOR","715 WESLEY AVE",,"TARPON SPRINGS","FL","34689","7279405395","2015-01-01T00:00:00.000","2023-01-09T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"603445308","PAPPAS, LUCAS LOUIS","A","ACTIVE",
"PULSE CONSTRUCTION LLC","PULSECL811PD","CC","CONSTRUCTION CONTRACTOR","7837 Blewett Cutoff Rd",,"PESHASTIN","WA","98847","5096797274","2019-10-07T00:00:00.000","2021-10-07T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"603125090","Pulse, Mark D","E","EXPIRED",
"IMAGE GROUP DISPLAY INC","IMAGEGD810PC","EC","ELECTRICAL CONTRACTOR","203 N WASHINGTON SUITE #200C",,"SPOKANE","WA","99201","2064550774","2019-10-07T00:00:00.000","2023-10-07T00:00:00.000","C","Corporation","04","SIGN",,,"604503429","HAYNES, HOLLY","A","ACTIVE",
"GENERAL PAINTING SERVICES LLC","GENERPS788JK","CC","CONSTRUCTION CONTRACTOR","6103 204TH ST SW","APT B4","LYNNWOOD","WA","98036","5107309939","2022-04-12T00:00:00.000","2024-04-12T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"604831518","ALFARO-ALVARADO, DAVID JONATHA","A","ACTIVE",
"NEWPORT CONST & REST SERV LLC","NEWPOCR820QL","CC","CONSTRUCTION CONTRACTOR","6819 BRIDLE VALE BLVD NW",,"BREMERTON","WA","98311","4259859284","2018-11-13T00:00:00.000","2022-12-11T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"604348945","LYON, JOSIAH JAMES","S","SUSPENDED","2021-10-07T00:00:00.000"
"HAPPY LITTLE TREES LLC","HAPPYLT836PL","CC","CONSTRUCTION CONTRACTOR","19527 SE 16th St",,"SAMMAMISH","WA","98075","5096302815","2017-10-13T00:00:00.000","2023-10-13T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"604172880","Williams, Scott Charles","A","ACTIVE",
"Secure Plumbing & Htg Serv LLC","SECURPH806PL","CC","CONSTRUCTION CONTRACTOR","6251 Number 6 RD",,"ELLENSBURG","WA","98926","5093061177","2020-10-13T00:00:00.000","2022-10-13T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"604661630","Sully, David Hal","S","SUSPENDED","2021-10-07T00:00:00.000"
"FLAME ON","FLAME**894P5","CC","CONSTRUCTION CONTRACTOR","23036 N CRESENT RD",,"CHATTAROY","WA","99003","5099396673","2011-10-25T00:00:00.000","2023-10-25T00:00:00.000","I","Individual","RJ","Wood/Pellet and Gas Stoves",,,"603145098","PIKE, RORY DARREN","A","ACTIVE",
"RHINO INDUSTRIAL INC","RHINOII872D6","CC","CONSTRUCTION CONTRACTOR","41335 SE COALMAN RD",,"SANDY","OR","97055","5036683974","2013-03-26T00:00:00.000","2023-04-07T00:00:00.000","C","Corporation","01","GENERAL",,,"603286986","BURCHAK, DOUGLAS DON","A","ACTIVE",
"PRISTINE PINE CONSTRUCTION LLC","PRISTPC846CZ","CC","CONSTRUCTION CONTRACTOR","30808 SE 384th ST",,"ENUMCLAW","WA","98022","2065781946","2016-02-09T00:00:00.000","2024-02-10T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"603577972","Givogre, Adam Joseph","A","ACTIVE",
"PUGET SOUND COATINGS & PNT LLC","PUGETSC812PG","CC","CONSTRUCTION CONTRACTOR","1017 Queen St",,"BELLINGHAM","WA","98229","3609224406","2019-10-07T00:00:00.000","2021-10-07T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"604478838","White, Brad Alan","E","EXPIRED","2020-05-09T00:00:00.000"
"GOOD DAY PNTG/HNDMN SERVS LLC","GOODDDP804BM","CC","CONSTRUCTION CONTRACTOR","PPO BOX 2175",,"GIG HARBOR","WA","98335","7606255610","2020-01-14T00:00:00.000","2024-01-14T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"604565082","Cox, Michelle Ella","A","ACTIVE",
"CARLSON ROOFING NW LLC","CARLSRN798P7","CC","CONSTRUCTION CONTRACTOR","17711 31ST DR NE",,"ARLINGTON","WA","98223","3605020710","2021-09-23T00:00:00.000","2023-09-23T00:00:00.000","L","Limited Liability Company","CD","ROOFING",,,"604716735","CARLSON, DILLON JOSEPH","A","ACTIVE",
"GIRON ROOFING INC","GIRONRI831P5","CC","CONSTRUCTION CONTRACTOR","16110 SE 106th AVe",,"CLACKAMAS","OR","97015","5039541494","2017-10-25T00:00:00.000","2023-10-27T00:00:00.000","C","Corporation","01","GENERAL",,,"604173956","GIRON MENDOZA, TEODOMIRO","A","ACTIVE",
"ROSETTA CONSTRUCTION","ROSETC*873MQ","CC","CONSTRUCTION CONTRACTOR","8316 W MASON RD",,"DEER PARK","WA","99006","5099904942","2013-07-18T00:00:00.000","2021-07-18T00:00:00.000","I","Individual","01","GENERAL",,,"603318405","ROSETTA, DAVID JOSEPH","E","EXPIRED",
"ROSEWOOD AT BOTHELL II LLC","ROSEWBI849KS","CC","CONSTRUCTION CONTRACTOR","19020 33RD AVE W #450",,"LYNNWOOD","WA","98036","4257784111","2016-05-10T00:00:00.000","2018-05-10T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"603581093","MCNAUGHTON, KATY L","E","EXPIRED",
"RIVERFRONT GROCER LLC","RIVERGL802BG","CC","CONSTRUCTION CONTRACTOR","11624 SE 5TH ST STE 210",,"BELLEVUE","WA","98005","4255592300","2020-01-07T00:00:00.000","2024-01-07T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"604476566","GOW, JEFFERY D","A","ACTIVE",
"GT QUALITY FRAMING INC","GTQUAQF924BW","CC","CONSTRUCTION CONTRACTOR","6530 Old Guide Rd",,"LYNDEN","WA","98264","3602247565","2008-01-16T00:00:00.000","2022-09-26T00:00:00.000","C","Corporation","SL","Framing and Rough Carpentry",,,"602787061","GUZMAN-TAPIA, ROBERTO","A","ACTIVE",
"KOBY EXCAVATION LLC","KOBYEEL790Q3","CC","CONSTRUCTION CONTRACTOR","3917 NE 98TH ST",,"VANCOUVER","WA","98665","3605938300","2022-01-11T00:00:00.000","2024-01-11T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"604800677","KOBYLNIK, VENIAMEN VALERIYOVYC","A","ACTIVE",
"BAR-A CONSTRUCTION INC","BARACI*063MN","CC","CONSTRUCTION CONTRACTOR","25103 N MADISON RD",,"CHATTAROY","WA","99003","5092382533","1994-07-15T00:00:00.000","2022-11-28T00:00:00.000","C","Corporation","01","GENERAL",,,"601438082","ATKINSON, SHERMAN WAYNE","A","ACTIVE",
"MUNTERS CORPORATION","MUNTEC*831OO","CC","CONSTRUCTION CONTRACTOR","79 MLONROE ST",,"AMESBURY","MA","01913","9782411328","2017-09-28T00:00:00.000","2024-07-06T00:00:00.000","C","Corporation","01","GENERAL",,,"601077584","COLLINS, MARK A","A","ACTIVE",
"R3 RETAIL DEVELOPMENT","R3RETRD820Q6","CC","CONSTRUCTION CONTRACTOR","3242 NE 3RD AVE PMB 102",,"CAMAS","WA","98607","3602100305","2018-11-26T00:00:00.000","2022-11-26T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"603480044","FERGUSON, RICK J","A","ACTIVE",
"AEI Electric LLC","AEIELEL804NQ","EC","ELECTRICAL CONTRACTOR","1999 Butler Loop",,"RICHLAND","WA","99354","5099460320","2020-09-11T00:00:00.000","2024-09-11T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"604643673","HALL, DANIEL J","A","ACTIVE",
"A Central LLC","ACENTL*901OW","CC","CONSTRUCTION CONTRACTOR","PO BOX 1764",,"WENATCHEE","WA","98807","5098885542","2010-09-16T00:00:00.000","2022-09-16T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"603041785","WITHERIDGE, ROBERT ALLEN","A","ACTIVE",
"HIGH-TECH SERVICES INC","HIGHTSI855MM","CC","CONSTRUCTION CONTRACTOR","PO BOX 73207",,"PUYALLUP","WA","98373","2532263810","2015-07-14T00:00:00.000","2023-10-06T00:00:00.000","C","Corporation","01","GENERAL",,,"603458587","OSSINGER, RICHARD SCOTT","A","ACTIVE",
"RIVERA PAINTING LLC","RIVERPL797PG","CC","CONSTRUCTION CONTRACTOR","415 LAKEVIEW RD","UNIT C9","LYNNWOOD","WA","98087","4253218208","2021-10-08T00:00:00.000","2023-10-08T00:00:00.000","L","Limited Liability Company","CB","PAINTING/WALLCOVERING",,,"604815125","RIVERA VEGA, JOSE LUIS","A","ACTIVE",
"DELTA DRYWALL INC","DELTADI012R3","CC","CONSTRUCTION CONTRACTOR","PO BOX 3083",,"TUALATIN","OR","97062","5036917816","1999-12-23T00:00:00.000","2023-11-16T00:00:00.000","C","Corporation","01","GENERAL",,,"601985669","TROXEL, CHRISTOPHER K","A","ACTIVE",
"LANE'S CUSTOM CONSTRUCTION","LANESCC044BH","CC","CONSTRUCTION CONTRACTOR","9811 TORMEY",,"NINE MILE FALLS","WA","99026","5094680822","1996-01-08T00:00:00.000","2023-01-04T00:00:00.000","I","Individual","01","GENERAL",,,"601679600","STOCKERT, LANE S","A","ACTIVE",
"SUNPOINT CONSTRUCTION SERVICES","SUNPOCS874N1","CC","CONSTRUCTION CONTRACTOR","10511 KORY LN",,"MOSES LAKE","WA","98837","5097501563","2013-08-21T00:00:00.000","2023-10-08T00:00:00.000","I","Individual","01","GENERAL",,,"603322777","OWENS, BRIAN A","A","ACTIVE",
"HARRY CARLYLE EXCA INC","HARRYCE265JE","CC","CONSTRUCTION CONTRACTOR","2403 GREENWOOD LN",,"WALLA WALLA","WA","99362","5095250453","1974-04-05T00:00:00.000","2023-09-04T00:00:00.000","C","Corporation","SI","Excavation, Grading and Land Clearing",,,"600119779","CARLYLE, RONALD ROY","A","ACTIVE",
"IMUA CONSTRUCTION LLC","IMUACCL794PH","CC","CONSTRUCTION CONTRACTOR","5703 4TH AVE #610",,"FERNDALE","WA","98248","3606032395","2021-10-08T00:00:00.000","2023-10-08T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"604805206","AMOSOVICH, DATSKIY ALEKSANDR","A","ACTIVE",
"EVERGREEN GENERAL CONST #1 LLC","EVERGGC795LP","CC","CONSTRUCTION CONTRACTOR","2209 S 30TH ST  #8",,"TACOMA","WA","98403","2536271025","2021-08-30T00:00:00.000","2023-08-30T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"604624713","LUNA PAREDES, ALVARO","A","ACTIVE",
"BLT SERVICES","BLTSES*811KN","CC","CONSTRUCTION CONTRACTOR","12323 GIBSON RD",,"EVERETT","WA","98204","4253147672","2019-05-15T00:00:00.000","2023-10-08T00:00:00.000","I","Individual","01","GENERAL",,,"604443966","LARSON, BRIAN JEFFREY","A","ACTIVE",
"HIGH COUNTRY MASONRY LLC","HIGHCCM955MJ","CC","CONSTRUCTION CONTRACTOR","PO BOX 1582",,"NEWPORT","WA","99156","5096711696","2005-07-11T00:00:00.000","2023-04-12T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"602398928","BARNWELL, JOHN J IV","A","ACTIVE",
"NV CONSTRUCTION INC","NVCONCI813OK","CC","CONSTRUCTION CONTRACTOR","2316 W 1st street",,"Washougal","WA","98671","3608395586","2019-09-12T00:00:00.000","2023-10-06T00:00:00.000","C","Corporation","01","GENERAL",,,"604486556","KOSTETSKIY, NIKOLAY MIKHAYLOV","A","ACTIVE",
"ASPEN FALLS LNDSCP & CONST LLC","ASPENFL957QS","CC","CONSTRUCTION CONTRACTOR","PO BOX 621",,"CHATTAROY","WA","99003","5098795400","2005-11-10T00:00:00.000","2023-11-10T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"602451511","HELM, JASON CHRISTOPHER","A","ACTIVE",
"ADVANCED SEWER SOLUTIONS INC.","ADVANSS786BJ","PC","PLUMBING CONTRACTOR","21314 164TH AVE E",,"GRAHAM","WA","98338","2532596957","2022-01-06T00:00:00.000","2024-01-06T00:00:00.000","C","Corporation","01","JOURNEY LEVEL",,,"603517237","MARTIN, JENNIFER DESIREE","A","ACTIVE",
"Euro Stone & Marble Inc","EUROSSM869OR","CC","CONSTRUCTION CONTRACTOR","13016 SE 266th Pl",,"KENT","WA","98030","2533359262","2014-09-19T00:00:00.000","2022-09-19T00:00:00.000","C","Corporation","SK","Floor Covering and Counter Tops",,,"603319058","Vasilyuk, Viktor A","A","ACTIVE",
"FAIRCHILD PAINTING INC","FAIRCPI911DT","CC","CONSTRUCTION CONTRACTOR","25431 127TH AVE SE",,"KENT","WA","98030","2536303303","2009-03-30T00:00:00.000","2023-04-18T00:00:00.000","C","Corporation","CB","PAINTING/WALLCOVERING",,,"602895118","FAIRCHILD, DAVID DWIGHT","A","ACTIVE",
"Danny Floor Covering Co LLC","DANNYFC899D4","CC","CONSTRUCTION CONTRACTOR","121 E 92nd St",,"TACOMA","WA","98445","2539701768","2011-03-24T00:00:00.000","2023-10-06T00:00:00.000","L","Limited Liability Company","SK","Floor Covering and Counter Tops",,,"603097036","Chhim, Viraden","A","ACTIVE",
"MIKE MCCLELLAN CONST INC","MIKEMC*011DT","CC","CONSTRUCTION CONTRACTOR","2680 NILE RD",,"NACHES","WA","98937","5096582658","1999-03-30T00:00:00.000","2023-08-11T00:00:00.000","C","Corporation","01","GENERAL",,,"601943340","MCCLELLAN, MIKE BLAINE","A","ACTIVE",
"VITKOL LLC","VITKOL*793O1","CC","CONSTRUCTION CONTRACTOR","2105 S 295TH PL  APT E-4",,"FEDERAL WAY","WA","98003","2066375951","2021-10-07T00:00:00.000","2023-10-07T00:00:00.000","L","Limited Liability Company","RE","Tile, Ceramic, Mosaic, Natural and MFG Stone",,,"604723721","KOLOMIIETS, VITALII","A","ACTIVE",
"RIVERFRONT PLUMBING LLC","RIVERPL817PB","CC","CONSTRUCTION CONTRACTOR","7622  E 10th Ave",,"SPOKANE","WA","99212","5097242915","2019-10-03T00:00:00.000","2023-10-03T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"604509034","Robertson, Derek Andrew","A","ACTIVE",
"PARS LANDSCAPING INC","PARSLI*034RD","CC","CONSTRUCTION CONTRACTOR","16600 NE 101ST ST",,"VANCOUVER","WA","98682","3602546158","1997-12-04T00:00:00.000","2023-11-02T00:00:00.000","C","Corporation","01","GENERAL",,,"601806262","REZAEE, FRIEDOON","A","ACTIVE",
"DRC LANDSCAPE INC","DRCLALI900QE","CC","CONSTRUCTION CONTRACTOR","16821 Smokey Point blvd #821",,"ARLINGTON","WA","98223","3606581823","2010-11-05T00:00:00.000","2023-02-12T00:00:00.000","C","Corporation","BW","LANDSCAPING",,,"603032951","Fasoli, Brenda Ann","A","ACTIVE",
"J&S PLUMBING & MECHANICAL INC","JSPLUPM820LE","CC","CONSTRUCTION CONTRACTOR","1127 74TH ST SE  UNIT A",,"EVERETT","WA","98203","4252992569","2018-06-08T00:00:00.000","2022-06-22T00:00:00.000","C","Corporation","AD","PLUMBING",,,"604283174","KNYPSTRA, SHARON KAY","R","RE-LICENSED","2022-06-04T00:00:00.000"
"VICTOR BRAVO CONSTRUCTION LLC","VICTOBC791PA","CC","CONSTRUCTION CONTRACTOR","6326 21ST AVE SW UNIT B",,"SEATTLE","WA","98106","2062956066","2021-10-08T00:00:00.000","2023-10-08T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"604813112","BARKHURST, VAUGHN AIDAN","A","ACTIVE",
"JETCOM INC","JETCOI*973Q4","EC","ELECTRICAL CONTRACTOR","PO BOX 7747",,"KENT","WA","98042","2063900775","2003-11-24T00:00:00.000","2024-01-11T00:00:00.000","C","Corporation","09",,,,"602179920","HARRIS, RANDALL W","A","ACTIVE",
"SHEARWATER LANDSCAPES LLC","SHEARLL853ON","CC","CONSTRUCTION CONTRACTOR","5312 47th Ave S.",,"SEATTLE","WA","98118","2062803998","2015-09-15T00:00:00.000","2017-09-15T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"603515897","PARENT, TRAVIS MICHAEL","E","EXPIRED","2017-07-01T00:00:00.000"
"FRIEDMAN HOMES INC","FRIEDHI992DL","CC","CONSTRUCTION CONTRACTOR","PO BOX 481",,"MERCER ISLAND","WA","98040","2065507954","2001-03-13T00:00:00.000","2023-10-22T00:00:00.000","C","Corporation","01","GENERAL",,,"602101358","FRIEDMAN, JONATHAN ROBERT","A","ACTIVE",
"SILCOX CONSTRUCTION","SILCOC*021JM","CC","CONSTRUCTION CONTRACTOR","34317 THOMAS RD",,"EATONVILLE","WA","98328","3608795655","1998-04-14T00:00:00.000","2023-05-24T00:00:00.000","I","Individual","01","GENERAL",,,"601868733","SILCOX, COREY Todd","A","ACTIVE",
"B & B FLOORING","BBFLOF*791O2","CC","CONSTRUCTION CONTRACTOR","17114 158TH AVENUE KPN",,"GIG HARBOR","WA","98329","2535140899","2021-10-06T00:00:00.000","2023-10-06T00:00:00.000","I","Individual","SK","Floor Covering and Counter Tops",,,"602546042","GARCIA, BRIAN KENETH","A","ACTIVE",
"D H R ENTERPRISES INC","DHRENI*998QL","CC","CONSTRUCTION CONTRACTOR","605 NE 201ST",,"SHORELINE","WA","98155","2069797614","2001-11-13T00:00:00.000","2023-11-14T00:00:00.000","C","Corporation","01","GENERAL",,,"601976726","HIGBEE, DEWAYNE VERRON","A","ACTIVE",
"T&S CONTRACTOR SERVICES","TSCONCS838PK","CC","CONSTRUCTION CONTRACTOR","3508 NE 119th St",,"VANCOUVER",,"98686","3605532903","2017-10-12T00:00:00.000","2019-10-12T00:00:00.000","I","Individual","01","GENERAL",,,"604180500","MYERS, TIMOTHY JACK","E","EXPIRED","2019-10-12T00:00:00.000"
"SOUND CONSTRUCTION COMPANY","SOUNDCC858PL","CC","CONSTRUCTION CONTRACTOR","6920  ROOSEVELT WAY NE #103",,"SEATTLE","WA","98115","2069156582","2015-10-13T00:00:00.000","2023-10-17T00:00:00.000","I","Individual","01","GENERAL",,,"601554867","MARTIN, CHARLES THOMAS","A","ACTIVE",
"NW MSTR BLDRS/RESI CNSLTG LLC","NWMSTMB823O7","CC","CONSTRUCTION CONTRACTOR","18627 139TH ST E",,"BONNEY LAKE","WA","98391","4257739702","2018-09-27T00:00:00.000","2022-09-30T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"604285152","HARGROVE, LEVI JACKSON","A","ACTIVE",
"SARATOGA CRAFTSMAN INC","SARATCI952OM","CC","CONSTRUCTION CONTRACTOR","PO BOX 10066",,"BAINBRIDGE ISLAN","WA","98110","2068424200","2005-09-12T00:00:00.000","2023-11-03T00:00:00.000","C","Corporation","01","GENERAL",,,"600198053","LUBOVICH, RON","A","ACTIVE",
"NEWMARK CONSTRUCTION LLC","NEWMACL835PD","CC","CONSTRUCTION CONTRACTOR","5922 77TH DR NE",,"MARYSVILLE","WA","98270","4257378806","2017-10-04T00:00:00.000","2023-10-08T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"604172547","SALMERON, MANUEL","A","ACTIVE",
"BROTHER'S SOLUTIONS PNTG LLC","BROTHSP802QE","CC","CONSTRUCTION CONTRACTOR","7428 208TH ST SW APT 111",,"EDMONDS","WA","98026","4255635804","2020-11-17T00:00:00.000","2022-11-17T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"604523483","MEDINA, BONERGER GUERRA","A","ACTIVE",
"NORTHPOINTE HOMES LLC","NORTHHL854P6","CC","CONSTRUCTION CONTRACTOR","PO Box 99866",,"LAKEWOOD","WA","98496","2532501757","2015-10-26T00:00:00.000","2023-10-26T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"603550974","Esquivel, Leonardo Ramirez","A","ACTIVE",
"PATE CONCRETE CONSTRUCTION LLC","PATECCC834PJ","CC","CONSTRUCTION CONTRACTOR","PO BOX 791",,"COULEE CITY","WA","99115","5099771358","2017-10-11T00:00:00.000","2023-10-11T00:00:00.000","L","Limited Liability Company","BI","CONCRETE",,,"603422860","PATE, DANIEL K","A","ACTIVE",
"2 BROS FLOORING LLC","2BROSBF853OT","CC","CONSTRUCTION CONTRACTOR","PO BOX 872071",,"VANCOUVER","WA","98687","9713447396","2015-09-30T00:00:00.000","2023-10-08T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"603544493","ROMERO VEGA, JORGE LUIS","A","ACTIVE",
"VIS A VIS HOMES LLC","VISVIVH852OW","CC","CONSTRUCTION CONTRACTOR","2943 216TH PL SW",,"BRIER","WA","98036","2064980304","2015-09-16T00:00:00.000","2023-09-23T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"603537462","KNOLES, ROBERT LAURENCE","A","ACTIVE",
"GARDEN HARMONY INC","GARDEHI910D5","CC","CONSTRUCTION CONTRACTOR","5415 S 237TH PL",,"KENT","WA","98032","2538500754","2009-03-24T00:00:00.000","2023-11-04T00:00:00.000","C","Corporation","BW","LANDSCAPING",,,"602259173","CONLEY, LEE MORGAN","A","ACTIVE",
"BAGPIPE CONSTRUCTION","BAGPIC*933PZ","CC","CONSTRUCTION CONTRACTOR","4263 RURAL AVE",,"BELLINGHAM","WA","98225","3603192871","2007-10-09T00:00:00.000","2023-11-04T00:00:00.000","I","Individual","01","GENERAL",,,"602768826","CONNELL, LAWRENCE","A","ACTIVE",
"SD EVERGREEN CONSTRUCTION LLC","SDEVEEC877QA","CC","CONSTRUCTION CONTRACTOR","300 DESCHUTES WAY SW, STE 110",,"TUMWATER","WA","98501","3605155025","2013-11-01T00:00:00.000","2023-11-01T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"603328627","SAMRA, RAJWANT KAUR","A","ACTIVE",
"ABERNATHY CO LLC","ABERNCL949O2","CC","CONSTRUCTION CONTRACTOR","PO BOX 792",,"YACOLT","WA","98675","3606863406","2006-09-22T00:00:00.000","2023-09-02T00:00:00.000","L","Limited Liability Company","RF","Tree Removal Service",,,"602645852","ABERNATHY, NOLAN LAMAR","A","ACTIVE",
"PASCO MACHINE COMPANY INC","PASCOMC896QC","CC","CONSTRUCTION CONTRACTOR","518 WEST COLUMBIA ST",,"PASCO","WA","99301","5095472448","2011-11-03T00:00:00.000","2023-11-03T00:00:00.000","C","Corporation","CG","METAL FABRICATION",,,"113004668","STORY, JASON WAYNE","A","ACTIVE",
"WULFF CONTRACTING SERVICES","WULFFCS795PF","CC","CONSTRUCTION CONTRACTOR","609 N 20th St",,"COEUR D ALENE","ID","83814","2086401144","2021-10-06T00:00:00.000","2023-10-06T00:00:00.000","I","Individual","01","GENERAL",,,"604817529","Wulff, Micah Abraham","A","ACTIVE",
"PERFECT TEMP HTG & COOLING LLC","PERFETH857PB","CC","CONSTRUCTION CONTRACTOR","2531 Broadway #A",,"Everett","WA","98201","4252256295","2015-10-02T00:00:00.000","2023-10-08T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"603520901","MUJKIC, ABDULAH","A","ACTIVE",
"AVALON CONTRACTING INC","AVALOCI893QM","EC","ELECTRICAL CONTRACTOR","PO BOX 11067",,"TACOMA","WA","98411","2533834559","2011-11-10T00:00:00.000","2023-11-10T00:00:00.000","C","Corporation","01","GENERAL",,,"601864168","JOHNSON, MICHAEL A","A","ACTIVE",
"FORCE/COLLIDE LLC","FORCEL*821P6","CC","CONSTRUCTION CONTRACTOR","1414 SW Trenton St",,"SEATTLE","WA","98106","2062678467","2018-10-26T00:00:00.000","2022-10-26T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"603336382","Gaddy, Chelsea Jaclyn","A","ACTIVE",
"RON'S BULLDOZING INC","RONSBI*222QC","CC","CONSTRUCTION CONTRACTOR","31404 336TH PL SE",,"RAVENSDALE","WA","98051","3608860584","1978-11-03T00:00:00.000","2024-01-11T00:00:00.000","C","Corporation","01","GENERAL",,,"600285487","DAVIS, KEVEN M","A","ACTIVE",
"DISTINCTIVE BUILDERS","DISTIB*818PN","CC","CONSTRUCTION CONTRACTOR","921 Walk Ln",,"CLARKSTON","WA","99403","2083055533","2019-10-22T00:00:00.000","2023-10-22T00:00:00.000","I","Individual","01","GENERAL",,,"604520460","Hemighaus, Mark","A","ACTIVE",
"RAIN CREEK CONSTRUCTION LLC","RAINCCL991PJ","CC","CONSTRUCTION CONTRACTOR","PO BOX 390",,"LA CENTER","WA","98629","3605181877","2001-10-11T00:00:00.000","2023-10-13T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"602152969","JONER, SONNY ROY","A","ACTIVE",
"RNG CONSTRUCTION LLC","RNGCOCL838ML","CC","CONSTRUCTION CONTRACTOR","2973 142nd PL SE","Bellevue APT 2","EASTGATE","WA","98007","2064273983","2017-07-13T00:00:00.000","2023-10-06T00:00:00.000","L","Limited Liability Company","RE","Tile, Ceramic, Mosaic, Natural and MFG Stone",,,"604097367","MICELLI, RYAN NICHOLAS","A","ACTIVE",
"GLACIER STATE DEVELOPMNT 1 LLC","GLACISD813PM","CC","CONSTRUCTION CONTRACTOR","PO BOX 65165",,"Shoreline","WA","98155","4257650711","2019-10-14T00:00:00.000","2023-10-14T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"604086323","BRADSHAW, DARRELL THOMAS","A","ACTIVE",
"EXCEL RESTORATION LLC","EXCELRL794PH","CC","CONSTRUCTION CONTRACTOR","11583 SW BARBER ST",,"WILSONVILLE","OR","97070","5033137394","2021-10-08T00:00:00.000","2023-10-08T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"604815438","RUSNAC, REMUS","A","ACTIVE",
"LYNCH CONSTRUCTION LLC","LYNCHCL793Q4","CC","CONSTRUCTION CONTRACTOR","6200 BARON DR",,"BRIDGEPORT","MI","48722","9895293877","2021-10-29T00:00:00.000","2023-10-29T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"604821038","LYNCH, BRETT ALLAN","A","ACTIVE",
"MODERN HARDWOOD FLOOR I","MODERHF921RA","CC","CONSTRUCTION CONTRACTOR","22730 18TH AVE S",,"SEATTLE","WA","98198","2063343897","2008-12-01T00:00:00.000","2022-12-13T00:00:00.000","I","Individual","01","GENERAL",,,"602877673","PHAM, MINH T","A","ACTIVE",
"DIAMOND PLUMBING & HEATING LLC","DIAMOPH791NT","PC","PLUMBING CONTRACTOR","18814 90th Pl W",,"EDMONDS","WA","98026","2066962460","2021-09-24T00:00:00.000","2023-09-24T00:00:00.000","L","Limited Liability Company","01","JOURNEY LEVEL",,,"603282226","SWEETWOOD, KRISTEN LTNN","A","ACTIVE",
